segmentnr	original	folio	stemmed
BO_TZ21_ZHA-031:0	@#// chos rgyal srong btshan sgam po'i bka' 'bum zhal gdams las byung ba'i smin byed dbang gi lag len bcud 'dus bdud rtshi'i rgyal po zhes bya ba bzhugs so //	0	chos rgyal srong btshan sgam po bka bum zhal doms las byung ba smin byed dbang gi lag len bcud du bdud rtshi rgyal po zhes byed ba bzhugs so 
BO_TZ21_ZHA-031:1	na mo gu rush+tshar+yab lo ki te shwa ra ya /	0	na mo gu rush+tshar+yab lo ki te shwa ra ya 
BO_TZ21_ZHA-031:2	gzugs sku zla shel gzhon nu'i 'khri shing las //	0	gzugs sku zla shel gzhon nu khri shing las 
BO_TZ21_ZHA-031:3	brtshe chen bdud rtshi'i do shal phyag brkyangs nas //	0	brtshe chen bdud rtshi do shal phyag rkyong nas 
BO_TZ21_ZHA-031:4	skye dgu zhi bsil thar pa'i khang bzang du //	0	skye dgu zhi bsil thar ba khang bzang du 
BO_TZ21_ZHA-031:5	dbugs 'byin ster mdzad thugs rje can la 'dud //	0	dbugs byin ster mdzad thugs rje can la dud 
BO_TZ21_ZHA-031:6	cho ga'i spros pa rgya mtshho'i bcud bsdus nas //	0	cho ga spros ba rgya mtshho bcud sdud nas 
BO_TZ21_ZHA-031:7	rgyud la smin byed srog gi zungs sbyin pa'i //	0	brgyud la smin byed srog gi zungs sbyin ba 
BO_TZ21_ZHA-031:8	rtshi mchog rtsha ba'i dgongs don ma nor ba //	0	rtshi mchog rtsha ba dgongs don ma nor ba 
BO_TZ21_ZHA-031:9	mchog dman kun la gces pa'i nor 'di 'o //	0	mchog dman kun la gces ba nor di mang 
BO_TZ21_ZHA-031:10	sprul pa'i chos rgyal srong btshan sgam pos gangs can lha gcig thugs rje chen po'i smin grol gyi gdams pa mtha' yas pa zhig gsungs pa las /	1	sprul ba chos rgyal srong btshan sgam pos gangs can lha gcig thugs rje chen po smin grol gyi doms ba mtha yas ba jig gsungs ba las 
BO_TZ21_ZHA-031:11	zhal gdams zab don che tshho'i skor las 'byung ba rang smin cing gzhan la phan gdags pa dbang gi cho ga ni /	1	zhal doms zab don che tshho skor las byung ba rang smin cing gzhan la phan dogs ba dbang gi cho ga ni 
