segmentnr	original	stemmed
BO_T13_D4311-2:357a-9	rtsa ba lnga bskol ba'i khu ba mkhur bar dgang ba ste /	rtsa ba lnga skol ba khu ba mkhur ba geng ba ste 
BO_T13_D4311-2:357a-10	til mar gyi sna sman yang sbyar ro //	til mar gyi sna sman yang sbyor ro 
BO_T13_D4311-2:357a-11	mkhris pa las gyur pa'i lkog ma'i nad la ni khrag phyung la /	mkhris ba las gyur ba lkog ma nad la ni khrag byin la 
BO_T13_D4311-2:357a-12	khar  dkar po dang / pri yang ku dang / sbrang rtsi sbyar bas bsku bar bya'o //	khar dkar po dang pri yang ku dang sbrang rtsi sbyor ba skud ba byed 
BO_T13_D4311-2:357a-13	seng phrom dang / rma shing bskol ba'i khu ba mkhur bar bcang ngo //	seng phrom dang rma shing skol ba khu ba mkhur ba chang ngo 
BO_T13_D4311-2:357a-14	rgun 'bru dang / pa ru ka sha bskol ba'i khu ba mkhur bar bcangs na yang phan no //	rgun bru dang ba ru ka sha skol ba khu ba mkhur ba chang na yang phan no 
BO_T13_D4311-2:357a-15	khrag las gyur pa'i lkog ma'i nad la ni cho ga gong ma bzhin du byas te gso bar bya'o //	khrag las gyur ba lkog ma nad la ni cho ga gong ma bzhin du byed te gso ba byed 
BO_T13_D4311-2:357a-16	khrag las gyur pa'i lkog ma'i nad ni gso dka' ste spang bar bya'o zhes kyang bshad do //	khrag las gyur ba lkog ma nad ni gso dka ste spong ba byed zhes kyang chad do 
BO_T13_D4311-2:357a-17	bad kan las gyur pa'i lkog ma'i nad la ni me mdag dud pa can gyis bdug pa dang / sman tsha ba rnams kyis gdab par bya'o //	bad kan las gyur ba lkog ma nad la ni me mdag dud ba can gyis bdug ba dang sman tsha ba rnams kyis gdab ba byed 
BO_T13_D4311-2:357a-18	yang na aa pa marga'i 'bras bu dang / ge ri karni dkar po dang / dan ti dang / byi dang ga dang / rgyam tsha dang / de rnams til mar dang sbyar bas sna sman dang mkhur bar bcang pa rab tu bsngags so //	yang na aa ba marga bras bu dang ge ri karni dkar po dang dan ti dang byi dang ga dang rgyam tsha dang de rnams til mar dang sbyor ba sna sman dang mkhur ba chang ba rab tu bsngags so 
BO_T13_D4311-2:357a-19	lkog ma'i nad brin da dang / sha lu ka dang / du dhi ke ri ka dang / kyi la yu ka dang / de rnams la yang gso ba gong ma bzhin du bya'o //	lkog ma nad brin da dang sha lu ka dang du dhi ke ri ka dang kyi la yu ka dang de rnams la yang gso ba gong ma bzhin du byed 
BO_T13_D4311-2:357a-20	lkog ma'i 'bras nad la ni khrag gzags te /	lkog ma bras nad la ni khrag gzags te 
BO_T13_D4311-2:357b-0	'bras bu gsum dang / @357b gi wang dang / skyer khanda dang / btsag yug snam dang / seng phrom dang / lan tshva dang / rma shing dang / pi pi ling dang / de rnams kyis byug pa dang / mkhur bar bcang bar bya'o //	bras bu gsum dang gi wang dang skyer khanda dang btsag yug snam dang seng phrom dang lan tshva dang rma shing dang pi pi ling dang de rnams kyis byug ba dang mkhur ba chang ba byed 
