segmentnr	original	folio	stemmed
BO_TZ12_NA-021:0	@#// bla ma drag po ki la ya'i man ngag bzhugs so //	0	bla ma drag po ki la ya man ngag bzhugs so 
BO_TZ12_NA-021:1	snang mtha' spyan ras gzigs dang pad+ma 'byung //	0	snang mtha spyan ras gzigs dang pad+ma byung 
BO_TZ12_NA-021:2	chos longs sprul pa'i skur bzhengs grags pa'i gzhi'i //	0	chos longs sprul ba skur bzhengs grags ba gzhi 
BO_TZ12_NA-021:3	zhabs zung byang chub snying po de tshhun du //	0	zhabs zung byang chub snying po de tshhun du 
BO_TZ12_NA-021:4	bdag gi spyi bo'i nor bu nyid gyur cig	0	bdag gi spyi bo nor bu nyid gyur cig 
BO_TZ12_NA-021:5	/de yang gnyal yangs pa can zhes pa'i grong khyer chen po'i dbus dpal gyi ri bo'i ngogs rdo rje gdan gyi gtshug lag khang du kho bo slebs pa'i skabs shig	0	yang gnyal yangs ba can zhes ba grong khyer chen po dbus dpal gyi ri bo ngogs rdo rje gdan gyi gtshug lag khang du kho bo slebs ba skabs shig 
BO_TZ12_NA-021:6	/mtshhan mo'i thun tha ma rdzogs /	0	mo thun tha ma rdzogs 
BO_TZ12_NA-021:7	skya rengs 'char ka tsham la gnyid thum du song ba'i rmi lam du srin yul rnga yab gling nas slob dpon chen po pad+ma 'byung gnas kyis brdzangs pa'i pho nya ba srin po gdong gcig pa /	0	skya rengs char ka tsham la rnyid thum du gro ba rmi lam du srin yul rnga yab gling nas slob dpon chen po pad+ma byung gnas kyis brdzangs ba pho nya ba srin po gdong gcig ba 
BO_TZ12_NA-021:8	mdog smug nag na ra'i g.yang gzhis smad dkris shing /	0	mdog smug nag na ra g.yang gzhis smad dkri shing 
BO_TZ12_NA-021:9	mi mgo ya mgal gcig thod du bcings pa gnyis byung nas slob dpon chen po'i bka' las /	0	mi mgo ya mgal gcig thod du ching ba gnyis byung nas slob dpon chen po bka las 
BO_TZ12_NA-021:10	khyed la da lo dam sri spun dgu'i bar chad che bar 'dug pas /	1	khyed la da lo dam sri spun dgu ba chad che ba dug ba 
BO_TZ12_NA-021:11	gdams pa 'di nyams su longs /	1	doms ba di nyams su longs 
BO_TZ12_NA-021:12	des bzlog par 'gyur la /	1	des bzlog ba gyur la 
BO_TZ12_NA-021:13	phyis kyang de bzhin byas na bar chad las rgyal bar 'gyur ro //	1	byid kyang de bzhin byed na ba chad las rgyal ba gyur ro 
BO_TZ12_NA-021:14	zhes bka' bstshal bsgyur te log go snyam sems pa'i mod de khar /	1	zhes bka bstshal sgyur te log go snyam sems ba mod de khar 
BO_TZ12_NA-021:15	rang gi mdun gyi nam mkha'i snam log g.yon du nye ba'i thad na rig 'dzin chen po drag po rtshal stod khro rgyal smad phur pa'i dbyibs 'chad par 'gyur ba ji lta ba /	1	rang gi mdun gyi nam mkha snam log g.yon du nye ba thad na rig dzin chen po drag po rtshal stod khro rgyal smad phur ba dbyibs chad ba gyur ba ji lta ba 
BO_TZ12_NA-021:16	sku'i rgyan dang sngags phyag rgya mi sgrib cing drag po'i sngags sgra dang bcas pa mthong ba'i mod la zil gyis brgyal ba snyam byed pa zhig byung ste mthar rang yal lo //	1	sku rgyan dang sngags phyag rgya mi sgrib cing drag po sngags sgra dang cha ba mthong ba mod la zil gyis brgyal ba snyam byed ba jig byung ste mthar rang yal lo 
BO_TZ12_NA-021:17	sad nas rig 'dzin chen pos bdag la byin rlabs 'pho ba'i dbang bskur ba yin no snyam dga' mgu rangs pa bsam gyis ma khyab bo //	1	sad nas rig dzin chen pos bdag la byin rlabs pho ba dbang skur ba yin no snyam dga mgu rangs ba bsam gyis ma khyab bo 
BO_TZ12_NA-021:18	bka' bstshal ji ltar bsgyur ba'i snying po ni 'di'o //	1	bka bstshal ji ltar sgyur ba snying po ni di 
BO_TZ12_NA-021:19	rdzogs pa chen po'i klong nyid las //	1	rdzogs ba chen po klong nyid las 
BO_TZ12_NA-021:20	dran rig 'di ka drag po'i sku	2	dran rig di ka drag po sku 
BO_TZ12_NA-021:21	/rdo rje phur pa'i gzugs su ni //	2	rje phur ba gzugs su ni 
BO_TZ12_NA-021:22	chu las chu bur rdol ltar bskyed //	2	chu las chu bur rdol ltar skyed 
BO_TZ12_NA-021:23	rgyan dang sprul pa ji lta ba //	2	rgyan dang sprul ba ji lta ba 
BO_TZ12_NA-021:24	yas la ka ste mas la ah	2	yas la ka ste mas la ah 
BO_TZ12_NA-021:25	dmod pa'i mtshhon cha bar du ltem //	2	dmod ba mtshhon cha ba du ltem 
BO_TZ12_NA-021:26	tshit+ta'i gur khyim phyag rgya bca'//	2	tshit+ta gur khyim phyag rgya 
BO_TZ12_NA-021:27	phyogs bcu'i zhing nas spyan drangs bstim //	2	phyogs chu zhing nas spyan drangs stim 
BO_TZ12_NA-021:28	re res gzi brjid 'bum du gyur //	2	re res gzi brjid bum du gyur 
BO_TZ12_NA-021:29	rigs lngar gsol gdab dbang bskur blang /	2	rigs lngar gsol gdab dbang skur blang 
BO_TZ12_NA-021:30	om ahhu~m artshig nirtshig na mo b+ha ga wa te badzra ki li ki la ya /	3	om ahhu~m artshig nirtshig na mo b+ha ga wa te badzra ki li ki la ya 
BO_TZ12_NA-021:31	zhes bzlas dgug gzhug yang yang bya //	3	zhes bzlas gugs jug yang yang byed 
BO_TZ12_NA-021:32	stod las so /	3	stod las so 
BO_TZ12_NA-021:33	khro bcu'i dregs pa des gnod byed //	3	khro chu dregs ba des gnod byed 
BO_TZ12_NA-021:34	bcing pa lngas bcings brub khung bcug	3	ching ba lngas ching brub khung jug 
BO_TZ12_NA-021:35	/ye shes rang bstim 'jig rten pa //	3	shes rang stim jig rten ba 
BO_TZ12_NA-021:36	gzir bas lha phral phur pas bsgral /	3	gzir ba lha phral phur ba bsgral 
BO_TZ12_NA-021:37	che ge mo trig nan /	3	che ge mo trig nan 
BO_TZ12_NA-021:38	che ge mo'i snying la hur thum dzah	3	che ge mo snying la hur thum dzah 
BO_TZ12_NA-021:39	gzir ba'o // bsgral ba ni /	3	gzir ba bsgral ba ni 
BO_TZ12_NA-021:40	gnod byed dgra'am bgegs thams cad ma ra ya ste /	4	gnod byed dgra bgegs thams cad ma ra ya ste 
BO_TZ12_NA-021:41	gnyis kar sngags kyi sham bur bya'o //	4	gnyis kar sngags kyi sham bur byed 
BO_TZ12_NA-021:42	pad+ma nga yi snying thig ste //	4	pad+ma nga yi snying thig ste 
BO_TZ12_NA-021:43	bsnyen sgrub las sbyor chig dril yin //	4	snyen sgrub las sbyor chig dril yin 
BO_TZ12_NA-021:44	srung zlog bsad las mthar thug pas //	4	srung zlog bsad las mthar thug ba 
BO_TZ12_NA-021:45	skal ldan snying gi dkyil du sbos /	4	skal ldan snying gi dkyil du sbo 
BO_TZ12_NA-021:46	sa ma ya /	4	sa ma ya 
BO_TZ12_NA-021:47	dam tshhig gi rgya'o /	4	dam tshhig gi rgya 
BO_TZ12_NA-021:48	! /da ni de'i don slob dpon nyid kyi byin rlabs kyis rnyed pa ni /	4	ni de don slob dpon nyid kyi byin rlabs kyis rnyed ba ni 
BO_TZ12_NA-021:49	bde ba'i stan la 'dug ste /	4	bde ba stan la dug ste 
BO_TZ12_NA-021:50	rnal 'byor gyi yo byad mdun du bshams te /	5	rnal byor gyi yo byad mdun du bshams te 
BO_TZ12_NA-021:51	bar chad kyi gdon bgegs dgra bo thams cad bsgral te byang chub chen po bsgrub par bya'o snyam pas /	5	ba chad kyi don bgegs dgra bo thams cad bsgral te byang chub chen po sgrub ba byed snyam ba 
BO_TZ12_NA-021:52	bdag ni mgon po gzhan spangs nas //	5	bdag ni mgon po gzhan spong nas 
BO_TZ12_NA-021:53	rig 'dzin chen po khyed la skyabs //	5	rig dzin chen po khyed la skyob 
BO_TZ12_NA-021:54	de ci'i slad du zhe na khyod //	5	de ci slad du zhe na khyod 
BO_TZ12_NA-021:55	sangs rgyas chos tshhogs kun lags so //	5	sangs rgya chos tshhogs kun lags so 
BO_TZ12_NA-021:56	de phyir thugs rje'i spyan ras kyis //	5	de phyir thugs rje spyan ras kyis 
BO_TZ12_NA-021:57	rnam pa kun du gzigs pa dang / khyod kyi mdzad pa gang lags pa //	5	rnam ba kun du gzigs ba dang khyod kyi mdzad ba gang lags ba 
BO_TZ12_NA-021:58	de la bdag gis bslab par bgyi //	5	de la bdag gis bslab ba bgyid 
BO_TZ12_NA-021:59	zhes pas sems bskyed /	5	zhes ba sems skyed 
BO_TZ12_NA-021:60	om swa b+ha wa bi shud+d+hohsarba d+harmahswa b+ha wa bi shud+d+ho\u0f85 ham/	6	om swa b+ha wa bi shud+d+hohsarba d+harmahswa b+ha wa bi shud+d+ho\u0f85 
BO_TZ12_NA-021:61	ye dag ye rdzogs chen po'i klong /	6	ye dag ye rdzogs chen po klong 
BO_TZ12_NA-021:62	dran rig ye shes kyi cha /	6	dran rig ye shes kyi cha 
