segmentnr	original	stemmed
BO_K01_D0007B-2_H0008-2:345a-25	mi klog pa gang zhe na /	mi klog ba gang zhe na 
BO_K01_D0007B-2_H0008-2:345a-26	gnas gang na so sor thar pa'i mdo klog pa'i dge slong gis so sor thar pa'i mdo mi klog na /	gnas gang na so sor thar ba mdo klog ba dge slong gis so sor thar ba mdo mi klog na 
BO_K01_D0007B-2_H0008-2:345a-27	de'i rjes nas slob pa gzhan gyis bklag par bya'o //	de rjes nas slob ba gzhan gyis klog ba byed 
BO_K01_D0007B-2_H0008-2:345a-28	des kyang ma bklags la mi sbobs na /	des kyang ma bklags la mi sbobs na 
BO_K01_D0007B-2_H0008-2:345a-29	de'i yang rjes nas slob pa gzhan gyis lhogs shig /	de yang rjes nas slob ba gzhan gyis lhogs shig 
BO_K01_D0007B-2_H0008-2:345a-30	des kyang mi nus la ma spobs te /	des kyang mi nus la ma spobs te 
BO_K01_D0007B-2_H0008-2:345b-0	de bzhin du rjes nas slob pa'i @345b mthar phyin gyi bar du gang gis kyang spobs pa med na /	de bzhin du rjes nas slob ba mthar phyin gyi ba du gang gis kyang spobs ba med na 
BO_K01_D0007B-2_H0008-2:345b-1	de ma bklags pa zhes bya'o //	de ma bklags ba zhes byed 
BO_K01_D0007B-2_H0008-2:345b-2	byin gyis rlob pa gang zhe na /	byin gyis rlob ba gang zhe na 
BO_K01_D0007B-2_H0008-2:345b-3	dge slong gang gnas na gcig pu 'dug na /	dge slong gang gnas na gcig pu dug na 
BO_K01_D0007B-2_H0008-2:345b-4	des bco lnga'i gso sbyong de nyid du sngar langs te mchod rten dang / khang par phyag dar bya /	des chos lnga gso sbyong de nyid du sngar ldang te mchod rten dang khang ba phyag dar byed 
BO_K01_D0007B-2_H0008-2:345b-5	khyams kyang phyag dar bya /	khyams kyang phyag dar byed 
BO_K01_D0007B-2_H0008-2:345b-6	gso sbyong gi gnas kyang phyar dar bya la /	gso sbyong gi gnas kyang phyar dar byed la 
BO_K01_D0007B-2_H0008-2:345b-7	shin tu gsang ba'i ba lang gi lci bas 'jam por byugs te dus su rim bzhin du stan rnams bting la chu gtsang ma'i ril ba rnams dang / bshang sa'i ril pa'ang chus dgang bar bya /	shin tu gsang ba ba lang gi lci ba jam por byug te dus su rim bzhin du stan rnams bting la chu gtsang ma ril ba rnams dang bshang sa ril ba chus geng ba byed 
BO_K01_D0007B-2_H0008-2:345b-8	me'ang nye bar gzhag par bya /	me nye ba jog ba byed 
BO_K01_D0007B-2_H0008-2:345b-9	me mar dang / me mar gyi rkong bu dang / me mar gyi sdong bu dang / lag gi tshul shing yang nye bar gzhag par bya ste /	me mar dang me mar gyi rkong bu dang me mar gyi sdong bu dang lag gi tshul shing yang nye ba jog ba byed ste 
BO_K01_D0007B-2_H0008-2:345b-10	gal te gso sbyong ma byas pa'i dge slong dag 'ongs na /	gal te gso sbyong ma byed ba dge slong dag ngs na 
BO_K01_D0007B-2_H0008-2:345b-11	de dang lhan cig tu gso sbyong bya zhing so sor thar pa'i mdo klog pa'ang bsgrag par bya'o //	de dang lhan cig tu gso sbyong byed zhing so sor thar ba mdo klog ba sgrog ba byed 
BO_K01_D0007B-2_H0008-2:345b-12	gal te ma 'ongs nas phyogs mtho bar der 'dzegs te /	gal te ma ngs nas phyogs mtho ba der dzegs te 
BO_K01_D0007B-2_H0008-2:345b-13	der 'greng nas phyogs bzhi kun tu bltas la /	der greng nas phyogs bzhi kun tu lta la 
BO_K01_D0007B-2_H0008-2:345b-14	de ste 'ga' zhig 'ongs na /	de ste ga jig ngs na 
BO_K01_D0007B-2_H0008-2:345b-15	des tshe dang ldan pa myur du shog cig /	des tshe dang ldan ba myur du shog cig 
BO_K01_D0007B-2_H0008-2:345b-16	gso sbyong bya'o //	gso sbyong byed 
BO_K01_D0007B-2_H0008-2:345b-17	zhes 'bod de /	zhes bod de 
BO_K01_D0007B-2_H0008-2:345b-18	de ste su'ang mi 'ong na /	de ste su mi ng na 
BO_K01_D0007B-2_H0008-2:345b-19	des de nas babs te dus kyi mtha' gyur gyi bar sdod la 'dug ste /	des de nas bab te dus kyi mtha gyur gyi ba sdod la dug ste 
BO_K01_D0007B-2_H0008-2:345b-20	rkyang pa gsum pa brjod par bya /	rkyang ba gsum ba rjod ba byed 
BO_K01_D0007B-2_H0008-2:345b-21	sbyin pa'i yon tan bklag par bya /	sbyin ba yon tan klog ba byed 
BO_K01_D0007B-2_H0008-2:345b-22	sems bskyed par bya /	sems skyed ba byed 
BO_K01_D0007B-2_H0008-2:345b-23	kha nas kyang deng ni /	kha nas kyang deng ni 
BO_K01_D0007B-2_H0008-2:346a-0	dge 'dun gyi bco lnga'i gso sbyong @346a *//	dge dun gyi chos lnga gso sbyong 
BO_K01_D0007B-2_H0008-2:346a-1	ste; bdag dge slong ming 'di zhes bya ba'i yang der bco lnga'i gso sbyong ste /	ste; bdag dge slong ming di zhes byed ba yang der chos lnga gso sbyong ste 
BO_K01_D0007B-2_H0008-2:346a-2	bar chad kyi chos rnams kyang yongs su dag go /	ba chad kyi chos rnams kyang yongs su dag go 
BO_K01_D0007B-2_H0008-2:346a-3	lha rnams kyis kyang bdag dge slong ming 'di zhes bgyi ba yongs su dag par zungs shig /	lha rnams kyis kyang bdag dge slong ming di zhes bgyid ba yongs su dag ba zungs shig 
BO_K01_D0007B-2_H0008-2:346a-4	'dir ni / tshul khrims kyi phung po yongs su bskang ba'i phyir gso sbyong byin gyis brlab par bya ste /	dir ni tshul khrims kyi phung po yongs su skong ba phyir gso sbyong byin gyis brlab ba byed ste 
BO_K01_D0007B-2_H0008-2:346a-5	nam dge 'dun mthun par tshogs pa de nas gso sbyong rgyas par myong ba dang / so sor thar pa'i mdo yang myong bar bya'o //	nam dge dun mthun ba tshogs ba de nas gso sbyong rgya ba myong ba dang so sor thar ba mdo yang myong ba byed 
BO_K01_D0007B-2_H0008-2:346a-6	zhes de ltar lan gnyis lan gsum du brjod par bya'o //	zhes de ltar lan gnyis lan gsum du rjod ba byed 
BO_K01_D0007B-2_H0008-2:346a-7	ji ltar dge slong gcig pa de bzhin du dge slong gnyis sam /	ji ltar dge slong gcig ba de bzhin du dge slong gnyis sam 
BO_K01_D0007B-2_H0008-2:346a-8	gsum gnas kyang rung ste /	gsum gnas kyang rung ste 
BO_K01_D0007B-2_H0008-2:346a-9	de bzhin du mngon du spyad par bya /	de bzhin du mngon du spyod ba byed 
BO_K01_D0007B-2_H0008-2:346a-10	sems bskyed par bya'o //	sems skyed ba byed 
BO_K01_D0007B-2_H0008-2:346a-11	gcig la gcig brjod par bya'o //	gcig la gcig rjod ba byed 
BO_K01_D0007B-2_H0008-2:346a-12	de ltar byas na /	de ltar byed na 
BO_K01_D0007B-2_H0008-2:346a-13	gso sbyong byas pa yin te /	gso sbyong byed ba yin te 
BO_K01_D0007B-2_H0008-2:346a-14	'di ni / byin gyis brlabs pa zhes bya'o //	di ni byin gyis brlabs ba zhes byed 
BO_K01_D0007B-2_H0008-2:346a-15	smyon pa'i sdom pa gang zhe na /	smyon ba sdom ba gang zhe na 
BO_K01_D0007B-2_H0008-2:346a-16	dge slong gang smyos par gyur la sems 'khrugs shing nad kyis gzir ba de la smyon pa'i sdom pa /	dge slong gang smyos ba gyur la sems khrugs shing nad kyis gzir ba de la smyon ba sdom ba 
BO_K01_D0007B-2_H0008-2:346a-17	gsol ba dang gnyis kyi las kyis sbyin par bya ba ni /	gsol ba dang gnyis kyi las kyis sbyin ba byed ba ni 
BO_K01_D0007B-2_H0008-2:346a-18	ji ltar tshe dang ldan pa bye ma can bzhin rgyas par sbyar te /	ji ltar tshe dang ldan ba bye ma can bzhin rgya ba sbyor te 
BO_K01_D0007B-2_H0008-2:346a-19	ji ltar 'dul ba de ni /	ji ltar dul ba de ni 
BO_K01_D0007B-2_H0008-2:346a-20	smyon pa'i sdom pa zhes bya'o //	smyon ba sdom ba zhes byed 
BO_K01_D0007B-2_H0008-2:346a-21	ma smyos pa'i sdom pa gang zhe na /	ma smyos ba sdom ba gang zhe na 
BO_K01_D0007B-2_H0008-2:346b-0	smyon pa'i sdom pa de @346b dag ma gtogs par de las gzhan pa'i sdom pa de ni /	smyon ba sdom ba de dag ma gtogs ba de las gzhan ba sdom ba de ni 
BO_K01_D0007B-2_H0008-2:346b-1	ma smyos pa'i sdom pa zhes bya'o //	ma smyos ba sdom ba zhes byed 
BO_K01_D0007B-2_H0008-2:346b-2	dad pas byin pa ma rung bar byed pa gang zhe na /	dad ba byin ba ma rung ba byed ba gang zhe na 
BO_K01_D0007B-2_H0008-2:346b-3	tshul khrims nyams pa la byin na /	tshul khrims nyams ba la byin na 
BO_K01_D0007B-2_H0008-2:346b-4	dad pas byin pa ma rung ba zhes bya'o //	dad ba byin ba ma rung ba zhes byed 
