segmentnr	original	stemmed
BO_T05_D3990a:66a-0	@66a * // 'phags pa chos bzhi pa'i rnam par bshad pa /	phag ba chos bzhi ba rnam ba chad ba 
BO_T05_D3990a:66a-1	'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	jam dpal gzhon nur gyur ba la phyag tshal lo 
BO_T05_D3990a:66a-2	byang chub sems dpa' sems dpa' chen pos chos bzhi po 'di dag ji srid 'tsho'i bar du srog gi phyir yang yongs su gtang bar mi bya'o zhes bya ba'i mdo 'di ci'i phyir brtsams she na /	byang chub sems dpa sems dpa chen pos chos bzhi po di dag ji srid tsho ba du srog gi phyir yang yongs su gtong ba mi byed zhes byed ba mdo di ci phyir brtsams she na 
BO_T05_D3990a:66a-3	theg pa chen po la yang dag par zhugs pa bla na med pa'i byang chub thob par bya ba'i thabs la mgo rmongs pa rnams la yang dag par bstan pa'i phyir dang / bag med pa rnams yang dag par 'dzin du gzhug pa'i phyir dang /	theg ba chen po la yang dag ba jug ba bla na med ba byang chub thob ba byed ba thabs la mgo rmongs ba rnams la yang dag ba ston ba phyir dang bag med ba rnams yang dag ba dzin du jug ba phyir dang 
BO_T05_D3990a:66a-4	kun tu zhum pa rnams yang dag par gzengs bstod pa'i phyir dang / yang dag par zhugs pa rnams yang dag par rab tu dga' bar bya ba'i phyir ro //	kun tu zhum ba rnams yang dag ba gzengs bstod ba phyir dang yang dag ba jug ba rnams yang dag ba rab tu dga ba byed ba phyir ro 
BO_T05_D3990a:66a-5	bzhi zhes grangs smos pa ni rgya che bar dogs nas de dag nyan mi 'dod pa yongs su spang bar bya ba'i phyir ro //	bzhi zhes grangs smos ba ni rgya che ba dogs nas de dag nyan mi dod ba yongs su spong ba byed ba phyir ro 
BO_T05_D3990a:66a-6	grangs smos na bde blag tu dran pa'i phyir ro //	grangs smos na bde blag tu dran ba phyir ro 
BO_T05_D3990a:66a-7	'og nas 'byung ba'i bzod pa dang / des pa gnyis dgos pa gcig pas tha mi dad pa'i phyir ro //	g nas byung ba bzod ba dang des ba gnyis dgos ba gcig ba tha mi dad ba phyir ro 
BO_T05_D3990a:66a-8	theg pa chen po la yang dag par zhugs pa rnams kyi rnam grangs mang yang ming gnyis smos pa ni rgyu gsum gyis te /	theg ba chen po la yang dag ba jug ba rnams kyi rnam grangs mang yang ming gnyis smos ba ni rgyu gsum gyis te 
BO_T05_D3990a:66a-9	mos pa dang / sbyor ba dang / khong du chud pas so //	mos ba dang sbyor ba dang khong du chud ba so 
BO_T05_D3990a:66a-10	mos pas ji lta bu zhe na /	mos ba ji lta bu zhe na 
BO_T05_D3990a:66a-11	shes bya zab mo la mos pa'i phyir byang chub sems dpa'o //	shes byed zab mo la mos ba phyir byang chub sems dpa 
BO_T05_D3990a:66a-12	mthu chen po la mos pa'i phyir sems dpa' chen po'o //	mthu chen po la mos ba phyir sems dpa chen po 
BO_T05_D3990a:66a-13	sbyor bas ji lta bu zhe na /	sbyor ba ji lta bu zhe na 
BO_T05_D3990a:66a-14	bdag kyang bla na med pa yang dag par rdzogs pa'i byang chub kyi phyir rab tu brtson pa'i phyir dang / sems can thams cad sdug bsngal las yongs su bskyab pa'i phyir ro //	bdag kyang bla na med ba yang dag ba rdzogs ba byang chub kyi phyir rab tu brtson ba phyir dang sems can thams cad sdug sngal las yongs su bskyab ba phyir ro 
BO_T05_D3990a:66a-15	khong du chud pas ji lta bu zhe na /	khong du chud ba ji lta bu zhe na 
BO_T05_D3990a:66a-16	stobs gnyis kyis byang chub rtogs par 'gyur ba'i phyir te /	stobs gnyis kyis byang chub rtogs ba gyur ba phyir te 
BO_T05_D3990a:66a-17	gnyis gang zhe na /	gnyis gang zhe na 
BO_T05_D3990a:66a-18	blo'i stobs dang / brtson 'grus kyi stobs te /	blo stobs dang brtson grus kyi stobs te 
BO_T05_D3990a:66a-19	mi shes pa dang / brtson 'grus chud dus ni byang chub rtogs par mi nus so //	mi shes ba dang brtson grus chud dus ni byang chub rtogs ba mi nus so 
BO_T05_D3990a:66b-0	ji srid 'tsho'i @66b bar du yongs su gtang bar mi bya'o zhes bya bas ni /	ji srid tsho ba du yongs su gtong ba mi byed zhes byed ba ni 
BO_T05_D3990a:66b-1	chos de rnams la rgyun du bya ba nyid ston to //	chos de rnams la rgyun du byed ba nyid ston to 
BO_T05_D3990a:66b-2	srog gi phyir yang zhes bya bas ni gus par bya ba nyid do //	srog gi phyir yang zhes byed ba ni gus ba byed ba nyid do 
BO_T05_D3990a:66b-3	ci'i phyir chos bzhi zhes bya ste /	ci phyir chos bzhi zhes byed ste 
BO_T05_D3990a:66b-4	mi nyung mi mang zhe na /	mi nyung mi mang zhe na 
BO_T05_D3990a:66b-5	byang chub kyi tshogs kyi bar chad byed pa'i chos bzhi ste /	byang chub kyi tshogs kyi ba chad byed ba chos bzhi ste 
BO_T05_D3990a:66b-6	de dag gi gnyen por bzhi'o bar chad byed pa'i chos bzhi po dag gang zhe na /	de dag gi gnyen por bzhi ba chad byed ba chos bzhi po dag gang zhe na 
BO_T05_D3990a:66b-7	don du mi gnyer ba nyid dang / thabs mi shes pa nyid dang / sems can la mi phyogs pa nyid dang / yul la mngon du phyogs pa nyid do //	don du mi gnyer ba nyid dang thabs mi shes ba nyid dang sems can la mi phyogs ba nyid dang yul la mngon du phyogs ba nyid do 
BO_T05_D3990a:66b-8	yang bzhi ste /	yang bzhi ste 
BO_T05_D3990a:66b-9	mi rtsom pa dang / log par rtsom pa dang / rtsom pa gtong ba dang / rtsom pa la rnam par g-yeng ba'o //	mi rtsom ba dang log ba rtsom ba dang rtsom ba gtong ba dang rtsom ba la rnam ba g-yeng ba 
BO_T05_D3990a:66b-10	yang byang chub kyi tshogs dang mthun pa'i chos bzhi ste /	yang byang chub kyi tshogs dang mthun ba chos bzhi ste 
BO_T05_D3990a:66b-11	de dag gi gzhi'i phyir bzhi'o //	de dag gi gzhi phyir bzhi 
BO_T05_D3990a:66b-12	byang chub kyi tshogs dang mthun pa'i chos bzhi po dag gang zhe na /	byang chub kyi tshogs dang mthun ba chos bzhi po dag gang zhe na 
BO_T05_D3990a:66b-13	gdams ngag dang rjes su bstan pa 'dod pa nyid dang / de 'thob pa dang / de'i snod nyid dang / de grub pa'o//	doms ngag dang rjes su ston ba dod ba nyid dang de thob ba dang de snod nyid dang de grub 
BO_T05_D3990a:66b-14	yang bzhi ste /	yang bzhi ste 
BO_T05_D3990a:66b-15	don du gnyer ba nyid dang / thabs shes pa nyid dang / sgrub pa ste /	don du gnyer ba nyid dang thabs shes ba nyid dang sgrub ba ste 
BO_T05_D3990a:66b-16	de la sgrub pa ni rnam pa gnyis te /	de la sgrub ba ni rnam ba gnyis te 
BO_T05_D3990a:66b-17	sems can yongs su smin par byed pa dang / sangs rgyas kyi chos yongs su smin par byed pa'o //	sems can yongs su smin ba byed ba dang sangs rgya kyi chos yongs su smin ba byed ba 
BO_T05_D3990a:66b-18	yang bzhi ste /	yang bzhi ste 
BO_T05_D3990a:66b-19	'khor pa yongs su mi gtong ba dang / de na kun nas nyon mongs pa med pa dang / sems can sdud pa dang / brtson 'grus sbyangs pa nyid do //	khor ba yongs su mi gtong ba dang de na kun nas nyon mongs ba med ba dang sems can sdud ba dang brtson grus sbyong ba nyid do 
BO_T05_D3990a:66b-20	yang rgyu bzhi po dag gis bgrod dka' ba'i lam las rgal bar byed pa yin te /	yang rgyu bzhi po dag gis bgrod dka ba lam las rgal ba byed ba yin te 
BO_T05_D3990a:66b-21	'gro bar 'dod pa nyid dang / lam shes pa nyid dang / yi chad pas ji mi snyam pa nyid dang / bag yod pa nyid kyis so //	gro ba dod ba nyid dang lam shes ba nyid dang yi chad ba ji mi snyam ba nyid dang bag yod ba nyid kyis so 
BO_T05_D3990a:66b-22	de ltar na 'khor ba'i lam las rgal bar byed pa yin te /	de ltar na khor ba lam las rgal ba byed ba yin te 
BO_T05_D3990a:66b-23	de dag gi gzhi'i phyir bzhi'o //	de dag gi gzhi phyir bzhi 
BO_T05_D3990a:66b-24	ci'i phyir nyan thos dang rang sangs rgyas kyi byang chub la rab tu brtson pa la byang chub sems dpa' zhes mi bya zhe na /	ci phyir nyan thos dang rang sangs rgya kyi byang chub la rab tu brtson ba la byang chub sems dpa zhes mi byed zhe na 
BO_T05_D3990a:66b-25	ltag na med pa nyid du ming rnam par gzhag pa'i phyir te snang byed bzhin no //	ltag na med ba nyid du ming rnam ba jog ba phyir te snang byed bzhin no 
BO_T05_D3990a:66b-26	don mdor bsdu na bcom ldan 'das kyis mdo sde 'dir theg pa chen po la yang dag par zhugs pa rnams kyi rjes su mthun pa'i las dang / ji ltar de'i 'bras bu med par mi 'gyur ba de yongs su bstan to //	don mdor sdud na joms ldan da kyis mdo sde dir theg ba chen po la yang dag ba jug ba rnams kyi rjes su mthun ba las dang ji ltar de bras bu med ba mi gyur ba de yongs su ston to 
BO_T05_D3990a:66b-27	'phags pa chos bzhi pa'i rnam par bshad pa /	phag ba chos bzhi ba rnam ba chad ba 
