segmentnr	original	stemmed
BO_K12_D0841(1-8)-3_H0805-3:306a-0	@306a rgya gar skad du; pra dzny'a bha ga w'a na ma h'a r'a dz'a /	rgya gar skad du; pra dznya bha ga wa na ma ha ra dza 
BO_K12_D0841(1-8)-3_H0805-3:306a-1	bod skad du /	bod skad du 
BO_K12_D0841(1-8)-3_H0805-3:306a-2	bcom ldan 'das gnyis med kyi rgyal po chen po la phyag 'tshal lo //	joms ldan da gnyis med kyi rgyal po chen po la phyag tshal lo 
BO_K12_D0841(1-8)-3_H0805-3:306a-3	de nas spyod pa bstan te /	de nas spyod ba ston te 
BO_K12_D0841(1-8)-3_H0805-3:306a-4	lung aa nu yog pa rdzogs pa'i rnal 'byor du bstan te; lta ba dang ni spyod pa dang // gzungs kyi mtshan nyid 'di gsungs so //	lung aa nu yog ba rdzogs ba rnal byor du ston te; lta ba dang ni spyod ba dang gzungs kyi mtshan nyid di gsungs so 
BO_K12_D0841(1-8)-3_H0805-3:306a-5	de bzhin dam tshig chen po'ang bstan //	de bzhin dam tshig chen po ston 
BO_K12_D0841(1-8)-3_H0805-3:306a-6	las 'di lung gis bsgrub bya na //	las di lung gis sgrub byed na 
BO_K12_D0841(1-8)-3_H0805-3:306a-7	mi spong ba ni dang du blang //	mi spong ba ni dang du blang 
BO_K12_D0841(1-8)-3_H0805-3:306a-8	spyod pa dam tshig bco lnga bsrung //	spyod ba dam tshig chos lnga bsrung 
BO_K12_D0841(1-8)-3_H0805-3:306a-9	shes pa lnga dang srung ba gsum //	shes ba lnga dang srung ba gsum 
BO_K12_D0841(1-8)-3_H0805-3:306a-10	stong rtsa brgyad du bsrungs pas ni //	stong rtsa brgyad du bsrungs ba ni 
BO_K12_D0841(1-8)-3_H0805-3:306a-11	rtsa brgyad stong zhes de la bya'o //	rtsa brgyad stong zhes de la byed 
BO_K12_D0841(1-8)-3_H0805-3:306a-12	de yang ma h'a sa ma ya //	de yang ma ha sa ma ya 
BO_K12_D0841(1-8)-3_H0805-3:306a-13	bzhi po rdzogs na kun tu bzang //	bzhi po rdzogs na kun tu bzang 
BO_K12_D0841(1-8)-3_H0805-3:306a-14	zhi rgyas dbang dang mngon spyod dang // mnan zlog drug ni gcig tu'o //	zhi rgya dbang dang mngon spyod dang gnon zlog drug ni gcig tu 
BO_K12_D0841(1-8)-3_H0805-3:306a-15	dang la ga na'i lung bshad de //	dang la ga na lung chad de 
BO_K12_D0841(1-8)-3_H0805-3:306a-16	khru tshad bzhi dang ldan pa ni //	khru tshad bzhi dang ldan ba ni 
BO_K12_D0841(1-8)-3_H0805-3:306a-17	yon tan bcu gcig dang yang ldan //	yon tan chu gcig dang yang ldan 
BO_K12_D0841(1-8)-3_H0805-3:306a-18	bzhin bzang mig gi dkyus ring ba //	bzhin bzang mig gi dkyu ring ba 
BO_K12_D0841(1-8)-3_H0805-3:306a-19	stod smad phye la rked pa phra //	stod smad byed la rked ba phra 
BO_K12_D0841(1-8)-3_H0805-3:306a-20	tshigs pa zlum la sor mo ring //	tshigs ba zlum la sor mo ring 
BO_K12_D0841(1-8)-3_H0805-3:306a-21	yon tan 'od can bcu gcig lo //	yon tan d can chu gcig lo 
BO_K12_D0841(1-8)-3_H0805-3:306a-22	ye shes rigs can yin par bshad //	ye shes rigs can yin ba chad 
BO_K12_D0841(1-8)-3_H0805-3:306a-23	bcu gsum rdo rje rigs su 'grub //	chu gsum rdo rje rigs su grub 
BO_K12_D0841(1-8)-3_H0805-3:306b-0	bcu drug sngags pas 'grub @306b nges pa'o //	chu drug sngags ba grub nges ba 
BO_K12_D0841(1-8)-3_H0805-3:306b-1	rin chen rigs mchog yin par bstan //	rin chen rigs mchog yin ba ston 
BO_K12_D0841(1-8)-3_H0805-3:306b-2	nyi shu gcig pa padma'i rigs //	nyi shu gcig ba padma rigs 
BO_K12_D0841(1-8)-3_H0805-3:306b-3	spyan ras gzigs dbang rta mchog 'grub //	spyan ras gzigs dbang rta mchog grub 
BO_K12_D0841(1-8)-3_H0805-3:306b-4	nyi shu rtsa lnga lon pas ni //	nyi shu rtsa lnga lon ba ni 
BO_K12_D0841(1-8)-3_H0805-3:306b-5	thogs med byang chub sems kyang 'dren //	thogs med byang chub sems kyang bgrang 
BO_K12_D0841(1-8)-3_H0805-3:306b-6	thams cad las kyi rigs mchog 'grub //	thams cad las kyi rigs mchog grub 
BO_K12_D0841(1-8)-3_H0805-3:306b-7	sum cu rtsa gcig phan chad kyis //	sum cu rtsa gcig phan chad kyis 
BO_K12_D0841(1-8)-3_H0805-3:306b-8	sems phebs tshun chad kun tu dge'o //	sems phebs tshun chad kun tu dge 
