segmentnr	original	stemmed
BO_K12_D0440_H0414:365a-16	dben pa'am rdo rje'i khyim mam /	dben ba rdo rje khyim mam 
BO_K12_D0440_H0414:365a-17	khang stong rnams su gzhan du ni ma yin no //	khang stong rnams su gzhan du ni ma yin no 
BO_K12_D0440_H0414:365a-18	nag po chen po'i dkyil 'khor bsgoms la bya ba thams cad bya ba ni chang dang / sha dang / khrag dang / ba lang sha rnams dang bcas pas /	nag po chen po dkyil khor sgom la byed ba thams cad byed ba ni chang dang sha dang khrag dang ba lang sha rnams dang cha ba 
BO_K12_D0440_H0414:365b-0	sru mo dang / ne ne mo dang / sring mo dang / tsha mo dang / ma yar mo dang / bu mo dang / zhang po'i @365b chung ma rnams la rnal 'byor pas snyoms par 'jug pa ni dang po ske nas 'khyud de /	sru mo dang ne ne mo dang sring mo dang tsha mo dang ma yar mo dang bu mo dang zhang po chung ma rnams la rnal byor ba snyom ba jug ba ni dang po ske nas khyud de 
BO_K12_D0440_H0414:365b-1	chu nas sos bzung la nu ma la sen mos brud /	chu nas sos bzung la nu ma la sen mos brud 
BO_K12_D0440_H0414:365b-2	mtshan mar sor mo gzhug go /	mtshan mar sor mo jug go 
BO_K12_D0440_H0414:365b-3	de nas bskyod pa dang des bha ga tsumpa na bya'o //	de nas skyod ba dang des bha ga tsumpa na byed 
BO_K12_D0440_H0414:365b-4	ao goo ram he bandha mu hram sarba goo ram ta /	ao goo ram he bandha mu hram sarba goo ram ta 
BO_K12_D0440_H0414:365b-5	dzny'a nam da d'a mandal la spho ta ya h'um h'um h'um phat phat phat sv'ah'a /	dznya nam da da mandal la spho ta ya hum hum hum phat phat phat svaha 
BO_K12_D0440_H0414:365b-6	zhes pa ni rnal 'byor ma byin gyis brlab pa'i sngags so //	zhes ba ni rnal byor ma byin gyis brlab ba sngags so 
BO_K12_D0440_H0414:365b-7	blo gros can gang gis 'di rnams byed pas nges par bde ba thams cad 'grub par 'gyur ro //	blo gros can gang gis di rnams byed ba nges ba bde ba thams cad grub ba gyur ro 
BO_K12_D0440_H0414:365b-8	bza' ba dang / btung ba dang ldan par rnal 'byor ma dang stabs gcig na /	bza ba dang thung ba dang ldan ba rnal byor ma dang stabs gcig na 
BO_K12_D0440_H0414:365b-9	lha mo au m'a the tshom med par spyan drangs par 'gyur ro //	lha mo au ma the tshom med ba spyan drangs ba gyur ro 
BO_K12_D0440_H0414:365b-10	dgun gyi dus na me tog ban dhu spyi bor btags na spyan drangs par 'gyur ro //	dgun gyi dus na me tog ban dhu spyi bor dogs na spyan drangs ba gyur ro 
BO_K12_D0440_H0414:365b-11	'di ni nag po chen po'i rgyud kyi rgyal po las /	di ni nag po chen po brgyud kyi rgyal po las 
BO_K12_D0440_H0414:365b-12	rengs par bya ba'i sngags kyi le'u ste sum cu so bdun pa'o ////	rengs ba byed ba sngags kyi leu ste sum cu so bdun ba 
BO_K12_D0440_H0414:365b-13	gzhan yang / mi rnams zhi bar bya ba'i sbyin sreg bshad par bya ste /	gzhan yang mi rnams zhi ba byed ba sbyin sreg chad ba byed ste 
BO_K12_D0440_H0414:365b-14	thab khung gru bzhi pa gting du khru phyed brus par sbyin sreg stong phrag bdun bya ba ni ji ltar snyed pa'i me tog gis aom ksham sa ma siddha d'i pa ya hr'am sv'ah'a /	thab khung gru bzhi ba gting du khru phyed brus ba sbyin sreg stong phrag bdun byed ba ni ji ltar snyed ba me tog gis aom ksham sa ma siddha d ba ya hr svaha 
BO_K12_D0440_H0414:365b-15	zhes pa dang bcas par gzhan du mi sems par ro //	zhes ba dang cha ba gzhan du mi sems ba ro 
BO_K12_D0440_H0414:365b-16	aa rgam dbul /	aa rgam bul 
BO_K12_D0440_H0414:365b-17	sbyin sreg thams cad du mar dang / sbrang rtsi dbul lo //	sbyin sreg thams cad du mar dang sbrang rtsi bul lo 
BO_K12_D0440_H0414:366a-0	gal te ma grub na rgyud thams cad du bshad pa'i sems can thams @366a *//	gal te ma grub na brgyud thams cad du chad ba sems can thams 
BO_K12_D0440_H0414:366a-1	cad la phan par mdzad pa po btags pa de rnams ma rig par 'gyur ro //	cad la phan ba mdzad ba po dogs ba de rnams ma rig ba gyur ro 
BO_K12_D0440_H0414:366a-2	'di ni nag po chen po'i rgyud kyi rgyal po las /	di ni nag po chen po brgyud kyi rgyal po las 
BO_K12_D0440_H0414:366a-3	sbyin sreg gi le'u ste sum cu so brgyad pa'o ////	sbyin sreg gi leu ste sum cu so brgyad ba 
BO_K12_D0440_H0414:366a-4	de nas yang lha mos gsol pa /	de nas yang lha mos gsol ba 
BO_K12_D0440_H0414:366a-5	kye; bcom ldan 'das /	kye; joms ldan da 
BO_K12_D0440_H0414:366a-6	mi la bde bar sten par 'gyur ba'i theg pa gang dang / gang gis de kho na nyid nges par nyan par 'tshal bas /	mi la bde ba sten ba gyur ba theg ba gang dang gang gis de kho na nyid nges ba nyan ba tshal ba 
BO_K12_D0440_H0414:366a-7	sgrub pa po gang dang / gang gis bza' ba dang / btung ba la longs spyad na lus 'grub pa la gal te gshe bar byed pa la chad pa ma bcad na /	sgrub ba po gang dang gang gis bza ba dang thung ba la longs spyod na lus grub ba la gal te gshe ba byed ba la chad ba ma gcod na 
BO_K12_D0440_H0414:366a-8	ye shes 'byung bar 'gyur ram /	ye shes byung ba gyur ram 
BO_K12_D0440_H0414:366a-9	bka' stsal pa /	bka stsal ba 
BO_K12_D0440_H0414:366a-10	gang dang / gang gis khyod kyis chang 'thung ba dang / sring mo blangs pa dang / sha chen po zos pa zhes smra na; de'i tshe shing su bha aanydza na'i rtsa ba brdungs pa chang gis 'phrul la bsgrub bya'i gzugs brnyan byas te /	gang dang gang gis khyod kyis chang thung ba dang sring mo blangs ba dang sha chen po zos ba zhes smra na; de tshe shing su bha aanydza na rtsa ba rdung ba chang gis phrul la sgrub byed gzugs rnyan byed te 
BO_K12_D0440_H0414:366a-11	de'i khar chang blug nas phyis gsus pa la sngags bri zhing bzlas par bya ba ni /	de khar chang blug nas byid gsus ba la sngags bri zhing bzlas ba byed ba ni 
BO_K12_D0440_H0414:366a-12	aom kam le bi ma le /	aom kam le bi ma le 
BO_K12_D0440_H0414:366a-13	ra tv'am sma r'a mi che ge mo las aurdho mantra ma dy'a m'am sam ham ham: ha ha:zhes pa'i sngags dran pa tsam gyis chang dang / sha nges par skyug par 'gyur ro //	ra tv sma ra mi che ge mo las aurdho mantra ma dya m sam ham ham: ha ha:zhes ba sngags dran ba tsam gyis chang dang sha nges ba skyug ba gyur ro 
BO_K12_D0440_H0414:366a-14	de'i phyir che ga mos sring mo blangs pa la sogs pa gang gis kyang smra bar mi nus shing /	de phyir che ga mos sring mo blangs ba la sogs ba gang gis kyang smra ba mi nus shing 
BO_K12_D0440_H0414:366a-15	rang gis lus rnam par dag par yang byed do //	rang gis lus rnam ba dag ba yang byed do 
