segmentnr	original	stemmed
BO_K01_D0007B-2_H0008-2:49b-12	nam zhi bar gyur gyi bar du'o //	nam zhi ba gyur gyi ba du 
BO_K01_D0007B-2_H0008-2:49b-13	spong ba'i gand'i ni /	spong ba gand ni 
BO_K01_D0007B-2_H0008-2:49b-14	'khar gsil lo //	khar gsil lo 
BO_K01_D0007B-2_H0008-2:49b-15	chos rnam pa lnga dang ldan pa'i dge slong gis dge slong ma la lung bsgo bar bya ste /	chos rnam ba lnga dang ldan ba dge slong gis dge slong ma la lung sgo ba byed ste 
BO_K01_D0007B-2_H0008-2:49b-16	lnga gang zhe na /	lnga gang zhe na 
BO_K01_D0007B-2_H0008-2:49b-17	tshul khrims dang ldan par gyur pa dang / mang du thos pa dang / gnas brtan rgyal por gyur pa dang / grong khyer gyi skad dang ldan par gyur pa dang / des dge slong ma la lus kyis bskyod pas sun ma phyung bar gyur pa'o //	tshul khrims dang ldan ba gyur ba dang mang du thos ba dang gnas brtan rgyal por gyur ba dang grong khyer gyi skad dang ldan ba gyur ba dang des dge slong ma la lus kyis skyod ba sun ma byin ba gyur ba 
BO_K01_D0007B-2_H0008-2:49b-18	ji ltar na /	ji ltar na 
BO_K01_D0007B-2_H0008-2:49b-19	tshul khrims dang ldan pa yin zhe na /	tshul khrims dang ldan ba yin zhe na 
BO_K01_D0007B-2_H0008-2:49b-20	phas pham pa bzhi las gang yang rung ba 'das par ma gyur pa'o //	phas pham ba bzhi las gang yang rung ba da ba ma gyur ba 
BO_K01_D0007B-2_H0008-2:49b-21	ji ltar na /	ji ltar na 
BO_K01_D0007B-2_H0008-2:49b-22	mang du thos pa yin zhe na /	mang du thos ba yin zhe na 
BO_K01_D0007B-2_H0008-2:49b-23	des so sor thar pa'i mdo bshad pa'am /	des so sor thar ba mdo chad ba 
BO_K01_D0007B-2_H0008-2:49b-24	kha ton du byas par gyur pa'o //	kha ton du byed ba gyur ba 
BO_K01_D0007B-2_H0008-2:49b-25	ji ltar na /	ji ltar na 
BO_K01_D0007B-2_H0008-2:49b-26	gnas brtan gyi rgyal po lta bur gyur pa yin zhe na /	gnas brtan gyi rgyal po lta bur gyur ba yin zhe na 
BO_K01_D0007B-2_H0008-2:49b-27	bsnyen par rdzogs nas lo nyi shu lon par gyur pa'am /	snyen ba rdzogs nas lo nyi shu lon ba gyur ba 
BO_K01_D0007B-2_H0008-2:49b-28	yang na de las 'das pa'o //	yang na de las da ba 
BO_K01_D0007B-2_H0008-2:49b-29	de ste dge slong ma la lus kyis bskyod pas sun phyung bar ma gyur tam /	de ste dge slong ma la lus kyis skyod ba sun byin ba ma gyur tam 
BO_K01_D0007B-2_H0008-2:50a-0	yang @50a *// na nyes pa de 'dis ji ltar chos bzhin du byas par gyur pa'o //	yang na nyes ba de dis ji ltar chos bzhin du byed ba gyur ba 
BO_K01_D0007B-2_H0008-2:50a-1	sgo gnyis pa rdzogs so ////	sgo gnyis ba rdzogs so 
BO_K01_D0007B-2_H0008-2:50a-2	sgo gsum pa'i mdo bsdus pa ste /	sgo gsum ba mdo sdud ba ste 
BO_K01_D0007B-2_H0008-2:50a-3	rtsod pa mgu bar byed pa dang // nor rnyed gang zag de bzhin te //	rtsod ba mgu ba byed ba dang nor rnyed gang zag de bzhin te 
BO_K01_D0007B-2_H0008-2:50a-4	au pa li 'dul 'chad pa dang // rab 'byung sbyin pa de bzhin no //	au ba li dul chad ba dang rab byung sbyin ba de bzhin no 
BO_K01_D0007B-2_H0008-2:50a-5	mdor na / 'khrug pa'i rtsa ba bsgo ba drug /	mdor na khrug ba rtsa ba sgo ba drug 
BO_K01_D0007B-2_H0008-2:50a-6	las dang bstan pa'ang de bzhin te //	las dang ston ba de bzhin te 
BO_K01_D0007B-2_H0008-2:50a-7	bstab par bya ba nyams pa dang // bzlog par bya ba'ang de bzhin no //	stob ba byed ba nyams ba dang bzlog ba byed ba de bzhin no 
BO_K01_D0007B-2_H0008-2:50a-8	dge slong dag /	dge slong dag 
BO_K01_D0007B-2_H0008-2:50a-9	'di la 'khrug pa'i rtsa ba ni /	di la khrug ba rtsa ba ni 
BO_K01_D0007B-2_H0008-2:50a-10	drug ste / dge slong khro zhing 'khon pa yang yod de /	drug ste dge slong khro zhing khon ba yang yod de 
BO_K01_D0007B-2_H0008-2:50a-11	dge slong dag /	dge slong dag 
BO_K01_D0007B-2_H0008-2:50a-12	dge slong khro zhing 'khon du 'dzin par gyur pa gang yin pa des ni /	dge slong khro zhing khon du dzin ba gyur ba gang yin ba des ni 
BO_K01_D0007B-2_H0008-2:50a-13	ston pa la bla mar mi byed /	ston ba la bla mar mi byed 
BO_K01_D0007B-2_H0008-2:50a-14	bkur stir mi byed /	bkur stir mi byed 
BO_K01_D0007B-2_H0008-2:50a-15	phud dud du mi byed /	bud dud du mi byed 
BO_K01_D0007B-2_H0008-2:50a-16	mchod par mi byed de /	mchod ba mi byed de 
BO_K01_D0007B-2_H0008-2:50a-17	des ston pa la bsti stang du ma byas /	des ston ba la sti stang du ma byed 
BO_K01_D0007B-2_H0008-2:50a-18	bla mar ma byas /	bla mar ma byed 
BO_K01_D0007B-2_H0008-2:50a-19	bkur stir ma byas /	bkur stir ma byed 
BO_K01_D0007B-2_H0008-2:50a-20	phu dud du ma byas /	phu dud du ma byed 
BO_K01_D0007B-2_H0008-2:50a-21	mchod par ma byas pas na /	mchod ba ma byed ba na 
BO_K01_D0007B-2_H0008-2:50a-22	chos mi mthong ngo //	chos mi mthong ngo 
BO_K01_D0007B-2_H0008-2:50a-23	chos ma mthong bas dge 'dun la rim gro med par spyod do //	chos ma mthong ba dge dun la rim gro med ba spyod do 
BO_K01_D0007B-2_H0008-2:50a-24	dge 'dun la rim gro med par spyod pas dge slong nyid la bag med par spyod do //	dge dun la rim gro med ba spyod ba dge slong nyid la bag med ba spyod do 
BO_K01_D0007B-2_H0008-2:50a-25	dge slong nyid la bag med par spyod pas ci nas dge 'dun la 'thab pa dang / mtshang 'dru ba dang / 'khon pa dang / rtsod pa de lta bu skyed par 'gyur te /	dge slong nyid la bag med ba spyod ba ci nas dge dun la thab ba dang mtshang dru ba dang khon ba dang rtsod ba de lta bu skyed ba gyur te 
BO_K01_D0007B-2_H0008-2:50a-26	'thab pa dang / mtshang 'dru ba dang / 'khon pa dang / rtsod pa rnams ni /	thab ba dang mtshang dru ba dang khon ba dang rtsod ba rnams ni 
BO_K01_D0007B-2_H0008-2:50b-0	skye bo @50b mang po la phan pa ma yin /	skye bo mang po la phan ba ma yin 
BO_K01_D0007B-2_H0008-2:50b-1	skye bo mang po'i don ma yin gyi /	skye bo mang po don ma yin gyi 
BO_K01_D0007B-2_H0008-2:50b-2	skye bo mang po la sdug bsngal bar byed do //	skye bo mang po la sdug sngal ba byed do 
BO_K01_D0007B-2_H0008-2:50b-3	lha dang mi rnams la yang don ma yin pa dang / mi phan pa dang / sdug bsngal bar byed do //	lha dang mi rnams la yang don ma yin ba dang mi phan ba dang sdug sngal ba byed do 
BO_K01_D0007B-2_H0008-2:50b-4	dge slong khyed rnams 'di lta bu'i rtsod pa'i rtsa ba nang ngam phyi rol na yod pa la bdag nyid kyis ma spangs par rjes su mthong ba dang / de la khyed dang lhan cig tu mthun zhing shin tu dga' bar byos la /	dge slong khyed rnams di lta bu rtsod ba rtsa ba nang ngam phyi rol na yod ba la bdag nyid kyis ma spong ba rjes su mthong ba dang de la khyed dang lhan cig tu mthun zhing shin tu dga ba byos la 
BO_K01_D0007B-2_H0008-2:50b-5	rab tu dad pa'i brtson 'grus dang / brtsal ba dang / spro ba skyed cig /	rab tu dad ba brtson grus dang brtsal ba dang spro ba skyed cig 
BO_K01_D0007B-2_H0008-2:50b-6	spro ba bskyed nas rtsod pa'i rtsa ba ma btang gi bar du dran pa dang / shes pa mi gtang bar brtson par byos shig /	spro ba skyed nas rtsod ba rtsa ba ma gtong gi ba du dran ba dang shes ba mi gtong ba brtson ba byos shig 
