segmentnr	original	folio	stemmed
BO_TZ60_AI-005-3:8-287	cha rkyen bsdu :	8	cha rkyen sdud 
BO_TZ60_AI-005-3:8-288	de nas gnas byi dor byas :	8	de nas gnas byi dor byed 
BO_TZ60_AI-005-3:8-289	che chung ran par khams bsang ste :	8	che chung ran ba khams bsang ste 
BO_TZ60_AI-005-3:8-290	snying rje byang chub kyi sems kyis sems can thams cad byang chub la dgod par dam bca':	8	snying rje byang chub kyi sems kyis sems can thams cad byang chub la god ba dam bca: 
BO_TZ60_AI-005-3:8-291	der stan ras bal can la sogs pa'i lhod tshhangs can bting la :	8	der stan ras bal can la sogs ba lhod tshhangs can bting la 
BO_TZ60_AI-005-3:8-292	lus kyi bshang gci dang mchil snabs la sogs pa dor nas :	8	lus kyi bshang gci dang mchil snabs la sogs ba dor nas 
BO_TZ60_AI-005-3:8-293	lus skyil mo krung bca':	8	lus skyil mo krung bca: 
BO_TZ60_AI-005-3:8-294	lag pa mnyam gzhag :	8	lag ba mnyam jog 
BO_TZ60_AI-005-3:8-295	lus drang por bsrang :	8	lus dren por bsrang 
BO_TZ60_AI-005-3:8-296	mgo dgye sgu med par bya :	8	mgo dgye sgu med ba byed 
BO_TZ60_AI-005-3:8-297	mig sna rtsher dbab :	8	mig sna rtsher bebs 
BO_TZ60_AI-005-3:8-298	so dang mchu tha mal par gzhag :	8	so dang mchu tha mal ba jog 
BO_TZ60_AI-005-3:8-299	lar sgo gsum lhug par bzhag la bsgom gsungs :	8	lar sgo gsum lhug ba jog la bsgom gsungs 
BO_TZ60_AI-005-3:8-300	:slob dpon la jo mos zhus pa :	8	:slob dpon la jo mos zhus ba 
BO_TZ60_AI-005-3:8-301	sgom pa'i dus su blo'i gzhag thabs gang lags zhus pas :	8	sgom ba dus su blo jog thabs gang lags zhus ba 
BO_TZ60_AI-005-3:8-302	slob dpon gyi zhal nas :	8	slob dpon gyi zhal nas 
BO_TZ60_AI-005-3:8-303	sgom pa'i dus su lus sems glod la :	8	sgom ba dus su lus sems glod la 
BO_TZ60_AI-005-3:8-304	chos thams cad cir yang dpyad du med pas :	8	chos thams cad cir yang dpyod du med ba 
BO_TZ60_AI-005-3:8-305	sems dang sems las byung ba rgyun bcad de :	8	sems dang sems las byung ba rgyun gcod de 
BO_TZ60_AI-005-3:8-306	de dag ched du yang mi dgag :	8	de dag ched du yang mi gog 
BO_TZ60_AI-005-3:8-307	gtong 'dzin dang bral ba dang yid la byed pa kun spangs la cir yang mi rtog :	8	gtong dzin dang bral ba dang yid la byed ba kun spong la cir yang mi rtogs 
BO_TZ60_AI-005-3:8-308	ci yang mi sems :	8	ci yang mi sems 
BO_TZ60_AI-005-3:8-309	rang gi rang bzhin ji lta ba bzhin du gsal ba :	8	rang gi rang bzhin ji lta ba bzhin du gsal ba 
BO_TZ60_AI-005-3:8-310	gang du yang mi g.yo bar rang bzhin rnal mar gzhag :	8	gang du yang mi g.yo ba rang bzhin rnal mar jog 
BO_TZ60_AI-005-3:8-311	de bas na de'i tshhe shes pa dang shes bya so sor ma mthong bas yul phar mi dpyod :	8	de ba na de tshhe shes ba dang shes byed so sor ma mthong ba yul phar mi dpyod 
BO_TZ60_AI-005-3:8-312	shes pas tshhur mi dpyod :	8	shes ba tshhur mi dpyod 
BO_TZ60_AI-005-3:8-313	gnyis ka ma yin par yang mi dpyod :	8	gnyis ka ma yin ba yang mi dpyod 
BO_TZ60_AI-005-3:8-314	yul phar mi dbyung :	8	yul phar mi byin 
BO_TZ60_AI-005-3:8-315	rtog pa tshhur mi 'gog pas sems nyid dwangs gsal phyad de sang nge ci la yang mi gnas par gzhag go :	8	rtogs ba tshhur mi gog ba sems nyid dwangs gsal phyad de sang nge ci la yang mi gnas ba jog go 
BO_TZ60_AI-005-3:8-316	de la mi mthun pa'i skyon ni rgod pa dang : bying ba dang : zhe la 'dzin pa'o :	8	de la mi mthun ba skyon ni rgod ba dang bying ba dang zhe la dzin ba 
BO_TZ60_AI-005-3:8-317	de yang rgod pa ni yul la 'phro ba ste :	8	de yang rgod ba ni yul la phro ba ste 
BO_TZ60_AI-005-3:8-318	de la bcos pa ni :	8	de la chos ba ni 
BO_TZ60_AI-005-3:8-319	lus sems glod la ting nge 'dzin la gzhag :	8	lus sems glod la ting nge dzin la jog 
BO_TZ60_AI-005-3:8-320	yang nas yang du gzhag go :	8	yang nas yang du jog go 
BO_TZ60_AI-005-3:8-321	da rung rtog pa sna tshhogs rjes su 'phro na :	8	da rung rtogs ba sna tshhogs rjes su phro na 
BO_TZ60_AI-005-3:8-322	shes pa gang 'phro ba de nyid la yang nas yang du rjes su gtad do :	8	shes ba gang phro ba de nyid la yang nas yang du rjes su gtod do 
BO_TZ60_AI-005-3:8-323	des kyang ma thub ste 'phro na :	8	des kyang ma thub ste phro na 
BO_TZ60_AI-005-3:8-324	nam mkha'i sprin ltar 'phro ba de gar byung gar 'phro ji ltar 'dug pa rang la brtags pas rang byung rang zhir gzhag go :	8	nam mkha sprin ltar phro ba de gar byung gar phro ji ltar dug ba rang la rtog ba rang byung rang zhir jog go 
BO_TZ60_AI-005-3:8-325	rtog pa de nyid stong pa yin pas dam dum 'phros kyang mi lto rtog pa ched du dgag mi dgos :	8	rtogs ba de nyid stong ba yin ba dam dum phro kyang mi lto rtogs ba ched du gog mi dgos 
BO_TZ60_AI-005-3:8-326	de ni rgod pa dang 'phro ba bsdu ba'i man ngag yin gsungs :	8	de ni rgod ba dang phro ba sdud ba man ngag yin gsungs 
BO_TZ60_AI-005-3:8-327	bying ba ni mun khung du zhugs pa lta bu'am :	8	bying ba ni mun khung du jug ba lta bu 
BO_TZ60_AI-005-3:8-328	mig btshums pa lta bu'o :	8	mig btshums ba lta bu 
BO_TZ60_AI-005-3:8-329	de bcos pa la spyod lam gyis gseng ba chos spyod dang gzhig 'brel la sogs pa bya :	8	de chos ba la spyod lam gyis gseng ba chos spyod dang jig brel la sogs ba byed 
BO_TZ60_AI-005-3:8-330	ting nge 'dzin gyis gseng ba ni :	8	ting nge dzin gyis gseng ba ni 
BO_TZ60_AI-005-3:8-331	rang nam mkha' la sgom pa dang : sgal tshhigs 'phang lo ltar brtshegs la sgom pa dang : shes pa nam mkha' ltar bsgom mo :	8	rang nam mkha la sgom ba dang sgal tshhigs phen lo ltar brtshegs la sgom ba dang shes ba nam mkha ltar bsgom mo 
BO_TZ60_AI-005-3:8-332	man ngag gis gseng ba ni :	8	man ngag gis gseng ba ni 
BO_TZ60_AI-005-3:8-333	yul gyi rjes su blta ste sgom pa dang : dbang po har bsgom bya'o :	8	yul gyi rjes su lta ste sgom ba dang dbang po har bsgom byed 
BO_TZ60_AI-005-3:8-334	de ni bying ba gseng ba'i man ngag yin gsungs :	8	de ni bying ba gseng ba man ngag yin gsungs 
BO_TZ60_AI-005-3:8-335	rmugs pa ni sems blong blong por 'jug pa'am shes pa dran pa med par 'dres brlabs pa bzhin song na :	8	rmugs ba ni sems blong blong por jug ba shes ba dran ba med ba dre brlabs ba bzhin gro na 
BO_TZ60_AI-005-3:8-336	mi bsgom par bzhag la phyis bsgom mo :	8	mi bsgom ba jog la byid bsgom mo 
BO_TZ60_AI-005-3:8-337	de ni bying ba spong ba'i man ngag yin gsungs :	8	de ni bying ba spong ba man ngag yin gsungs 
BO_TZ60_AI-005-3:8-338	zhe la 'dzin pa'i skyon ni :	8	zhe la dzin ba skyon ni 
BO_TZ60_AI-005-3:8-339	chos nyid sgom pa ci yang mi dmigs mi 'dzin par bsgom rgyu la 'dzin pa yod na skyon yin :	8	chos nyid sgom ba ci yang mi dmigs mi dzin ba bsgom rgyu la dzin ba yod na skyon yin 
BO_TZ60_AI-005-3:8-340	yod med rtag chad mi mthun pa dang gnyen po dang blang dor gyi rtog pa la sogs pa rnams lta ci smros kyi :	8	yod med rtag chad mi mthun ba dang gnyen po dang blang dor gyi rtogs ba la sogs ba rnams lta ci smros kyi 
BO_TZ60_AI-005-3:8-341	tha na dngos po 'di kun snang ba rang bzhin med pa'o zhe'am :	8	tha na dngos po di kun snang ba rang bzhin med ba zhe 
BO_TZ60_AI-005-3:8-342	dngos po 'di la bsam du med pas de la mi dmigs par bsgom mo :	8	dngos po di la bsam du med ba de la mi dmigs ba bsgom mo 
BO_TZ60_AI-005-3:8-343	zhes pa la sogs pa sems gyi na mo tsham dang 'dzin pa rdul tsham yod kyang skyon yin no :	8	zhes ba la sogs ba sems gyi na mo tsham dang dzin ba rdul tsham yod kyang skyon yin no 
BO_TZ60_AI-005-3:8-344	de ni 'dzin pa bsal ba'i man ngag yin no gsungs so :	8	de ni dzin ba bsal ba man ngag yin no gsungs so 
BO_TZ60_AI-005-3:8-345	:slob dpon la jo mos zhus pa :	8	:slob dpon la jo mos zhus ba 
BO_TZ60_AI-005-3:8-346	sgom zhing rtogs pa'i nyams ji ltar skye zhus pas :	8	sgom zhing rtogs ba nyams ji ltar skye zhus ba 
BO_TZ60_AI-005-3:8-347	slob dpon gyi zhal nas :	8	slob dpon gyi zhal nas 
BO_TZ60_AI-005-3:8-348	sgom pa'i tshhe snang ba dang snang ba med pa dang : skye 'gag med pa dang : de la sogs pa ming gi rnam grangs kun :	8	sgom ba tshhe snang ba dang snang ba med ba dang skye gag med ba dang de la sogs ba ming gi rnam grangs kun 
BO_TZ60_AI-005-3:8-349	'khor ba la dngos po med pas :	8	khor ba la dngos po med ba 
BO_TZ60_AI-005-3:8-350	de mtshhon par bya ba'i phyir glo bur du ming du btags pa tsham las med pas :	8	de mtshhon ba byed ba phyir glo bur du ming du dogs ba tsham las med ba 
BO_TZ60_AI-005-3:8-351	de ltar bsgoms pas dngos po 'di la ngo bor grub pa ci yang med par yang rtogs par 'gyur ro :	8	de ltar sgom ba dngos po di la ngo bor grub ba ci yang med ba yang rtogs ba gyur ro 
BO_TZ60_AI-005-3:8-352	'khor ba la dngos po med pas spang du yang med :	8	khor ba la dngos po med ba spong du yang med 
BO_TZ60_AI-005-3:8-353	mya ngan las 'das pa thob rgyu yang med :	8	mya ngan las da ba thob rgyu yang med 
BO_TZ60_AI-005-3:8-354	de gnyis kyang ming tsham du rtogs par 'gyur ro :	8	de gnyis kyang ming tsham du rtogs ba gyur ro 
BO_TZ60_AI-005-3:8-355	yang dag par na 'khor 'das kyi chos thams cad nges pa'i don la ci yang ma yin pa :	8	yang dag ba na khor da kyi chos thams cad nges ba don la ci yang ma yin ba 
BO_TZ60_AI-005-3:8-356	sems kyi yul las 'das par :	8	sems kyi yul las da ba 
BO_TZ60_AI-005-3:8-357	tshhig tsham ma yin par blo'i gting du thag chod pa mngon sum du rtogs par 'gyur ro :	8	tshhig tsham ma yin ba blo gting du thag chod ba mngon sum du rtogs ba gyur ro 
