segmentnr	original	folio	stemmed
BO_NK017_(tsa)009:0	bskyed rim gyi zin bris cho ga spyi 'gros ltar bkod pa man ngag kun btus zhes bya ba bzhugs so //	0	skyed rim gyi zin bri cho ga spyi gros ltar bkod ba man ngag kun thu zhes byed ba bzhugs so 
BO_NK017_(tsa)009:1	rgyal kun mkhyen brtse nus pa'i sgyu 'phrul gar //	0	rgyal kun mkhyen brtse nus ba sgyu phrul gar 
BO_NK017_(tsa)009:2	rigs brgya'i khyab bdag dkyil 'khor 'khor lo'i mgon //	0	rigs brgya khyab bdag dkyil khor khor lo mgon 
BO_NK017_(tsa)009:3	'gro la phan bde'i mchog rtsol yid bzhin dbang //	0	gro la phan bde mchog rtsol yid bzhin dbang 
BO_NK017_(tsa)009:4	mtshungs med drin chen bla mar phyag bagyi'o //	0	mtshungs med drin chen bla mar phyag bagyi 
BO_NK017_(tsa)009:5	bgrang yas gdul bya'i zhing gi mkha' khyab tu //	0	bgrong yas gdul byed zhing gi mkha khyab tu 
BO_NK017_(tsa)009:6	rlabs chen thugs rje'i sprin phung g.yo ba las //	0	rlabs chen thugs rje sprin phung g.yo ba las 
BO_NK017_(tsa)009:7	nges gsang bdud rtsi'i chos char 'bebs mdzad pa'i //	0	nges gsang bdud rtsi chos char bebs mdzad ba 
BO_NK017_(tsa)009:8	kun mkhyen yab sras brgyud pa bcas la 'dud //	0	kun mkhyen yab sras brgyud ba cha la dud 
BO_NK017_(tsa)009:9	theg mchog rdo rje snying po'i nye lam na //	0	theg mchog rdo rje snying po nye lam na 
BO_NK017_(tsa)009:10	thabs shes zung 'brel rim gnyis gshog rlabs kyis //	1	thabs shes zung brel rim gnyis gshog rlabs kyis 
BO_NK017_(tsa)009:11	sku bzhi'i rgyal sar myur du bgrod 'dod pa'i //	1	sku bzhi rgyal sar myur du bgrod dod ba 
BO_NK017_(tsa)009:12	skal bzang skye bo'i dga' ston 'dir gsal bya //	1	skal bzang skye bo dga ston dir gsal byed 
BO_NK017_(tsa)009:13	de la 'dir gsang sngags rdo rje theg pa'i nye lam rim gnyis zab mo'i rnal 'byor la brten nas tshe 'dir rdo rje 'chang gi go 'phang mngon du byed par 'dod pa dag gis ji ltar nyams su blang ba'i tshul la /	1	de la dir gsang sngags rdo rje theg ba nye lam rim gnyis zab mo rnal byor la rten nas tshe dir rdo rje chang gi go phen mngon du byed ba dod ba dag gis ji ltar nyams su blang ba tshul la 
BO_NK017_(tsa)009:14	rten gyi gang zag thun mong gi blo sbyong rnams kyis nges 'byung dang / byang chub kyi sems rin chen rgyud la nan tan gyis bskyed nas mtshan ldan gyi bla ma las dbang bzhi legs par nod cing /	1	rten gyi gang zag thun mong gi blo sbyong rnams kyis nges byung dang byang chub kyi sems rin chen brgyud la nan tan gyis skyed nas mtshan ldan gyi bla ma las dbang bzhi legs ba nod cing 
BO_NK017_(tsa)009:15	dad pa dang dam tshig la gnas pa lam 'di la 'jug go //	1	dad ba dang dam tshig la gnas ba lam di la jug go 
BO_NK017_(tsa)009:16	de la'ang sbyor ba /	1	de la sbyor ba 
BO_NK017_(tsa)009:17	dngos gzhi // rjes dang gsum las /	1	dngos gzhi rjes dang gsum las 
BO_NK017_(tsa)009:18	dang po ni /	1	dang po ni 
BO_NK017_(tsa)009:19	gsal bkra las /	1	gsal bkra las 
BO_NK017_(tsa)009:20	sgrub pa'i gnas dus grogs dang rdzas //	2	sgrub ba gnas dus grogs dang rdzas 
BO_NK017_(tsa)009:21	bar du gsang bas sgrub par bya //	2	ba du gsang ba sgrub ba byed 
BO_NK017_(tsa)009:22	zhes gsungs pa ltar /	2	zhes gsungs ba ltar 
BO_NK017_(tsa)009:23	gang du sgrub pa'i gnas ni /	2	gang du sgrub ba gnas ni 
BO_NK017_(tsa)009:24	las dang po ba rnams 'du 'dzi brel g.yeng dang chags sdang 'phel ba'i gnas las rgyang bsring bar bya dgos te /	2	las dang po ba rnams du dzi brel g.yeng dang chags sdang phel ba gnas las rgyang bsring ba byed dgos te 
BO_NK017_(tsa)009:25	lhag bsam bskul ba las /	2	lhag bsam skul ba las 
BO_NK017_(tsa)009:26	gang la spros pa'am rtsod pa yod pa las /	2	gang la spros ba rtsod ba yod ba las 
BO_NK017_(tsa)009:27	dpag tshad brgya yi pha rol 'gro ba mchog /	2	dpog tshad brgya yi pha rol gro ba mchog 
BO_NK017_(tsa)009:28	gang la nyon mongs yod pa de dag tu //	2	gang la nyon mongs yod ba de dag tu 
BO_NK017_(tsa)009:29	yud tsam zhig tu gnas par mi bya'o //	2	yud tsam jig tu gnas ba mi byed 
BO_NK017_(tsa)009:30	zhes gsungs shing /	3	zhes gsungs shing 
BO_NK017_(tsa)009:31	de yang dge 'dun sde 'khrugs byed pa'i dgon gnas rnams su ni /	3	de yang dge dun sde khrugs byed ba dgon gnas rnams su ni 
BO_NK017_(tsa)009:32	sngar yod kyi dge rtsa nyams shing /	3	sngar yod kyi dge rtsa nyams shing 
BO_NK017_(tsa)009:33	phyis mi skye ba dang / sa rim pa bdun gyi bar tshig ste snod cud kyi legs tshogs thams cad nyams pa dang / khyad par bsgrub sa 'bras rtags dang yon tan gang yang skye rgyu med par gsungs pas spong bar bya zhing /	3	byid mi skye ba dang sa rim ba bdun gyi ba tshig ste snod cud kyi legs tshogs thams cad nyams ba dang khyad ba sgrub sa bras rtags dang yon tan gang yang skye rgyu med ba gsungs ba spong ba byed zhing 
BO_NK017_(tsa)009:34	mdo sde rgyan las /	3	mdo sde rgyan las 
BO_NK017_(tsa)009:35	blo ldan gang du bsgrub pa'i yul //	3	blo ldan gang du sgrub ba yul 
BO_NK017_(tsa)009:36	legs par rnyed dang gnas bzang dang // sa bzang ba dang grogs bzang dang // rnal 'byor bde ba'i yo byad ldan //	3	legs ba rnyed dang gnas bzang dang sa bzang ba dang grogs bzang dang rnal byor bde ba yo byad ldan 
BO_NK017_(tsa)009:37	zhes yon tan lnga ldan nam /	3	zhes yon tan lnga ldan nam 
BO_NK017_(tsa)009:38	dus 'khor rtsa rgyud las /	3	dus khor rtsa brgyud las 
BO_NK017_(tsa)009:39	gang du sa skyong chos ldan zhing //	3	gang du sa skyong chos ldan zhing 
