segmentnr	original	analyzed	folio	translated
['BO_T16_D4409:346a-0']	@346a ` // rma bya chen mo las gsungs pa'i smon lam dang bden tshig bzhugs /	@346a ` // rma bya chen mo las gsungs pa'i smon lam dang bden tshig bzhugs /	346a	The Aspiration and Words of Truth as Taught in the Great Peacock Queen Tantra
['BO_T16_D4409:346a-1']	# // sangs rgyas bcom ldan 'das rnams la phyag 'tshal lo //	# // sangs rgyas bcom ldan 'das rnams la phyag 'tshal lo //	346a	Homage to the blessed buddhas!
['BO_T16_D4409:346a-2']	rgyal ba rnam gzigs mya ngan 'tshang la gnas //	rgyal ba rnam gzigs mya ngan 'tshang la gnas //	346a	The Victor Vipashyin dwelt at the foot of the Aśoka tree;
['BO_T16_D4409:346a-3']	rgyal ba gtsug tor padma dkar po'i drung //	rgyal ba gtsug tor padma dkar po'i drung //	346a	The Victor Śikhin, at the foot of the white lotus;
['BO_T16_D4409:346a-4']	thams cad skyob pa s'a la'i drung na gnas //	thams cad skyob pa s'a la'i drung na gnas //	346a	Viśvabhū, at the foot of the sāla tree;
['BO_T16_D4409:346a-5']	bram ze 'khor ba 'jig ni shir sha'i drung //	bram ze 'khor ba 'jig ni shir sha'i drung //	346a	Krakucchanda, the brahmin, at the foot of the śirīṣa tree;
['BO_T16_D4409:346a-6', 'BO_T16_D4409:346a-7']	sangs rgyas gser thub au dum+w'a ra'i drung //🔽'od srungs n+ya gro dha yi drung na gnas //	sangs rgyas gser thub au dum+w'a ra'i drung // 'od srungs n+ya gro dha yi drung na gnas //	346a	Kanakamuni, at the foot of the udumbara tree;🔽Kāśyapa, at the foot of the banyan tree;
['BO_T16_D4409:346a-8']	sh'akya thub mchog khyad par gnas drung du //	sh'akya thub mchog khyad par gnas drung du //	346a	And the supreme Śākyamuni, at the foot of the tree of awakening.
['BO_T16_D4409:346a-9']	phyin nas byang chub thob gyur goo ta ma //	phyin nas byang chub thob gyur goo ta ma //	346a	Having gone there, Gautama attained awakening.
['BO_T16_D4409:346a-10']	sangs rgyas rdzu 'phrul chen po de dag la //	sangs rgyas rdzu 'phrul chen po de dag la //	346a	To those buddhas of great miracles,🔽The gods who have perfect faith,
['BO_T16_D4409:346a-11']	mngon par dad pa'i lha gang 'khod pa dag / lha rnams de dag yid dga' mgur gyur nas //	mngon par dad pa'i lha gang 'khod pa dag / lha rnams de dag yid dga' mgur gyur nas //	346a	The gods who are delighted and joyful,
['BO_T16_D4409:346a-12']	rtag tu dge zhing zhi bar 'gyur bar byos /	rtag tu dge zhing zhi bar 'gyur bar byos /	346a	May they always be virtuous and peaceful.
['BO_T16_D4409:346a-13']	// / sangs rgyas rnams la phyag 'tshal lo //	// / sangs rgyas rnams la phyag 'tshal lo //	346a	Homage to the buddhas!
['BO_T16_D4409:346a-14']	rkang gnyis khyed cag bde legs shog / rkang bzhi khyed cag bde legs shog / lam du zhugs rnams bde legs shog / phyir 'ong dag kyang bde legs shog / mtshan mo bde legs nyin bde legs //	rkang gnyis khyed cag bde legs shog / rkang bzhi khyed cag bde legs shog / lam du zhugs rnams bde legs shog / phyir 'ong dag kyang bde legs shog / mtshan mo bde legs nyin bde legs //	346a	May the night be well! May the day be well!
['BO_T16_D4409:346a-15']	nyi ma'i gung la bde legs shing //	nyi ma'i gung la bde legs shing //	346a	May the midday be well!🔽May you all be well!🔽May you not commit any evil!
['BO_T16_D4409:346a-16']	khyed cag kun du bde legs shog / de dag sdig par ma gyur cig / nyi ma thams cad dge ba yin //	khyed cag kun du bde legs shog / de dag sdig par ma gyur cig / nyi ma thams cad dge ba yin //	346a	May all days be virtuous!
['BO_T16_D4409:346a-17']	rgyu skra thams cad bzang po yin //	rgyu skra thams cad bzang po yin //	346a	May all the stars be auspicious!
['BO_T16_D4409:346a-18']	sangs rgyas thams cad rdzu 'phrul che //	sangs rgyas thams cad rdzu 'phrul che //	346a	May all the buddhas have great miraculous powers!
['BO_T16_D4409:346a-19']	dgra bcom thams cad zag pa zad //	dgra bcom thams cad zag pa zad //	346a	May all the arhats have exhausted defilements!🔽By this true word, may everything be auspicious!
['BO_T16_D4409:346a-20']	bden pa'i tshig 'dis kun du bde legs su gyur cig / rig sngags kyi rgyal mo rma bya chen mo las gsungs pa'i smon lam dang bden tshig rdzogs so /	bden pa'i tshig 'dis kun du bde legs su gyur cig / rig sngags kyi rgyal mo rma bya chen mo las gsungs pa'i smon lam dang bden tshig rdzogs so /	346a	The aspirations and true words spoken in the Great Peacock Queen of Spells are complete.
