segmentnr	original	analyzed	translated
['BO_T02_D1788:1b-0']	@1b # // rgya gar skad du /	@1b # // rgya gar skad du /	In Sanskrit:
['BO_T02_D1788:1b-1']	badzra dza pa t'i k'a /	badzra dza pa t'i k'a /	Vajra-japa-tika
['BO_T02_D1788:1b-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D1788:1b-3']	rdo rje bzlas pa'i rgya cher bshad pa /	rdo rje bzlas pa'i rgya cher bshad pa /	The Extensive Explanation of Vajra Recitation
['BO_T02_D1788:1b-4']	bcom ldan 'das dpal rdo rje sems dpa' la phyag 'tshal lo //	bcom ldan 'das dpal rdo rje sems dpa' la phyag 'tshal lo //	Homage to the glorious Bhagavān Vajrasattva.
['BO_T02_D1788:1b-5']	dpal gsang ba 'dus pa'i bshad pa'i rgyud dgongs pa lung bstan pa las bcom ldan 'das yum yi ge gsum brda can gyi gsung gis bka' stsal pa yin la /	dpal gsang ba 'dus pa'i bshad pa'i rgyud dgongs pa lung bstan pa las bcom ldan 'das yum yi ge gsum brda can gyi gsung gis bka' stsal pa yin la /	In the Tantra of the Prophecy of the Intention, an explanatory tantra of the glorious Guhyasamāja, the Bhagavān spoke with the speech of the three syllables, which are the symbols of the mother.
['BO_T02_D1788:1b-6']	dgongs pas gsungs pa de bla ma'i man ngag gis rnam par bshad par bya'o //	dgongs pas gsungs pa de bla ma'i man ngag gis rnam par bshad par bya'o //	That which is taught with the intention should be explained with the guru’s intimate instructions.
['BO_T02_D1788:1b-7']	de la dang po kho nar bcom ldan 'das rdo rje 'chang ba'i yi ge gsum gyi sngags kyi bdag nyid la phyag 'tshal bar bya ste /	de la dang po kho nar bcom ldan 'das rdo rje 'chang ba'i yi ge gsum gyi sngags kyi bdag nyid la phyag 'tshal bar bya ste /	To that, first of all, one should pay homage to the Bhagavān Vajradhara, the essence of the mantra of the three syllables.
['BO_T02_D1788:1b-8']	thog ma med pa las byung ba //	thog ma med pa las byung ba //	Arisen from the beginningless,
['BO_T02_D1788:1b-9']	rgyud kyi yi ge gsum bdag po //	rgyud kyi yi ge gsum bdag po //	the lord of the three syllables of the tantra,
['BO_T02_D1788:1b-10']	sku gsung thugs kyi rdo rje can //	sku gsung thugs kyi rdo rje can //	endowed with the vajra of body, speech, and mind,
['BO_T02_D1788:1b-11']	sngags kun dang po phyag 'tshal bstod //	sngags kun dang po phyag 'tshal bstod //	is praised with the homage at the beginning of all mantras.
['BO_T02_D1788:1b-12']	phyag 'tshal nas ni sgra bdag nyid //	phyag 'tshal nas ni sgra bdag nyid //	Having paid homage, the lord of sound
['BO_T02_D1788:1b-13']	yi ge'i phyi mo bzhi bcu dgur //	yi ge'i phyi mo bzhi bcu dgur //	The forty-nine basic syllables
['BO_T02_D1788:1b-14']	grags pa dgongs pas gsungs pa 'di //	grags pa dgongs pas gsungs pa 'di //	are renowned as taught by the intention.
['BO_T02_D1788:1b-15']	rgya cher bshad pas rab bshad bya //	rgya cher bshad pas rab bshad bya //	I will explain them extensively.
['BO_T02_D1788:1b-16']	dang po gcig ni dgu dbus na //	dang po gcig ni dgu dbus na //	The first one is in the middle of the ninth,
['BO_T02_D1788:1b-17']	gang zhig bcu yis ma bcings pa //	gang zhig bcu yis ma bcings pa //	that which is not bound by the ten,
['BO_T02_D1788:1b-18']	de ni bcing med ces bya ste //	de ni bcing med ces bya ste //	is called “unbound.”
['BO_T02_D1788:1b-19']	de shes pa ni mchog gi gnas //	de shes pa ni mchog gi gnas //	Knowing that is the supreme place.
['BO_T02_D1788:2a-0']	dbyangs dang gsal byed yi @2a * //	dbyangs dang gsal byed yi @2a * //	The vowels and consonants
['BO_T02_D1788:2a-1']	ge ste // grangs dgu yi ni rjes 'jug pa //	ge ste // grangs dgu yi ni rjes 'jug pa //	are the syllables, following after the nine numbers,
['BO_T02_D1788:2a-2']	aas bcings phan tshun yang dag sbyor //	aas bcings phan tshun yang dag sbyor //	bound by the vowel a, perfectly conjoined with each other.
['BO_T02_D1788:2a-3']	gang gis de shes 'gro ba'i bla //	gang gis de shes 'gro ba'i bla //	By whom that is known, the mind of the world,
['BO_T02_D1788:2a-4']	gang gis shes na rnam grol ba'i //	gang gis shes na rnam grol ba'i //	by knowing whom, the fruit of liberation,
['BO_T02_D1788:2a-5']	'bras bu phun tshogs grub 'dod pa //	'bras bu phun tshogs grub 'dod pa //	the perfection of accomplishment, is desired,
['BO_T02_D1788:2a-6']	de ni de nyid 'grub 'gyur te //	de ni de nyid 'grub 'gyur te //	that is the accomplishment of reality.
['BO_T02_D1788:2a-7']	gzugs med pas na gzugs spangs pa //	gzugs med pas na gzugs spangs pa //	Since it is formless, it is free from form,
['BO_T02_D1788:2a-8']	'byung ba'i mtha' dang yang dag ldan //	'byung ba'i mtha' dang yang dag ldan //	endowed with the limit of the elements.
['BO_T02_D1788:2a-9']	cha la sogs pa bcu drug gnas //	cha la sogs pa bcu drug gnas //	The sixteen parts and so on are located
['BO_T02_D1788:2a-10']	lnga pa lnga dang yang dag ldan //	lnga pa lnga dang yang dag ldan //	endowed with the five fives.
['BO_T02_D1788:2a-11']	bzhi ni gsum du nges par sbyar //	bzhi ni gsum du nges par sbyar //	The four are definitely applied to the three,
['BO_T02_D1788:2a-12']	yi ge aom bcas ring por bcas//	yi ge aom bcas ring por bcas//	together with the syllable oṃ and the long.
['BO_T02_D1788:2a-13']	yon tan sbyor sogs phyis dang mtshungs //	yon tan sbyor sogs phyis dang mtshungs //	The qualities, application, and so forth, are the same as before.
['BO_T02_D1788:2a-14']	thung du ma lus ngag tu 'gyur //	thung du ma lus ngag tu 'gyur //	The short vowel a becomes all speech.
['BO_T02_D1788:2a-15']	gcig min du ma ma yin no //	gcig min du ma ma yin no //	It is not one, nor is it many.
['BO_T02_D1788:2a-16']	ya yi don gyis gang ci'ang rung //	ya yi don gyis gang ci'ang rung //	The meaning of ya is anything whatsoever.🔽One who desires the power of action
['BO_T02_D1788:2a-17']	bya ba'i dngos grub 'dod gyur pas //	bya ba'i dngos grub 'dod gyur pas //	should engage in the benefit of beings
['BO_T02_D1788:2a-18']	ra la sogs pa gsum nyid kyis //	ra la sogs pa gsum nyid kyis //	with the three, ra and so on.🔽Any syllables that were explained before
['BO_T02_D1788:2a-19']	'gro ba'i don la rab tu 'jug / yi ge gang zhig sngar bshad dang // gang yang mngon par phyogs pa rnams //	'gro ba'i don la rab tu 'jug / yi ge gang zhig sngar bshad dang // gang yang mngon par phyogs pa rnams //	and those that are directed toward
['BO_T02_D1788:2a-20']	bud med skyes pa ma ning ste //	bud med skyes pa ma ning ste //	women, men, and eunuchs
['BO_T02_D1788:2a-21', 'BO_T02_D1788:2a-22']	khams la sogs par rab tu brtags //🔽'og dang steng du bcas par ni //	khams la sogs par rab tu brtags // 'og dang steng du bcas par ni //	should be imagined in the elements and so on.🔽Having understood the above and below,
['BO_T02_D1788:2a-23']	shes nas blos ni nges par sbyar //	shes nas blos ni nges par sbyar //	one should apply them with the mind.🔽The six, four, three, and one
['BO_T02_D1788:2a-24']	drug bshad bzhi dang gsum dang gcig / dngos med ngo bo gcig las byung //	drug bshad bzhi dang gsum dang gcig / dngos med ngo bo gcig las byung //	arise from the single entity of nonentity.
['BO_T02_D1788:2a-25']	de ni ya sogs don sbyar na //	de ni ya sogs don sbyar na //	When that is applied to the meaning of ya and so on,
['BO_T02_D1788:2a-26', 'BO_T02_D1788:2a-27']	dus gsum shes pa'ang 'byung bar 'gyur //🔽mkhas pas sgyu ma mig 'phrul bzhin //	dus gsum shes pa'ang 'byung bar 'gyur // mkhas pas sgyu ma mig 'phrul bzhin //	the knowledge of the three times also arises.🔽The wise one should apply the beings
['BO_T02_D1788:2a-28']	'gro ba rnams ni dgu mthar sbyar //	'gro ba rnams ni dgu mthar sbyar //	to the end of the nine, like an illusion or an optical illusion.
['BO_T02_D1788:2b-0']	brjod @2b pa yi ni sngags 'di dag / dngos med ngo bo las byung ba //	brjod @2b pa yi ni sngags 'di dag / dngos med ngo bo las byung ba //	These mantras of expression arise from the essence of nonentity.
['BO_T02_D1788:2b-1']	de ni yongs su gyur pa'i gzugs //	de ni yongs su gyur pa'i gzugs //	That is the form of the complete transformation.
['BO_T02_D1788:2b-2', 'BO_T02_D1788:2b-3']	lha ru nye bar mtshon pa gang //🔽brda yis de nyid gsum gnas pa //	lha ru nye bar mtshon pa gang // brda yis de nyid gsum gnas pa //	That which is illustrated as the deity🔽is the abode of the three realities through symbols.
['BO_T02_D1788:2b-4']	rang bzhin bzlas pa'i mtshan nyid do //	rang bzhin bzlas pa'i mtshan nyid do //	That is the characteristic of natural recitation.
['BO_T02_D1788:2b-5']	ming med brjod du med pa ste //	ming med brjod du med pa ste //	It is without name and inexpressible;
['BO_T02_D1788:2b-6']	byang chub sems mchog 'di yin no //	byang chub sems mchog 'di yin no //	this is the supreme bodhicitta.
['BO_T02_D1788:2b-7']	gsum po de nyid gcig gyur pa //	gsum po de nyid gcig gyur pa //	Those three are united
['BO_T02_D1788:2b-8', 'BO_T02_D1788:2b-9']	'gro ba med cing 'ong ba med //🔽'gag med rab tu zhi ba ste //	'gro ba med cing 'ong ba med // 'gag med rab tu zhi ba ste //	and neither come nor go.🔽It is unceasing and peaceful,
['BO_T02_D1788:2b-10']	rtag dang chad pa rnam spangs pa //	rtag dang chad pa rnam spangs pa //	free from permanence and annihilation,
['BO_T02_D1788:2b-11']	dus gsum mkhyen pas ma byas pa'i //	dus gsum mkhyen pas ma byas pa'i //	and not created by the knowledge of the three times.
['BO_T02_D1788:2b-12']	rtog pa nam mkha' dbyer med mtshan //	rtog pa nam mkha' dbyer med mtshan //	The sign of the inseparability of imagination and space
['BO_T02_D1788:2b-13']	'di nyid kho na don dam ste //	'di nyid kho na don dam ste //	is this very ultimate
['BO_T02_D1788:2b-14']	so so rang rig mtshan nyid do //	so so rang rig mtshan nyid do //	that has the characteristic of individual self-awareness.
['BO_T02_D1788:2b-15']	bya ba thams cad nyid du yang //	bya ba thams cad nyid du yang //	Even in all activities,
['BO_T02_D1788:2b-16']	rnal 'byor rig pas nyal sogs pa //	rnal 'byor rig pas nyal sogs pa //	the yogin should sleep and so forth,
['BO_T02_D1788:2b-17']	ming med brjod du med pa ste //	ming med brjod du med pa ste //	knowing that it is without name and inexpressible,
['BO_T02_D1788:2b-18']	dus gsum bzlas pa rtag tu bzla //	dus gsum bzlas pa rtag tu bzla //	constantly reciting the three times.
['BO_T02_D1788:2b-19']	de ltar tshigs su bcad pa bcu bzhi po 'di dag ni gang gi phyir don zab pa nyid yin pas de'i phyir rnam par dbye bar bya'o //	de ltar tshigs su bcad pa bcu bzhi po 'di dag ni gang gi phyir don zab pa nyid yin pas de'i phyir rnam par dbye bar bya'o //	Thus, these fourteen verses are to be analyzed because of their profundity.
['BO_T02_D1788:2b-20']	de la dang po gcig ni zhes bya ba la sogs pa ni sngags btu ba dang / sngags kyi brda dang / sngags kyi don dang / sngags kyi de kho na nyid de bzhin po kho nar bstan par bya'o //	de la dang po gcig ni zhes bya ba la sogs pa ni sngags btu ba dang / sngags kyi brda dang / sngags kyi don dang / sngags kyi de kho na nyid de bzhin po kho nar bstan par bya'o //	Therein, the first one, etc. , refers to the extraction of the mantra, the mantra-sign, the mantra-meaning, and the mantra-reality, which are to be taught just as they are.
