segmentnr	original	analyzed	folio	translated
['BO_K08_D0080_H0080:54a-0']	gang bral ba de zag pa med @54a *//	gang bral ba de zag pa med @54a *//	54a	What is free from that is uncontaminated.
['BO_K08_D0080_H0080:54a-1']	pa'o; ;gang zag pa med pa de yang dag par zhugs pa'o //	pa'o; ;gang zag pa med pa de yang dag par zhugs pa'o //	54a	What is uncontaminated is correctly engaged.
['BO_K08_D0080_H0080:54a-2']	gang yang dag par zhugs pa de la bcos pa med do //	gang yang dag par zhugs pa de la bcos pa med do //	54a	What is correctly engaged is unfabricated.
['BO_K08_D0080_H0080:54a-3']	gang la bcos pa med pa de nam mkha'o //	gang la bcos pa med pa de nam mkha'o //	54a	What is unfabricated is space.
['BO_K08_D0080_H0080:54a-4']	de ci'i phyir zhe na /	de ci'i phyir zhe na /	54a	Why is that?
['BO_K08_D0080_H0080:54a-5']	nam mkha' ni bcos pa med pa'i phyir ro //	nam mkha' ni bcos pa med pa'i phyir ro //	54a	Because space is unfabricated.
['BO_K08_D0080_H0080:54a-6']	lha'i bu / gang de ltar slob pa de ni slob par mi byed do //	lha'i bu / gang de ltar slob pa de ni slob par mi byed do //	54a	Divine son, those who train like that do not train.
['BO_K08_D0080_H0080:54a-7']	gang slob par mi byed pa de ni slob par byed do //	gang slob par mi byed pa de ni slob par byed do //	54a	Those who do not train train.
['BO_K08_D0080_H0080:54a-8']	gang la slob ce na /	gang la slob ce na /	54a	What do they train in?
['BO_K08_D0080_H0080:54a-9']	ci la yang mi slob ste /	ci la yang mi slob ste /	54a	They do not train in anything.
['BO_K08_D0080_H0080:54a-10']	gang gi tshe ci la yang mi slob pa de ni yang dag pa'i bslab pa la gnas pa zhes bya'o //	gang gi tshe ci la yang mi slob pa de ni yang dag pa'i bslab pa la gnas pa zhes bya'o //	54a	When they do not train in anything, they are said to abide in the correct training.
['BO_K08_D0080_H0080:54a-11']	gzhan yang 'jam dpal gzhon nur gyur pas lha'i bu blo gros rab gnas la 'di skad ces smras so //	gzhan yang 'jam dpal gzhon nur gyur pas lha'i bu blo gros rab gnas la 'di skad ces smras so //	54a	Moreover, Mañjuśrī Kumārabhūta said to the god Sthihyadhṛti:
['BO_K08_D0080_H0080:54a-12']	lha'i bu / de ltar rab tu byung zhing de ltar rdzogs par bsnyen pa de la kho bo 'di skad ces /	lha'i bu / de ltar rab tu byung zhing de ltar rdzogs par bsnyen pa de la kho bo 'di skad ces /	54a	“Divine son, I said to that one who went forth like that and was fully ordained like that:
['BO_K08_D0080_H0080:54a-13']	rigs kyi bu /	rigs kyi bu /	54a	‘Son of noble family,
