segmentnr	original	analyzed	folio	translated
['BO_T02_D3263:18b-0']	@18b # // rgya gar skad du /	@18b # // rgya gar skad du /	18b	In Sanskrit:
['BO_T02_D3263:18b-1']	tsanda ma h'a ro sha na s'a dha nam /	tsanda ma h'a ro sha na s'a dha nam /	18b	Canda-mahāroṣaṇa-sādhana
['BO_T02_D3263:18b-2']	bod skad du /	bod skad du /	18b	In Tibetan:
['BO_T02_D3263:18b-3', 'BO_T02_D3263:18b-4', 'BO_T02_D3263:18b-5']	gtum po chen po'i sgrub thabs /🔽sngar bshad pa'i tshul gyis stong pa nyid bsgoms pa'i rjes thogs la padma dkar po'i steng du nyi ma la yi ge h'um nag po yongs su gyur pa las me tog aa ta si dang mtshungs par gyur ba'i bcom ldan 'das dpal dang ldan pa'i khro bo chen🔽po gtum po'o //	gtum po chen po'i sgrub thabs / sngar bshad pa'i tshul gyis stong pa nyid bsgoms pa'i rjes thogs la padma dkar po'i steng du nyi ma la yi ge h'um nag po yongs su gyur pa las me tog aa ta si dang mtshungs par gyur ba'i bcom ldan 'das dpal dang ldan pa'i khro bo chen po gtum po'o //	18b	The Means of Achievement of the Great Fierce One
['BO_T02_D3263:19a-0']	mtshan @19a * //	mtshan @19a * //	19a	Immediately after meditating on emptiness in the manner previously explained, upon a white lotus and sun is a black letter hūṃ, which completely transforms into the Blessed One, the glorious Great Fierce One, Canda, who is similar to an aṭasi flower.
['BO_T02_D3263:19a-1']	gzhan ni mi g-yo ba ste /	gzhan ni mi g-yo ba ste /	19a	His other name is Acala.
['BO_T02_D3263:19a-2', 'BO_T02_D3263:19a-3']	zhal gcig phyag gnyis pa /🔽spyan g-yo bar mdzad pa mche ba rnam par gtsigs pa'i zhal ches 'jigs par gyur pa /	zhal gcig phyag gnyis pa / spyan g-yo bar mdzad pa mche ba rnam par gtsigs pa'i zhal ches 'jigs par gyur pa /	19a	He has one face and two arms.🔽His eyes are moving, his face is very frightening with bared fangs,
['BO_T02_D3263:19a-4']	man mgal bsdams pa'i tshems gtsigs pa rin po che'i dbu rgyan dang ldan pa /	man mgal bsdams pa'i tshems gtsigs pa rin po che'i dbu rgyan dang ldan pa /	19a	his lips are tightly pressed together, he has a jeweled crown,
['BO_T02_D3263:19a-5']	dbu la mgo bo'i phreng ba dang ldan pa /	dbu la mgo bo'i phreng ba dang ldan pa /	19a	and on his head is a garland of heads.
['BO_T02_D3263:19a-6']	spyan gnyis shin tu dmar ba /	spyan gnyis shin tu dmar ba /	19a	His two eyes are very red.
['BO_T02_D3263:19a-7']	g-yas pas ni ral gri bsnams shing phyag g-yon pas sdig mdzub dang zhags pa thugs kar ro //	g-yas pas ni ral gri bsnams shing phyag g-yon pas sdig mdzub dang zhags pa thugs kar ro //	19a	In the right hand he holds a sword, and in the left hand he makes a threatening gesture with a noose at his heart.
['BO_T02_D3263:19a-8']	sbrul dkar po gshal dag byed du mdzad pa /	sbrul dkar po gshal dag byed du mdzad pa /	19a	He wears a white snake as a belt.
['BO_T02_D3263:19a-9']	stag gi pags pa'i sham thabs dang ldan pa /	stag gi pags pa'i sham thabs dang ldan pa /	19a	He has a tiger-skin skirt.
['BO_T02_D3263:19a-10']	rin po che sna tshogs kyis rnam par spras pa'i rgyan mnga' ba //	rin po che sna tshogs kyis rnam par spras pa'i rgyan mnga' ba //	19a	He is adorned with ornaments studded with various jewels.
['BO_T02_D3263:19a-11']	zhabs g-yas pa sa la btsugs shing g-yon pa cung zad smad pa /	zhabs g-yas pa sa la btsugs shing g-yon pa cung zad smad pa /	19a	He stands with his right foot on the ground and his left foot slightly bent.
['BO_T02_D3263:19a-12']	nyi ma'i 'od zer gyi phreng ba dang ldan par bdag nyid rnam par bsam par bya zhing /	nyi ma'i 'od zer gyi phreng ba dang ldan par bdag nyid rnam par bsam par bya zhing /	19a	He is imagined to be surrounded by a garland of sun-rays.
['BO_T02_D3263:19a-13']	dam tshig sems dpa' dang ye shes sems dpa' bsgom pa sngon du 'gro bas mi bskyod pa cod pan gyi mtshams su bsgom par bya ba'o //	dam tshig sems dpa' dang ye shes sems dpa' bsgom pa sngon du 'gro bas mi bskyod pa cod pan gyi mtshams su bsgom par bya ba'o //	19a	Having first meditated on the pledge-being and the wisdom-being, one should meditate on Akṣobhya in the crest.
['BO_T02_D3263:19a-14']	de'i rjes la bzlas pa ni /	de'i rjes la bzlas pa ni /	19a	After that, the recitation:
['BO_T02_D3263:19a-15']	aom tsanda ma h'a ro sha na h'um phat /	aom tsanda ma h'a ro sha na h'um phat /	19a	Oṃ caṇḍa-mahāroṣaṇa hūṃ phaṭ.
['BO_T02_D3263:19a-16']	khro bo chen po gtum po'i sgrub thabs so //	khro bo chen po gtum po'i sgrub thabs so //	19a	The sādhana of Caṇḍa-mahāroṣaṇa.
['BO_T02_D3263:19a-17']	aa bha ya las tshul khrims rgyal mtshan gyis bsgyur ba'o//	aa bha ya las tshul khrims rgyal mtshan gyis bsgyur ba'o//	19a	By Abhayākaragupta.
