segmentnr	original	analyzed	folio	translated
['BO_T02_D1785:179b-9']	de nas zhes bya ba la sogs pa gsungs te /	de nas zhes bya ba la sogs pa gsungs te /	179b	Then, etc.
['BO_T02_D1785:179b-10']	rdo rje mi snang ba thams cad kyi dam tshig ces bya ba la /	rdo rje mi snang ba thams cad kyi dam tshig ces bya ba la /	179b	The pledge of all vajra invisibility, etc.
['BO_T02_D1785:179b-11']	rdo rje thams cad ni thun mong gi sku dang gsung dang thugs te /	rdo rje thams cad ni thun mong gi sku dang gsung dang thugs te /	179b	All vajras are the common body, speech, and mind.
['BO_T02_D1785:179b-12']	de'i mi snang ba ni 'od gsal bar 'jug pa'o //	de'i mi snang ba ni 'od gsal bar 'jug pa'o //	179b	Their invisibility is their entry into clear light.
['BO_T02_D1785:179b-13']	'di las rdo rje sku dang mnyam pas na dam tshig ste /	'di las rdo rje sku dang mnyam pas na dam tshig ste /	179b	Since one is equal to the vajra body through this, it is a pledge.
['BO_T02_D1785:179b-14']	rdo rje dbyings mi snang ba dam tshig ste gnyis po 'di dag nyid kyi sku la sogs pa las phyung ngo //	rdo rje dbyings mi snang ba dam tshig ste gnyis po 'di dag nyid kyi sku la sogs pa las phyung ngo //	179b	The pledge of the invisible vajra realm is the two of them, which emerge from the body, etc.
['BO_T02_D1785:179b-15']	dus bzhi zhes bya ba la sogs pa la /	dus bzhi zhes bya ba la sogs pa la /	179b	The four times, etc.
['BO_T02_D1785:179b-16']	dus bzhi zhes bya ba stong pa nyid bzhi'o //	dus bzhi zhes bya ba stong pa nyid bzhi'o //	179b	The four times are the four emptinesses.
['BO_T02_D1785:179b-17']	mchog ces pa bla na med pa'o //	mchog ces pa bla na med pa'o //	179b	Supreme means unsurpassed.
['BO_T02_D1785:179b-18']	nyin re zhes bya ba rtag tu'o //	nyin re zhes bya ba rtag tu'o //	179b	Daily means constantly.
['BO_T02_D1785:179b-19']	spyad par bya zhes pa ni bsgom par bya ba'o //	spyad par bya zhes pa ni bsgom par bya ba'o //	179b	One should practice means one should cultivate.
['BO_T02_D1785:179b-20']	yang na rdzas zhes bya ba lus kyang dbrog par bya zhes bya ba blang bar bya'o //	yang na rdzas zhes bya ba lus kyang dbrog par bya zhes bya ba blang bar bya'o //	179b	Alternatively, one should take the substance, i.e., the body, which is to be seized.
['BO_T02_D1785:179b-21']	rtag tu zhes pa ni dus thams cad du 'jug par bya ba ste /	rtag tu zhes pa ni dus thams cad du 'jug par bya ba ste /	179b	Constantly means one should enter at all times.
['BO_T02_D1785:179b-22']	dgos pa'i dbang gis ldang ba yang bya'o zhes bya bar dgongs so //	dgos pa'i dbang gis ldang ba yang bya'o zhes bya bar dgongs so //	179b	One should rise by the power of necessity.
['BO_T02_D1785:179b-23']	dam tshig rdo rje rdzogs byed pa'o//	dam tshig rdo rje rdzogs byed pa'o//	179b	The pledge is the perfection of the vajra.
['BO_T02_D1785:179b-24']	zhes bya ba ni /	zhes bya ba ni /	179b	This is what is being said.
['BO_T02_D1785:179b-25']	de bzhin gshegs pa mnyes par byed pa'i dam tshig go //	de bzhin gshegs pa mnyes par byed pa'i dam tshig go //	179b	The pledge is the satisfaction of the Tathagatas.
['BO_T02_D1785:179b-26']	de kho na nyid rtogs pa rnams kyi 'gro ba'i don du yun ring du gnas par bya ba'i phyir /	de kho na nyid rtogs pa rnams kyi 'gro ba'i don du yun ring du gnas par bya ba'i phyir /	179b	In order to remain for a long time in the world for the sake of beings who have realized reality,
['BO_T02_D1785:179b-27']	phyi rol gyi bcud gang yin pa de la ltos pa med par rang gi lus gnas pa'i cho ga bstan par bya ba'i phyir /	phyi rol gyi bcud gang yin pa de la ltos pa med par rang gi lus gnas pa'i cho ga bstan par bya ba'i phyir /	179b	in order to demonstrate the procedure for maintaining one's body without regard for any external nourishment,
['BO_T02_D1785:179b-28']	de nas zhes bya ba la sogs pa gsungs te /	de nas zhes bya ba la sogs pa gsungs te /	179b	then, etc.
['BO_T02_D1785:179b-29']	nam mkha'i rig pa ni de bzhin nyid do //	nam mkha'i rig pa ni de bzhin nyid do //	179b	The knowledge of space is thusness.
['BO_T02_D1785:179b-30']	de 'dzin par byed cing dmigs par byed pas na nam mkha'i rig 'dzin te rnal 'byor pa'o //	de 'dzin par byed cing dmigs par byed pas na nam mkha'i rig 'dzin te rnal 'byor pa'o //	179b	The one who holds and visualizes that is the knowledge-holder of space, the yogi/ni.
['BO_T02_D1785:179b-31']	de'i mnyam pa 'dis byed cing lus rgyas par byed pas na dam tshig ste /	de'i mnyam pa 'dis byed cing lus rgyas par byed pas na dam tshig ste /	179b	This pledge is the procedure for maintaining the body by means of that, and it is the pledge because it is the means of expanding the body.
['BO_T02_D1785:180a-0']	brtan par bya @180a * //	brtan par bya @180a * //	180a	It is the pledge that should be stabilized.
['BO_T02_D1785:180a-1']	ba'i cho ga 'di nyid kyi sku la sogs pa las phyung ngo //	ba'i cho ga 'di nyid kyi sku la sogs pa las phyung ngo //	180a	This very procedure was brought forth from the body, etc. of the Bhagavat.
['BO_T02_D1785:180a-2']	sku gsung thugs kyi zhes bya ba la sogs pas sgrub pa pos bdag nyid kyi sku dang gsung dang thugs kyi rdo rje bde bar gnas par bya ba'i phyir /	sku gsung thugs kyi zhes bya ba la sogs pas sgrub pa pos bdag nyid kyi sku dang gsung dang thugs kyi rdo rje bde bar gnas par bya ba'i phyir /	180a	The body, speech, and mind and so forth are for the adept to abide in bliss with the vajra body, speech, and mind.
['BO_T02_D1785:180a-3']	dbu rgyan dag la bsam gtan te bdud rtsi zhes bya ba bsam par bya'o //	dbu rgyan dag la bsam gtan te bdud rtsi zhes bya ba bsam par bya'o //	180a	With “the vajra of body, speech, and mind,” etc., the adept should think of the concentration on the crown, i.e., the nectar, in order to stabilize his own vajra of body, speech, and mind.
['BO_T02_D1785:180a-4']	de'i phan yon ni rdo rje gsum gyi zhes bya ba la sogs pa ste rdo rje gsum ni lus so //	de'i phan yon ni rdo rje gsum gyi zhes bya ba la sogs pa ste rdo rje gsum ni lus so //	180a	The benefit of that is “the pledge of the three vajras,” etc. The three vajras are the body.
['BO_T02_D1785:180a-5']	de skyes pa nas brtsams te mnyam par 'gro zhing rjes su 'gro bas na /	de skyes pa nas brtsams te mnyam par 'gro zhing rjes su 'gro bas na /	180a	From the time of its arising, it goes evenly and follows after,
['BO_T02_D1785:180a-6']	rdo rje gsum gyi dam tshig ste rlung la sogs pa nad gzhi rnams so //	rdo rje gsum gyi dam tshig ste rlung la sogs pa nad gzhi rnams so //	180a	so it is the pledge of the three vajras. The “ailments” are the humors of wind, etc.
['BO_T02_D1785:180a-7']	de dag thams cad kyi khros shing rab tu 'khrugs pa rnams kyis brgyal zhing zil gyis gnon par lus 'di mi lus so //	de dag thams cad kyi khros shing rab tu 'khrugs pa rnams kyis brgyal zhing zil gyis gnon par lus 'di mi lus so //	180a	All of them are overcome and suppressed by the anger and rage of this body.
['BO_T02_D1785:180a-8', 'BO_T02_D1785:180a-9']	ji skad du bcom ldan 'das kyis shes rab kyi mdo las /🔽gang zhig bdud rtsi'i rang bzhin du //	ji skad du bcom ldan 'das kyis shes rab kyi mdo las / gang zhig bdud rtsi'i rang bzhin du //	180a	As the Blessed One said in the Prajñāpāramitā:🔽He whose crown is always
['BO_T02_D1785:180a-10']	spyi bo rtag tu des 'bab pa //	spyi bo rtag tu des 'bab pa //	180a	bathed in the nature of nectar,
['BO_T02_D1785:180a-11', 'BO_T02_D1785:180a-12']	rnal 'byor dbang pos de 'thungs na //🔽rga dang 'chi ba rnam par 'jig / ji ltar padma'i sdong bu las //	rnal 'byor dbang pos de 'thungs na // rga dang 'chi ba rnam par 'jig / ji ltar padma'i sdong bu las //	180a	If the yogi drinks that,🔽old age and death are destroyed.🔽Just as water is drawn
['BO_T02_D1785:180a-13']	mi yi chu ni 'dren par byed //	mi yi chu ni 'dren par byed //	180a	from the stalk of a lotus,
['BO_T02_D1785:180a-14']	de bzhin nye bar 'thungs pa yis //	de bzhin nye bar 'thungs pa yis //	180a	in the same way, by drinking
['BO_T02_D1785:180a-15']	rnal 'byor pa ni stobs chen 'tsho //	rnal 'byor pa ni stobs chen 'tsho //	180a	the yogi lives with great strength.
['BO_T02_D1785:180a-16']	zhes gsungs pa dang / rtsa ba'i rgyud las kyang /	zhes gsungs pa dang / rtsa ba'i rgyud las kyang /	180a	And in the Root Tantra:
['BO_T02_D1785:180a-17']	lce ni rkan la sbyar bya zhing //	lce ni rkan la sbyar bya zhing //	180a	The tongue should be placed on the palate,
['BO_T02_D1785:180a-18']	sna yi rtse mor bsam par bya //	sna yi rtse mor bsam par bya //	180a	and one should contemplate at the tip of the nose.
['BO_T02_D1785:180a-19']	rdo rje phra mor ba der reg pas //	rdo rje phra mor ba der reg pas //	180a	By touching the subtle vajra,
['BO_T02_D1785:180a-20', 'BO_T02_D1785:180a-21']	sems ni mnyam par gzhag par gyur //🔽zhes gsungs pa'i phyir ro //	sems ni mnyam par gzhag par gyur // zhes gsungs pa'i phyir ro //	180a	the mind will be placed in equipoise.
['BO_T02_D1785:180a-22']	de ltar nang gi bdag nyid la mchog tu gzhol ba rnams kyis tshim par bya ba'i cho ga bstan nas /	de ltar nang gi bdag nyid la mchog tu gzhol ba rnams kyis tshim par bya ba'i cho ga bstan nas /	180a	Thus, having taught the procedure for the satisfaction of those devoted to the inner self,
['BO_T02_D1785:180a-23']	sngags la mchog tu gzhol ba rnams kyi bstan par bya ba'i phyir /	sngags la mchog tu gzhol ba rnams kyi bstan par bya ba'i phyir /	180a	in order to teach for those devoted to mantra,
['BO_T02_D1785:180a-24']	de nas zhes bya ba la sogs pa gsungs te /	de nas zhes bya ba la sogs pa gsungs te /	180a	[the Bhagavān] declares thereupon, etc.
['BO_T02_D1785:180a-25']	sngags 'chang las dang po pa thams cad ni rnam par snang mdzad la sogs pa'i zlos pa po ste /	sngags 'chang las dang po pa thams cad ni rnam par snang mdzad la sogs pa'i zlos pa po ste /	180a	All beginners in the practice of the mantra are reciters of Vairocana, etc.
['BO_T02_D1785:180a-26']	de rnams kyi dam tshig nyid kyi sku la sogs pa las phyung ngo //	de rnams kyi dam tshig nyid kyi sku la sogs pa las phyung ngo //	180a	They are the pledges themselves, produced from the body, etc.
['BO_T02_D1785:180a-27']	sku'i zhes bya ba la sogs pa la /	sku'i zhes bya ba la sogs pa la /	180a	The body, etc.
['BO_T02_D1785:180a-28']	bza' ba la sogs pa la longs spyod pa'i dus su ni sku rdo rje 'dzin par byin gyis brlab par bya'o //	bza' ba la sogs pa la longs spyod pa'i dus su ni sku rdo rje 'dzin par byin gyis brlab par bya'o //	180a	 At the time of enjoying food, etc., one should bless oneself as Vajra-dhara.
['BO_T02_D1785:180a-29']	phyi rol rdo rje 'dzin pa dang // zhes bya ba ni /	phyi rol rdo rje 'dzin pa dang // zhes bya ba ni /	180a	The external Vajra-dhara.
['BO_T02_D1785:180a-30']	zas la spyod pa las gzhan pa'i yul rnams la ni rdo rje 'dzin par byin gyis brlab par bya'o //	zas la spyod pa las gzhan pa'i yul rnams la ni rdo rje 'dzin par byin gyis brlab par bya'o //	180a	At the time of enjoying food, etc., one should bless oneself as Vajra-dhara.
['BO_T02_D1785:180a-31', 'BO_T02_D1785:180a-32']	rtag par rdo rje chos su bya //🔽zhes bya ba ni /	rtag par rdo rje chos su bya // zhes bya ba ni /	180a	One should always be Vajra-dharma.
['BO_T02_D1785:180b-0']	rdo rje chos te gsung @180b rdo rjer rtag tu byin gyis brlab par bya'o //	rdo rje chos te gsung @180b rdo rjer rtag tu byin gyis brlab par bya'o //	180b	One should always bless oneself as Vajra-dharma, i.e., as Vajra-speech.
['BO_T02_D1785:180b-1']	gang la zhe na /	gang la zhe na /	180b	Where?
['BO_T02_D1785:180b-2', 'BO_T02_D1785:180b-3']	mdo gdon cho ga'i bya ba la //🔽zhes bya ba ste /	mdo gdon cho ga'i bya ba la // zhes bya ba ste /	180b	 In the performance of the rites of recitation and the sutras.
['BO_T02_D1785:180b-4']	mdo ni gsung rab la sogs pa'o //	mdo ni gsung rab la sogs pa'o //	180b	The sutras are the scriptures, etc.
['BO_T02_D1785:180b-5']	de gdon pa ni klog pa'o //	de gdon pa ni klog pa'o //	180b	Reciting them is reading them.
['BO_T02_D1785:180b-6']	cho ga'i bya ba la zhes bya ba ni tshur spyon dang gshegs su gsol ba zhes bya ba la sogs pa'i dbang du bya ba'i cho ga'i bya ba ste /	cho ga'i bya ba la zhes bya ba ni tshur spyon dang gshegs su gsol ba zhes bya ba la sogs pa'i dbang du bya ba'i cho ga'i bya ba ste /	180b	The ritual action is the ritual action of the rite, such as come here and request to depart.
