segmentnr	original	analyzed	folio	translated
['BO_K12_D0653=1062_H0791:518b-0']	@518b rgya gar skad du /	@518b rgya gar skad du /	518b	In Sanskrit:
['BO_K12_D0653=1062_H0791:518b-1']	mah'a sa m'a dza s'u tran n'a ma ma h'a s'u tra /	mah'a sa m'a dza s'u tran n'a ma ma h'a s'u tra /	518b	Mahāsāṃgīti-sūtra-nāma-mahāsūtra
['BO_K12_D0653=1062_H0791:518b-2']	bod skad du /	bod skad du /	518b	In Tibetan:
['BO_K12_D0653=1062_H0791:518b-3']	mdo chen po 'dus pa chen po'i mdo zhes bya ba /	mdo chen po 'dus pa chen po'i mdo zhes bya ba /	518b	The Great Sūtra Called the Great Assembly
['BO_K12_D0653=1062_H0791:518b-4']	dkon mchog gsum la phyag 'tshal lo //	dkon mchog gsum la phyag 'tshal lo //	518b	Homage to the Three Jewels.
['BO_K12_D0653=1062_H0791:518b-5']	'di skad bdag gis thos pa dus gcig na /	'di skad bdag gis thos pa dus gcig na /	518b	Thus have I heard at one time.
['BO_K12_D0653=1062_H0791:518b-6']	bcom ldan 'das sh'akya rnams kyi ser skya'i gnas kyi nags tshal na /	bcom ldan 'das sh'akya rnams kyi ser skya'i gnas kyi nags tshal na /	518b	The Blessed One was dwelling in the forest of Kapilavastu of the Śākyas,
['BO_K12_D0653=1062_H0791:518b-7']	dge slong lnga brgya thams cad kyang dgra bcom pa /	dge slong lnga brgya thams cad kyang dgra bcom pa /	518b	together with five hundred monks, all of whom were arhats,
['BO_K12_D0653=1062_H0791:518b-8', 'BO_K12_D0653=1062_H0791:518b-9']	zag pa zad pa /🔽bya ba byas pa /	zag pa zad pa / bya ba byas pa /	518b	had exhausted defilements,
['BO_K12_D0653=1062_H0791:518b-10']	byed pa byas pa /	byed pa byas pa /	518b	had done what had to be done,🔽had accomplished their tasks,
['BO_K12_D0653=1062_H0791:518b-11']	khur bor ba /	khur bor ba /	518b	had cast off the burden,
['BO_K12_D0653=1062_H0791:518b-12']	bdag gi don rjes su thob pa /	bdag gi don rjes su thob pa /	518b	had attained their own goal,
['BO_K12_D0653=1062_H0791:518b-13']	srid par kun tu sbyor ba yongs su zad pa /	srid par kun tu sbyor ba yongs su zad pa /	518b	had exhausted the fetters of existence,
['BO_K12_D0653=1062_H0791:518b-14']	yang dag pa'i shes pas sems shin tu rnam par grol ba sha stag dang thabs cig tu bzhugs so //	yang dag pa'i shes pas sems shin tu rnam par grol ba sha stag dang thabs cig tu bzhugs so //	518b	and had with perfect knowledge completely liberated minds.
['BO_K12_D0653=1062_H0791:518b-15']	de nas bcom ldan 'das dge slong gi dge 'dun la mya ngan las 'das pa dang ldan pa'i chos kyi gtam ston par mdzad de /	de nas bcom ldan 'das dge slong gi dge 'dun la mya ngan las 'das pa dang ldan pa'i chos kyi gtam ston par mdzad de /	518b	Then the Blessed One taught the assembly of monks the Dharma discourse on nirvāṇa,
['BO_K12_D0653=1062_H0791:518b-16']	de'i tshe na phyogs bcu kun gyi 'jig rten gyi khams dag nas /	de'i tshe na phyogs bcu kun gyi 'jig rten gyi khams dag nas /	518b	At that time, from all the worlds in the ten directions,
['BO_K12_D0653=1062_H0791:518b-17']	dbang che bar grags pa dbang che bar grags pa'i lha dag lhags nas /	dbang che bar grags pa dbang che bar grags pa'i lha dag lhags nas /	518b	the gods of great power and fame came
['BO_K12_D0653=1062_H0791:519a-0']	bcom @519a *// ldan 'das dang dge slong gi dge 'dun la bsnyen bkur byed do //	bcom @519a *// ldan 'das dang dge slong gi dge 'dun la bsnyen bkur byed do //	519a	and served the Blessed One and the saṅgha of monks.
['BO_K12_D0653=1062_H0791:519a-1']	de nas tshangs ris kyi lha tshangs pa'i 'jig rten gnas pa bzhi zhig 'di snyam du sems te /	de nas tshangs ris kyi lha tshangs pa'i 'jig rten gnas pa bzhi zhig 'di snyam du sems te /	519a	Then, four Brahmakāyika gods dwelling in the Brahma world thought this:
['BO_K12_D0653=1062_H0791:519a-2']	sangs rgyas bcom ldan 'das de ni sh'akya rnams kyi ser skya'i gnas kyi nags tshal na /	sangs rgyas bcom ldan 'das de ni sh'akya rnams kyi ser skya'i gnas kyi nags tshal na /	519a	“The Blessed Buddha is staying in the Lumbini Grove of the Shakya people,
['BO_K12_D0653=1062_H0791:519a-3', 'BO_K12_D0653=1062_H0791:519a-4']	dge slong lnga brgya thams cad kyang dgra bcom pa zag pa zad pa /🔽bya ba byas pa /	dge slong lnga brgya thams cad kyang dgra bcom pa zag pa zad pa / bya ba byas pa /	519a	together with five hundred monks, all of whom are arhats whose defilements are exhausted,
['BO_K12_D0653=1062_H0791:519a-5']	byed pa byas pa /	byed pa byas pa /	519a	who have done what had to be done,🔽who have accomplished what had to be done,
['BO_K12_D0653=1062_H0791:519a-6']	khur bor ba /	khur bor ba /	519a	who have cast off the burden,
