segmentnr	original	analyzed	folio	translated
['BO_T02_D1459:5b-0']	@5b # // rgya gar skad du //	@5b # // rgya gar skad du //	5b	In Sanskrit:
['BO_T02_D1459:5b-1']	shr'i sa ha dza sam ba ra sva tishtha nam n'a ma /	shr'i sa ha dza sam ba ra sva tishtha nam n'a ma /	5b	Śrī-sahajasaṃvarasattvasthānam-nāma
['BO_T02_D1459:5b-2']	bod skad du //	bod skad du //	5b	In Tibetan:
['BO_T02_D1459:5b-3']	dpal lhan cig skyes ba bde pa'i mchog / bdag byin gyis brlab pa zhes bya ba /	dpal lhan cig skyes ba bde pa'i mchog / bdag byin gyis brlab pa zhes bya ba /	5b	Shri Sahajasukhitattva-Adhisthana-nama
['BO_T02_D1459:5b-4']	he ru ka phyag 'tshal lo //	he ru ka phyag 'tshal lo //	5b	Salutations to Heruka
['BO_T02_D1459:5b-5']	rnal 'byor rnam gsum zhes bya ste //	rnal 'byor rnam gsum zhes bya ste //	5b	The so-called three yogas🔽Are the blessing, the self-sign,
['BO_T02_D1459:5b-6']	byin gyis brlab dang rang rtags dang // rdzogs pa'i gzugs brnyan bsam med do //	byin gyis brlab dang rang rtags dang // rdzogs pa'i gzugs brnyan bsam med do //	5b	And the inconceivable perfect reflection.
['BO_T02_D1459:5b-7']	sna tshogs gzugs can yid du 'ong //	sna tshogs gzugs can yid du 'ong //	5b	Having the form of a variety, pleasing,
['BO_T02_D1459:5b-8']	yid bzhin nor bu'i gzugs 'chang ma //	yid bzhin nor bu'i gzugs 'chang ma //	5b	Bearing the form of the wish-fulfilling gem,
['BO_T02_D1459:5b-9']	zin na dngos grub chen po 'byung //	zin na dngos grub chen po 'byung //	5b	If seized, the great siddhi will arise.
['BO_T02_D1459:5b-10']	chos bshad nas ni dbang du bya //	chos bshad nas ni dbang du bya //	5b	Having explained the dharma, one should bring under control.
['BO_T02_D1459:5b-11']	yang na ri ba'i rin gyis slu //	yang na ri ba'i rin gyis slu //	5b	Or, one should deceive with the price of the mountain.
['BO_T02_D1459:5b-12']	shin tu gsang ba'i sgrub pa pos //	shin tu gsang ba'i sgrub pa pos //	5b	The very secret practitioner🔽Should ripen through empowerment,
['BO_T02_D1459:5b-13']	dbang gis yongs su smin pa dang // lha lhar bltas la dngos grub blang //	dbang gis yongs su smin pa dang // lha lhar bltas la dngos grub blang //	5b	And having seen the deity as the deity, one should take the siddhi.
['BO_T02_D1459:5b-14']	me long nang gi gzugs brnyan ltar //	me long nang gi gzugs brnyan ltar //	5b	Like a reflection in a mirror,
['BO_T02_D1459:5b-15']	gsal la 'dzin med bde ba'i sku //	gsal la 'dzin med bde ba'i sku //	5b	Clear, without grasping, the blissful body,
['BO_T02_D1459:5b-16']	nyi shu rtsa lnga yum rnams rdzogs //	nyi shu rtsa lnga yum rnams rdzogs //	5b	The twenty-five mothers are complete.
['BO_T02_D1459:5b-17']	bltas dang dgong dang 'khrig pa yis //	bltas dang dgong dang 'khrig pa yis //	5b	By looking, laughing, and copulating,
['BO_T02_D1459:5b-18']	mkha' sbyor bde ba'i pho brang du //	mkha' sbyor bde ba'i pho brang du //	5b	in the palace of the bliss of the union with the sky,
['BO_T02_D1459:5b-19']	dbang gi rgyal pos gar byas pas //	dbang gi rgyal pos gar byas pas //	5b	the king of the powerful one dances,
['BO_T02_D1459:5b-20']	dpa' bo rnal 'byor ma kun dgyes //	dpa' bo rnal 'byor ma kun dgyes //	5b	and all the heroes and yoginīs are delighted.
['BO_T02_D1459:5b-21']	dpa' bo mkha' 'gro dgyes pa'i glu //	dpa' bo mkha' 'gro dgyes pa'i glu //	5b	The song that delights the heroes and ḍākinīs,
['BO_T02_D1459:5b-22']	aam dang ham gi sgra brjod pas //	aam dang ham gi sgra brjod pas //	5b	the sound of aṃ and haṃ,
['BO_T02_D1459:5b-23']	tshangs pa'i ri bo rtse nas nyil //	tshangs pa'i ri bo rtse nas nyil //	5b	the peak of Mount Brahmā collapses.🔽The foam of the ocean is born,
['BO_T02_D1459:5b-24']	rgya mtsho'i lbu ba bltams pa dang // gnas pa bzhi yi ri ma pa yis //	rgya mtsho'i lbu ba bltams pa dang // gnas pa bzhi yi ri ma pa yis //	5b	and by the sound of the four abodes,
['BO_T02_D1459:5b-25']	rdo rje sems dpa' rang nyid 'gyur //	rdo rje sems dpa' rang nyid 'gyur //	5b	one becomes Vajrasattva himself.
['BO_T02_D1459:5b-26']	dbang phyug dam pa'i gsang gtam 'dis //	dbang phyug dam pa'i gsang gtam 'dis //	5b	By this secret story of the supreme lord,🔽one enters the city of the vajra sky,
['BO_T02_D1459:6a-0']	nam mkha' rdo rje grong du 'jug bde chen dag pa'i zhing @6a * //	nam mkha' rdo rje grong du 'jug bde chen dag pa'i zhing @6a * //	6a	sees the pure realm of great bliss,
['BO_T02_D1459:6a-1']	khams mthong // thams cad lhan cig skyes pa'i sku //	khams mthong // thams cad lhan cig skyes pa'i sku //	6a	and all is the coemergent body.
['BO_T02_D1459:6a-2']	shes rab rdo rje rnal 'byor ma //	shes rab rdo rje rnal 'byor ma //	6a	The vajra of wisdom is the yoginī,
['BO_T02_D1459:6a-3', 'BO_T02_D1459:6a-4']	gnyis med bde pa'i rnam pa can //🔽ma ning zhes byar brjod pa ste //	gnyis med bde pa'i rnam pa can // ma ning zhes byar brjod pa ste //	6a	and the form of nondual bliss🔽is said to be the “neutral state.”
['BO_T02_D1459:6a-5']	cig zung 'jug ces byar brjod //	cig zung 'jug ces byar brjod //	6a	It is said to be “union.”
['BO_T02_D1459:6a-6']	sgrib pa dang bral chos sku 'dir //	sgrib pa dang bral chos sku 'dir //	6a	In this dharmakāya free of obscurations,
['BO_T02_D1459:6a-7']	rakta la sogs byang sems rnams //	rakta la sogs byang sems rnams //	6a	The bodhicitta of blood and so forth
['BO_T02_D1459:6a-8']	rten dang brten pa'i mtshan nyid kyi //	rten dang brten pa'i mtshan nyid kyi //	6a	is the nature of the support and the supported.
['BO_T02_D1459:6a-9']	dkyil 'khor thams cad 'di nyid do //	dkyil 'khor thams cad 'di nyid do //	6a	This is all maṇḍalas.
['BO_T02_D1459:6a-10']	dpal lhan cig skyes pa'i sgrub thabs bdag byin gyis brlab pa zhes bya ba /	dpal lhan cig skyes pa'i sgrub thabs bdag byin gyis brlab pa zhes bya ba /	6a	The Śrī Sahaja Sādhana Called Self-Consecration
['BO_T02_D1459:6a-11']	rgyal po aindra bh'u ti 'bring pos mdzad pa /	rgyal po aindra bh'u ti 'bring pos mdzad pa /	6a	Composed by King Indrabhūti the Middle
['BO_T02_D1459:6a-12']	rje mi nyag chen pos bsgyur ba rdzogs so//	rje mi nyag chen pos bsgyur ba rdzogs so//	6a	The translation by the great lord Minyag is complete.
