segmentnr	original	analyzed	translated
['BO_T02_D2430:46b-0']	@46b # // rgya gar skad du /	@46b # // rgya gar skad du /	In Sanskrit:
['BO_T02_D2430:46b-1']	sh'u n+ya t'a k'a ru na drishthi n'a ma /	sh'u n+ya t'a k'a ru na drishthi n'a ma /	Śūnyatākāruṇadṛṣṭi-nāma
['BO_T02_D2430:46b-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D2430:46b-3']	stong nyid snying rje'i lta ba zhes bya ba /	stong nyid snying rje'i lta ba zhes bya ba /	The View of Emptiness and Compassion
['BO_T02_D2430:46b-4']	'phags pa 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	'phags pa 'jam dpal gzhon nur gyur pa la phyag 'tshal lo //	Homage to the noble Mañjuśrī Kumārabhūta.🔽From the perspective of examining and observing
['BO_T02_D2430:46b-5']	mi gtsang ba yi srid pa dang // 'jig rten pa yi spyod pa dang // rnam pas dpyad cing bltas bas na //	mi gtsang ba yi srid pa dang // 'jig rten pa yi spyod pa dang // rnam pas dpyad cing bltas bas na //	Impure existence and worldly conduct,
['BO_T02_D2430:46b-6', 'BO_T02_D2430:46b-7']	dngos po stong pa nyid du snang //🔽kye ma snying rje da ma ru //	dngos po stong pa nyid du snang // kye ma snying rje da ma ru //	Things appear as emptiness.🔽Alas, the sound of compassion's damaru
['BO_T02_D2430:46b-8']	sgra sgrogs pa ni ngo mtshar che //	sgra sgrogs pa ni ngo mtshar che //	Is truly amazing!
['BO_T02_D2430:46b-9']	a'arya de ba dmigs med pa'i //	a'arya de ba dmigs med pa'i //	Āryadeva, who is free from reference points,
['BO_T02_D2430:46b-10']	rgyal bo'i srid la ngoms pa med //	rgyal bo'i srid la ngoms pa med //	Is never satisfied with the kingdom of the Victorious Ones.🔽Where there is no mind, no wind,
['BO_T02_D2430:46b-11']	gang du yid dang rlung dag dang // dbang po gnas pa yod min na //	gang du yid dang rlung dag dang // dbang po gnas pa yod min na //	And no abiding of the senses,🔽I do not know where I go
['BO_T02_D2430:46b-12', 'BO_T02_D2430:46b-13']	bdag ni gang du 'gro ba dang // gang du gnas pa ma shes so //🔽kye ma snying rje da ma ru //	bdag ni gang du 'gro ba dang // gang du gnas pa ma shes so // kye ma snying rje da ma ru //	Or where I stay.🔽Alas, the sound of compassion's damaru
['BO_T02_D2430:46b-14']	sgra sgrogs pa ni ngo mtshar che //	sgra sgrogs pa ni ngo mtshar che //	Is truly amazing!
['BO_T02_D2430:46b-15']	a'arya de ba dmigs med pa'i //	a'arya de ba dmigs med pa'i //	Āryadeva, who is free from reference points,
['BO_T02_D2430:46b-16']	rgyal po'i srid la ngoms pa med //	rgyal po'i srid la ngoms pa med //	Is never satisfied with the kingdom of the Victorious Ones.
['BO_T02_D2430:46b-17']	zla ba las ni zla ba yi //	zla ba las ni zla ba yi //	From the moon, the moon's
['BO_T02_D2430:46b-18']	'od zer yongs su gsal bar 'byung //	'od zer yongs su gsal bar 'byung //	rays shine forth in all their brilliance.
['BO_T02_D2430:46b-19']	lhan cig skyes pa'i rang bzhin ni //	lhan cig skyes pa'i rang bzhin ni //	The innate nature
['BO_T02_D2430:46b-20']	de nyid du ni 'jug par 'gyur //	de nyid du ni 'jug par 'gyur //	is engaged in just that.
['BO_T02_D2430:46b-21']	kye ma snying rje da ma ru //	kye ma snying rje da ma ru //	Oh, the wonder of the compassion drum,
['BO_T02_D2430:46b-22', 'BO_T02_D2430:46b-23']	sgra sgrogs pa ni ngo mtshar che //🔽a'arya de ba dmigs med pa'i //	sgra sgrogs pa ni ngo mtshar che // a'arya de ba dmigs med pa'i //	which resounds with such amazement!🔽Aryadeva, the king of non-apprehension,
['BO_T02_D2430:46b-24']	rgyal po'i srid la ngoms ba med //	rgyal po'i srid la ngoms ba med //	is insatiable with royal power.
['BO_T02_D2430:46b-25']	a'arya de ba thams cad spyang //	a'arya de ba thams cad spyang //	Aryadeva, having cleared away everything,
['BO_T02_D2430:46b-26']	spyang pas rang bzhin dmigs med 'gyur //	spyang pas rang bzhin dmigs med 'gyur //	the clear one becomes free from apprehension.
['BO_T02_D2430:46b-27']	kye ma snying rje da ma ru //	kye ma snying rje da ma ru //	Oh, the wonder of the compassion drum,
['BO_T02_D2430:46b-28']	sgra sgrogs ba ni ngo mtshar che //	sgra sgrogs ba ni ngo mtshar che //	which resounds with such amazement!
['BO_T02_D2430:46b-29']	a'arya de ba dmigs med pa'i //	a'arya de ba dmigs med pa'i //	Aryadeva, the king of non-apprehension,
['BO_T02_D2430:46b-30']	rgyal po'i srid la ngoms pa med //	rgyal po'i srid la ngoms pa med //	is insatiable with royal power.
['BO_T02_D2430:46b-31']	stong nyid snying rje'i lta ba zhes bya ba slob dpon chen po a'arya de ba nas brgyud pa slob dpon tsa ta bas mdzad pa rdzogs so//	stong nyid snying rje'i lta ba zhes bya ba slob dpon chen po a'arya de ba nas brgyud pa slob dpon tsa ta bas mdzad pa rdzogs so//	The view of emptiness and compassion, composed by the master Catra, is completed.
