segmentnr	original	analyzed	folio	translated
['BO_T02_D1420:1b-0']	@1b # // rgya gar skad du /	@1b # // rgya gar skad du /	1b	In Sanskrit:
['BO_T02_D1420:1b-1']	shr'i sam ba ro da ya ma h'a tantra r'a dza sya padmi n'i n'a ma panytsi k'a /	shr'i sam ba ro da ya ma h'a tantra r'a dza sya padmi n'i n'a ma panytsi k'a /	1b	Śrī-saṃvarodayamahātantra-rāja-padminīnāma-pañjikā.
['BO_T02_D1420:1b-2']	bod skad du /	bod skad du /	1b	In Tibetan:
['BO_T02_D1420:1b-3']	dpal sdom pa 'byung ba'i rgyud kyi rgyal po chen po'i dka' 'grel padma can zhes bya ba /	dpal sdom pa 'byung ba'i rgyud kyi rgyal po chen po'i dka' 'grel padma can zhes bya ba /	1b	The commentary on the great tantra king Glorious Emergence of Cakrasaṃvara called The Lotus.
['BO_T02_D1420:1b-4']	dpal bde mchog 'khor lo la phyag 'tshal lo //	dpal bde mchog 'khor lo la phyag 'tshal lo //	1b	Homage to glorious Cakrasaṃvara.
['BO_T02_D1420:1b-5']	zab mo'i rin chen ma lus 'byung ba 'gro ba'i 'tsho ba gcig pu'i gter //	zab mo'i rin chen ma lus 'byung ba 'gro ba'i 'tsho ba gcig pu'i gter //	1b	The sole treasure of life for beings, the source of all profound jewels,
['BO_T02_D1420:1b-6']	rnam sad tshogs kyis yang dag brten pa ngo mtshar sna tshogs brgya phrag gnas //	rnam sad tshogs kyis yang dag brten pa ngo mtshar sna tshogs brgya phrag gnas //	1b	The abode of hundreds of various wonders, well supported by the assembly of fully awakened ones,
['BO_T02_D1420:1b-7']	dpa' mo yang dag ldan sku bdud rtsi dang bcas rab dang legs pa'i gzhi //	dpa' mo yang dag ldan sku bdud rtsi dang bcas rab dang legs pa'i gzhi //	1b	The excellent basis endowed with the heroines and nectar,
['BO_T02_D1420:1b-8']	sdom pa 'byung ba'i rgyud chen 'o ma'i rgya mtsho mkhas pa rnams kyis brten //	sdom pa 'byung ba'i rgyud chen 'o ma'i rgya mtsho mkhas pa rnams kyis brten //	1b	The great tantra of the emergence of the binding ocean of milk, relied upon by the wise.
['BO_T02_D1420:1b-9']	bla ma'i bka' drin sgron ma yi //	bla ma'i bka' drin sgron ma yi //	1b	By the light of the lamp of the guru's kindness,
['BO_T02_D1420:1b-10']	'od kyis mun bsal blo mig gis //	'od kyis mun bsal blo mig gis //	1b	The eye of the mind removes the darkness,
['BO_T02_D1420:1b-11']	sdom pa 'byung ba'i don ji snyed //	sdom pa 'byung ba'i don ji snyed //	1b	And sees as much as possible the meaning of the emergence of the binding.
['BO_T02_D1420:1b-12']	mthong ba 'dir ni bri bar bya //	mthong ba 'dir ni bri bar bya //	1b	Here, I will write about it.
['BO_T02_D1420:1b-13']	gal te bdag ltas 'di la zhugs kyang ji lta'i gting mtha' rtogs par mi nus mod //	gal te bdag ltas 'di la zhugs kyang ji lta'i gting mtha' rtogs par mi nus mod //	1b	If I were to enter into this matter, I could not fathom its depths.
['BO_T02_D1420:1b-14']	de lta na yang dge ba goms pa 'byung bar 'dod pas rnam par bshad pa brtsam ;	de lta na yang dge ba goms pa 'byung bar 'dod pas rnam par bshad pa brtsam ;	1b	Nevertheless, I will undertake this explanation, desiring to cultivate virtue.
['BO_T02_D1420:1b-15']	/ gang gi chu bo'i gter gyi gting la kun du reg par nus pa nyid min na //	/ gang gi chu bo'i gter gyi gting la kun du reg par nus pa nyid min na //	1b	Those who enter into this ritual, though they cannot touch the depths of the ocean of the treasure of the Tathāgata’s knowledge,
['BO_T02_D1420:1b-16']	cho ga der 'jug rnams kyis 'dod pa'i don dpal thob par 'gyur ba min nam ci //	cho ga der 'jug rnams kyis 'dod pa'i don dpal thob par 'gyur ba min nam ci //	1b	do they not obtain the desired goal, the attainment of glory?
['BO_T02_D1420:2a-0']	'dir bcom ldan 'das nges par khams gsum @2a * //	'dir bcom ldan 'das nges par khams gsum @2a * //	2a	Here, the Blessed One, desiring to deliver all of the three realms,
['BO_T02_D1420:2a-1']	ma lus pa 'don par bzhed pas yang dag par rdzogs pa'i sangs rgyas byang chub rtogs nas /	ma lus pa 'don par bzhed pas yang dag par rdzogs pa'i sangs rgyas byang chub rtogs nas /	2a	having realized the enlightenment of perfect buddhahood,
['BO_T02_D1420:2a-2']	skal pa ji lta bar 'gro ba rnams chos kyi bdud rtsis yang dag par tshim par mdzad do //	skal pa ji lta bar 'gro ba rnams chos kyi bdud rtsis yang dag par tshim par mdzad do //	2a	satisfies migrating beings with the nectar of the Dharma, in accordance with their fortune.
['BO_T02_D1420:2a-3']	yang 'ga' zhig de'i dus na nye bar mi gnas pa'i gdul bya'i skye bo rnams kyi phyir chos yang dag par bsdu ba 'di mdzad do //	yang 'ga' zhig de'i dus na nye bar mi gnas pa'i gdul bya'i skye bo rnams kyi phyir chos yang dag par bsdu ba 'di mdzad do //	2a	Moreover, for the sake of those beings to be trained who are not present at that time, he performs this Dharma-recitation.
['BO_T02_D1420:2a-4', 'BO_T02_D1420:2a-5']	bsdu ba zhes bya ba ni 'bral pa dang go rims ji lta bar thos pa'i chos bstan bcos su nye bar bsdebs pa'o //🔽de la re zhig dang por lha dang lha ma yin dang mi la sogs pa 'gro ba mtha' dag gi ston pa gcig pu dam pa'i mchog mnyam pa med pa tshad mar gyur pa'i skyes bus bka' stsal pa nyid kyis bstan bcos 'di rang nyid kyis ma byas	bsdu ba zhes bya ba ni 'bral pa dang go rims ji lta bar thos pa'i chos bstan bcos su nye bar bsdebs pa'o // de la re zhig dang por lha dang lha ma yin dang mi la sogs pa 'gro ba mtha' dag gi ston pa gcig pu dam pa'i mchog mnyam pa med pa tshad mar gyur pa'i skyes bus bka' stsal pa nyid kyis bstan bcos 'di rang nyid kyis ma byas	2a	The word “compendium” means that the Dharma that is heard is compiled in the treatise in accordance with the order and separation.
['BO_T02_D1420:2a-6']	pa nyid de rna ba'i shes pas yang dag par khong du chud pa nyid kyis bdag nyid tshad mar gyur pa bstan pa'i phyir /	pa nyid de rna ba'i shes pas yang dag par khong du chud pa nyid kyis bdag nyid tshad mar gyur pa bstan pa'i phyir /	2a	In this regard, first of all, this treatise is not composed by itself, but is spoken by the one who is the sole teacher of all beings, gods, demigods, humans, and so forth, the supreme holy one, the unequaled, the authoritative person, in order to demonstrate that he himself is authoritative by means of the ear-consciousness.
['BO_T02_D1420:2a-7']	'di skad bdag gis zhes pa la sogs pa gsol ba btab pa zhes pa'i bar bcom ldan 'das sdud pa pos nyan pa'i skye bo 'jug pa'i yan lag tu nye bar bstan pa'o //	'di skad bdag gis zhes pa la sogs pa gsol ba btab pa zhes pa'i bar bcom ldan 'das sdud pa pos nyan pa'i skye bo 'jug pa'i yan lag tu nye bar bstan pa'o //	2a	Therefore, from “Thus have I heard” up to “requested,” the Blessed One, the compiler, has presented this as a limb for engaging the audience.
['BO_T02_D1420:2a-8', 'BO_T02_D1420:2a-9']	de gsungs pa /🔽dad ldan 'jug pa'i yan lag tu //	de gsungs pa / dad ldan 'jug pa'i yan lag tu //	2a	He said this:🔽In order to engage the faithful,
['BO_T02_D1420:2a-10']	rang nyid tshad mar rab bsgrub phyir //	rang nyid tshad mar rab bsgrub phyir //	2a	in order to establish himself as authoritative,
['BO_T02_D1420:2a-11', 'BO_T02_D1420:2a-12']	ston pa 'khor dang dpang po dang // yul dang dus rnams nges par bstan //🔽sdud par byed pas 'jig rten du'ang //	ston pa 'khor dang dpang po dang // yul dang dus rnams nges par bstan // sdud par byed pas 'jig rten du'ang //	2a	place, and time are definitely taught.🔽The compiler also indicates
['BO_T02_D1420:2a-13']	yul dang dus ni nye bar mtshon //	yul dang dus ni nye bar mtshon //	2a	place and time in the world.
['BO_T02_D1420:2b-0']	@2b smra ba dbang por zhes brjod pas //	@2b smra ba dbang por zhes brjod pas //	2b	Since it is said that the speaker is the lord,
['BO_T02_D1420:2b-1', 'BO_T02_D1420:2b-2']	tshad ma nyid ni lhag thob 'gyur //🔽zhes so // gal te so sor nges pa'i yul dang dus ma brjod pa'i phyir /	tshad ma nyid ni lhag thob 'gyur // zhes so // gal te so sor nges pa'i yul dang dus ma brjod pa'i phyir /	2b	the validity is established by implication.🔽If you ask, “How are these valid cognitions since they do not mention a specific place and time?”
['BO_T02_D1420:2b-3']	'di dag ji ltar shes par byed pa yin zhe na brjod par bya ste /	'di dag ji ltar shes par byed pa yin zhe na brjod par bya ste /	2b	we reply:
['BO_T02_D1420:2b-4']	de dag 'ba' zhig kho na nges par shes par byed pa'i gtso bo nyid ma yin te /	de dag 'ba' zhig kho na nges par shes par byed pa'i gtso bo nyid ma yin te /	2b	They are not the only principal valid cognitions.
['BO_T02_D1420:2b-5']	de dag med kyang 'ga' zhig du dbang po tsam gyis tshad ma nyid du 'gyur ba'i phyir ro //	de dag med kyang 'ga' zhig du dbang po tsam gyis tshad ma nyid du 'gyur ba'i phyir ro //	2b	Even without them, in some cases, mere sense faculties become valid cognitions.
['BO_T02_D1420:2b-6']	yul dang dus ni nye bar mtshon //	yul dang dus ni nye bar mtshon //	2b	“Place and time are indicated”
['BO_T02_D1420:2b-7']	zhes pa ni phal che ba nyid kyis so //	zhes pa ni phal che ba nyid kyis so //	2b	is stated in terms of the majority.
['BO_T02_D1420:2b-8']	pha rol tu phyin pa'i tshul la yang dus ni dngos po ma yin pa'i phyir /	pha rol tu phyin pa'i tshul la yang dus ni dngos po ma yin pa'i phyir /	2b	In the Perfection Vehicle, time is not a thing.
['BO_T02_D1420:2b-9']	yul kho na bsod nams dang ltad mo la sogs pa la 'gro bar rung ba nyid kyis nges par bstan to //	yul kho na bsod nams dang ltad mo la sogs pa la 'gro bar rung ba nyid kyis nges par bstan to //	2b	The object is definitely indicated by the suitability of going to the place, the merit, the spectacle, and so on.
['BO_T02_D1420:2b-10']	'dir ni gang dang gang gi tshe gang dang gang kho nar gdul bar bya ba de dang de'i tshe de dang de kho nar bstan pa 'di rab tu 'jug pa'i phyir yul gyi nges pa yang bya bar mi nus so zhes thun mong du bstan pa kho nar	'dir ni gang dang gang gi tshe gang dang gang kho nar gdul bar bya ba de dang de'i tshe de dang de kho nar bstan pa 'di rab tu 'jug pa'i phyir yul gyi nges pa yang bya bar mi nus so zhes thun mong du bstan pa kho nar	2b	Here, the object is not determined because the teaching is engaged whenever and wherever there is someone to be trained.
['BO_T02_D1420:2b-11']	mdzad do // yang na gang yul dang dus so sor nges pa dag kyang yod de /	mdzad do // yang na gang yul dang dus so sor nges pa dag kyang yod de /	2b	Or, there are also those that are determined in terms of object and time.
['BO_T02_D1420:2b-12', 'BO_T02_D1420:2b-13']	de ltar yang bcom ldan 'das kyis mos pa dman pa rnams kyi phyir nyan thos kyi theg pa nye bar bstan te /🔽zab mo la mos pa rnams kyi phyir dang 'dod chags dang bral ba'i bsam pa rnams kyi phyir /	de ltar yang bcom ldan 'das kyis mos pa dman pa rnams kyi phyir nyan thos kyi theg pa nye bar bstan te / zab mo la mos pa rnams kyi phyir dang 'dod chags dang bral ba'i bsam pa rnams kyi phyir /	2b	Thus, the Lord taught the Śrāvaka Vehicle for those of inferior aspiration.
['BO_T02_D1420:2b-14']	pha rol tu phyin pa'i tshul rab tu gsal bar mdzad nas /	pha rol tu phyin pa'i tshul rab tu gsal bar mdzad nas /	2b	For those of the intent of detachment, he clarified the perfection system.
['BO_T02_D1420:2b-15']	mchog tu zab pa'i chos kyi snod rnams kyi phyir dpal 'bras phung gi mchod rten du nag pa'i zla ba'i nyal dpal chos dbyings gsung gi dbang phyug gi dkyil 'khor bzhengs te /	mchog tu zab pa'i chos kyi snod rnams kyi phyir dpal 'bras phung gi mchod rten du nag pa'i zla ba'i nyal dpal chos dbyings gsung gi dbang phyug gi dkyil 'khor bzhengs te /	2b	For the sake of those who are vessels for the most profound Dharma, he erected the maṇḍala of the glorious lord of speech, the realm of reality, at the glorious Dhānyakaṭaka Stūpa in the month of Kārtika.
['BO_T02_D1420:2b-16']	sngags kyi tshul gyi bstan bcos mtha' dag gsal bar mdzad do zhes gsungs so //	sngags kyi tshul gyi bstan bcos mtha' dag gsal bar mdzad do zhes gsungs so //	2b	He illuminated all the treatises on the way of mantra.
