segmentnr	original	analyzed	folio	translated
['BO_T02_D3592:219a-0']	@219a # // rgya gar skad du /	@219a # // rgya gar skad du /	219a	In Sanskrit:
['BO_T02_D3592:219a-1']	dhva dz'a gra ke y'u r'a s'a dha nam /	dhva dz'a gra ke y'u r'a s'a dha nam /	219a	Dhvajāgrakeyūrasādhana
['BO_T02_D3592:219a-2']	bod skad du /	bod skad du /	219a	In Tibetan:
['BO_T02_D3592:219a-3']	rgyal mtshan rtse mo'i dpung rgyan gyi sgrub thabs /	rgyal mtshan rtse mo'i dpung rgyan gyi sgrub thabs /	219a	Victory Banner Peak Armlet Sādhana
['BO_T02_D3592:219a-4']	rgyal mtshan rtse mo'i dpung rgyan la phyag 'tshal lo //	rgyal mtshan rtse mo'i dpung rgyan la phyag 'tshal lo //	219a	Homage to Victory Banner Peak Armlet.
['BO_T02_D3592:219a-5']	rgyal mtshan rtse mo'i dpung rgyan sku mdog nag mo /	rgyal mtshan rtse mo'i dpung rgyan sku mdog nag mo /	219a	Victory Banner Peak Armlet is black-colored,
['BO_T02_D3592:219a-6']	zhal gsum pa /	zhal gsum pa /	219a	with three faces,
['BO_T02_D3592:219a-7']	phyag bzhi pa /	phyag bzhi pa /	219a	and four arms.
['BO_T02_D3592:219a-8']	dmar po dang ljang gu ni g-yas dang g-yon gyi zhal lo //	dmar po dang ljang gu ni g-yas dang g-yon gyi zhal lo //	219a	The right and left faces are red and green.
['BO_T02_D3592:219a-9']	phyag g-yas pa gnyis na ral gri dang / zhags pa'o //	phyag g-yas pa gnyis na ral gri dang / zhags pa'o //	219a	In the two right hands are a sword and a noose.
['BO_T02_D3592:219a-10']	rdo rjes mtshan pa'i kha t'am ga dang / 'khor lo dag phyag g-yon pa dag na bsnams pa'o //	rdo rjes mtshan pa'i kha t'am ga dang / 'khor lo dag phyag g-yon pa dag na bsnams pa'o //	219a	In the two left hands are a khaṭvāṅga marked with a vajra and a chakram.
['BO_T02_D3592:219a-11']	dbu skra kham pa gyen du brdzes pa /	dbu skra kham pa gyen du brdzes pa /	219a	The tawny hair is bound upward.
['BO_T02_D3592:219a-12']	thod pa skam po lngas dbu brgyan pa /	thod pa skam po lngas dbu brgyan pa /	219a	The head is adorned with five dry skulls.
['BO_T02_D3592:219a-13']	stag gi bags pa'i sham thabs can /	stag gi bags pa'i sham thabs can /	219a	There is a tiger-skin skirt.
['BO_T02_D3592:219a-14']	zhal mche ba gtsigs shing lto 'phyang ba /	zhal mche ba gtsigs shing lto 'phyang ba /	219a	The face bares fangs and hangs down.
['BO_T02_D3592:219a-15']	nyi ma'i gdan la zhabs g-yon brkyang gis bzhugs pa /	nyi ma'i gdan la zhabs g-yon brkyang gis bzhugs pa /	219a	The left leg is extended on a sun seat.
['BO_T02_D3592:219a-16']	'od zer dang ldan pa'o //	'od zer dang ldan pa'o //	219a	It is endowed with light rays.
['BO_T02_D3592:219a-17']	gos ser po'i sha 'gag can /	gos ser po'i sha 'gag can /	219a	He wears a yellow silken shawl.
['BO_T02_D3592:219a-18']	sa bon ni h'um yig go //	sa bon ni h'um yig go //	219a	The seed syllable is hūṃ.
['BO_T02_D3592:219a-19']	mi bskyod pas dbu brgyan pa can no //	mi bskyod pas dbu brgyan pa can no //	219a	He is crowned with Akṣobhya.
['BO_T02_D3592:219a-20']	rgyal mtshan rtse mo'i dpung rgyan gyi sgrub thabs rdzogs so//	rgyal mtshan rtse mo'i dpung rgyan gyi sgrub thabs rdzogs so//	219a	The sādhana of the Armlet of the Victory Banner is complete.
