segmentnr	original	analyzed	folio	translated
['BO_K12_D0442-0443-2_H0416-2:521b-0', 'BO_K12_D0442-0443-2_H0416-2:521b-1']	@521b / /rgyud phyi ma /🔽de nas byams pa la sogs pa byang chub sems dpa' sems dpa' chen po rnams de bzhin gshegs pa thams cad kyi dbang bskur ba dang / sku dang / gsung dang / thugs kyi gsang ba bstan pa la dngos po thams cad kyis ji lta ba dang /	@521b / /rgyud phyi ma / de nas byams pa la sogs pa byang chub sems dpa' sems dpa' chen po rnams de bzhin gshegs pa thams cad kyi dbang bskur ba dang / sku dang / gsung dang / thugs kyi gsang ba bstan pa la dngos po thams cad kyis ji lta ba dang /	521b	Continuation of the Tantra
['BO_K12_D0442-0443-2_H0416-2:521b-2', 'BO_K12_D0442-0443-2_H0416-2:521b-3']	dus ji lta ba bzhin du mthong zhing thos la khong du chud nas chos gzigs pa dang ldan pa'i de bzhin gshegs pa de dag thams cad la 'di skad ces gsol to //🔽ae ma'o kun tu bzang po yi //	dus ji lta ba bzhin du mthong zhing thos la khong du chud nas chos gzigs pa dang ldan pa'i de bzhin gshegs pa de dag thams cad la 'di skad ces gsol to // ae ma'o kun tu bzang po yi //	521b	Then the bodhisattva mahāsattvas such as Maitreya, having seen and heard in accordance with reality and in accordance with time all the tathāgatas endowed with the vision of phenomena, through the empowerment of all the tathāgatas and the teaching of the secrets of body, speech, and mind, made this request to all those tathāgatas:
['BO_K12_D0442-0443-2_H0416-2:521b-4', 'BO_K12_D0442-0443-2_H0416-2:521b-5']	sku gsung thugs kyi nges pa dag /🔽rdo rje gsum gyis kun tu ni //	sku gsung thugs kyi nges pa dag / rdo rje gsum gyis kun tu ni //	521b	Amazing! The ascertainment of the body, speech, and mind of Samantabhadra,🔽is present everywhere through the three vajras,
['BO_K12_D0442-0443-2_H0416-2:521b-6', 'BO_K12_D0442-0443-2_H0416-2:521b-7']	rdo rje gsum la kun tu bzhugs //🔽sems can thams cad dus gsum gyi //	rdo rje gsum la kun tu bzhugs // sems can thams cad dus gsum gyi //	521b	and is present everywhere in the three vajras.🔽All sentient beings have truly arisen
['BO_K12_D0442-0443-2_H0416-2:521b-8']	rdo rje'i ngo bor yang dag byung //	rdo rje'i ngo bor yang dag byung //	521b	as the essence of the three vajras of the three times.
['BO_K12_D0442-0443-2_H0416-2:521b-9']	sangs rgyas rdo rje rdzu 'phrul che //	sangs rgyas rdo rje rdzu 'phrul che //	521b	The buddhas are the vajra with great magical power,
['BO_K12_D0442-0443-2_H0416-2:521b-10']	byang chub rdo rje'i gnas thob pa'o //	byang chub rdo rje'i gnas thob pa'o //	521b	attaining the abode of the vajra of enlightenment.
['BO_K12_D0442-0443-2_H0416-2:521b-11']	ae ma'o 'di rab ngo mtshar che //	ae ma'o 'di rab ngo mtshar che //	521b	Amazing! This is truly amazing!
['BO_K12_D0442-0443-2_H0416-2:521b-12']	ae ma'o zhi ba dbang po 'das //	ae ma'o zhi ba dbang po 'das //	521b	Ah! The pacification of the sense organs has passed.
['BO_K12_D0442-0443-2_H0416-2:521b-13']	ae ma'o 'khor ba dag gi rgyun //	ae ma'o 'khor ba dag gi rgyun //	521b	Ah! The continuity of the pure saṃsāra.
['BO_K12_D0442-0443-2_H0416-2:521b-14']	ae ma'o mchog tu mya ngan 'das //	ae ma'o mchog tu mya ngan 'das //	521b	Ah! The supreme nirvāṇa.
