segmentnr	original	analyzed	folio	translated
['BO_T02_D2295:211b-0', 'BO_T02_D2295:211b-1']	@211b # // rgya gar skad du /🔽tsa tur mu dra au pa de sha n'a ma /	@211b # // rgya gar skad du / tsa tur mu dra au pa de sha n'a ma /	211b	In Sanskrit:🔽Caturmudropadeśa-nāma
['BO_T02_D2295:211b-2']	bod skad du /	bod skad du /	211b	In Tibetan:
['BO_T02_D2295:211b-3']	phyag rgya bzhi'i man ngag ces bya ba /	phyag rgya bzhi'i man ngag ces bya ba /	211b	The Instruction on the Four Mudras
['BO_T02_D2295:211b-4']	dpal rdo rje sems dpa' la phyag 'tshal lo //	dpal rdo rje sems dpa' la phyag 'tshal lo //	211b	Homage to glorious Vajrasattva.
['BO_T02_D2295:211b-5']	stong nyid snying rje dbyer med cing //	stong nyid snying rje dbyer med cing //	211b	Emptiness and compassion inseparable,
['BO_T02_D2295:211b-6']	zab cing rang bzhin brtag dka' ba //	zab cing rang bzhin brtag dka' ba //	211b	profound and naturally difficult to fathom,
['BO_T02_D2295:211b-7']	phyag rgya chen po'i ngo bo nyid //	phyag rgya chen po'i ngo bo nyid //	211b	the essence of mahāmudrā—
['BO_T02_D2295:211b-8']	phyag 'tshal nas ni de nyid bshad //	phyag 'tshal nas ni de nyid bshad //	211b	having paid homage, I shall explain that suchness.
['BO_T02_D2295:211b-9']	de la man ngag la 'jug par 'dod pa'i rnal 'byor pas thog mar grub mtha' dag shes par bya ste /	de la man ngag la 'jug par 'dod pa'i rnal 'byor pas thog mar grub mtha' dag shes par bya ste /	211b	Regarding that, a yogi who wishes to enter the instruction should first understand all philosophical tenets.
['BO_T02_D2295:211b-10']	de yang theg pa ni rnam pa gsum ste /	de yang theg pa ni rnam pa gsum ste /	211b	There are three types of vehicles:
['BO_T02_D2295:211b-11']	nyan thos kyi theg pa dang / rang sangs rgyas kyi theg pa dang / theg pa chen po'o //	nyan thos kyi theg pa dang / rang sangs rgyas kyi theg pa dang / theg pa chen po'o //	211b	the śrāvaka vehicle, the pratyekabuddha vehicle, and the Mahāyāna.
['BO_T02_D2295:211b-12']	de nyid gnas pa bzhi ste bye brag tu smra bar gnas pa dang / mdo sde par gnas pa dang / rnam par rig par gnas pa dang / dbu mar gnas pa'o //	de nyid gnas pa bzhi ste bye brag tu smra bar gnas pa dang / mdo sde par gnas pa dang / rnam par rig par gnas pa dang / dbu mar gnas pa'o //	211b	There are four abodes: the abode of the Vaibhāṣikas, the abode of the Sautrāntikas, the abode of the Vijñānavādins, and the abode of the Mādhyamikas.
['BO_T02_D2295:211b-13']	de dag nyid sbyor ba dgu ste /	de dag nyid sbyor ba dgu ste /	211b	Those are the nine applications.
['BO_T02_D2295:212a-0']	nyan thos rab 'bring gsum dang / rang sangs rgyas dang / mdo sde pa dang / rnam bcas dang / rnam med dang / sgyu ma lta bu gnyis su med par smra ba'i dbu ma @212a * //	nyan thos rab 'bring gsum dang / rang sangs rgyas dang / mdo sde pa dang / rnam bcas dang / rnam med dang / sgyu ma lta bu gnyis su med par smra ba'i dbu ma @212a * //	212a	The three types of śrāvakas, the pratyekabuddhas, the Sautrāntikas, the Proponents of Features, the Proponents of No Features, and the Mādhyamikas who speak of illusionlike nonduality and the Mādhyamikas who speak of the complete nonabiding of all phenomena.
['BO_T02_D2295:212a-1']	dang ; chos thams cad rab tu mi gnas par smra ba'i dbu ma dag re re la yang dpyad pa'i sgo dang / bsam gtan dang / bsam gtan gyi dri ma dang / lta ba ste bzhi bzhi'o //	dang ; chos thams cad rab tu mi gnas par smra ba'i dbu ma dag re re la yang dpyad pa'i sgo dang / bsam gtan dang / bsam gtan gyi dri ma dang / lta ba ste bzhi bzhi'o //	212a	Each of these has four topics: the door of analysis, meditative concentration, stains of meditative concentration, and view.
['BO_T02_D2295:212a-2']	de la dpyad pa ni thos bsam la brten pa'i rang gi so sor rtog pa'i shes rab bo ;	de la dpyad pa ni thos bsam la brten pa'i rang gi so sor rtog pa'i shes rab bo ;	212a	“ Analysis” refers to the wisdom of individual investigation that is based on listening and reflecting.
['BO_T02_D2295:212a-3']	/ bsam gtan ni rang gi bsgom pa'i shes rab bo //	/ bsam gtan ni rang gi bsgom pa'i shes rab bo //	212a	“ Meditative concentration” refers to the wisdom of meditation.
['BO_T02_D2295:212a-4']	bsam gtan gyi dri ma ni de'i dngos su mi mthun pa'i phyogs so //	bsam gtan gyi dri ma ni de'i dngos su mi mthun pa'i phyogs so //	212a	“ Stains of meditative concentration” are factors that are directly incompatible with that.
['BO_T02_D2295:212a-5']	lta ba ni rang gi shes rab kyis zin pa'i khyad par dang / rang gi 'bras bu la blos yul du byed pa'o //	lta ba ni rang gi shes rab kyis zin pa'i khyad par dang / rang gi 'bras bu la blos yul du byed pa'o //	212a	“ View” refers to the distinctive wisdom that is embraced by that and the mental engagement with the result of that.
['BO_T02_D2295:212a-6']	de la nyan thos tha ma'i spyod pa ni /	de la nyan thos tha ma'i spyod pa ni /	212a	The conduct of the lowest śrāvakas is as follows.
