segmentnr	original	analyzed	folio	translated
['BO_T02_D1380:265b-0']	@265b * // dpal dus kyi 'khor lo'i sdom tshig bzhugs /	@265b * // dpal dus kyi 'khor lo'i sdom tshig bzhugs /	265b	The Summary of the Glorious Wheel of Time
['BO_T02_D1380:265b-1']	# // dam pa rnams la phyag 'tshal lo //	# // dam pa rnams la phyag 'tshal lo //	265b	Homage to the holy ones.
['BO_T02_D1380:265b-2']	bden pa dbyer med dus 'khor lo //	bden pa dbyer med dus 'khor lo //	265b	The indivisible truth is the wheel of time.
['BO_T02_D1380:265b-3']	shes bya'i cha nas gnyis zhes bya //	shes bya'i cha nas gnyis zhes bya //	265b	From the perspective of what is to be known, it is twofold:
['BO_T02_D1380:265b-4']	brjod bya dang ni rjod byed do //	brjod bya dang ni rjod byed do //	265b	the subject matter and the expression.
['BO_T02_D1380:265b-5']	brjod bya bden pa gnyis yin te //	brjod bya bden pa gnyis yin te //	265b	The subject matter is the two truths:
['BO_T02_D1380:265b-6']	kun rdzob phyi nang gzhan dang gsum //	kun rdzob phyi nang gzhan dang gsum //	265b	the relative, which is threefold: outer, inner, and other.
['BO_T02_D1380:265b-7']	phyi ni 'chags gnas 'jig pa ste //	phyi ni 'chags gnas 'jig pa ste //	265b	The outer is formation, abiding, and destruction.
['BO_T02_D1380:265b-8']	chags pa rten dang brten pa'o //	chags pa rten dang brten pa'o //	265b	Formation is the support and the supported.
['BO_T02_D1380:265b-9']	rten ni rgyu dang go rims dbyings //	rten ni rgyu dang go rims dbyings //	265b	The support is cause, sequence, and space.
['BO_T02_D1380:265b-10']	rang bzhin kha dog ming dang ni //	rang bzhin kha dog ming dang ni //	265b	The nature is color, name,
['BO_T02_D1380:265b-11']	yi ge grangs dang tshad dag go //	yi ge grangs dang tshad dag go //	265b	syllable, number, and measure.
['BO_T02_D1380:265b-12']	rgyu ni las kyi 'dus byas nas //	rgyu ni las kyi 'dus byas nas //	265b	The cause is the formation of karma,
