segmentnr	original	analyzed	folio	translated
['BO_T02_D3389:56a-0']	@56a # // rgya gar skad du /	@56a # // rgya gar skad du /	56a	In Sanskrit:
['BO_T02_D3389:56a-1']	si t'a ta pa tree n'a ma aa pa r'a dzi t'a s'a dha nam /	si t'a ta pa tree n'a ma aa pa r'a dzi t'a s'a dha nam /	56a	Sita-pattra-nama-aparajita-sadhana
['BO_T02_D3389:56a-2']	bod skad du /	bod skad du /	56a	In Tibetan:
['BO_T02_D3389:56a-3']	gzhan gyis mi thub pa gdugs dkar mo zhes bya ba'i sgrub thabs /	gzhan gyis mi thub pa gdugs dkar mo zhes bya ba'i sgrub thabs /	56a	The practice of Aparajita Sitapattra
['BO_T02_D3389:56a-4']	'phags ma gdugs dkar mo can la phyag 'tshal lo //	'phags ma gdugs dkar mo can la phyag 'tshal lo //	56a	Homage to Noble Sitapattra
['BO_T02_D3389:56a-5']	sngon du bstan pa'i cho gas rang gi snying gar zla ba'i dkyil 'khor la /	sngon du bstan pa'i cho gas rang gi snying gar zla ba'i dkyil 'khor la /	56a	As previously taught, in one's heart, on a moon mandala,
['BO_T02_D3389:56a-6']	aom gyi sa bon dkar po las yongs su rdzogs pa'i gzhan gyis mi thub pa gdugs dkar mo can zhes bya ba zhal gsum pa /	aom gyi sa bon dkar po las yongs su rdzogs pa'i gzhan gyis mi thub pa gdugs dkar mo can zhes bya ba zhal gsum pa /	56a	from the white seed syllable Om, the complete Aparajita Sitapattra arises, with three faces,
['BO_T02_D3389:56a-7']	phyag drug ma /	phyag drug ma /	56a	six arms,
['BO_T02_D3389:56a-8']	zhal so so la spyan gsum gsum mo //	zhal so so la spyan gsum gsum mo //	56a	and three eyes in each face.
['BO_T02_D3389:56a-9']	yan lag thams cad dang rtsa ba'i zhal ni dkar po'o //	yan lag thams cad dang rtsa ba'i zhal ni dkar po'o //	56a	All the limbs and the main face are white,
['BO_T02_D3389:56a-10']	sngon po dang dmar po ni g-yon pa dang g-yas kyi zhal lo //	sngon po dang dmar po ni g-yon pa dang g-yas kyi zhal lo //	56a	with the left and right faces blue and red.
['BO_T02_D3389:56a-11']	'khor lo dang lcags kyu dang gzhu ni g-yas kyi phyag na'o //	'khor lo dang lcags kyu dang gzhu ni g-yas kyi phyag na'o //	56a	In the right hands she holds a wheel, goad, and bow,
['BO_T02_D3389:56a-12']	rdo rje dkar po dang mda' dang / zhags pa dang bcas pa'i sdigs mdzub ni g-yon gyi phyag na'o //	rdo rje dkar po dang mda' dang / zhags pa dang bcas pa'i sdigs mdzub ni g-yon gyi phyag na'o //	56a	A white vajra and arrow, along with a lasso, are in the left hands.
['BO_T02_D3389:56a-13']	khro po'i lta stangs dang bcas pas gza' thams cad 'joms par byed ma /	khro po'i lta stangs dang bcas pas gza' thams cad 'joms par byed ma /	56a	She has a wrathful gaze and destroys all the planets.
['BO_T02_D3389:56a-14']	lha rdzas kyi rgyan dang na bzas rnam par brgyan ma /	lha rdzas kyi rgyan dang na bzas rnam par brgyan ma /	56a	She is adorned with divine ornaments and garments.
['BO_T02_D3389:56a-15']	rnam par snang mdzad spyi bor gnas par bsams la /	rnam par snang mdzad spyi bor gnas par bsams la /	56a	Visualize Vairocana residing on her head.
['BO_T02_D3389:56a-16']	phyag rgya bcing bar bya'o //	phyag rgya bcing bar bya'o //	56a	One should bind the consort.
['BO_T02_D3389:56a-17']	de la g-yas pa'i lag pa'i khu tshur dang / sdigs mdzub ni snying gar yang dag par bzhag la /	de la g-yas pa'i lag pa'i khu tshur dang / sdigs mdzub ni snying gar yang dag par bzhag la /	56a	For that, the right hand is in a fist with the threatening forefinger placed at the heart.
['BO_T02_D3389:56a-18']	g-yon pa'i lag pa rdo rje khu tshur steng du 'phyar ba'o //	g-yon pa'i lag pa rdo rje khu tshur steng du 'phyar ba'o //	56a	The left hand is in a vajra fist raised upward.
['BO_T02_D3389:56a-19']	bzlas pa ni /	bzlas pa ni /	56a	The mantra is:
['BO_T02_D3389:56a-20']	aom s'i t'a ta pa tre /	aom s'i t'a ta pa tre /	56a	Oṃ sitātapatre
['BO_T02_D3389:56a-21']	aa pa r'a dzi te /	aa pa r'a dzi te /	56a	Aparajite.🔽🔽
['BO_T02_D3389:56a-22']	sarba gra ha aa nu tr'a sha ya tr'a sha ya /	sarba gra ha aa nu tr'a sha ya tr'a sha ya /	56a	sarva-graha-anutrāsaya trāsaya
['BO_T02_D3389:56a-23']	ha na ha na /	ha na ha na /	56a	haṃ haṃ
['BO_T02_D3389:56a-24']	drum drum h'um h'um phat phat sv'a h'a zhes bya'o //	drum drum h'um h'um phat phat sv'a h'a zhes bya'o //	56a	drum drum hūṃ hūṃ phaṭ phaṭ svāhā.
['BO_T02_D3389:56a-25']	'phags ma gzhan gyis mi thub pa zhes bya ba'i gdugs dkar mo can gyi sgrub pa'i thabs rdzogs so //	'phags ma gzhan gyis mi thub pa zhes bya ba'i gdugs dkar mo can gyi sgrub pa'i thabs rdzogs so //	56a	The ritual of the noble Aparajita, who has a white parasol, is complete.
['BO_T02_D3389:56a-26']	pandi ta don yod rdo rje dang / khams pa lo ts'a ba dge slong ba ris bsgyur ba'o //	pandi ta don yod rdo rje dang / khams pa lo ts'a ba dge slong ba ris bsgyur ba'o //	56a	It was translated by the pandit Amoghavajra and the Khampa translator-monk Bera.
