segmentnr	original	analyzed	translated
['BO_T02_D1509:275b-0']	@275b # // rgya gar skad du /	@275b # // rgya gar skad du /	In Sanskrit:
['BO_T02_D1509:275b-1']	l'u yi p'a d'a bhi sa ma ya barti samba ro dya n'a ma /	l'u yi p'a d'a bhi sa ma ya barti samba ro dya n'a ma /	Luipada-abhisamaya-varti-samputa-udaya-nama.
['BO_T02_D1509:275b-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D1509:275b-3']	l'u yi ba'i mngon par rtogs pa'i 'grel pa sdom pa 'byung ba zhes bya ba /	l'u yi ba'i mngon par rtogs pa'i 'grel pa sdom pa 'byung ba zhes bya ba /	Luipada's Abhisamaya Commentary called Arising of the Vows.
['BO_T02_D1509:275b-4']	dpal ldan l'u yi pa la phyag 'tshal lo //	dpal ldan l'u yi pa la phyag 'tshal lo //	Homage to the glorious Luipada.
['BO_T02_D1509:275b-5']	b'a r'a rlung dang me dag gis //	b'a r'a rlung dang me dag gis //	By the wind and fire of the bhaga,
['BO_T02_D1509:275b-6']	bde ba chen po'i 'khor lo ham //	bde ba chen po'i 'khor lo ham //	the great bliss cakra is melted.
['BO_T02_D1509:275b-7']	gang gis zhu byed b'a r'a hi //	gang gis zhu byed b'a r'a hi //	By whom is it asked?
['BO_T02_D1509:275b-8']	de la 'khor ba gnas par 'dud //	de la 'khor ba gnas par 'dud //	I bow to the one who abides in samsara.🔽My teacher, non-dual with beings, endowed with the element of the wisdom mother, the nature of great bliss,🔽the indivisible wisdom and compassion, the nature like space,
['BO_T02_D1509:275b-9']	'di mnga'i ston pa 'gro ba dag dang gnyis med bdag / shes rab ma yi khams ldan bde ba chen po'i bdag / shes rab thugs rje dbyer med nam mkha' lta bu'i bdag / de nyid sgrub thabs de sgom byed pa bdag gis bshad //	'di mnga'i ston pa 'gro ba dag dang gnyis med bdag / shes rab ma yi khams ldan bde ba chen po'i bdag / shes rab thugs rje dbyer med nam mkha' lta bu'i bdag / de nyid sgrub thabs de sgom byed pa bdag gis bshad //	I will explain the means of accomplishing that very thing, the meditation on that.
['BO_T02_D1509:275b-10']	dang por ri spyil la sogs par //	dang por ri spyil la sogs par //	First, in a mountain hut, etc.,
['BO_T02_D1509:275b-11']	lho phyogs kha bstan rnal 'byor pa //	lho phyogs kha bstan rnal 'byor pa //	the yogi facing south,
['BO_T02_D1509:275b-12']	skra grol ro la 'dud nas ni //	skra grol ro la 'dud nas ni //	hair loose, bowing to the corpse,
['BO_T02_D1509:275b-13']	bdud rtsi lnga po khar bcug la //	bdud rtsi lnga po khar bcug la //	placing the five nectars in the mouth,
['BO_T02_D1509:275b-14']	shr'i he ru ka zhes yig don //	shr'i he ru ka zhes yig don //	The meaning of the syllables is Śrī Heruka.
['BO_T02_D1509:275b-15']	bsam zhing sdom pa'i tshul du bsgyur //	bsam zhing sdom pa'i tshul du bsgyur //	One should contemplate and transform in the manner of a vow.
['BO_T02_D1509:275b-16']	a'a li k'a li'i 'od zer gyis //	a'a li k'a li'i 'od zer gyis //	By the light rays of Ālikāli,
['BO_T02_D1509:275b-17']	bgegs bsregs tshangs pa'i gnas bzhi bsgom //	bgegs bsregs tshangs pa'i gnas bzhi bsgom //	the obstructors are burned. One should meditate on the four abodes of Brahmā.
['BO_T02_D1509:275b-18']	gzugs la rgyal pa rnam snang mdzad //	gzugs la rgyal pa rnam snang mdzad //	In form, the victor is Vairocana.
['BO_T02_D1509:275b-19']	tshor ba rdo rje nyi mar bsgom //	tshor ba rdo rje nyi mar bsgom //	In feeling, one should meditate on Vajra-Sun.
['BO_T02_D1509:275b-20', 'BO_T02_D1509:275b-21']	'du shes padma gar dbang phyug //🔽rdo rje rgyal po 'du byed la //	'du shes padma gar dbang phyug // rdo rje rgyal po 'du byed la //	In perception, Padma-Lord of Dance.🔽In mental formations, Vajra-King.
['BO_T02_D1509:275b-22']	rnam shes phung po rdo rje can ;	rnam shes phung po rdo rje can ;	In the aggregate of consciousness, Vajra-Holder.
['BO_T02_D1509:275b-23']	/ thams cad stong nyid he ru ka'o //	/ thams cad stong nyid he ru ka'o //	All are the emptiness of Heruka.
['BO_T02_D1509:275b-24']	rim par dpral ba lte ba mgrin //	rim par dpral ba lte ba mgrin //	In order, forehead, navel, throat,
['BO_T02_D1509:275b-25']	rkang pa snying dang spyi bor ro //	rkang pa snying dang spyi bor ro //	feet, heart, and crown.
['BO_T02_D1509:275b-26']	gti mug rdo rje mig dag la //	gti mug rdo rje mig dag la //	In the eyes, Mohavajrā.
['BO_T02_D1509:275b-27', 'BO_T02_D1509:275b-28', 'BO_T02_D1509:275b-29']	zhe sdang dag byed snyan gnyis la //🔽sna la ser sna gsod byed ma //🔽kha la 'dod chags rdo rje ste //	zhe sdang dag byed snyan gnyis la // sna la ser sna gsod byed ma // kha la 'dod chags rdo rje ste //	In the two ears, Dveṣavajrā.🔽In the nose, Mātsaryavajrā.🔽In the mouth, Rāgavajrā.
['BO_T02_D1509:275b-30']	phrag dog rdo rje lus dpral la //	phrag dog rdo rje lus dpral la //	In the forehead, Irsyāvajrā.
['BO_T02_D1509:275b-31']	byang chub sems dpa' dbang phyug sbyin //	byang chub sems dpa' dbang phyug sbyin //	The bodhisattvas are the bestowers of power.
['BO_T02_D1509:275b-32']	skye mched rnams kyi rang snying la'o //	skye mched rnams kyi rang snying la'o //	In the heart of the sense bases.
['BO_T02_D1509:275b-33']	sa yi khams ni ltung byed ma //	sa yi khams ni ltung byed ma //	The earth element is Pātālī.
['BO_T02_D1509:275b-34']	chu yi khams ni gsod byed ma //	chu yi khams ni gsod byed ma //	The water element is the slayer.
['BO_T02_D1509:275b-35']	me yi khams ni 'gugs byed ma /	me yi khams ni 'gugs byed ma /	The fire element is the summoner.
['BO_T02_D1509:275b-36']	rlung khams gar gyi dbang phyug ma //	rlung khams gar gyi dbang phyug ma //	The wind element is the queen of dance.
['BO_T02_D1509:275b-37']	nam mkha'i rang bzhin pad 'bar ma //	nam mkha'i rang bzhin pad 'bar ma //	The nature of space is the blazing lotus.
['BO_T02_D1509:275b-38']	'di rnams rim pas lte ba snying //	'di rnams rim pas lte ba snying //	These are in order at the navel, heart,
['BO_T02_D1509:275b-39', 'BO_T02_D1509:275b-40']	mgrin pa dpral ba gsang gnas su //🔽yang na gzugs la sogs pa rnams //	mgrin pa dpral ba gsang gnas su // yang na gzugs la sogs pa rnams //	throat, forehead, and secret place.🔽Or else, one should think of form and so forth
['BO_T02_D1509:275b-41', 'BO_T02_D1509:275b-42']	gzugs brnyan la sogs bzhin du bsam //🔽de nas g-yon pa'i mtheb mdzub kyis //	gzugs brnyan la sogs bzhin du bsam // de nas g-yon pa'i mtheb mdzub kyis //	as like a reflection and so forth.🔽Then, with the left thumb and forefinger,
['BO_T02_D1509:275b-43', 'BO_T02_D1509:276a-0']	se gol gtogs pa sngon btang nas //🔽sumbha la sogs @276a * //	se gol gtogs pa sngon btang nas // sumbha la sogs @276a * //	having snapped one’s fingers,
['BO_T02_D1509:276a-1']	sngags bzhi po //	sngags bzhi po //	the four mantras such as suṃbha
['BO_T02_D1509:276a-2']	rtse gcig rnal 'byor brjod pa yis //	rtse gcig rnal 'byor brjod pa yis //	are recited by the single-pointed yogī.
['BO_T02_D1509:276a-3']	nag po ljang gu dmar po ser //	nag po ljang gu dmar po ser //	Black, green, red, and yellow
['BO_T02_D1509:276a-4']	shar la sogs pa'i phyogs su dgod //	shar la sogs pa'i phyogs su dgod //	are placed in the east and so forth.
['BO_T02_D1509:276a-5']	sa 'og tshangs pa'i gnas bar du //	sa 'og tshangs pa'i gnas bar du //	From the underworld up to the realm of Brahmā,
['BO_T02_D1509:276a-6', 'BO_T02_D1509:276a-7']	khyab pa'i lus chen 'bar ba rnams //🔽sumbha la sogs 'od zer gyi //	khyab pa'i lus chen 'bar ba rnams // sumbha la sogs 'od zer gyi //	the great blazing bodies pervade🔽the four light-ray fences such as suṃbha.
['BO_T02_D1509:276a-8', 'BO_T02_D1509:276a-9']	ra ba bzhi po de bzhin bsam //🔽h'um byung nges mtshan rdo rje yi //	ra ba bzhi po de bzhin bsam // h'um byung nges mtshan rdo rje yi //	Think of them in the same way.🔽The vajra that definitely arises from hūṃ
['BO_T02_D1509:276a-10']	sna tshogs rdo rje'i rang bzhin sa //	sna tshogs rdo rje'i rang bzhin sa //	is the nature of a crossed vajra.
['BO_T02_D1509:276a-11']	'og khyab rdo rje'i 'od rnams kyis //	'og khyab rdo rje'i 'od rnams kyis //	The vajra light rays below pervade
