segmentnr	original	analyzed	folio	translated
['BO_T02_D2155:250a-0']	@250a * // rgya gar skad du /	@250a * // rgya gar skad du /	250a	In Sanskrit:
['BO_T02_D2155:250a-1']	kra ma sha ta n'a ma /	kra ma sha ta n'a ma /	250a	Krama-shatanama
['BO_T02_D2155:250a-2']	bod skad du /	bod skad du /	250a	In Tibetan:
['BO_T02_D2155:250a-3']	rim ba drug pa zhes bya ba /	rim ba drug pa zhes bya ba /	250a	The Six Stages
['BO_T02_D2155:250a-4']	dpal phyag na rdo rje la phyag 'tshal lo //	dpal phyag na rdo rje la phyag 'tshal lo //	250a	Homage to glorious Vajrapani
['BO_T02_D2155:250a-5']	'gro rnams rtog pa'i ngor gyur rtog gnas te //	'gro rnams rtog pa'i ngor gyur rtog gnas te //	250a	Beings are in the realm of conceptual thought,
['BO_T02_D2155:250a-6']	de la rtog cing dge dang mi dger 'dzin //	de la rtog cing dge dang mi dger 'dzin //	250a	And in that they think and grasp at virtue and nonvirtue.
['BO_T02_D2155:250a-7']	dug dgra'i gseb thar chu srin kha ru ni //	dug dgra'i gseb thar chu srin kha ru ni //	250a	Like a boat in the jaws of a sea monster,
['BO_T02_D2155:250a-8']	gru chad bzhin du dga' dang mi dga' ste //	gru chad bzhin du dga' dang mi dga' ste //	250a	They are happy and unhappy,
['BO_T02_D2155:250a-9']	rtag tu brtse bas 'dzin cing nga ros 'jigs //	rtag tu brtse bas 'dzin cing nga ros 'jigs //	250a	Constantly held with affection and frightened by my roar.
['BO_T02_D2155:250a-10']	de la dngos po kun gyis 'dud cing 'dud //	de la dngos po kun gyis 'dud cing 'dud //	250a	To that, all things bow and bow.
['BO_T02_D2155:250a-11']	bka' drin thob dang rang nyams rtog de dran /	bka' drin thob dang rang nyams rtog de dran /	250a	Remembering the kindness received and the realization of one's own experience,🔽Here, the desired gods are pleased and there is renunciation,
['BO_T02_D2155:250a-12']	de 'dir 'dod lha mnyes dang nges 'byung dang // sbyor ba gzhan gyis nges par 'byung ba yin //	de 'dir 'dod lha mnyes dang nges 'byung dang // sbyor ba gzhan gyis nges par 'byung ba yin //	250a	And by other means there is definite deliverance.
['BO_T02_D2155:250a-13']	dang po gnyis yin gnyis pa bzhi ru snang /	dang po gnyis yin gnyis pa bzhi ru snang /	250a	The first two are the two, the second appears as four,
['BO_T02_D2155:250a-14']	dang po bzlas pa 'grub dang grub pa'i rtags //	dang po bzlas pa 'grub dang grub pa'i rtags //	250a	The first is the accomplishment of recitation and the signs of accomplishment.
['BO_T02_D2155:250a-15']	gsang sngags 'grub pa'i rtags dang mtshan ma ni //	gsang sngags 'grub pa'i rtags dang mtshan ma ni //	250a	The signs and indications of the accomplishment of secret mantra
['BO_T02_D2155:250a-16']	glegs bam du ma 'tsher mthong lag gis len //	glegs bam du ma 'tsher mthong lag gis len //	250a	And many volumes of scriptures, which he sees with his own hands.🔽He sees many forms of the sounds of offerings, such as great drums,
['BO_T02_D2155:250a-17']	rnga chen dung dang cha lang dril bu dang // mchod pa'i sgra sgrogs du ma'i gzugs mthong ba //	rnga chen dung dang cha lang dril bu dang // mchod pa'i sgra sgrogs du ma'i gzugs mthong ba //	250a	conches, flutes, and bells,🔽mandalas, and the forms of those who make offerings,
['BO_T02_D2155:250a-18']	mandal dkyil 'khor las byed chos 'chad nyan //	mandal dkyil 'khor las byed chos 'chad nyan //	250a	those who listen to the Dharma,
['BO_T02_D2155:250a-19', 'BO_T02_D2155:250a-20']	glegs bam klog cing dkyus ltar 'dri ba smra //🔽ras ris la ni bde gshegs gzugs brnyan ni //	glegs bam klog cing dkyus ltar 'dri ba smra // ras ris la ni bde gshegs gzugs brnyan ni //	250a	those who read scriptures, and those who copy them.🔽In the painting, he sees many forms of the Sugata,
['BO_T02_D2155:250a-21']	du ma mthong zhing rten gyi gzugs mthong ba //	du ma mthong zhing rten gyi gzugs mthong ba //	250a	and the forms of those who are supports.
['BO_T02_D2155:250a-22']	rol mo'i gzugs byed mchod rten gdugs sogs byed //	rol mo'i gzugs byed mchod rten gdugs sogs byed //	250a	He makes musical instruments, stūpas, parasols, and so forth.
['BO_T02_D2155:250a-23']	rdo rje la sogs mtshan ma rnyed dam mthong //	rdo rje la sogs mtshan ma rnyed dam mthong //	250a	He finds or sees symbols such as vajras.🔽He sees various flowers clearly,🔽the light of the sun and moon shining, the planets and stars,
['BO_T02_D2155:250a-24']	me tog sna tshogs gsal bar mthong ba dang // nyi zla'i 'od 'bab gza' ska ra go mthong dang // me gtong du langs nam mkha' yang ni 'khrigs //	me tog sna tshogs gsal bar mthong ba dang // nyi zla'i 'od 'bab gza' ska ra go mthong dang // me gtong du langs nam mkha' yang ni 'khrigs //	250a	and a fire burning in the sky.
['BO_T02_D2155:250a-25']	rdzing la chu 'dre na khron ba las ni le na //	rdzing la chu 'dre na khron ba las ni le na //	250a	If the water in a pond swirls,
['BO_T02_D2155:250a-26']	'bras kyi myu gu bzang dang lo ma bzang //	'bras kyi myu gu bzang dang lo ma bzang //	250a	he will obtain rice shoots, good rice, and good leaves.
['BO_T02_D2155:250a-27']	ce sbyang la sogs thul ba gos bzang gyon //	ce sbyang la sogs thul ba gos bzang gyon //	250a	He wears good clothes, such as those made of cat's fur.
['BO_T02_D2155:250a-28']	rgyan cha bzang zhing mtshon cha rno ba 'dzin //	rgyan cha bzang zhing mtshon cha rno ba 'dzin //	250a	Wearing fine ornaments and holding sharp weapons,
['BO_T02_D2155:250a-29']	de rnams byung gyur gsang sngags grub pa'i rtags //	de rnams byung gyur gsang sngags grub pa'i rtags //	250a	These are signs of the accomplishment of mantra.
['BO_T02_D2155:250a-30']	rnal 'byor pas gsang sngags 'grub pa'i rtags kyi rim pa ste rim pa dang po'o /	rnal 'byor pas gsang sngags 'grub pa'i rtags kyi rim pa ste rim pa dang po'o /	250a	This is the first stage of the signs of the accomplishment of mantra by the yogi.
['BO_T02_D2155:250a-31']	// / mig la sogs pa'i dbang pos srid gsum mthong //	// / mig la sogs pa'i dbang pos srid gsum mthong //	250a	The three worlds are seen by the sense organs such as the eyes,
['BO_T02_D2155:250a-32']	thos dang snga phyi'i skye dran rdzas kun lud //	thos dang snga phyi'i skye dran rdzas kun lud //	250a	And all substances are remembered from past and future lives.
['BO_T02_D2155:250a-33']	ras ris bzhad cing ro sogs 'od 'byung dri //	ras ris bzhad cing ro sogs 'od 'byung dri //	250a	The painting smiles and light emerges from the corpse and so forth,
['BO_T02_D2155:250a-34']	mun nag me tog char 'bab 'ja' tshon snang ;	mun nag me tog char 'bab 'ja' tshon snang ;	250a	Smells, rain of flowers in the dark, and rainbow appearances.
['BO_T02_D2155:250a-35']	/ tshogs na chos 'chad mun nag glegs bam dpyod //	/ tshogs na chos 'chad mun nag glegs bam dpyod //	250a	In the assembly, teaching the Dharma, analyzing the scriptures in the dark,
['BO_T02_D2155:250a-36']	nam mkha' stong las sna tshogs rol mo'i sgra //	nam mkha' stong las sna tshogs rol mo'i sgra //	250a	The sound of various musical instruments from the empty sky,🔽Thunder, lightning, and the falling of great thunderbolts,🔽Seeing the empty sky and blue clouds,🔽And likewise, the definite transformation of dark blue clouds,
['BO_T02_D2155:250a-37']	'brug sgra glog 'gyur thog chen 'bebs pa dang // nam mkha' stong zhing sprin sngon mthong ba dang // de bzhin mthing nag sprin sngon nges 'gyur dang // snyi zla'i dkyil 'khor 'od ldan sa gzhi bdal /	'brug sgra glog 'gyur thog chen 'bebs pa dang // nam mkha' stong zhing sprin sngon mthong ba dang // de bzhin mthing nag sprin sngon nges 'gyur dang // snyi zla'i dkyil 'khor 'od ldan sa gzhi bdal /	250a	The shining moon mandala spreading across the ground,
['BO_T02_D2155:250b-0', 'BO_T02_D2155:250b-1']	@250b ras ris lugs ma la sogs bde gshegs gzugs //🔽mchod cing skor ba byed dang rten la skor //	@250b ras ris lugs ma la sogs bde gshegs gzugs // mchod cing skor ba byed dang rten la skor //	250b	The image of the Sugata, whether painted or sculpted,🔽is worshipped, circumambulated, and venerated.
['BO_T02_D2155:250b-2']	dkyil 'khor bris nas mchod dam dbang bskur ba //	dkyil 'khor bris nas mchod dam dbang bskur ba //	250b	Having drawn a mandala, one makes offerings or confers empowerment.
['BO_T02_D2155:250b-3']	mdzes pa'i snong du me tog sna tshogs thu //	mdzes pa'i snong du me tog sna tshogs thu //	250b	In a beautiful place, one gathers various flowers.
['BO_T02_D2155:250b-4']	rin chen sna tshogs me tog bee p'ur rnyed //	rin chen sna tshogs me tog bee p'ur rnyed //	250b	One finds various jewels, flowers, and bezoar.
['BO_T02_D2155:250b-5']	shin tu skam pa'i las chu rdol ba //	shin tu skam pa'i las chu rdol ba //	250b	In a place that is very dry, water springs forth.
['BO_T02_D2155:250b-6']	bdag nyid me dpung nang 'dug srog chags tshig //	bdag nyid me dpung nang 'dug srog chags tshig //	250b	One's own body, in the midst of a bonfire, is consumed by flames.
['BO_T02_D2155:250b-7']	ting 'dzin gsal zhing yi dags gzugs la brtson //	ting 'dzin gsal zhing yi dags gzugs la brtson //	250b	One is clear in samādhi, striving in the form of a hungry ghost.
['BO_T02_D2155:250b-8']	dben zhing nyams dga'i gnas ni du ma mthong //	dben zhing nyams dga'i gnas ni du ma mthong //	250b	One sees many solitary and delightful places.
['BO_T02_D2155:250b-9']	rtse gcig pa yi bsam gtan byed //	rtse gcig pa yi bsam gtan byed //	250b	One practices one-pointed concentration.
['BO_T02_D2155:250b-10']	seng ge'i khri steng gnas pa rmi //	seng ge'i khri steng gnas pa rmi //	250b	One dreams of being on a lion throne.🔽One dreams of being in a temple, a place, or a house,
['BO_T02_D2155:250b-11']	lha khang gnas gzhi rtsig mchungs dang // chu bo che dang / rgya mtsho'i steng nas 'gro //	lha khang gnas gzhi rtsig mchungs dang // chu bo che dang / rgya mtsho'i steng nas 'gro //	250b	or of going on a great river or the ocean.
['BO_T02_D2155:250b-12']	bar snang 'phur zhing bsdigs pa'i ltos 'gro len //	bar snang 'phur zhing bsdigs pa'i ltos 'gro len //	250b	One flies in the sky and goes to distant places.
['BO_T02_D2155:250b-13']	'di 'dra'i rmi lam gsang sngags grub pa'i rtags //	'di 'dra'i rmi lam gsang sngags grub pa'i rtags //	250b	Such dreams are signs of accomplishing secret mantra.
['BO_T02_D2155:250b-14']	rnal 'byor pas gsang sngags grub pa'i rtags kyi rim pa ste gnyis pa'o //	rnal 'byor pas gsang sngags grub pa'i rtags kyi rim pa ste gnyis pa'o //	250b	These are the two stages of the signs of the accomplishment of the secret mantra by the yogin.
['BO_T02_D2155:250b-15']	/ gnyis pa bzhi pa'i dang po'i mtshan nyid ni //	/ gnyis pa bzhi pa'i dang po'i mtshan nyid ni //	250b	The characteristics of the first of the fourth [are as follows]:
['BO_T02_D2155:250b-16']	sbyor ba gzhan byung rnal 'byor nyid la 'ong //	sbyor ba gzhan byung rnal 'byor nyid la 'ong //	250b	The yoga arises from the occurrence of another yoga.
['BO_T02_D2155:250b-17']	ri gzar dag la mi thar mthar zad lhung //	ri gzar dag la mi thar mthar zad lhung //	250b	One falls to the end, without escape, on a steep mountain.
['BO_T02_D2155:250b-18']	ri brags 'dzul 'dod chu dong lhung ba dang // phyugs lhas 'dam rdzab bshang gci'i nang dang ni //	ri brags 'dzul 'dod chu dong lhung ba dang // phyugs lhas 'dam rdzab bshang gci'i nang dang ni //	250b	One wishes to enter a mountain fortress, but falls into a pit of water, or into a swamp of cow dung and urine,
['BO_T02_D2155:250b-19']	kha dog dmar dang skya ba'i chu dag la //	kha dog dmar dang skya ba'i chu dag la //	250b	or into water that is red or pale in color.
['BO_T02_D2155:250b-20']	rtsub dang gnag pa'i gos dang dmar ba'i gos //	rtsub dang gnag pa'i gos dang dmar ba'i gos //	250b	One wears rough or black clothes, or red clothes.
