segmentnr	original	analyzed	folio	translated
['BO_T02_D2008a:215a-0']	@215a # // rgya gar skad du /	@215a # // rgya gar skad du /	215a	In Sanskrit:
['BO_T02_D2008a:215a-1']	shr'i badzra ma h'a bhee ra ba s'a dha na /	shr'i badzra ma h'a bhee ra ba s'a dha na /	215a	Śrī-vajra-mahābhairava-sādhana
['BO_T02_D2008a:215a-2']	bod skad du /	bod skad du /	215a	In Tibetan:
['BO_T02_D2008a:215a-3']	dpal rdo rje 'jigs byed chen po'i sgrub thabs /	dpal rdo rje 'jigs byed chen po'i sgrub thabs /	215a	The Means of Attaining the Glorious Great Vajrabhairava
['BO_T02_D2008a:215a-4']	dpal rdo rje sems dpa' la phyag 'tshal lo //	dpal rdo rje sems dpa' la phyag 'tshal lo //	215a	Homage to glorious Vajrasattva.
['BO_T02_D2008a:215a-5']	mun nag lta bu'i sku 'dzin zhing //	mun nag lta bu'i sku 'dzin zhing //	215a	Embodying darkness,
['BO_T02_D2008a:215a-6']	nyi ma 'bum gyi gzi brjid can //	nyi ma 'bum gyi gzi brjid can //	215a	with the splendor of a hundred thousand suns,
['BO_T02_D2008a:215a-7']	gdug pa'i mtshon cha sna tshogs bsnams //	gdug pa'i mtshon cha sna tshogs bsnams //	215a	wielding various fearsome weapons,
['BO_T02_D2008a:215a-8']	bdud dgra khyod la phyag 'tshal lo //	bdud dgra khyod la phyag 'tshal lo //	215a	I pay homage to you, the enemy of demons.🔽In order to protect the speech of the Sugata,🔽to tame the wicked,
['BO_T02_D2008a:215a-9']	bde gshegs bka' ni bsrung ba dang // gdug pa gdul bar bya ba dang // thar pa thob par bya ba'i phyir //	bde gshegs bka' ni bsrung ba dang // gdug pa gdul bar bya ba dang // thar pa thob par bya ba'i phyir //	215a	and to attain liberation,
['BO_T02_D2008a:215a-10']	sgrub thabs 'di ni brtsam par bya //	sgrub thabs 'di ni brtsam par bya //	215a	this means of attainment should be undertaken.
['BO_T02_D2008a:215a-11']	dur khrod dang ni chu bo'i 'gram //	dur khrod dang ni chu bo'i 'gram //	215a	Cemeteries, riverbanks,
['BO_T02_D2008a:215a-12']	shing gcig dang ni mtshan gcig sogs //	shing gcig dang ni mtshan gcig sogs //	215a	single trees, crossroads, and so forth,
['BO_T02_D2008a:215a-13']	dbang dang dgug sogs gnas der bya //	dbang dang dgug sogs gnas der bya //	215a	are the places for subjugation, summoning, and so on.
