segmentnr	original	analyzed	folio	translated
['BO_T06_D4047:301a-27']	pags shun la yod pa zhes bya ba ni pags shun dang 'dra bas pags shun la gnas pa ltar dus dang 'bad pa nyung du zhig gis spong bar nus pa'o //	pags shun la yod pa zhes bya ba ni pags shun dang 'dra bas pags shun la gnas pa ltar dus dang 'bad pa nyung du zhig gis spong bar nus pa'o //	301a	That which is like skin means that it can be abandoned in a short time and with little effort, as if it were residing on the skin.
['BO_T06_D4047:301a-28']	pri la yod pa lta bu ni dus dang 'bad pa 'bring gis spong bar nus pa'o //	pri la yod pa lta bu ni dus dang 'bad pa 'bring gis spong bar nus pa'o //	301a	That which is like a tree means that it can be abandoned in a medium time and with medium effort.
['BO_T06_D4047:301a-29']	snyid bo la yod pa lta bu ni dus ring por 'bad pa chen pos spang bar bya'o /	snyid bo la yod pa lta bu ni dus ring por 'bad pa chen pos spang bar bya'o /	301a	That which is like the core means that it should be abandoned in a long time with great effort.
['BO_T06_D4047:301b-0']	@301b des ni gnas pa gsum la dus chen po nyid dang / 'bad pa chen po nyid bstan pa'i phyir /	@301b des ni gnas pa gsum la dus chen po nyid dang / 'bad pa chen po nyid bstan pa'i phyir /	301b	In order to demonstrate that the three abodes have great time and great effort,
['BO_T06_D4047:301b-1']	de spangs ma thag nyid du de'i gnyen po'i ye shes 'thob par bstan pa'i phyir /	de spangs ma thag nyid du de'i gnyen po'i ye shes 'thob par bstan pa'i phyir /	301b	in order to demonstrate that the wisdom antidote to that is obtained immediately after it is abandoned,
['BO_T06_D4047:301b-2']	rnam par dag pa'i ye shes nyid kyang yin no zhes bya ba la /	rnam par dag pa'i ye shes nyid kyang yin no zhes bya ba la /	301b	and in order to demonstrate that it is also pure wisdom,
['BO_T06_D4047:301b-3']	gnas pa rnam pa gsum las spangs pa'i dbye ba rnam pa gsum yin la /	gnas pa rnam pa gsum las spangs pa'i dbye ba rnam pa gsum yin la /	301b	the three types of abandonment are from the three types of abodes.
['BO_T06_D4047:301b-4']	de dag las gzhan pa'i gnas pa rnams ni zhugs pa'i lam du rnam par gzhag par bya ba'i phyir /	de dag las gzhan pa'i gnas pa rnams ni zhugs pa'i lam du rnam par gzhag par bya ba'i phyir /	301b	In order to demonstrate that the other abodes are to be posited as the path of entry,
['BO_T06_D4047:301b-5']	de ma yin pa'i gnas pa rnams yin no zhes bya ba la sogs pa'o //	de ma yin pa'i gnas pa rnams yin no zhes bya ba la sogs pa'o //	301b	The others are the stations.
['BO_T06_D4047:301b-6']	gnas pa rnams kyis byang chub sems dpa'i rnam par yang dag pas bsdus pa bstan pa'i phyir /	gnas pa rnams kyis byang chub sems dpa'i rnam par yang dag pas bsdus pa bstan pa'i phyir /	301b	In order to demonstrate the bodhisattvas' purification of the stations, he says,
['BO_T06_D4047:301b-7']	gnas pa gcu gsum po de dag la zhes bya ba la sogs pa la /	gnas pa gcu gsum po de dag la zhes bya ba la sogs pa la /	301b	on these thirteen stations.🔽These eleven purifications should be understood in brief as threefold:🔽initial,
['BO_T06_D4047:301b-8']	rnam par dag pa bcu gcig po de dag kyang mdor bsdu na thog ma dang / bar dang / tha mar rig par bya'o //	rnam par dag pa bcu gcig po de dag kyang mdor bsdu na thog ma dang / bar dang / tha mar rig par bya'o //	301b	middle, and final.
['BO_T06_D4047:301b-9']	rigs nyid rnam par dag pa ni rigs rnam par dag pa ste /	rigs nyid rnam par dag pa ni rigs rnam par dag pa ste /	301b	The purification of the spiritual gene is the purification of the bodhisattvas' spiritual gene.
['BO_T06_D4047:301b-10']	rab tu khyad par du 'phags pa'i chos thams cad kyi 'byung gnas su gyur pa'i phyir gser gyi rigs bzhin no //	rab tu khyad par du 'phags pa'i chos thams cad kyi 'byung gnas su gyur pa'i phyir gser gyi rigs bzhin no //	301b	It is like a gold mine, because it is the source of all the excellences.
