segmentnr	original	analyzed	folio	translated
['BO_T02_D3025:71b-0']	@71b * // dpal rdo rje rnam par 'joms pa la phyag 'tshal lo //	@71b * // dpal rdo rje rnam par 'joms pa la phyag 'tshal lo //	71b	Homage to the glorious Vajravidāraṇa.
['BO_T02_D3025:71b-1']	bsgrub bya la mdza' bo dang gces pa dang / so so'i skye bo rnams kyi lce 'bab par 'dod na /	bsgrub bya la mdza' bo dang gces pa dang / so so'i skye bo rnams kyi lce 'bab par 'dod na /	71b	If one wishes to cause lightning to fall on the enemies and dear ones of the person to be subdued,
['BO_T02_D3025:71b-2']	sa sna bdun nam bcu gcig la bsgrub bya'i gzugs khru gang ba byas te /	sa sna bdun nam bcu gcig la bsgrub bya'i gzugs khru gang ba byas te /	71b	one should make an effigy of the person to be subdued out of the seven or eleven types of soil, one cubit in size.
['BO_T02_D3025:71b-3']	snying gar gro ga la ra khrag gis ming rus bris te gzhug go //	snying gar gro ga la ra khrag gis ming rus bris te gzhug go //	71b	In the heart one should insert a name card written with goat's blood on birch bark.
['BO_T02_D3025:71b-4']	de'i spyi bor ae gru gsum brus la //	de'i spyi bor ae gru gsum brus la //	71b	On the top of the head one should dig a triangular pit.
['BO_T02_D3025:71b-5']	tsher ma sna tshogs pa nyag ma re gzugs so //	tsher ma sna tshogs pa nyag ma re gzugs so //	71b	In it one should place various types of thorns, each one finger long.
['BO_T02_D3025:71b-6']	mgo la ltas ngan sna tshogs sgros brgyan /	mgo la ltas ngan sna tshogs sgros brgyan /	71b	On the head one should place various types of inauspicious birds.
['BO_T02_D3025:71b-7']	lus la gze ma mang po btsugs la dur khab kyis btur /	lus la gze ma mang po btsugs la dur khab kyis btur /	71b	On the body one should plant many thorns and cover it with a shroud.
['BO_T02_D3025:71b-8']	de bdag gi mdun du bzhag la gtso bo la mchod bstod ci rigs par byas la sran ma rnams dang sgog skya dang / bra ma'i 'brum bu dang / skyi ba dang / bse shing gi 'bras bu la sarba sha tr'um h'um phat ces 'bum phrag gcig bzlas te /	de bdag gi mdun du bzhag la gtso bo la mchod bstod ci rigs par byas la sran ma rnams dang sgog skya dang / bra ma'i 'brum bu dang / skyi ba dang / bse shing gi 'bras bu la sarba sha tr'um h'um phat ces 'bum phrag gcig bzlas te /	71b	Placing it in front of oneself, one should make offerings and praises to the principal deity as much as possible. One should recite the mantra sarvaśatrūṃ hūṃ phaṭ one hundred thousand times over beans, garlic, mustard seeds, barley, and the fruit of the neem tree.
['BO_T02_D3025:71b-9']	thun gyi skabs su brabs te /	thun gyi skabs su brabs te /	71b	In the session, having struck,
['BO_T02_D3025:71b-10']	mi chen po rnams kyi lce nyams pa 'di la phob cig ces brjod cing /	mi chen po rnams kyi lce nyams pa 'di la phob cig ces brjod cing /	71b	say, “Fall upon the tongue of this great man.”
['BO_T02_D3025:71b-11']	ri gsum 'dus pa'i rtse la sran ma'i sbyin sreg lan nyer gcig byas la thal ba de rlung la bskur te /	ri gsum 'dus pa'i rtse la sran ma'i sbyin sreg lan nyer gcig byas la thal ba de rlung la bskur te /	71b	Having performed twenty-one oblations of beans at the peak where three mountains meet, cast the ashes into the wind.
['BO_T02_D3025:72a-0']	bsgrub bya'i khang pa la khrag gis gtor na nges par mdza' sdug rnams @72a * //	bsgrub bya'i khang pa la khrag gis gtor na nges par mdza' sdug rnams @72a * //	72a	If you sprinkle the house of the victim with blood, it is certain that the tongues of the beloved
['BO_T02_D3025:72a-1']	kyi lce 'bab par nges so //	kyi lce 'bab par nges so //	72a	will fall.
['BO_T02_D3025:72a-2']	skye bo sdang ba'i las myur byed chen mo zhes bya ba /	skye bo sdang ba'i las myur byed chen mo zhes bya ba /	72a	The rite of the great swift worker, the enemy of beings,
['BO_T02_D3025:72a-3']	slob dpon ye shes rdo rjes mdzad pa rdzogs so//	slob dpon ye shes rdo rjes mdzad pa rdzogs so//	72a	is finished.
