segmentnr	original	analyzed	folio	translated
['BO_T02_D2463:138a-0', 'BO_T02_D2463:138a-1']	@138a # // rgya gar skad du /🔽shr'i bandha bi mukta sh'a stra /	@138a # // rgya gar skad du / shr'i bandha bi mukta sh'a stra /	138a	In Sanskrit:🔽Śrī-bandha-vimukta-śāstra
['BO_T02_D2463:138a-2']	bod skad du /	bod skad du /	138a	In Tibetan:
['BO_T02_D2463:138a-3']	dpal 'ching ba rnam grol gyi bstan bcos /	dpal 'ching ba rnam grol gyi bstan bcos /	138a	The Treatise on the Glorious Liberation from Bondage
['BO_T02_D2463:138b-0']	bcom ldan 'das 'jig rten dbang phyug la phyag 'tshal @138b lo //	bcom ldan 'das 'jig rten dbang phyug la phyag 'tshal @138b lo //	138b	Homage to the Blessed Lord of the World.
['BO_T02_D2463:138b-1']	gang zhig ma rtogs rtogs dka' rtogs na de nyid dus //	gang zhig ma rtogs rtogs dka' rtogs na de nyid dus //	138b	That which is not realized is difficult to realize, but when realized, it is timely.
['BO_T02_D2463:138b-2']	'ching ba mi bzad shin tu grol dka' grol 'gyur ba //	'ching ba mi bzad shin tu grol dka' grol 'gyur ba //	138b	It is a liberation from the unbearable bondage, so difficult to liberate from.
['BO_T02_D2463:138b-3']	bdag dang gzhan don phun tshogs rdzogs pa'i sangs rgyas lam //	bdag dang gzhan don phun tshogs rdzogs pa'i sangs rgyas lam //	138b	The path to perfect buddhahood, the fulfillment of one's own and others' goals,
['BO_T02_D2463:138b-4']	ngo mtshar de ni 'gro ba bsgral phyir bdag gis bshad //	ngo mtshar de ni 'gro ba bsgral phyir bdag gis bshad //	138b	That wondrous thing I shall explain for the sake of liberating beings.
['BO_T02_D2463:138b-5']	gyad kyi nor bu la sogs bzhin //	gyad kyi nor bu la sogs bzhin //	138b	Like the jewel of the strong man and so forth,
['BO_T02_D2463:138b-6']	snying po de ni gzhan min gnas //	snying po de ni gzhan min gnas //	138b	That essence is not elsewhere.
['BO_T02_D2463:138b-7']	gang phyir thams cad rang gis rang //	gang phyir thams cad rang gis rang //	138b	Because everything is self-liberated,
