segmentnr	original	analyzed	folio	translated
['BO_T08_D4121:192a-11']	'dir / bting ngo zhes grangs bzhin du sems bskyed par bya zhes pa ni dang po dge 'dun las nod pa na ni gding /	'dir / bting ngo zhes grangs bzhin du sems bskyed par bya zhes pa ni dang po dge 'dun las nod pa na ni gding /	192a	If you first receive it from the Saṅgha, then generate the thought, “I will spread it.”
['BO_T08_D4121:192a-12']	bdag lag dar te byed na ni 'ding zin kar ni gding ngo zhes par sems skyed cig pa'o //	bdag lag dar te byed na ni 'ding zin kar ni gding ngo zhes par sems skyed cig pa'o //	192a	If you make it yourself, then generate the thought, “I will spread it when I have finished.”
['BO_T08_D4121:192a-13']	dang po nyams kyang mi 'grub pa ma yin zhes pa ni dang po nod pa'i tshe 'di snyam du sems bskyed pa de nyams su zin kyang gding ba'i don mi 'grub pa ni med par ston pa'o //	dang po nyams kyang mi 'grub pa ma yin zhes pa ni dang po nod pa'i tshe 'di snyam du sems bskyed pa de nyams su zin kyang gding ba'i don mi 'grub pa ni med par ston pa'o //	192a	“Even if you first damage it, it is not lost” shows that even if you damage the thought of generating the vow when you first receive it, it is not the case that the purpose of spreading it is not accomplished.
['BO_T08_D4121:192a-14']	tshe dang ldan pa dag sang bdag gis gtan pa 'ding bar 'tshal gyis khyed cag gis so so'i chos gos dbyung ba ltar mdzod cig ces tshogs pa la bsnyad ces pa ni sang 'ding ba'i do nub lta bu dge 'dun tshogs pa la 'di skad du snyod cig	tshe dang ldan pa dag sang bdag gis gtan pa 'ding bar 'tshal gyis khyed cag gis so so'i chos gos dbyung ba ltar mdzod cig ces tshogs pa la bsnyad ces pa ni sang 'ding ba'i do nub lta bu dge 'dun tshogs pa la 'di skad du snyod cig	192a	“Venerables, I will spread the mat tomorrow, so please take out your Dharma robes” is the announcement to the assembly.
['BO_T08_D4121:192a-15']	pa'o // 'du bar gtogs pa'i zhal ta bya zhes pa ni dge 'dun 'du ba'i zhal ta'ang gding ba pa des gyis shig pa'o //	pa'o // 'du bar gtogs pa'i zhal ta bya zhes pa ni dge 'dun 'du ba'i zhal ta'ang gding ba pa des gyis shig pa'o //	192a	The phrase the work of the saṅgha means that the one who spreads the seat should also do the work of the saṅgha.
['BO_T08_D4121:192a-16']	dri dang me tog gis mchod cing bsrung can gyis btul bas gtul te slo ma gzhi'i steng du du ma na yang cig car du bzhag la khyer nas rgan rabs kyi mdun du bzhag ste 'ding bar bya zhes pa ni gding ba'i tshe thabs 'di ltar gyis shig	dri dang me tog gis mchod cing bsrung can gyis btul bas gtul te slo ma gzhi'i steng du du ma na yang cig car du bzhag la khyer nas rgan rabs kyi mdun du bzhag ste 'ding bar bya zhes pa ni gding ba'i tshe thabs 'di ltar gyis shig	192a	The phrase having worshipped with incense and flowers means that one should worship with incense and flowers. The phrase having subdued with the mantra means that one should subdue with the mantra. The phrase having placed on the seat means that one should place the seat on the ground. The phrase having carried means that one should carry the seat. The phrase having placed in front of the elders means that one should place the seat in front of the elders. The phrase one should spread means that one should spread the seat. The phrase at the time of spreading means that one should do this at the time of spreading the seat.
['BO_T08_D4121:192a-17']	pa'o // tshes gcig la'o zhes pa ni de ltar gding ba'i tshes gcig la gyis shig pa'o //	pa'o // tshes gcig la'o zhes pa ni de ltar gding ba'i tshes gcig la gyis shig pa'o //	192a	The phrase on the first day means that one should do this on the first day of spreading the seat.
['BO_T08_D4121:192a-18']	zla tshigs gang gi tshes gcig ce na /	zla tshigs gang gi tshes gcig ce na /	192a	What is the first day of the month?
['BO_T08_D4121:192b-0']	ston gyi'o zhes pa yin te ston zla 'bring po'i tshes bcu drug la gyis shig @192b pa'o ;	ston gyi'o zhes pa yin te ston zla 'bring po'i tshes bcu drug la gyis shig @192b pa'o ;	192b	The phrase in the autumn means that one should do this on the sixteenth day of the middle autumn month.
['BO_T08_D4121:192b-1']	; gsum brjod ces pa ni gdang ba'i sngags lan gsum du brjod cig pa'o //	; gsum brjod ces pa ni gdang ba'i sngags lan gsum du brjod cig pa'o //	192b	The phrase three times means that one should recite the mantra three times.
['BO_T08_D4121:192b-2']	brjod pa'i tshig ji skad du bya zhe na /	brjod pa'i tshig ji skad du bya zhe na /	192b	What are the words of the mantra?
['BO_T08_D4121:192b-3']	gding ngo zhes pa yin te btsun pa'i dge 'dun gson cig chos gos 'di dge 'dun gyis gtan bar bskos pa las bdag gtan pa 'ding ba ba ming 'di zhes bgyi bas chos gos 'di la dge 'dun gyi gtan pa gding ngo zhes gyis shig pa'o //	gding ngo zhes pa yin te btsun pa'i dge 'dun gson cig chos gos 'di dge 'dun gyis gtan bar bskos pa las bdag gtan pa 'ding ba ba ming 'di zhes bgyi bas chos gos 'di la dge 'dun gyi gtan pa gding ngo zhes gyis shig pa'o //	192b	The word I spread is used. O monks, listen! This robe is designated by the Saṅgha as a permanent robe. I, so-and-so, spread this robe as the permanent robe of the Saṅgha.
