segmentnr	original	analyzed	folio	translated
['BO_K12_D0242-1_H0765-1c=H0243-1:306a-0']	@306a rgya gar skad du /	@306a rgya gar skad du /	306a	In Sanskrit:
['BO_K12_D0242-1_H0765-1c=H0243-1:306a-1']	a'arya pa ri na ta tsakra na m'a h'a ya n'a s'a tra /	a'arya pa ri na ta tsakra na m'a h'a ya n'a s'a tra /	306a	Arya-parinata-cakra-nama-mahayana-sutra
['BO_K12_D0242-1_H0765-1c=H0243-1:306a-2']	bod skad du /	bod skad du /	306a	In Tibetan:
['BO_K12_D0242-1_H0765-1c=H0243-1:306a-3']	'phags pa yongs su bsngo ba'i 'khor lo zhes bya ba theg pa chen po'i mdo //	'phags pa yongs su bsngo ba'i 'khor lo zhes bya ba theg pa chen po'i mdo //	306a	The Noble Great Vehicle Sutra called The Wheel of Thorough Dedication
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-0']	sangs rgyas dang / byang chub @306b sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang / byang chub @306b sems dpa' thams cad la phyag 'tshal lo //	306b	Homage to all the Buddhas and Bodhisattvas
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-1']	'di skad bdag gis thos pa dus gcig na /	'di skad bdag gis thos pa dus gcig na /	306b	Thus have I heard at one time
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-2']	bcom ldan 'das nor bu rin po che rdo rje ri'i zom la byang chub sems dpa' sems dpa' chen po'i 'khor mang po dang thabs gcig tu bzhugs so //	bcom ldan 'das nor bu rin po che rdo rje ri'i zom la byang chub sems dpa' sems dpa' chen po'i 'khor mang po dang thabs gcig tu bzhugs so //	306b	The Blessed One was dwelling on the summit of the Adamantine Jewel Mountain, together with a great assembly of Bodhisattva-Mahasattvas.
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-3']	de nas bcom ldan 'das kyis byang chub sems dpa' rdo rje rin po che la bka' stsal pa /	de nas bcom ldan 'das kyis byang chub sems dpa' rdo rje rin po che la bka' stsal pa /	306b	Then the Blessed One said to the Bodhisattva Vajraratna:
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-4']	rigs kyi bu /	rigs kyi bu /	306b	Son of noble family,
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-5']	gang byang chub sems dpa' chen po don du gnyer bar 'dod pa dang / sems can thams cad sgrol bar 'dod cing /	gang byang chub sems dpa' chen po don du gnyer bar 'dod pa dang / sems can thams cad sgrol bar 'dod cing /	306b	those who wish to strive for the sake of the great bodhisattvas, who wish to liberate all beings,
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-6']	byang chub sems dpa' sdom pa 'dzin par 'dod pa dang / byang chub chen por sems bskyed cing snying rje chen po dang ldan pas de bzhin gshegs pa thams cad la rim gro dang / bkur sti bya bar 'dod pa dang / byang chub sems dpa' rnams kyi bsod nams kyi tshogs yangs shing rgya che ba gsog par 'dod pa dang /	byang chub sems dpa' sdom pa 'dzin par 'dod pa dang / byang chub chen por sems bskyed cing snying rje chen po dang ldan pas de bzhin gshegs pa thams cad la rim gro dang / bkur sti bya bar 'dod pa dang / byang chub sems dpa' rnams kyi bsod nams kyi tshogs yangs shing rgya che ba gsog par 'dod pa dang /	306b	Bodhisattvas who wish to take the vows, who wish to generate the mind of great awakening and possess great compassion, who wish to honor and respect all the tathāgatas, who wish to accumulate the vast and extensive merit of the bodhisattvas,
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-7']	sangs rgyas kyi ye shes sgrub par 'dod pa dang / thogs pa med pa'i gzungs dang / ting nge 'dzin dang / rnam par thar ba'i sgo dang / rdzu 'phrul dang / mngon par shes pas rnam par rol par 'dod pa dang / nam mkha' la dbang ba dang /	sangs rgyas kyi ye shes sgrub par 'dod pa dang / thogs pa med pa'i gzungs dang / ting nge 'dzin dang / rnam par thar ba'i sgo dang / rdzu 'phrul dang / mngon par shes pas rnam par rol par 'dod pa dang / nam mkha' la dbang ba dang /	306b	who wish to accomplish the wisdom of the buddhas, who wish to play with unobstructed dhāraṇīs, samādhis, doors of liberation, miracles, and higher perceptions, who wish to have power over space,
['BO_K12_D0242-1_H0765-1c=H0243-1:306b-8']	mdzod chen po bsgrub par 'dod pa dang / rang gi lag nas yid bzhin gyi nor bu bzhin du gtong zhing 'bul bar 'dod par 'di skad ces brjod par bya ste /	mdzod chen po bsgrub par 'dod pa dang / rang gi lag nas yid bzhin gyi nor bu bzhin du gtong zhing 'bul bar 'dod par 'di skad ces brjod par bya ste /	306b	who wish to accomplish the great treasure, and who wish to give and offer from their own hands like a wish-fulfilling jewel, should say this:
['BO_K12_D0242-1_H0765-1c=H0243-1:307a-0']	phyogs bcun bzhugs pa'i sangs rgyas bcom ldan 'das thams cad dang / sa bcu la rab tu gnas @307a *//	phyogs bcun bzhugs pa'i sangs rgyas bcom ldan 'das thams cad dang / sa bcu la rab tu gnas @307a *//	307a	All bhagavān buddhas dwelling in the ten directions,
['BO_K12_D0242-1_H0765-1c=H0243-1:307a-1']	pa'i byang chub sems dpa' chen po rnams dang / rdo rje 'dzin pa rnams bdag la dgongs su gsol /	pa'i byang chub sems dpa' chen po rnams dang / rdo rje 'dzin pa rnams bdag la dgongs su gsol /	307a	all great bodhisattvas who are well established in the ten grounds, and all vajra holders, please consider me.
['BO_K12_D0242-1_H0765-1c=H0243-1:307a-2']	bdag ming 'di zhes bgyi ba yang dag pa'i lam la bde bar gnas pa thob pas /	bdag ming 'di zhes bgyi ba yang dag pa'i lam la bde bar gnas pa thob pas /	307a	I, [name], having attained the bliss of abiding in the true path,
['BO_K12_D0242-1_H0765-1c=H0243-1:307a-3']	deng byang chub tu sems bskyed de bdag gi lus dang / sems 'di dus thams cad dang / rnam pa thams cad du dus gsum gyi de bzhin gshegs pa dang / byang chub sems dpa' thams cad la bdag lus 'bul gyis /	deng byang chub tu sems bskyed de bdag gi lus dang / sems 'di dus thams cad dang / rnam pa thams cad du dus gsum gyi de bzhin gshegs pa dang / byang chub sems dpa' thams cad la bdag lus 'bul gyis /	307a	today generate the mind of awakening and offer this body and mind of mine to all tathāgatas and bodhisattvas of the three times.
