segmentnr	original	analyzed	folio	translated
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-0']	@129b dkon mchog gsum la phyag 'tshal lo //	@129b dkon mchog gsum la phyag 'tshal lo //	129b	Homage to the Three Jewels.
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-1']	de de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas padma'i spyan la phyag 'tshal lo //	de de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas padma'i spyan la phyag 'tshal lo //	129b	Homage to the Tathāgata, the Arhat, the Perfectly Enlightened One, Padma-netra.
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-2']	byang chub sems dpa' sems dpa' chen po sgrib pa thams cad rnam par sel ba la phyag 'tshal lo //	byang chub sems dpa' sems dpa' chen po sgrib pa thams cad rnam par sel ba la phyag 'tshal lo //	129b	Homage to the bodhisattva mahāsattva Sarva­nīvaraṇa­viṣkambhin.
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-3']	tadya th'a / aom ta ra ta ra /	tadya th'a / aom ta ra ta ra /	129b	Tadyathā: Oṃ tara tara
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-4']	ti ri ti ri /	ti ri ti ri /	129b	Tiri tiri
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-5', 'BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-6']	tu ru tu ru /🔽ka la ka la /	tu ru tu ru / ka la ka la /	129b	Tururu tururu🔽Kala kala
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-7']	ki li ki li /	ki li ki li /	129b	Kili kili
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-8', 'BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-9']	ku lu ku lu /🔽bha ra bha ra /	ku lu ku lu / bha ra bha ra /	129b	Kulu kulu🔽Bhārabhārā
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-10']	bhi ri bhi ri /	bhi ri bhi ri /	129b	Bhīribhīri
['BO_K12_D539A(100b7-101a5)=D0866_H0724:129b-11']	bhu ru bhu ru /	bhu ru bhu ru /	129b	Bhūrurbhūruru
