segmentnr	original	analyzed	folio	translated
['BO_T02_D1456:4b-0']	@4b # // rgya gar skad du //	@4b # // rgya gar skad du //	4b	In Sanskrit:
['BO_T02_D1456:4b-1']	shr'i tsakra sam bar garbha tattva siddhi /	shr'i tsakra sam bar garbha tattva siddhi /	4b	Śrī-cakra-saṃvara-garbha-tattva-siddhi
['BO_T02_D1456:4b-2']	bod skad du //	bod skad du //	4b	In Tibetan:
['BO_T02_D1456:4b-3']	dpal 'khor lo snyom pa'i snying po'i de kho na nyid grub pa /	dpal 'khor lo snyom pa'i snying po'i de kho na nyid grub pa /	4b	The Accomplishment of the Reality of the Glorious Wheel of Equal Taste
['BO_T02_D1456:4b-4']	dpal 'khor lo sdom pa la phyag 'tshal lo //	dpal 'khor lo sdom pa la phyag 'tshal lo //	4b	Homage to the glorious Cakrasaṃvara.
['BO_T02_D1456:4b-5']	gang du thabs dang shes rab mnyam sbyor bas //	gang du thabs dang shes rab mnyam sbyor bas //	4b	Where method and wisdom are united,
['BO_T02_D1456:4b-6']	kun rdzob don dam dbyer med rang bzhin can //	kun rdzob don dam dbyer med rang bzhin can //	4b	The indivisible nature of the relative and ultimate,
['BO_T02_D1456:4b-7']	bde dang stong pa 'dus pa'i ros gang ba'i //	bde dang stong pa 'dus pa'i ros gang ba'i //	4b	Filled with the taste of the union of bliss and emptiness,
['BO_T02_D1456:4b-8', 'BO_T02_D1456:4b-9']	gnyug ma'i ye shes de la bdag phyag 'tshal //🔽gang zhig goms par gyur pas srid pa yi //	gnyug ma'i ye shes de la bdag phyag 'tshal // gang zhig goms par gyur pas srid pa yi //	4b	I pay homage to that innate wisdom.🔽By becoming familiar with which, all the bonds
['BO_T02_D1456:4b-10']	btson rar dkris pa'i 'ching ba kun gcod pa //	btson rar dkris pa'i 'ching ba kun gcod pa //	4b	That entwine one in the prison of existence are severed,🔽The supreme mind, the precious self-awareness,
['BO_T02_D1456:4b-11']	sems kyi dam pa rang rig rin chen mchog / gang la brten nas rtogs pa'i thabs bshad bya //	sems kyi dam pa rang rig rin chen mchog / gang la brten nas rtogs pa'i thabs bshad bya //	4b	Relying on which, the method of realization will be explained.
['BO_T02_D1456:4b-12']	drug dang brgyad gnyis bcu phrag gnyis dang lnga //	drug dang brgyad gnyis bcu phrag gnyis dang lnga //	4b	Six, eight, two, ten, two, and five,
['BO_T02_D1456:4b-13']	bzhin rgyas mig yangs gzugs mdzes lang tsho ldan //	bzhin rgyas mig yangs gzugs mdzes lang tsho ldan //	4b	With a full face, large eyes, beautiful form, and youthfulness,
['BO_T02_D1456:4b-14']	dad dang thos dang snying rjes yid brgyan ma //	dad dang thos dang snying rjes yid brgyan ma //	4b	Adorned with faith, learning, and compassion,
['BO_T02_D1456:4b-15']	skyabs song sems bskyed yang dag dbang bskur ba //	skyabs song sems bskyed yang dag dbang bskur ba //	4b	One should go for refuge, arouse the mind of awakening, and receive the perfect empowerment.
['BO_T02_D1456:4b-16']	nyes bral dben par g-yeng ba kun spangs te //	nyes bral dben par g-yeng ba kun spangs te //	4b	Free from faults, in a solitary place, having abandoned all distractions,🔽With food and drink that accord with one’s constitution,
['BO_T02_D1456:4b-17']	khams dang rjes mthun bza' dang btung ba dang // dri zhim yid 'ong rgyan mdzes spyod dgu ldan //	khams dang rjes mthun bza' dang btung ba dang // dri zhim yid 'ong rgyan mdzes spyod dgu ldan //	4b	And with beautiful ornaments and the nine expressions of desire,
['BO_T02_D1456:4b-18']	gang dang tha mal 'dzin pa rnams spangs te //	gang dang tha mal 'dzin pa rnams spangs te //	4b	Having abandoned ordinary clinging,
['BO_T02_D1456:4b-19']	dbang po'i gzhu ltar snang ba lha yi lus //	dbang po'i gzhu ltar snang ba lha yi lus //	4b	The deity’s form appears like a rainbow.
['BO_T02_D1456:4b-20']	de la yi ge dya ni sna rtse dang // byin pa mtshan gyi lte bar rnam dgod cing //	de la yi ge dya ni sna rtse dang // byin pa mtshan gyi lte bar rnam dgod cing //	4b	At the tip of the nose, the navel of the genitals,
['BO_T02_D1456:4b-21']	lte ba snyid ga kha dang dpral ba ru //	lte ba snyid ga kha dang dpral ba ru //	4b	And at the navel, heart, throat, and forehead,
['BO_T02_D1456:4b-22']	sngags kyi tshogs dang bcas pas byin gyis brlab //	sngags kyi tshogs dang bcas pas byin gyis brlab //	4b	One should bless oneself with the assembly of mantras.🔽Through embracing, kissing, scratching,🔽Sucking, pinching the breasts,
['BO_T02_D1456:4b-23']	'khyud dang 'o byed sen mos 'debs pa dang // mchu 'jib pa dang nu ma 'tshir ba dang // nyed dang rde ba dang sor mo bskyod pa yis //	'khyud dang 'o byed sen mos 'debs pa dang // mchu 'jib pa dang nu ma 'tshir ba dang // nyed dang rde ba dang sor mo bskyod pa yis //	4b	Rubbing, rubbing hard, and moving the fingers,
['BO_T02_D1456:4b-24', 'BO_T02_D1456:4b-25']	dbang gnyis snyoms par 'jug pa'i sbyor ba bya //🔽gang tshe mnyam med rin chen mchog lta bu //	dbang gnyis snyoms par 'jug pa'i sbyor ba bya //🔽gang tshe mnyam med rin chen mchog lta bu //	4b	One should engage in the union of the two secret spaces.🔽When the two secret spaces meet,
['BO_T02_D1456:5a-0', 'BO_T02_D1456:5a-1']	sems kyi dam pa rang rig bde chen @5a * //🔽bo ; / gang du rtogs pa de tshe srog rtsol ba //	sems kyi dam pa rang rig bde chen @5a * // bo ; / gang du rtogs pa de tshe srog rtsol ba //	5a	The supreme mind is self-knowing great bliss.🔽When one realizes this, one should experience the taste of great bliss
['BO_T02_D1456:5a-2']	bkag pa'i sbyor pas bde chen ro myang bya //	bkag pa'i sbyor pas bde chen ro myang bya //	5a	By the yoga of blocking the life-force and exertion.
['BO_T02_D1456:5a-3']	dngos dang dngos med mtha' gnyis rnam spangs shing //	dngos dang dngos med mtha' gnyis rnam spangs shing //	5a	Abandoning the two extremes of entity and non-entity,
['BO_T02_D1456:5a-4']	stong dang snying rje dbyer med rang bzhin can //	stong dang snying rje dbyer med rang bzhin can //	5a	Having the nature of inseparable emptiness and compassion,
