segmentnr	original	analyzed	folio	translated
['BO_T02_D3245c:12a-0']	@12a # // rgya gar skad du /	@12a # // rgya gar skad du /	12a	In Sanskrit:
['BO_T02_D3245c:12a-1']	a'arya dz'am gu l'i s'a dha nam /	a'arya dz'am gu l'i s'a dha nam /	12a	Āryajaṅgulī sādhana
['BO_T02_D3245c:12a-2']	bod skad du /	bod skad du /	12a	In Tibetan:
['BO_T02_D3245c:12a-3']	'phags ma dug sel ma'i sgrub thabs /	'phags ma dug sel ma'i sgrub thabs /	12a	The means of achieving Āryajaṅgulī
['BO_T02_D3245c:12a-4']	sngar bshad pa'i cho ga'i rim pas stong pa nyid bsgoms pa'i rjes thogs la /	sngar bshad pa'i cho ga'i rim pas stong pa nyid bsgoms pa'i rjes thogs la /	12a	After meditating on emptiness by the process of rite explained previously,
['BO_T02_D3245c:12a-5']	padma dmar po dang zla ba la yi ge dz'am ser po yongs su gyur pas 'phags ma dug sel ma ser mo zhal gsum phyag drug mar skad cig gis rdzogs par bya ste /	padma dmar po dang zla ba la yi ge dz'am ser po yongs su gyur pas 'phags ma dug sel ma ser mo zhal gsum phyag drug mar skad cig gis rdzogs par bya ste /	12a	on a red lotus and moon, from the transformation of the yellow letter jām, one should instantly complete oneself as Āryajaṅgulī, yellow, with three faces and six arms.
['BO_T02_D3245c:12a-6']	g-yas pa dang cig shos kyi zhal ni mthing nag dang dkar po //	g-yas pa dang cig shos kyi zhal ni mthing nag dang dkar po //	12a	The right and left faces are blue-black and white.
['BO_T02_D3245c:12a-7']	ral gri dang rdo rje dang mda' ni g-yas pa'i phyag gsum na'o //	ral gri dang rdo rje dang mda' ni g-yas pa'i phyag gsum na'o //	12a	In the three right hands are a sword, a vajra, and an arrow.
['BO_T02_D3245c:12a-8']	sdigs mdzub dang bcas pa'i zhags pa dang / dug gi me tog dang gzhu ni g-yon gyi gsum na'o //	sdigs mdzub dang bcas pa'i zhags pa dang / dug gi me tog dang gzhu ni g-yon gyi gsum na'o //	12a	In the three left hands are a lasso with a threatening forefinger, a poisonous flower, and a bow.
['BO_T02_D3245c:12a-9']	gdengs ka rgyas pa'i dkyil 'khor dbus la gnas pa /	gdengs ka rgyas pa'i dkyil 'khor dbus la gnas pa /	12a	She stands in the middle of a vast hood.
['BO_T02_D3245c:12a-10']	sbrul dang lha rdzas kyi na bza' dang / rgyan rnams kyis brgyan pa /	sbrul dang lha rdzas kyi na bza' dang / rgyan rnams kyis brgyan pa /	12a	She is adorned with snakes, divine garments, and ornaments.
['BO_T02_D3245c:12a-11']	gzhon nu ma'i mtshan rnams kyis mchog tu 'bar ba /	gzhon nu ma'i mtshan rnams kyis mchog tu 'bar ba /	12a	She is blazing with the marks of a youth.
['BO_T02_D3245c:12a-12']	dbu la mi bskyod pa bzhugs par bsgoms la sngags bzla bar bya ste /	dbu la mi bskyod pa bzhugs par bsgoms la sngags bzla bar bya ste /	12a	Meditate on Akṣobhya residing on her head and recite the mantra.
['BO_T02_D3245c:12a-13', 'BO_T02_D3245c:12a-14']	aom dz'am gu l'i sarba bi sha pra sha ma ni phu sv'a h'a /🔽'phags ma dug sel ma'i sgrub thabs so /	aom dz'am gu l'i sarba bi sha pra sha ma ni phu sv'a h'a / 'phags ma dug sel ma'i sgrub thabs so /	12a	Oṃ jaṃ guli sarva-viṣa praśamana phu svāhā.🔽The Sadhana of Noble Ucchiṣṭā🔽By Bodhipāda
['BO_T02_D3245c:12a-15']	// / byang chub sems dpa'i zhal snga nas dge slong tshul khrims rgyal mtshan gyis bsgyur ba'o//	// / byang chub sems dpa'i zhal snga nas dge slong tshul khrims rgyal mtshan gyis bsgyur ba'o//	12a	Translated by Bhikṣu Śīlendrabodhi
