segmentnr	original	analyzed	folio	translated
['BO_T02_D1667:143b-0']	@143b # // rgya gar skad du /	@143b # // rgya gar skad du /	143b	In Sanskrit:
['BO_T02_D1667:143b-1']	shr'i padma na rte shva ri gu hya aartha dha ro bhy'u he n'a ma /	shr'i padma na rte shva ri gu hya aartha dha ro bhy'u he n'a ma /	143b	Shri-Padmanarteśvara-guhyārthadharo-bhyudaya-nāma.
['BO_T02_D1667:143b-2']	bod skad du /	bod skad du /	143b	In Tibetan:
['BO_T02_D1667:143b-3']	dpal padma gar gyi dbang phyug gi gsang ba'i don rnam par dgod pa zhes bya ba /	dpal padma gar gyi dbang phyug gi gsang ba'i don rnam par dgod pa zhes bya ba /	143b	The glorious Padmanarteśvara's secret meaning arrangement called The Arising of Excellence.
['BO_T02_D1667:143b-4']	dpal rdo rje sems dpa' la phyag 'tshal lo //	dpal rdo rje sems dpa' la phyag 'tshal lo //	143b	Homage to glorious Vajrasattva.
['BO_T02_D1667:143b-5']	rnam dag zhi ba zab mo'i chos //	rnam dag zhi ba zab mo'i chos //	143b	The pure, peaceful, profound Dharma,
['BO_T02_D1667:143b-6']	rgya cher drag shul 'od gsal zhing //	rgya cher drag shul 'od gsal zhing //	143b	Vast, wrathful, and luminous,
['BO_T02_D1667:143b-7', 'BO_T02_D1667:143b-8']	rab rtogs bya ba grub pa'i tshogs //🔽gsung bdag gtso bcas la phyag 'tshal //	rab rtogs bya ba grub pa'i tshogs // gsung bdag gtso bcas la phyag 'tshal //	143b	The assembly of perfect activities and accomplishments,
['BO_T02_D1667:144a-0']	gti @144a * //	gti @144a * //	144a	I pay homage to the lord of speech and his retinue.🔽For the sake of those who desire the meaning of that,
['BO_T02_D1667:144a-1']	mug la sogs rab 'joms pa'i //	mug la sogs rab 'joms pa'i //	144a	I will explain the method of accomplishing the lotus-born one,
['BO_T02_D1667:144a-2']	sangs rgyas kun gyi padmo'i sku //	sangs rgyas kun gyi padmo'i sku //	144a	The lotus-born body of all buddhas,
['BO_T02_D1667:144a-3', 'BO_T02_D1667:144a-4']	gar gyi dbang phyug sgrub pa'i thabs //🔽de don 'dod pa'i don phyir bshad //	gar gyi dbang phyug sgrub pa'i thabs // de don 'dod pa'i don phyir bshad //	144a	The lord of dance who conquers delusion and so forth.
['BO_T02_D1667:144a-5']	rang bzhin dang tshul bzang las byung //	rang bzhin dang tshul bzang las byung //	144a	Arisen from the excellent nature and way,
