segmentnr	original	analyzed	folio	translated
['BO_T02_D1319:245a-0']	@245a # // rgya gar skad du /	@245a # // rgya gar skad du /	245a	In Sanskrit:
['BO_T02_D1319:245a-1']	ku ru kulle s'a dha nam /	ku ru kulle s'a dha nam /	245a	Kurukullāsādhana
['BO_T02_D1319:245a-2']	bod skad du /	bod skad du /	245a	In Tibetan:
['BO_T02_D1319:245a-3']	myur mdzad ma'i sgrub thabs /	myur mdzad ma'i sgrub thabs /	245a	The Means of Achievement of Kurukullā
['BO_T02_D1319:245a-4']	lha mo ku ru kulle la phyag 'tshal lo //	lha mo ku ru kulle la phyag 'tshal lo //	245a	Homage to the Goddess Kurukullā.
['BO_T02_D1319:245a-5']	de zhig bsgom par bya ba'i gnas sa phyogs dben zhing sems nyams dga' bar dri rnam pa lngas byugs te /	de zhig bsgom par bya ba'i gnas sa phyogs dben zhing sems nyams dga' bar dri rnam pa lngas byugs te /	245a	In a place that is secluded and pleasing to the mind, having anointed it with the five scents,
['BO_T02_D1319:245a-6']	stan 'jam zhing rgya che ba la brtul zhugs can gyis mnyam par gzhag par bya'o //	stan 'jam zhing rgya che ba la brtul zhugs can gyis mnyam par gzhag par bya'o //	245a	the practitioner should sit cross-legged on a soft, wide seat.
['BO_T02_D1319:245b-0']	de nas snying gar yi ge ram las yongs su gyur pa'i nyi ma'i dkyil 'khor 'bar ba'i phreng bas 'khrigs pa rnam par @245b bsgom ste /	de nas snying gar yi ge ram las yongs su gyur pa'i nyi ma'i dkyil 'khor 'bar ba'i phreng bas 'khrigs pa rnam par @245b bsgom ste /	245b	Then, one should visualize a sun maṇḍala arisen from the syllable raṃ at the heart, surrounded by a garland of blazing flames.
['BO_T02_D1319:245b-1']	de'i lte ba la yi ge hr'i: dmar po rnam par bsam mo //	de'i lte ba la yi ge hr'i: dmar po rnam par bsam mo //	245b	In its center, one should visualize a red syllable hrīḥ.
['BO_T02_D1319:245b-2']	yi ge hr'i: de las 'od zer gyi dra ba byung bas phyogs bcu na gnas pa'i sems can gyi khams la phog ste /	yi ge hr'i: de las 'od zer gyi dra ba byung bas phyogs bcu na gnas pa'i sems can gyi khams la phog ste /	245b	From that syllable hrīḥ, a net of light rays shines forth, touching the realms of sentient beings in the ten directions.
['BO_T02_D1319:245b-3']	dpal ku ru kulle'i gzugs su mngon par byas nas /	dpal ku ru kulle'i gzugs su mngon par byas nas /	245b	Having manifested in the form of Śrī Kurukullā,
['BO_T02_D1319:245b-4']	'od zer gyi phreng ba de dag kyang yang 'dus te /	'od zer gyi phreng ba de dag kyang yang 'dus te /	245b	those garlands of light rays gather together again.
['BO_T02_D1319:245b-5']	de nyid du zhugs par bsgom par bya'o //	de nyid du zhugs par bsgom par bya'o //	245b	One should meditate on her entering into that.
['BO_T02_D1319:245b-6']	de nas mdun gyi nam mkha' la lha mo ku ru kulle ma lo bcu drug pa lta bu 'bar ba'i dbu skra kham pa gyen du brjes pa /	de nas mdun gyi nam mkha' la lha mo ku ru kulle ma lo bcu drug pa lta bu 'bar ba'i dbu skra kham pa gyen du brjes pa /	245b	Then, in the space in front, the goddess Kurukullā, who is like a sixteen-year-old girl, with hair blazing orange and standing upward,
['BO_T02_D1319:245b-7']	thod pa lngas dbu la brgyan pa /	thod pa lngas dbu la brgyan pa /	245b	her head adorned with five skulls,
['BO_T02_D1319:245b-8']	ro'i steng du skyil mo krung phyed mar gar kyi  stabs su bzhugs pa /	ro'i steng du skyil mo krung phyed mar gar kyi  stabs su bzhugs pa /	245b	standing in a dancing posture on a corpse with one leg bent,
['BO_T02_D1319:245b-9']	mche ba cung zad gtsigs shing lce lcib par mdzad pa /	mche ba cung zad gtsigs shing lce lcib par mdzad pa /	245b	her fangs slightly bared, her tongue rolled up,
['BO_T02_D1319:245b-10']	'khor lo dang / snyan cha dang / mgul chu dang / dpung rgyan dang / phyag gdub dang / ska rags dang / zhabs gdub kyis brgyan pa /	'khor lo dang / snyan cha dang / mgul chu dang / dpung rgyan dang / phyag gdub dang / ska rags dang / zhabs gdub kyis brgyan pa /	245b	adorned with a wheel, earrings, necklace, armlets, bracelets, belt, and anklets,
['BO_T02_D1319:245b-11']	stag gi sham thabs can spyan dmar po g-yo zhing 'dril ba /	stag gi sham thabs can spyan dmar po g-yo zhing 'dril ba /	245b	wearing a tiger-skin skirt, her red eyes darting and rolling,
['BO_T02_D1319:245b-12']	mtha' yas mgon gyis dbu la brgyan pa /	mtha' yas mgon gyis dbu la brgyan pa /	245b	her head adorned by Ananta,
['BO_T02_D1319:245b-13']	phyag bzhi la gnyis kyis autpala dmar po kha ma bye ba'i mde'u dang ldan pa'i mda' dang / me tog dmar po'i gzhu'i mda' gzhu 'gegs pa /	phyag bzhi la gnyis kyis autpala dmar po kha ma bye ba'i mde'u dang ldan pa'i mda' dang / me tog dmar po'i gzhu'i mda' gzhu 'gegs pa /	245b	her four arms holding a bow and arrow with a red-lotus bud-tipped arrow and a bow with a red flower,
['BO_T02_D1319:245b-14']	lhag ma'i phyag gnyis na me tog dmar po'i lcags khyu dang autpala bsnams pa rnam par bsam par bya'o //	lhag ma'i phyag gnyis na me tog dmar po'i lcags khyu dang autpala bsnams pa rnam par bsam par bya'o //	245b	One should imagine that the remaining two hands hold a red-flowered iron hook and a blue lotus.
['BO_T02_D1319:245b-15']	de nas bcom ldan 'das ku ru kulle ma la mchod pa bya ba'i phyir /	de nas bcom ldan 'das ku ru kulle ma la mchod pa bya ba'i phyir /	245b	Then, in order to make offerings to the Blessed Lady Kurukullā,
['BO_T02_D1319:245b-16']	rang gi snying gar nyi ma'i dkyil 'khor la gnas pa'i yi ge hr'i: las byung ba'i mchod pa'i me tog dang bdug spos dang mar me dang dri dang lha bshos rnam pa lngas mchod par bya'o //	rang gi snying gar nyi ma'i dkyil 'khor la gnas pa'i yi ge hr'i: las byung ba'i mchod pa'i me tog dang bdug spos dang mar me dang dri dang lha bshos rnam pa lngas mchod par bya'o //	245b	one should make offerings with the five offerings of flowers, incense, lamps, perfume, and food, which arise from the letter hrīḥ located in one’s heart on a sun maṇḍala.
['BO_T02_D1319:245b-17']	'di ni mchod pa'o //	'di ni mchod pa'o //	245b	This is the offering.
['BO_T02_D1319:245b-18']	mchod pa byas nas dam pa'i snying rje dang lan pa'i rnal 'byor pas /	mchod pa byas nas dam pa'i snying rje dang lan pa'i rnal 'byor pas /	245b	Having made the offering, the yogin who is endowed with the compassion of the supreme vehicle
['BO_T02_D1319:245b-19']	lus ngag yid gsum gyis gus pas btud de phyag bya'o //	lus ngag yid gsum gyis gus pas btud de phyag bya'o //	245b	should bow with devotion in body, speech, and mind.
['BO_T02_D1319:245b-20']	'di ni phyag btsal ba'o //	'di ni phyag btsal ba'o //	245b	This is the prostration.
['BO_T02_D1319:245b-21']	phyag btsal nas sdig pa bshags par bya ste /	phyag btsal nas sdig pa bshags par bya ste /	245b	Having made the prostration, one should confess one’s sins.
['BO_T02_D1319:245b-22']	sdig pa gang bgyis bgyid du stsal ba dang / bgyid pa la rjes su yi rang ba la sogs pa de dag bcom ldan 'das ma'i spyan sngar mngon sum du bshags par bgyi'o //	sdig pa gang bgyis bgyid du stsal ba dang / bgyid pa la rjes su yi rang ba la sogs pa de dag bcom ldan 'das ma'i spyan sngar mngon sum du bshags par bgyi'o //	245b	Whatever evil I have done, caused to be done, or consented to, I confess it all in the presence of the Blessed Lady.
['BO_T02_D1319:245b-23']	'di ni sdig pa bshags pa'o //	'di ni sdig pa bshags pa'o //	245b	This is the confession of evil.
['BO_T02_D1319:245b-24']	de nas bsod nams la rjes su yi rang bar bya ste /	de nas bsod nams la rjes su yi rang bar bya ste /	245b	Next, one should rejoice in merit.
['BO_T02_D1319:245b-25']	brtul zhugs can gyis sangs rgyas dang byang chub sems dpa' rnams kyi bsod nams gang lags pa de dag la bdag rjes su yi rang ngo //	brtul zhugs can gyis sangs rgyas dang byang chub sems dpa' rnams kyi bsod nams gang lags pa de dag la bdag rjes su yi rang ngo //	245b	O one of firm observances, I rejoice in whatever merit the Buddhas and Bodhisattvas have.
