segmentnr	original	analyzed	folio	translated
['BO_T02_D3189:200b-0']	@200b # // rgya gar skad du /	@200b # // rgya gar skad du /	200b	In Sanskrit:
['BO_T02_D3189:200b-1']	manydzu shr'i s'a dha nam /	manydzu shr'i s'a dha nam /	200b	Mañjuśrī Sādhana
['BO_T02_D3189:200b-2']	bod skad du /	bod skad du /	200b	In Tibetan:
['BO_T02_D3189:201a-0']	@201a * // 'jam dpal gyi sgrub thabs /	@201a * // 'jam dpal gyi sgrub thabs /	201a	Mañjuśrī Sādhana
['BO_T02_D3189:201a-1']	sngar bshad pa'i cho gas stong pa nyid bsgoms pa'i rjes la /	sngar bshad pa'i cho gas stong pa nyid bsgoms pa'i rjes la /	201a	After meditating on emptiness with the previously explained ritual,
['BO_T02_D3189:201a-2']	padma'i zla ba'i dkyil 'khor gyi steng du thig le dkar po rnam par bsgom par bya ste /	padma'i zla ba'i dkyil 'khor gyi steng du thig le dkar po rnam par bsgom par bya ste /	201a	on top of a lotus and moon maṇḍala, one should visualize a white drop.
['BO_T02_D3189:201a-3']	spro bar bya ba la sogs pa sngon du btang zhing de yongs su gyur pa las yi ge dh'i: dkar pos bskyed pa'i 'jam dpal aa ra pa tsa na dkar po gcig pu nyid 'ba' zhig go //	spro bar bya ba la sogs pa sngon du btang zhing de yongs su gyur pa las yi ge dh'i: dkar pos bskyed pa'i 'jam dpal aa ra pa tsa na dkar po gcig pu nyid 'ba' zhig go //	201a	Having performed the preliminary of radiating and reabsorbing light, from that completely transforming into a white letter dḥīḥ, one should generate white Mañjuśrī Arapacana alone.
['BO_T02_D3189:201a-4', 'BO_T02_D3189:201a-5']	rang nyid kyi sa bon snying gar rnam par bsams la /🔽aom dh'i: sv'a h'a /	rang nyid kyi sa bon snying gar rnam par bsams la / aom dh'i: sv'a h'a /	201a	Visualize one’s seed syllable in one’s heart.
['BO_T02_D3189:201a-6']	zhes bzlas par bya ba'o //	zhes bzlas par bya ba'o //	201a	Recite oṃ dḥīḥ svāhā.
['BO_T02_D3189:201a-7']	rig pa 'dzin pa'i sde snod nas 'byung ba'i 'jam dpal gyi sgrub thabs mdor bstan pa'o //	rig pa 'dzin pa'i sde snod nas 'byung ba'i 'jam dpal gyi sgrub thabs mdor bstan pa'o //	201a	This is the concise explanation of the Mañjuśrī Sādhana from the Āgama of the Awareness Holder.
['BO_T02_D3189:201a-8']	aa bha ya las dge slong tshul khrims rgyal mtshan gyis bsgyur ba'o//	aa bha ya las dge slong tshul khrims rgyal mtshan gyis bsgyur ba'o//	201a	It was translated by the monk Tsültrim Gyaltsen from the teachings of Abhayākaragupta.
