segmentnr	original	analyzed	folio	translated
['BO_T16_D4420b:236a-6', 'BO_T16_D4420b:236a-7']	skyes bu phyi ma gsum la /🔽sa s'arpa / sa sarpa /	skyes bu phyi ma gsum la / sa s'arpa / sa sarpa /	236a	For the last three persons,🔽there are sasarpa, sasarpa,
['BO_T16_D4420b:236a-8']	sa sri pi pa /	sa sri pi pa /	236a	sasripip,
['BO_T16_D4420b:236a-9']	sa sri pi ma /	sa sri pi ma /	236a	sasripim,
['BO_T16_D4420b:236a-10']	lut la / sarpt'a /	lut la / sarpt'a /	236a	lut, sarpat,
['BO_T16_D4420b:236a-11']	sarpt'a roo / sarpt'a ra:sogs so //	sarpt'a roo / sarpt'a ra:sogs so //	236a	sarpatro, sarpatraḥ, and so on.
['BO_T16_D4420b:236a-12', 'BO_T16_D4420b:236a-13']	smon pa'i ling la /🔽sri py'ata / sri by'ast'am /	smon pa'i ling la / sri py'ata / sri by'ast'am /	236a	For the desiderative,🔽there are sripayāt, sribayastām,
['BO_T16_D4420b:236a-14']	sri py'a su:/ lrit la /	sri py'a su:/ lrit la /	236a	sripayāsuḥ, and lṛt.
['BO_T16_D4420b:236a-15']	yon tan byas pas sarpsya ti /	yon tan byas pas sarpsya ti /	236a	For the causative,
['BO_T16_D4420b:236a-16']	sarpsyata:/ sarpsyanti sogs so //	sarpsyata:/ sarpsyanti sogs so //	236a	there are sarpayati, sarpayati, sarpayanti, and so on.
['BO_T16_D4420b:236a-17']	de bzhin du lring la /	de bzhin du lring la /	236a	Similarly, for the lṛṅ,
['BO_T16_D4420b:236a-18']	aa sarpsyata / aa sarpsya t'am /	aa sarpsyata / aa sarpsya t'am /	236a	there are asarpayati, asarpayatām,
['BO_T16_D4420b:236a-19']	aa sarpsyan sogs so /	aa sarpsyan sogs so /	236a	asarpayan, and so on.
['BO_T16_D4420b:236a-20', 'BO_T16_D4420b:236a-21', 'BO_T16_D4420b:236a-22']	` / skandir 'gro ba dang skams pa dag la'o zhes pa la lat sogs pa rasmee pa da rnams sbyar bas /🔽lat la / skanda ti sogs so //🔽ling la / skande ta sogs so //	` / skandir 'gro ba dang skams pa dag la'o zhes pa la lat sogs pa rasmee pa da rnams sbyar bas / lat la / skanda ti sogs so // ling la / skande ta sogs so //	236a	In skandhi, to go and to dry, it is said that lat and so on are applied to the raspa forms.🔽For lat, there are skandati and so on.🔽For ling, there are skanditā and so on.
['BO_T16_D4420b:236a-23']	lot la / skanda tu sogs so //	lot la / skanda tu sogs so //	236a	For lot, there are skanditu and so on.
['BO_T16_D4420b:236a-24']	lang la / aa skanda ta sogs so //	lang la / aa skanda ta sogs so //	236a	For lang, there are askanḍat and so on.
['BO_T16_D4420b:236a-25']	lung la / air 'gro ba la yang na 'os /	lung la / air 'gro ba la yang na 'os /	236a	For lun, it is suitable for the a to go to i in the case of going.
['BO_T16_D4420b:236a-26']	tsli yang na aang du 'gyur te /	tsli yang na aang du 'gyur te /	236a	Or it becomes aṅ.
['BO_T16_D4420b:236a-27']	aang gi phyogs la /	aang gi phyogs la /	236a	In the case of aṅ,
['BO_T16_D4420b:236a-28']	aita 'gro ba ma yin pa sogs kyis na phyis pas /	aita 'gro ba ma yin pa sogs kyis na phyis pas /	236a	it is not i, and so on, and is changed by na.
['BO_T16_D4420b:236a-29']	aaska da ta /	aaska da ta /	236a	There is askanḍat.
['BO_T16_D4420b:236a-30']	aaska da t'am /	aaska da t'am /	236a	aska-dāṃ
['BO_T16_D4420b:236a-31']	aaska da na sogs so //	aaska da na sogs so //	236a	aska-dan-so-so.
['BO_T16_D4420b:236a-32']	tsli sitsa ru bsgyur ba'i phyogs la /	tsli sitsa ru bsgyur ba'i phyogs la /	236a	In the direction of the change to cli-si-ru,
['BO_T16_D4420b:236a-33']	bad pradza sogs kyis 'phel ba byas pas /	bad pradza sogs kyis 'phel ba byas pas /	236a	it is increased by ba-pra-ja-so-so,
['BO_T16_D4420b:236a-34']	aa sk'amt+s'ita / aask'am tt'am /	aa sk'amt+s'ita / aask'am tt'am /	236a	askaṃ-ta-si-ta, askaṃ-ta-tāṃ,
['BO_T16_D4420b:236a-35']	aask'am t+su:sogs so //	aask'am t+su:sogs so //	236a	askaṃ-ta-tsu-so-so.
['BO_T16_D4420b:236a-36']	lita'i skyes bu dang po gsum la /	lita'i skyes bu dang po gsum la /	236a	In the first three of the Lita beings,
['BO_T16_D4420b:236a-37']	tsa skanda / tsa skanda tu:/	tsa skanda / tsa skanda tu:/	236a	ca-skaṃ-da, ca-skaṃ-da-tu,🔽ca-skaṃ-du.
['BO_T16_D4420b:236a-38']	tsa skandu:/ skyes bu dbus ma gsum la /	tsa skandu:/ skyes bu dbus ma gsum la /	236a	In the three middle beings,
['BO_T16_D4420b:236a-39']	tsaskandi tha / tsaskantha /	tsaskandi tha / tsaskantha /	236a	ca-skaṃ-di-tha, ca-skaṃ-tha,
['BO_T16_D4420b:236a-40']	tsa skanda thu:/ tsa skanda /	tsa skanda thu:/ tsa skanda /	236a	ca-skaṃ-da-thu, ca-skaṃ-da.
