segmentnr	original	analyzed	folio	translated
['BO_K10_Dx_H0259:435b-4']	nam mkha' stong pa khyod kyi yid kyi rnam par shes pa'i ngo bor skye bar mi rigs so //	nam mkha' stong pa khyod kyi yid kyi rnam par shes pa'i ngo bor skye bar mi rigs so //	435b	It is illogical that empty space would arise as the essence of your mental consciousness.
['BO_K10_Dx_H0259:435b-5']	lce dang ro 'dres shing 'phrad pa yin zhe na /	lce dang ro 'dres shing 'phrad pa yin zhe na /	435b	If you say that the tongue and taste are mixed and in contact,
['BO_K10_Dx_H0259:435b-6']	'di'i dbus su gdod ma nas de bzhin nyid med pa la ji ltar khams skye bar 'gyur /	'di'i dbus su gdod ma nas de bzhin nyid med pa la ji ltar khams skye bar 'gyur /	435b	then how could the element arise in the middle of this, where suchness has never existed?
['BO_K10_Dx_H0259:435b-7']	de'i phyir lce dang ro 'brel nas lce'i rnam par shes pa'i khams skye ba'i gnas gsum po thams cad med /	de'i phyir lce dang ro 'brel nas lce'i rnam par shes pa'i khams skye ba'i gnas gsum po thams cad med /	435b	Therefore, all three locations where the element of the tongue consciousness arises in connection with the tongue and taste do not exist.
['BO_K10_Dx_H0259:435b-8']	lce dang ro dang lce'i khams rnam pa gsum po gdod ma nas rten cing 'brel bar 'byung ba ma yin /	lce dang ro dang lce'i khams rnam pa gsum po gdod ma nas rten cing 'brel bar 'byung ba ma yin /	435b	The three aspects of the tongue, taste, and the element of the tongue consciousness are primordially not dependently originated.
['BO_K10_Dx_H0259:435b-9']	rang byung ba'i rang bzhin ma yin zhes shes par bya'o //	rang byung ba'i rang bzhin ma yin zhes shes par bya'o //	435b	They are not the nature of self-arising.
['BO_K10_Dx_H0259:435b-10', 'BO_K10_Dx_H0259:435b-11']	kun dga' bo /🔽yang khyod kyi shes pa de lus dang reg bya 'brel nas lus kyi rnam par shes pa skyes pa zhes bya'o //	kun dga' bo / yang khyod kyi shes pa de lus dang reg bya 'brel nas lus kyi rnam par shes pa skyes pa zhes bya'o //	435b	Ānanda,🔽your consciousness is called the element of the body consciousness that arises in connection with the body and tactile objects.
['BO_K10_Dx_H0259:435b-12']	rnam par shes pa 'di lus las skyes shing lus kyi khams su gyur pa yin nam /	rnam par shes pa 'di lus las skyes shing lus kyi khams su gyur pa yin nam /	435b	Is this consciousness born from the body and become the element of the body?
['BO_K10_Dx_H0259:435b-13']	yang na reg bya las skyes shing reg bya'i khams su gyur pa yin; kun dga' bo /	yang na reg bya las skyes shing reg bya'i khams su gyur pa yin; kun dga' bo /	435b	Or is it born from the element of touch?
['BO_K10_Dx_H0259:435b-14']	gal te lus las skyes pa yin zhe na /	gal te lus las skyes pa yin zhe na /	435b	Ānanda, if it is born from the body,
