segmentnr	original	analyzed	translated
['BO_T02_D2786:152b-0']	@152b * // 'phags pa thugs rje chen po dang ldan pa la phyag 'tshal lo //	@152b * // 'phags pa thugs rje chen po dang ldan pa la phyag 'tshal lo //	Homage to the Noble One endowed with great compassion.
['BO_T02_D2786:152b-1', 'BO_T02_D2786:152b-2']	gsum la skyabs song sems bskyed ldan //🔽'gro la phan 'dod bdag dul ba'i //	gsum la skyabs song sems bskyed ldan // 'gro la phan 'dod bdag dul ba'i //	Having gone for refuge to the Three [Jewels] and generated the thought of awakening,
['BO_T02_D2786:152b-3']	skyes bu dam pa bsam gtan gyi //	skyes bu dam pa bsam gtan gyi //	the excellent being who desires to benefit migrators and who is self-controlled🔽should enter the house of concentration
['BO_T02_D2786:152b-4']	khang bur zhugs la rmi lam bsgom //	khang bur zhugs la rmi lam bsgom //	and cultivate the dream.
['BO_T02_D2786:152b-5']	btsun pa spyan ras gzigs kyi sku //	btsun pa spyan ras gzigs kyi sku //	The form of the Venerable Avalokiteśvara
['BO_T02_D2786:152b-6']	btso ma gser gyi mdog ldan pa//	btso ma gser gyi mdog ldan pa//	has the color of refined gold,
['BO_T02_D2786:153a-0']	@153a * // zhal gcig phyag bzhi g-yas dang po //	@153a * // zhal gcig phyag bzhi g-yas dang po //	one face, four arms, the first right
['BO_T02_D2786:153a-1']	'jigs skyob de bzhin g-yon du ni //	'jigs skyob de bzhin g-yon du ni //	protecting from fear, and likewise in the left
['BO_T02_D2786:153a-2']	padma dmar gnyis pa gnyis //	padma dmar gnyis pa gnyis //	the two lower [hands] hold a red lotus.
['BO_T02_D2786:153a-3', 'BO_T02_D2786:153a-4']	ting 'dzin mchog gi phyag rgya'o //🔽thugs kyi padmo kha zum pa'i //	ting 'dzin mchog gi phyag rgya'o // thugs kyi padmo kha zum pa'i //	This is the supreme samādhi mudrā.🔽In the center of the closed lotus of the heart,
['BO_T02_D2786:153a-5']	dbus su sems dngos hr'i: bsam bya //	dbus su sems dngos hr'i: bsam bya //	one should imagine the essence of mind, hṛ.
['BO_T02_D2786:153a-6']	'di 'dra'i 'phags ba nyid du bdag / skad cig tsam gyis bsgoms nas ni //	'di 'dra'i 'phags ba nyid du bdag / skad cig tsam gyis bsgoms nas ni //	Having meditated on oneself as the Noble One like this for just an instant,
['BO_T02_D2786:153a-7']	dge dang brtse dang dad pa yis //	dge dang brtse dang dad pa yis //	with virtue, love, and faith,
['BO_T02_D2786:153a-8']	rnal 'byor rgyal po gnyid log bya //	rnal 'byor rgyal po gnyid log bya //	the king of yogins should go to sleep.
['BO_T02_D2786:153a-9']	gang tshe gnyid du nye ba na //	gang tshe gnyid du nye ba na //	When one is about to fall asleep,
['BO_T02_D2786:153a-10']	hr'i:yang thig le gnyis la bsdu //	hr'i:yang thig le gnyis la bsdu //	the hṛ should be gathered into the two drops.
['BO_T02_D2786:153a-11']	rim gyis thig le 'og ma yang //	rim gyis thig le 'og ma yang //	Gradually, the lower drop
['BO_T02_D2786:153a-12']	de bzhin thig le gong ma la'o //	de bzhin thig le gong ma la'o //	is also in the same way in the upper drop.
['BO_T02_D2786:153a-13']	de las sna tshogs snang ba kun //	de las sna tshogs snang ba kun //	From that, all the various appearances
['BO_T02_D2786:153a-14']	rang gi lus la bsdus nas /	rang gi lus la bsdus nas /	are gathered into one’s body.
['BO_T02_D2786:153a-15']	de // pad dbus thig le nyag gcig la //	de // pad dbus thig le nyag gcig la //	In the center of the lotus, in the sole drop,🔽like water in water, rest just as you are.🔽The stainless mind, the nature of union,🔽nonentity, free from entity, totally pure,
['BO_T02_D2786:153a-16']	chu la chu bzhin ji bzhen bzhag / sems ni dri med zung 'jug bdag / dngos med dngos bral rnam par dag /'od gsal chen po nyid la nyid //	chu la chu bzhin ji bzhen bzhag / sems ni dri med zung 'jug bdag / dngos med dngos bral rnam par dag /'od gsal chen po nyid la nyid //	great luminosity, itself, is directly perceived,
['BO_T02_D2786:153a-17']	mngon sum mi g-yo brtan par gzung //	mngon sum mi g-yo brtan par gzung //	firmly held, unwavering.
['BO_T02_D2786:153a-18']	tshul 'di rang bzhin mkha' 'dra ste //	tshul 'di rang bzhin mkha' 'dra ste //	This method is naturally like space,
['BO_T02_D2786:153a-19']	rnam pa thig le bde ba che //	rnam pa thig le bde ba che //	the aspect is the drop, great bliss,
['BO_T02_D2786:153a-20']	ngo bo kun tu ma 'gags pa'o //	ngo bo kun tu ma 'gags pa'o //	the essence is totally unimpeded.
['BO_T02_D2786:153a-21']	spyangs sdom can gyi chos gcig bzhed //	spyangs sdom can gyi chos gcig bzhed //	It is asserted to be the single dharma of the one with training and vows.
['BO_T02_D2786:153a-22']	de ltar sgyu 'dra chos kyi rang bzhin med //	de ltar sgyu 'dra chos kyi rang bzhin med //	Thus, the illusory nature of phenomena is without entity,
['BO_T02_D2786:153a-23']	gzhan la ma rig bdag nyid snying dkyil brtan par gnas //	gzhan la ma rig bdag nyid snying dkyil brtan par gnas //	but ignorance itself is firmly located in the center of the heart of others.
['BO_T02_D2786:153a-24']	rgyal ba rnams kyi gshegs shul gcig yin ma nor ba //	rgyal ba rnams kyi gshegs shul gcig yin ma nor ba //	It is the single path traversed by the victors, without error.
['BO_T02_D2786:153a-25']	bsgoms na de rjes rmi lam nyid du'ang de mthong 'gyur //	bsgoms na de rjes rmi lam nyid du'ang de mthong 'gyur //	If meditated on, after that, it is seen even in dreams.
['BO_T02_D2786:153a-26']	gal te sgrib tshogs bud shing tshang tshing gis bsgribs pas //	gal te sgrib tshogs bud shing tshang tshing gis bsgribs pas //	If the mass of obscurations is like a dense forest,🔽
['BO_T02_D2786:153a-27']	yang dag ji bzhin de tshe mngon du ma gyur na'ang //	yang dag ji bzhin de tshe mngon du ma gyur na'ang //	Even if the true nature of things is not directly perceived at that time,🔽because it is obscured by the dense forest of obscurations and afflictions,
['BO_T02_D2786:153a-28']	rnal 'byor rgyal pos re ba chad par mi bya ste //	rnal 'byor rgyal pos re ba chad par mi bya ste //	the king of yogins should not lose hope.
['BO_T02_D2786:153a-29', 'BO_T02_D2786:153a-30']	goms pa cung zad cig tu brtson 'grus g-yel mi bya //🔽mdun gyis mkha' la sangs rgyas byang chub sems dpa' dang // nyan thos rang rgyal lha yi tshogs kyis yongs bskor ba'i //	goms pa cung zad cig tu brtson 'grus g-yel mi bya // mdun gyis mkha' la sangs rgyas byang chub sems dpa' dang // nyan thos rang rgyal lha yi tshogs kyis yongs bskor ba'i //	He should not slacken his efforts even a little bit.🔽In front of him, in the sky, he will see the cloud-like maṇḍala of the Victorious Ones,🔽surrounded by the assemblies of buddhas, bodhisattvas,
['BO_T02_D2786:153a-31']	rgyal ba'i dkyil 'khor sprin gyi phung po ltar mthong 'gyur //	rgyal ba'i dkyil 'khor sprin gyi phung po ltar mthong 'gyur //	śrāvakas, pratyekabuddhas, and devas.
['BO_T02_D2786:153a-32']	de tshe de nas ring po mi thogs 'ong gsal 'thob //	de tshe de nas ring po mi thogs 'ong gsal 'thob //	Then, before long, he will attain the clear light.
['BO_T02_D2786:153a-33']	rnam dag 'khor lo padmo 'dam nas skyes pa bzhin //	rnam dag 'khor lo padmo 'dam nas skyes pa bzhin //	Like a lotus born from the mud,
['BO_T02_D2786:153a-34']	gnyid kyis myos 'gyur ma rig gis bslad blo gros 'di //	gnyid kyis myos 'gyur ma rig gis bslad blo gros 'di //	this mind, which is deluded by ignorance and confused by sleep,
['BO_T02_D2786:153a-35']	rang gis rang dben mkha' la nyi ltar spros bral du //	rang gis rang dben mkha' la nyi ltar spros bral du //	will become free from itself, like the sun in the sky, free from clouds.
['BO_T02_D2786:153a-36']	rtsol ba med nyid rang dbang mngon sum 'char bar byed //	rtsol ba med nyid rang dbang mngon sum 'char bar byed //	Without effort, it will arise in its own natural state, directly perceptible.
['BO_T02_D2786:153a-37']	rmi lam skyes bus rmi lam gyi //	rmi lam skyes bus rmi lam gyi //	A person in a dream
['BO_T02_D2786:153a-38']	grong du dga' dang mya ngan la //	grong du dga' dang mya ngan la //	In the village, with joy and sorrow,
['BO_T02_D2786:153a-39']	bzung ba rlom sems can yin la //	bzung ba rlom sems can yin la //	The one who is caught is the conceiver.
['BO_T02_D2786:153b-0']	de tshe de yes shes @153b par 'gyur //	de tshe de yes shes @153b par 'gyur //	At that time, he will understand.
['BO_T02_D2786:153b-1']	me long gzugs brnyan gsal ba ni //	me long gzugs brnyan gsal ba ni //	The clear reflection in a mirror
['BO_T02_D2786:153b-2']	yod dang med dang gnyi ga dang // gnyis pa ma yin brjod min pa //	yod dang med dang gnyi ga dang // gnyis pa ma yin brjod min pa //	Is neither existent nor nonexistent, nor both, nor not both.
['BO_T02_D2786:153b-3']	de tshe yid ches mthong bar 'gyur //	de tshe yid ches mthong bar 'gyur //	At that time, he will see with confidence.
['BO_T02_D2786:153b-4']	nam mkha'i ngos la dbang po'i gzhu //	nam mkha'i ngos la dbang po'i gzhu //	The bow of Indra in the sky,
['BO_T02_D2786:153b-5']	de bzhen ser sprin 'brug sgra can //	de bzhen ser sprin 'brug sgra can //	Likewise, with yellow clouds and thunder,
['BO_T02_D2786:153b-6']	thog mar skyes dang 'gag mi dmigs //	thog mar skyes dang 'gag mi dmigs //	First, birth and cessation are not observed.
['BO_T02_D2786:153b-7']	'od gsal la gnas skyes bus shes //	'od gsal la gnas skyes bus shes //	The one abiding in luminosity knows.
['BO_T02_D2786:153b-8']	ji ltar smig rgyu'i rgyun 'bab pa //	ji ltar smig rgyu'i rgyun 'bab pa //	Just as a mirage flows,
['BO_T02_D2786:153b-9']	shar sogs nas ni gang zhig nas //	shar sogs nas ni gang zhig nas //	From where is it coming, from the east and so forth?
['BO_T02_D2786:153b-10']	ma 'ong sa gar yang mi 'gro ba //	ma 'ong sa gar yang mi 'gro ba //	In the end, it does not go anywhere.
['BO_T02_D2786:153b-11']	rmi lam mthong ba de yis shes //	rmi lam mthong ba de yis shes //	The one who sees the dream knows.
['BO_T02_D2786:153b-12']	dril bu dang ni pi wang sgra //	dril bu dang ni pi wang sgra //	The sound of a bell and a vīṇā,
['BO_T02_D2786:153b-13']	brag ca la sogs 'du byed ni //	brag ca la sogs 'du byed ni //	The composition of an echo, and so forth,
['BO_T02_D2786:153b-14']	rnam par thar pa gsum gyi sogs //	rnam par thar pa gsum gyi sogs //	The three doors of liberation and so forth,
['BO_T02_D2786:153b-15']	zab mo rnam par dben pa yang //	zab mo rnam par dben pa yang //	The profound and the void,
