segmentnr	original	analyzed	folio	translated
['BO_K12_D0658=D0234=D1064_H0626:147b-0']	@147b rgya gar skad du /	@147b rgya gar skad du /	147b	In Sanskrit:
['BO_K12_D0658=D0234=D1064_H0626:147b-1']	a'a rya ma h'a me gha p'a ta manda la sarba n'a ga hri da yam n'a ma ma h'a y'a na s'u tra /	a'a rya ma h'a me gha p'a ta manda la sarba n'a ga hri da yam n'a ma ma h'a y'a na s'u tra /	147b	Ārya-mahāmegha-vātamaṇḍala-parivarta-sarvanāga-hṛdaya-nāma-mahāyāna-sūtra
['BO_K12_D0658=D0234=D1064_H0626:147b-2']	bod skad du /	bod skad du /	147b	In Tibetan:
['BO_K12_D0658=D0234=D1064_H0626:147b-3']	'phags pa sprin chen po rlung gi dkyil 'khor gyi le'u klu thams cad kyi snying po zhes bya ba theg pa chen po'i mdo //	'phags pa sprin chen po rlung gi dkyil 'khor gyi le'u klu thams cad kyi snying po zhes bya ba theg pa chen po'i mdo //	147b	Ārya-great-cloud-wind-circle-chapter-all-nāga-essence-called-mahāyāna-sūtra
['BO_K12_D0658=D0234=D1064_H0626:147b-4']	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	147b	Homage to all the buddhas and bodhisattvas.
['BO_K12_D0658=D0234=D1064_H0626:147b-5']	'di skad bdag gis thos pa dus gcig na /	'di skad bdag gis thos pa dus gcig na /	147b	Thus have I heard at one time,
['BO_K12_D0658=D0234=D1064_H0626:148a-0']	bcom ldan @148a *//	bcom ldan @148a *//	148a	the Blessed One
['BO_K12_D0658=D0234=D1064_H0626:148a-1', 'BO_K12_D0658=D0234=D1064_H0626:148a-2']	'das rgya mtsho chen po na nor bu rin po che'i rtse mo can gyi khang pa brtsegs pa na klu stong du tshang ba'i klu tshogs chen po /🔽klu thams cad kyang rdzu 'phrul che zhing /	'das rgya mtsho chen po na nor bu rin po che'i rtse mo can gyi khang pa brtsegs pa na klu stong du tshang ba'i klu tshogs chen po / klu thams cad kyang rdzu 'phrul che zhing /	148a	was in the great ocean, in the multi-storied palace with a jewel peak, together with a great assembly of nāgas numbering a thousand,🔽all of whom were nāga kings with great magical powers
['BO_K12_D0658=D0234=D1064_H0626:148a-3']	klu'i rgyal po 'khor chen po dang ldan pa sha stag la 'di lta ste /	klu'i rgyal po 'khor chen po dang ldan pa sha stag la 'di lta ste /	148a	and great retinues.
['BO_K12_D0658=D0234=D1064_H0626:148a-4']	klu'i rgyal po dga' bo dang / klu'i rgyal po nye dga' bo dang / klu'i rgyal po yang dag sprul dang / klu'i rgyal po glog phreng can dang / klu'i rgyal po gzi can dang / klu'i rgyal po gzi can chen po dang / klu'i rgyal po btang bzung dang /	klu'i rgyal po dga' bo dang / klu'i rgyal po nye dga' bo dang / klu'i rgyal po yang dag sprul dang / klu'i rgyal po glog phreng can dang / klu'i rgyal po gzi can dang / klu'i rgyal po gzi can chen po dang / klu'i rgyal po btang bzung dang /	148a	Nanda, Upananda, Sarpilā, Mahāśveta, Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha, Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,🔽Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,🔽Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,🔽Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,🔽Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,🔽Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,🔽Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,
['BO_K12_D0658=D0234=D1064_H0626:148a-5']	klu'i rgyal po dung dang / klu'i rgyal po ae la'i 'dab dang / klu'i rgyal po mtshams bzang dang / klu'i rgyal po stobs kyi rgyu dang / klu'i rgyal po glog 'byung dang / klu'i rgyal po snang ldan gtsug phud can dang / klu'i rgyal po sprin chen rnam par 'phrul dang /	klu'i rgyal po dung dang / klu'i rgyal po ae la'i 'dab dang / klu'i rgyal po mtshams bzang dang / klu'i rgyal po stobs kyi rgyu dang / klu'i rgyal po glog 'byung dang / klu'i rgyal po snang ldan gtsug phud can dang / klu'i rgyal po sprin chen rnam par 'phrul dang /	148a	Aśvatara, Mahāpadma, Padma, Mahāpadma, Takṣaka, Vāsuki, Kulika, Mahākāliya, Elapattra, Sṛgāla, Śaṅkhapāla, Śaṅkha,🔽Aśvat
