segmentnr	original	analyzed	folio	translated
['BO_K12_D0841(1-8)_H0805:297a-0']	@297a rgya gar skad du /	@297a rgya gar skad du /	297a	In Sanskrit:
['BO_K12_D0841(1-8)_H0805:297a-1']	sarba panytsa aa mri ta sa ra siddhi mah'a du ka hri da y'a na pa ra bid tvan aashta /	sarba panytsa aa mri ta sa ra siddhi mah'a du ka hri da y'a na pa ra bid tvan aashta /	297a	Sarva pañca amṛta siddhi mahā duka hṛdaya nāma parivarta aṣṭa.
['BO_K12_D0841(1-8)_H0805:297a-2']	bod skad du /	bod skad du /	297a	In Tibetan:
['BO_K12_D0841(1-8)_H0805:297a-3']	thams cad bdud rtsi lnga'i rang bzhin dngos grub chen po nye ba'i snying po mchog bam po chen po brgyad pa /	thams cad bdud rtsi lnga'i rang bzhin dngos grub chen po nye ba'i snying po mchog bam po chen po brgyad pa /	297a	The supreme essence of the great siddhi of the nature of all five nectars, in eight great volumes.
['BO_K12_D0841(1-8)_H0805:297a-4']	dpal kun tu bzang po la phyag 'tshal lo //	dpal kun tu bzang po la phyag 'tshal lo //	297a	Homage to glorious Samantabhadra!
['BO_K12_D0841(1-8)_H0805:297a-5']	bcom ldan gsang ba mchog gi dkyil 'khor na //	bcom ldan gsang ba mchog gi dkyil 'khor na //	297a	In the mandala of the Bhagavān's supreme secret,
['BO_K12_D0841(1-8)_H0805:297a-6']	shin tu rnal 'byor dbang phyug tshogs //	shin tu rnal 'byor dbang phyug tshogs //	297a	The assembly of lords of the highest yoga,
['BO_K12_D0841(1-8)_H0805:297a-7']	rgyal ba rgya mtsho 'khor dang bcas //	rgyal ba rgya mtsho 'khor dang bcas //	297a	The ocean of victors together with their retinues,
['BO_K12_D0841(1-8)_H0805:297a-8']	skal ldan rnams dang thabs cig bzhugs //	skal ldan rnams dang thabs cig bzhugs //	297a	Reside together with the fortunate ones.
['BO_K12_D0841(1-8)_H0805:297a-9']	gnas mchog yum gyi dkyil 'khor na //	gnas mchog yum gyi dkyil 'khor na //	297a	In the mandala of the supreme abode, the mother,
['BO_K12_D0841(1-8)_H0805:297a-10']	gnyis med lhun gyis gnas pa'i tshe //	gnyis med lhun gyis gnas pa'i tshe //	297a	When abiding spontaneously without duality,🔽At that time, within the great saṅgha of śrāvakas,🔽The sūtras of the Mahāyāna pratyekabuddhas,🔽The saṅgha of bodhisattvas,
['BO_K12_D0841(1-8)_H0805:297a-11']	de tshe nyan thos dge 'dun dang // rang rgyal theg chen mdo sde dang // byang chub sems dpa'i dge 'dun dang // nyan thos dge 'dun chen po dang // dgra bcom ming yang med nang du //	de tshe nyan thos dge 'dun dang // rang rgyal theg chen mdo sde dang // byang chub sems dpa'i dge 'dun dang // nyan thos dge 'dun chen po dang // dgra bcom ming yang med nang du //	297a	And the great saṅgha of śrāvakas,🔽Even the names of arhats do not exist.
['BO_K12_D0841(1-8)_H0805:297b-0']	kun @297b bzang thugs kyi dkyil 'khor nas //	kun @297b bzang thugs kyi dkyil 'khor nas //	297b	From the maṇḍala of the mind of Samantabhadra,
['BO_K12_D0841(1-8)_H0805:297b-1']	dgongs te 'di skad bstan pa'i lung //	dgongs te 'di skad bstan pa'i lung //	297b	the transcendent state is the transmission of this statement.🔽At one time, when it was explained and unraveled,
['BO_K12_D0841(1-8)_H0805:297b-2']	bshad cing 'grol ba'i dus gcig dang // 'di skad bstan pa'i dus gcig na //	bshad cing 'grol ba'i dus gcig dang // 'di skad bstan pa'i dus gcig na //	297b	at one time, when this was taught,
['BO_K12_D0841(1-8)_H0805:297b-3']	srid gsum ye nas bdud rtsi lnga //	srid gsum ye nas bdud rtsi lnga //	297b	the three existences are the five original nectars.
['BO_K12_D0841(1-8)_H0805:297b-4']	ma bcos ye nas rdzogs sangs rgyas //	ma bcos ye nas rdzogs sangs rgyas //	297b	Unfabricated, perfect buddhahood from the beginning.
['BO_K12_D0841(1-8)_H0805:297b-5']	kun tu bzang po'i thugs dkyil nas //	kun tu bzang po'i thugs dkyil nas //	297b	From the heart maṇḍala of Samantabhadra,
['BO_K12_D0841(1-8)_H0805:297b-6']	dus gsum srid gsum sku gsung thugs //	dus gsum srid gsum sku gsung thugs //	297b	the body, speech, and mind of the three times and three existences
['BO_K12_D0841(1-8)_H0805:297b-7']	ye nas bdud rtsi yin pa'i phyir //	ye nas bdud rtsi yin pa'i phyir //	297b	are the five original nectars.
['BO_K12_D0841(1-8)_H0805:297b-8']	nges pa'i klong nas bka' stsal pa //	nges pa'i klong nas bka' stsal pa //	297b	Therefore, the definitive space was spoken:
['BO_K12_D0841(1-8)_H0805:297b-9']	zab mo'i klong nas phyung ste bstan //	zab mo'i klong nas phyung ste bstan //	297b	“Extracted from the profound space, it is taught.”🔽Then, all the sugatas
