segmentnr	original	analyzed	folio	translated
['BO_T02_D1193:38a-39']	rgyu dang 'bras bu'i tshul du 'byung bas na /	rgyu dang 'bras bu'i tshul du 'byung bas na /	38a	Since they occur in the manner of cause and effect,
['BO_T02_D1193:38a-40', 'BO_T02_D1193:38a-41']	rdo rje rigs dang gti mug gi rigs sbyar ba dang / 'byung ba dag kyang phan tshun bsnor te 'byung ba yin no //🔽'khor lo'i dbus na gsang ba gsum //	rdo rje rigs dang gti mug gi rigs sbyar ba dang / 'byung ba dag kyang phan tshun bsnor te 'byung ba yin no // 'khor lo'i dbus na gsang ba gsum //	38a	the Vajra family and the family of delusion are combined, and the elements are also mutually exchanged.
['BO_T02_D1193:38a-42']	zhes pa la /	zhes pa la /	38a	In the center of the wheel, the three secrets.
['BO_T02_D1193:38b-0']	lus kyi 'khor lo'i dbus na gnas pa'i @38b don ;	lus kyi 'khor lo'i dbus na gnas pa'i @38b don ;	38b	In the center of the body wheel, the meaning
['BO_T02_D1193:38b-1', 'BO_T02_D1193:38b-2']	/ sa spyod lus kyi phyag rgya ste //🔽zhes pa la /	/ sa spyod lus kyi phyag rgya ste // zhes pa la /	38b	is the earth-dwelling body consort.
['BO_T02_D1193:38b-3']	sa la spyod pa sku phyag rgya chen po ste /	sa la spyod pa sku phyag rgya chen po ste /	38b	The earth-dwelling body consort is the great seal of the body.
['BO_T02_D1193:38b-4', 'BO_T02_D1193:38b-5']	rdo rje'i lus can 'og tu gzigs /🔽zhes bya ba ste /	rdo rje'i lus can 'og tu gzigs / zhes bya ba ste /	38b	The vajra body looks downward.
['BO_T02_D1193:38b-6']	yab dang sbyar ro //	yab dang sbyar ro //	38b	This is applied to the father.
['BO_T02_D1193:38b-7']	mkha' spyod 'dod chags phyag rgya ste //	mkha' spyod 'dod chags phyag rgya ste //	38b	The space-dwelling passion consort is
['BO_T02_D1193:38b-8']	zhes bya ba ni yum dang sbyar te /	zhes bya ba ni yum dang sbyar te /	38b	applied to the mother.
['BO_T02_D1193:38b-9']	rdo rje mo dag steng du gzigs //	rdo rje mo dag steng du gzigs //	38b	The vajra lady looks upward.
['BO_T02_D1193:38b-10', 'BO_T02_D1193:38b-11']	zhes bya'o // sems ni bdag med tshul can yin //🔽zhes pa la /	zhes bya'o // sems ni bdag med tshul can yin //🔽zhes pa la /	38b	The mind is the mode of selflessness.
['BO_T02_D1193:38b-12']	byang chub kyi sems de ni bdag med pa gnyis kyis stong zhing gzung 'dzin gyi dri ma rnam par dag pa mtha' thams cad dang bral ba la bya ste /	byang chub kyi sems de ni bdag med pa gnyis kyis stong zhing gzung 'dzin gyi dri ma rnam par dag pa mtha' thams cad dang bral ba la bya ste /	38b	That thought of enlightenment is to be taken as empty of the two kinds of non-self, pure of the stains of subject and object, and free from all extremes.
['BO_T02_D1193:38b-13']	dbus na gnas zhes pa'i don to //	dbus na gnas zhes pa'i don to //	38b	The meaning of “abiding in the middle” is that.
['BO_T02_D1193:38b-14', 'BO_T02_D1193:38b-15']	rigs drug tu ni rnam phye ba //🔽zhes pa la /	rigs drug tu ni rnam phye ba // zhes pa la /	38b	It is divided into six clans.
['BO_T02_D1193:38b-16']	rigs drug ni aaksho bhya dang / snang mdzad dang / rin chen 'byung ldan dang / snang ba mtha' yas dang / don yod grub pa dang / rdo rje sems dpa' ste drug go //	rigs drug ni aaksho bhya dang / snang mdzad dang / rin chen 'byung ldan dang / snang ba mtha' yas dang / don yod grub pa dang / rdo rje sems dpa' ste drug go //	38b	The six clans are Akṣobhya, Vairocana, Ratnasaṃbhava, Amitābha, Amoghasiddhi, and Vajrasattva.
['BO_T02_D1193:38b-17']	lhag ma ni brda phrad sla'o //	lhag ma ni brda phrad sla'o //	38b	The rest is easy to understand.
['BO_T02_D1193:38b-18']	le'u bzhi pa'i bshad pa'o /	le'u bzhi pa'i bshad pa'o /	38b	This concludes the explanation of the fourth chapter.
['BO_T02_D1193:38b-19']	// / da ni le'u lnga pa 'chad do /	// / da ni le'u lnga pa 'chad do /	38b	Now, the fifth chapter is explained.
['BO_T02_D1193:38b-20']	rgyud 'di spyir man ngag 'ba' zhig ston pas /	rgyud 'di spyir man ngag 'ba' zhig ston pas /	38b	Since this tantra generally teaches only the esoteric instructions,
['BO_T02_D1193:38b-21']	nyan thos la sogs pa'i yul ma yin pas dgongs pa dang / brdas bstan pa dang / bla ma'i kha las shes par bya dgos pas tha snyad zhib tu ma bshad pa yin no //	nyan thos la sogs pa'i yul ma yin pas dgongs pa dang / brdas bstan pa dang / bla ma'i kha las shes par bya dgos pas tha snyad zhib tu ma bshad pa yin no //	38b	it is not the domain of the śrāvakas and so forth. Therefore, it must be understood from the teacher’s mouth, through the teachings of the intention and the symbols.
['BO_T02_D1193:38b-22']	bdag med pa la tsum ba byed //	bdag med pa la tsum ba byed //	38b	One should kiss the one without self.
['BO_T02_D1193:38b-23']	gtso bo thod pa reg byed cing //	gtso bo thod pa reg byed cing //	38b	The principal one touches the skull.
['BO_T02_D1193:38b-24']	zhes pa la dgyes pa'i rdo rje nyid yum dang gnyis su med pa la bya ste /	zhes pa la dgyes pa'i rdo rje nyid yum dang gnyis su med pa la bya ste /	38b	Here, Hevajra himself is nondual with the mother.
