segmentnr	original	analyzed	folio	translated
['BO_T02_D2169:313b-0']	@313b # // rgya gar skad du /	@313b # // rgya gar skad du /	313b	In Sanskrit:
['BO_T02_D2169:313b-1']	ma h'a yaksha se n'a pa ti n'i l'am ba ra dha ra badzra p'a ni s'a dha nam /	ma h'a yaksha se n'a pa ti n'i l'am ba ra dha ra badzra p'a ni s'a dha nam /	313b	Mahāyakṣasenāpatinīlāmbaradhara vajrapāṇisādhana
['BO_T02_D2169:313b-2']	bod skad du /	bod skad du /	313b	In Tibetan:
['BO_T02_D2169:313b-3']	gnod sbyin gyi sde dpon chen po lag na rdo rje gos sngon po can gyi sgrub thabs /	gnod sbyin gyi sde dpon chen po lag na rdo rje gos sngon po can gyi sgrub thabs /	313b	The Means of Attaining the Great Yakṣa General, Vajrapāṇi, Wearing Blue Garments
['BO_T02_D2169:313b-4']	bcom ldan 'das mthu stobs kyi bdag po dpal phyag na rdo rje la phyag 'tshal lo //	bcom ldan 'das mthu stobs kyi bdag po dpal phyag na rdo rje la phyag 'tshal lo //	313b	Homage to the Blessed One, the glorious Vajrapāṇi, the Lord of Power.
['BO_T02_D2169:313b-5']	nyon mongs gdung ba sel mdzad pa'i //	nyon mongs gdung ba sel mdzad pa'i //	313b	The one who dispels the torment of afflictions,
['BO_T02_D2169:313b-6']	zla ba lta bu'i mthu mnga' ba'i //	zla ba lta bu'i mthu mnga' ba'i //	313b	Possessing power like the moon,
['BO_T02_D2169:313b-7']	thams cad sel zhing snang bar byed //	thams cad sel zhing snang bar byed //	313b	Removing everything and illuminating,
['BO_T02_D2169:313b-8']	mthu stobs can la phyag 'tshal lo //	mthu stobs can la phyag 'tshal lo //	313b	Homage to the powerful one.
['BO_T02_D2169:313b-9']	las mtha'i rtsod pa'i dus su ni //	las mtha'i rtsod pa'i dus su ni //	313b	In the age of dispute at the end of karma,
['BO_T02_D2169:313b-10']	las ngan rtsod pa zhes byed pa //	las ngan rtsod pa zhes byed pa //	313b	The one called the dispute of bad karma,
['BO_T02_D2169:313b-11']	nyi ma lta bu'i 'od zer ni //	nyi ma lta bu'i 'od zer ni //	313b	The sun-like one with rays of light,
['BO_T02_D2169:313b-12']	bdag gis phan phyir bshad par bya //	bdag gis phan phyir bshad par bya //	313b	I will explain for the sake of benefit.
['BO_T02_D2169:313b-13']	las kyi dbang gis mi mthun pa'i //	las kyi dbang gis mi mthun pa'i //	313b	Due to the power of karma,
['BO_T02_D2169:313b-14']	nad la sogs pa sna tshogs 'byung //	nad la sogs pa sna tshogs 'byung //	313b	Various illnesses and so forth arise.🔽The supreme power that conquers them,
['BO_T02_D2169:314a-0']	de nyid 'joms byed mthu yi mchog / gsang sngags 'khor lo @314a * //	de nyid 'joms byed mthu yi mchog / gsang sngags 'khor lo @314a * //	314a	The wheel of secret mantra
['BO_T02_D2169:314a-1']	bshad par bya //	bshad par bya //	314a	will be explained.
['BO_T02_D2169:314a-2']	dang por snod rnams bstan pa'i phyir //	dang por snod rnams bstan pa'i phyir //	314a	First, in order to show the vessels,
['BO_T02_D2169:314a-3']	slob dpon sgrub po gnyis su dbye //	slob dpon sgrub po gnyis su dbye //	314a	the master and the adept are divided into two.🔽Endowed with wisdom and compassion,🔽abiding in the commitments and vows,🔽knowing the stages of dividing the vessels,🔽striving with the intention to benefit migrating beings,
['BO_T02_D2169:314a-4']	shes rab snying rje ldan pa dang // dam tshig sngom pa gnas pa dang // snod rnams dbye ba'i rim shes dang // 'gro don phan sems brtson pa dang // dbang rnams rdzogs shing man ngag thob //	shes rab snying rje ldan pa dang // dam tshig sngom pa gnas pa dang // snod rnams dbye ba'i rim shes dang // 'gro don phan sems brtson pa dang // dbang rnams rdzogs shing man ngag thob //	314a	having completed the initiations and obtained the esoteric instructions,🔽knowing the other topics of the tantra,
['BO_T02_D2169:314a-5']	rgyud don gzhan rnams shes pa dang // pha rol phyin pa'i don la mkhas //	rgyud don gzhan rnams shes pa dang // pha rol phyin pa'i don la mkhas //	314a	and skilled in the meaning of the perfections,
['BO_T02_D2169:314a-6']	bden pa rnam gnyis gtan la 'bebs //	bden pa rnam gnyis gtan la 'bebs //	314a	determining the two realities,
['BO_T02_D2169:314a-7']	nyon mongs chung zhing sems rnams thul //	nyon mongs chung zhing sems rnams thul //	314a	with little affliction and subdued mind,
['BO_T02_D2169:314a-8']	lus ngag yid gsum spyod lam mkhas //	lus ngag yid gsum spyod lam mkhas //	314a	skilled in the conduct of body, speech, and mind,
['BO_T02_D2169:314a-9']	dus dang gnas skabs dbye ba shes //	dus dang gnas skabs dbye ba shes //	314a	knowing the divisions of time and occasion,🔽the stages of what to do and not do,
['BO_T02_D2169:314a-10', 'BO_T02_D2169:314a-11']	bya dang mi bya'i rim pa dang // gnang dang dgag pa'i rim brtson rnams //🔽shes pa de ni slob dpon nyid //	bya dang mi bya'i rim pa dang // gnang dang dgag pa'i rim brtson rnams // shes pa de ni slob dpon nyid //	314a	and the stages of what is permitted and prohibited,🔽that knowledge is the master.
['BO_T02_D2169:314a-12']	dang ldan bla ma la ni gus //	dang ldan bla ma la ni gus //	314a	Having that, one is devoted to the guru,
['BO_T02_D2169:314a-13']	g-yo sgyu med pa'i bsam pa yis //	g-yo sgyu med pa'i bsam pa yis //	314a	with an attitude free of deceit and guile.
['BO_T02_D2169:314a-14']	rdzas dang lus srog 'bul byed dang // yang nas yang du gsol 'debs pa //	rdzas dang lus srog 'bul byed dang // yang nas yang du gsol 'debs pa //	314a	Offering substances, body, and life, and supplicating again and again,
['BO_T02_D2169:314a-15']	spyod lam la sogs mdzes pa yis ;	spyod lam la sogs mdzes pa yis ;	314a	With beautiful conduct and so forth,
['BO_T02_D2169:314a-16']	/ dus rim du ni 'khor byed pa //	/ dus rim du ni 'khor byed pa //	314a	Circumambulating in stages,
['BO_T02_D2169:314a-17']	mandal me tog bcas pa yin //	mandal me tog bcas pa yin //	314a	With maṇḍalas and flowers,
['BO_T02_D2169:314a-18']	gus pas zhabs la phyag byed pa //	gus pas zhabs la phyag byed pa //	314a	Respectfully prostrating at the feet,
