segmentnr	original	analyzed	translated
['BO_T02_D1403:204a-16']	yon tan skyon blta ba ste /	yon tan skyon blta ba ste /	The examination of good qualities and faults.
['BO_T02_D1403:204a-17']	slob ma yongs su brtag pa'o //	slob ma yongs su brtag pa'o //	The examination of the disciple.
['BO_T02_D1403:204a-18']	sdom pa dang dam tshig dag ston pa gang yin pa de yang le'u yang de yin pas de bzhin no //	sdom pa dang dam tshig dag ston pa gang yin pa de yang le'u yang de yin pas de bzhin no //	The one who teaches the vows and the pledges is also the chapter, thus it is so.
['BO_T02_D1403:204a-19']	nyi shu rtsa drug pa'o zhes bya ba ni//	nyi shu rtsa drug pa'o zhes bya ba ni//	The twenty-sixth.
['BO_T02_D1403:204a-20']	dpal 'khor lo sdom pa'i le'u nyi shu rtsa drug pa'i dka' 'grel lo /	dpal 'khor lo sdom pa'i le'u nyi shu rtsa drug pa'i dka' 'grel lo /	The commentary on the twenty-sixth chapter of the Shri-Chakrasamvara.🔽Then, after the actual protection of the pledges and so on, the sign of power, and the conduct of the yoginis, the conduct of the yoginis should be understood as the conduct of the yoginis.🔽The conduct is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.
['BO_T02_D1403:204a-21']	// / de nas zhes pa ni dam tshig dngos su bskyang ba la sogs pa dngos grub kyi mtshan ma dang rnal 'byor ma'i mtshan nyid sngags kyi nus pa'i rjes su spyod pa'i brtul zhugs yin zhes shes par bya'o //	// / de nas zhes pa ni dam tshig dngos su bskyang ba la sogs pa dngos grub kyi mtshan ma dang rnal 'byor ma'i mtshan nyid sngags kyi nus pa'i rjes su spyod pa'i brtul zhugs yin zhes shes par bya'o //	The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.
['BO_T02_D1403:204a-22', 'BO_T02_D1403:204a-23']	spyod pa ni rnal 'byor ma'i spyod pa ste /🔽de'i brtul zhugs la gcig tu rab tu 'jug pa'o //	spyod pa ni rnal 'byor ma'i spyod pa ste / de'i brtul zhugs la gcig tu rab tu 'jug pa'o //	The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yoginis is the conduct of the yoginis.
['BO_T02_D1403:204a-24']	de yang ci byas nas sam gang gis spyad par bya zhes pa la de yang dpa' zhes bya ba la sogs te /	de yang ci byas nas sam gang gis spyad par bya zhes pa la de yang dpa' zhes bya ba la sogs te /	The conduct of the yoginis is the conduct of the yoginis.
['BO_T02_D1403:204a-25']	ni ni nye bar gzung ba'o //	ni ni nye bar gzung ba'o //	The conduct of the yoginis is the conduct of the yoginis.🔽The conduct of the yogin
['BO_T02_D1403:204a-26']	rnal 'byor ma rnams kyi mtshan nyid bye brag tu shes pa nyid rnal 'byor ma thams cad kyi sgrub pa po dpa' bo yin no //	rnal 'byor ma rnams kyi mtshan nyid bye brag tu shes pa nyid rnal 'byor ma thams cad kyi sgrub pa po dpa' bo yin no //	The hero, the adept of all yoginis, is one who knows the characteristics of the yoginis in particular.
['BO_T02_D1403:204a-27']	ci'i phyir gang zhes pa la //	ci'i phyir gang zhes pa la //	Why?
['BO_T02_D1403:204a-28']	myur du dngos grub 'jug par 'gyur //	myur du dngos grub 'jug par 'gyur //	He quickly enters into power.
['BO_T02_D1403:204a-29', 'BO_T02_D1403:204a-30']	grong dang grong du de rab song //🔽zhes bya ba gsungs te /	grong dang grong du de rab song // zhes bya ba gsungs te /	He goes to every town and village.
['BO_T02_D1403:204b-0']	skye 'gro rnams tshogs pa la rnal 'byor @204b pa de tshogs kyi nang du 'gro ba ste song ba'o //	skye 'gro rnams tshogs pa la rnal 'byor @204b pa de tshogs kyi nang du 'gro ba ste song ba'o //	The yogin goes to the assembly of people, that is, he goes to the assembly.
['BO_T02_D1403:204b-1']	de na pho nya rab gnas so //	de na pho nya rab gnas so //	There, the messenger is well-established.
['BO_T02_D1403:204b-2']	zhes blta bar bya ste /	zhes blta bar bya ste /	This should be seen.
['BO_T02_D1403:204b-3']	mngon du 'gyur zhes dgongs so //	mngon du 'gyur zhes dgongs so //	It is intended that [he] manifests.
['BO_T02_D1403:204b-4']	de ci ltar shes par bya zhes pa la gzugs nyid kyis mtshon pa yin zhes gsungs te /	de ci ltar shes par bya zhes pa la gzugs nyid kyis mtshon pa yin zhes gsungs te /	How is that to be known? It is said that it is indicated by form itself.
['BO_T02_D1403:204b-5']	gzugs nyid kyis mtshon pa ni rtogs pa'i rgyu'o //	gzugs nyid kyis mtshon pa ni rtogs pa'i rgyu'o //	Indication by form itself is the cause of realization.
['BO_T02_D1403:204b-6']	de yang sngar bstan pa'o //	de yang sngar bstan pa'o //	And that has been taught before.
['BO_T02_D1403:204b-7']	pho nya dag dang ral gri'i so'i brtul zhugs 'di gnyis ni dag byed do //	pho nya dag dang ral gri'i so'i brtul zhugs 'di gnyis ni dag byed do //	These two, the messenger and the vow of the sword's edge, are the purifiers.
['BO_T02_D1403:204b-8']	de'i phyir bsod nams 'phel byed do //	de'i phyir bsod nams 'phel byed do //	Therefore, it increases merit.
['BO_T02_D1403:204b-9']	gang gis 'dod pas ral gri'i so'i brtul zhugs de nyid dag par byed do //	gang gis 'dod pas ral gri'i so'i brtul zhugs de nyid dag par byed do //	By whom, through the practice of the sword-edge, that very desire is purified.
['BO_T02_D1403:204b-10']	de'i bsam pa khas blangs nas brjod pa'o //	de'i bsam pa khas blangs nas brjod pa'o //	Having accepted that intention, it is expressed.
['BO_T02_D1403:204b-11']	de la dag byed ces pa ni gnyis kyi bar du so phyung ma thag gi ral gri bzhag nas 'dod pa la yid spro ba'i 'dod ma'i lam du nyal ba ni ral gri'i brtul zhugs so //	de la dag byed ces pa ni gnyis kyi bar du so phyung ma thag gi ral gri bzhag nas 'dod pa la yid spro ba'i 'dod ma'i lam du nyal ba ni ral gri'i brtul zhugs so //	There, the purifier is as follows: Having placed a sword between the two, immediately after the blade has been drawn, lying on the path of the woman who delights in desire is the practice of the sword.
['BO_T02_D1403:204b-12']	yang na pho nya dang ral gri'i so bzhin 'dra ba ste /	yang na pho nya dang ral gri'i so bzhin 'dra ba ste /	Or, the messengers are like the edge of a sword,
['BO_T02_D1403:204b-13']	goms par dka' ba nyid kyi phyir ro //	goms par dka' ba nyid kyi phyir ro //	because they are difficult to get used to.
['BO_T02_D1403:204b-14']	'on kyang pho nya rnams mthong ba ni shin tu yang dag par byed do //	'on kyang pho nya rnams mthong ba ni shin tu yang dag par byed do //	However, seeing the messengers is very purifying.
['BO_T02_D1403:204b-15']	bsod nams 'phel bas ral gri'i so yang yin te /	bsod nams 'phel bas ral gri'i so yang yin te /	By the increase of merit, there is also the edge of the sword,
['BO_T02_D1403:204b-16']	don sgrub par byed pa yin no //	don sgrub par byed pa yin no //	which accomplishes the purpose.
['BO_T02_D1403:204b-17']	dang po ni bsdu ba'o //	dang po ni bsdu ba'o //	The first is the collection.
['BO_T02_D1403:204b-18']	de'i phyir legs par 'dres bas dngos grub thob ces pa ni pho nya mthong ba la sogs pas legs par 'dres na sgrub pa po dngos grub thob pa'o //	de'i phyir legs par 'dres bas dngos grub thob ces pa ni pho nya mthong ba la sogs pas legs par 'dres na sgrub pa po dngos grub thob pa'o //	Therefore, attained through proper mixing means that the adept attains power through proper mixing with seeing the messengers and so forth.
['BO_T02_D1403:204b-19']	gang zhes pa la pho nya zhes bya ba la sogs pa gsungs te /	gang zhes pa la pho nya zhes bya ba la sogs pa gsungs te /	The one is the messenger, etc.
['BO_T02_D1403:204b-20']	de lta bur gyur pa'i rnal 'byor ma mthong ba la sogs bas pho nya yang grub pa ni phyi rol gyi bzlas pa dang bsgom pa dang mchod pa med par yang gang yin ba mngon du 'gyur ba'o //	de lta bur gyur pa'i rnal 'byor ma mthong ba la sogs bas pho nya yang grub pa ni phyi rol gyi bzlas pa dang bsgom pa dang mchod pa med par yang gang yin ba mngon du 'gyur ba'o //	The messenger is accomplished by seeing such a yoginī, etc., and is manifested without external repetition, meditation, and worship.
['BO_T02_D1403:204b-21']	myur ba nyid ni bskal pa bye ba grangs med pa la sogs pa dgag pa'o //	myur ba nyid ni bskal pa bye ba grangs med pa la sogs pa dgag pa'o //	Quickly excludes eons, countless eons, etc.
['BO_T02_D1403:204b-22']	yang na sngags kyi bzlas pa dang dkyil 'khor bsgom pa dang mchod pa rnam pa lngas lha la mchod ba med par yang pho nyas 'grub pa zhes pa ni de lta bur gyur ba'i rnal 'byor ma de ni shin tu yang phul du byung zhes brjod pa'o //	yang na sngags kyi bzlas pa dang dkyil 'khor bsgom pa dang mchod pa rnam pa lngas lha la mchod ba med par yang pho nyas 'grub pa zhes pa ni de lta bur gyur ba'i rnal 'byor ma de ni shin tu yang phul du byung zhes brjod pa'o //	Or, the messenger is accomplished without the worship of the deity by means of mantra repetition, mandala meditation, and the five types of worship. Such a yoginī is said to be extremely excellent.
['BO_T02_D1403:204b-23']	pho nya ni pho nya mo zhes bya ba la sogs pa gsungs so //	pho nya ni pho nya mo zhes bya ba la sogs pa gsungs so //	 The messenger is the female messenger, etc.
['BO_T02_D1403:204b-24']	sngags kyang yin la phyag pa la sogs pa med par yang mi byed par de nyid kyis sgrub pa po sgrub pa zhes bya'o //	sngags kyang yin la phyag pa la sogs pa med par yang mi byed par de nyid kyis sgrub pa po sgrub pa zhes bya'o //	He is a mantra practitioner, and he is not without the mudras, and so he is called a “practitioner by means of that.”
['BO_T02_D1403:204b-25']	pho nya dang legs bar 'dres pa bdag nyid kyi tshe brjod do zhes kha cig zer ro //	pho nya dang legs bar 'dres pa bdag nyid kyi tshe brjod do zhes kha cig zer ro //	Some say that the self-life force is expressed by the messenger and the one who is well-mixed.
['BO_T02_D1403:204b-26']	pho nya mthong ba nyid mchod pa la sogs ba rab tu 'jug ba yin no zhes bstan pa'i phyir mchod pa zhes bya ba la sogs pa gsungs so //	pho nya mthong ba nyid mchod pa la sogs ba rab tu 'jug ba yin no zhes bstan pa'i phyir mchod pa zhes bya ba la sogs pa gsungs so //	In order to teach that the one who engages in worship, etc. is just the one who sees the messenger, he says “worship,” etc.
['BO_T02_D1403:204b-27']	sngags kyang yin la phyag rgya yang yin pas sngags dang phyag rgya'o //	sngags kyang yin la phyag rgya yang yin pas sngags dang phyag rgya'o //	Since he is a mantra and he is a mudra, he is a mantra-mudra.
['BO_T02_D1403:204b-28']	'di la zhes ba ni pho nya mthong ba la sogs pa'o //	'di la zhes ba ni pho nya mthong ba la sogs pa'o //	“Here” refers to seeing the messenger, etc.
['BO_T02_D1403:205a-0', 'BO_T02_D1403:205a-1']	de ltar bstan bcos zhes pa ni dpal 'khor lo sdom pa'i brjod pa'i rnal 'byor @205a * //🔽ma'i rgyud las so //	de ltar bstan bcos zhes pa ni dpal 'khor lo sdom pa'i brjod pa'i rnal 'byor @205a * // ma'i rgyud las so //	“Thus in the treatise” refers to the Yoginītantra that expresses the Shri Kalachakra.
['BO_T02_D1403:205a-2']	de nyid kyi phyir pho nya lam la dga' ba'i rnal 'byor pa gdams ngag la nye bar gnas pa'i sgrub pa po yin no //	de nyid kyi phyir pho nya lam la dga' ba'i rnal 'byor pa gdams ngag la nye bar gnas pa'i sgrub pa po yin no //	For that very reason, the practitioner is the one who delights in the path of the messenger, and he is the one who abides in the oral instructions.
['BO_T02_D1403:205a-3']	rtag tu ni thams cad du'o //	rtag tu ni thams cad du'o //	“Always” means in all cases.
['BO_T02_D1403:205a-4']	dngos grub ched du byed pa ni de la gzhol ba'o //	dngos grub ched du byed pa ni de la gzhol ba'o //	The one who is intent on power is the one who is devoted to that.
['BO_T02_D1403:205a-5']	pho nya'i lam la dga' ba'i sgrub pa po dngos grub ched du byed ces ba'i gzhung gzhan no ;	pho nya'i lam la dga' ba'i sgrub pa po dngos grub ched du byed ces ba'i gzhung gzhan no ;	The adept who delights in the path of the messenger is the one who is intent on power, according to another text.
