segmentnr	original	analyzed	translated
['BO_T02_D3325:20b-0']	@20b # // h'um gi sa bon las skyes nas //	@20b # // h'um gi sa bon las skyes nas //	Born from the seed syllable hūṃ,
['BO_T02_D3325:20b-1']	rnam par dag par bya ba'i bar du'o //	rnam par dag par bya ba'i bar du'o //	and purified.
['BO_T02_D3325:20b-2', 'BO_T02_D3325:20b-3']	de nas nyi ma la gnas pa'i yi ge h'um yongs su gyur pa'i gshin rje mthar byed khro ba dang bcas pa skra gyen du 'greng pa /🔽zhal drug pa /	de nas nyi ma la gnas pa'i yi ge h'um yongs su gyur pa'i gshin rje mthar byed khro ba dang bcas pa skra gyen du 'greng pa / zhal drug pa /	Then, the syllable hūṃ located on the sun completely transforms into Yamāntaka, wrathful, with hair bristling upward,🔽with six faces,
['BO_T02_D3325:20b-4']	phyag drug pa /	phyag drug pa /	six arms,
['BO_T02_D3325:20b-5']	zhabs drug pa ma he la zhon pa /	zhabs drug pa ma he la zhon pa /	six legs, mounted on a water buffalo,
['BO_T02_D3325:20b-6']	g-yon brkyang ba'i zhabs kyis gnas pa /	g-yon brkyang ba'i zhabs kyis gnas pa /	standing with the left leg straight,
['BO_T02_D3325:20b-7']	mi'i mgo bo'i phreng bas rnam par brgyan pa /	mi'i mgo bo'i phreng bas rnam par brgyan pa /	adorned with a garland of human heads,
['BO_T02_D3325:20b-8']	shin tu 'jigs par byed pa'i rnam pa can /	shin tu 'jigs par byed pa'i rnam pa can /	with a form that is extremely terrifying,
['BO_T02_D3325:20b-9', 'BO_T02_D3325:20b-10']	stag gi pags pa'i sham thabs can /🔽g-yas pa na ral gri dang / tho ba dang / rdo rje'o //	stag gi pags pa'i sham thabs can / g-yas pa na ral gri dang / tho ba dang / rdo rje'o //	with a tiger-skin skirt,🔽with a sword, a hammer, and a vajra in the right hands,
['BO_T02_D3325:20b-11']	g-yon pa na dril bu dang / rdo rje zhags pa dang / gtun shing bsnams pa /	g-yon pa na dril bu dang / rdo rje zhags pa dang / gtun shing bsnams pa /	and with a bell, a vajra lasso, and a pestle in the left hands,
['BO_T02_D3325:20b-12']	dbu rgyan mi bskyod pa'i rnam par bsgom par bya'o //	dbu rgyan mi bskyod pa'i rnam par bsgom par bya'o //	and with Akṣobhya as the crest ornament.
['BO_T02_D3325:20b-13']	de nas dam tshig gi phyag rgya bcing bar bya'o //	de nas dam tshig gi phyag rgya bcing bar bya'o //	Then, one should bind the pledge seal.
['BO_T02_D3325:20b-14']	thal mo sbyar ba bcings te /	thal mo sbyar ba bcings te /	Having formed the añjali gesture,
['BO_T02_D3325:20b-15']	mtheb chen gnyis kha phye ste sdigs mdzub gnyis kyang kha phye zhing gung mo gnyis tshigs gsum pa bcag par bya'o //	mtheb chen gnyis kha phye ste sdigs mdzub gnyis kyang kha phye zhing gung mo gnyis tshigs gsum pa bcag par bya'o //	The two thumbs are opened, and the two index fingers are also opened, and the two middle fingers are bent at the third joint.
['BO_T02_D3325:20b-16']	aom hr'i:shtr'i:bi kri t'a na na h'um h'um phat phat sv'a h'a /	aom hr'i:shtr'i:bi kri t'a na na h'um h'um phat phat sv'a h'a /	Om hrih shtambi vikritana na hum hum phat phat svaha.
['BO_T02_D3325:20b-17']	zhes bya ba'i bzlas ba bya'o //	zhes bya ba'i bzlas ba bya'o //	This is the recitation.
['BO_T02_D3325:20b-18']	gshin rje nag po'i sgrub pa'i thabs rdzogs so //	gshin rje nag po'i sgrub pa'i thabs rdzogs so //	The sadhana of black Yamantaka is complete.
['BO_T02_D3325:20b-19']	khams pa lo ts'a ba ba ri dge slong dharma k'irtis bsgyur ba'o /	khams pa lo ts'a ba ba ri dge slong dharma k'irtis bsgyur ba'o /	Translated by the translator from Kham, Bari Gelong Dharma Kirti.
