segmentnr	original	analyzed	folio	translated
['BO_T05_D4019:214b-18']	phyi rol gyi 'dod chags dang bral ba rnams kyi ye shes so //	phyi rol gyi 'dod chags dang bral ba rnams kyi ye shes so //	214b	It is the intuition of those who are free from external attachment.
['BO_T05_D4019:214b-19']	de ni mya ngan las 'das pa ma yin te /	de ni mya ngan las 'das pa ma yin te /	214b	It is not nirvana.
['BO_T05_D4019:214b-20']	ji skad du /	ji skad du /	214b	As it is said:
['BO_T05_D4019:214b-21']	srid pa chags med bsam gtan pa //	srid pa chags med bsam gtan pa //	214b	The meditator who is not attached to existence
['BO_T05_D4019:214b-22']	srid pa'i rtse mor phyin pa yang //	srid pa'i rtse mor phyin pa yang //	214b	And has reached the peak of existence
['BO_T05_D4019:214b-23']	nga rgyal lcags kyus drangs nas su //	nga rgyal lcags kyus drangs nas su //	214b	Is dragged down by the hook of pride
['BO_T05_D4019:214b-24', 'BO_T05_D4019:214b-25']	sems can dmyal bar yang lhung ngo //🔽zhes gsungs pa lta bu'o //	sems can dmyal bar yang lhung ngo // zhes gsungs pa lta bu'o //	214b	And falls into the hells.
['BO_T05_D4019:214b-26']	kha cig ni thams cad dang dbang phyug gis byas par mthong nas de mnyes par byas pas mya ngan las 'das par rtog go //	kha cig ni thams cad dang dbang phyug gis byas par mthong nas de mnyes par byas pas mya ngan las 'das par rtog go //	214b	Some, seeing that everything is created by God, imagine that by pleasing him they will attain nirvana.
['BO_T05_D4019:214b-27']	kha cig ni 'jig rten gyi 'byung ba 'di ni gcig gis gcig zhugs pa ste /	kha cig ni 'jig rten gyi 'byung ba 'di ni gcig gis gcig zhugs pa ste /	214b	Some, seeing that the origin of the world is one thing entering another,
['BO_T05_D4019:215a-0']	bdag @215a * //	bdag @215a * //	215a	imagine that🔽the self is the cause of the world.
['BO_T05_D4019:215a-1']	las de'i yon tan ldang ba dang 'dod pa la sogs pa'i nyon mongs par 'gyur zhing /	las de'i yon tan ldang ba dang 'dod pa la sogs pa'i nyon mongs par 'gyur zhing /	215a	From it arise the qualities of that self, and the afflictions such as desire.
['BO_T05_D4019:215a-2']	de yis las bsags pa las tshe len par 'gyur ba'o //	de yis las bsags pa las tshe len par 'gyur ba'o //	215a	From them, actions are accumulated, and from them, life is taken up.
['BO_T05_D4019:215a-3']	de las gzhan dbang phyug la sogs pa'i rgyu las ma yin no zhes de 'dra ba'i rgyu la mngon par chags bzhin du gti mug las /	de las gzhan dbang phyug la sogs pa'i rgyu las ma yin no zhes de 'dra ba'i rgyu la mngon par chags bzhin du gti mug las /	215a	While attached to such a cause, due to delusion,
['BO_T05_D4019:215a-4']	'jig rten dang 'jig rten las 'das pa'i rgyu yang dag pa ji lta ba bzhin khong du mi chud de /	'jig rten dang 'jig rten las 'das pa'i rgyu yang dag pa ji lta ba bzhin khong du mi chud de /	215a	one does not understand the mundane and supramundane causes as they are.
['BO_T05_D4019:215a-5']	de khong du ma chud pas mya ngan las 'das par rtog pa ste /	de khong du ma chud pas mya ngan las 'das par rtog pa ste /	215a	Due to not understanding that, one conceives of nirvana.
['BO_T05_D4019:215a-6']	de 'dra ba phyin ci log pa'o //	de 'dra ba phyin ci log pa'o //	215a	Such a conception is a misconception.
['BO_T05_D4019:215a-7']	ci zhig las mya ngan las 'das par rtog ce na /	ci zhig las mya ngan las 'das par rtog ce na /	215a	From what does one conceive of nirvana?
['BO_T05_D4019:215a-8']	bdag sdang ba dang 'dod pa la sogs pa'i yon tan dang bral ba la'o //	bdag sdang ba dang 'dod pa la sogs pa'i yon tan dang bral ba la'o //	215a	One conceives of nirvana as the absence of the self, the absence of hatred, the absence of desire, and so on.
['BO_T05_D4019:215a-9']	de 'dra ba ni tshad mas gnod pas phyin ci log pa'o //	de 'dra ba ni tshad mas gnod pas phyin ci log pa'o //	215a	Such a conception is a misconception, for it is undermined by valid knowledge.
['BO_T05_D4019:215a-10']	rnam pa gcig tu na 'di rnams kyi don ni de ltar rgyu gzhan las byung ba ma yin zhes rgyu gzhan med bzhin du /	rnam pa gcig tu na 'di rnams kyi don ni de ltar rgyu gzhan las byung ba ma yin zhes rgyu gzhan med bzhin du /	215a	In another way, the meaning of these lines is as follows: Since it does not arise from another cause, there is no other cause.
['BO_T05_D4019:215a-11']	de 'dra ba'i rgyu la mngon par chags pa'i tshul gyis gti mug bas de khon nyid ji lta ba bzhin khong du mi chud de /	de 'dra ba'i rgyu la mngon par chags pa'i tshul gyis gti mug bas de khon nyid ji lta ba bzhin khong du mi chud de /	215a	Due to delusion, one does not understand suchness as it is, in the sense of being attached to such a cause.
['BO_T05_D4019:215a-12']	de'i phyir mya ngan las 'das pa mi thob la yang sngar gyi tshul ji lta ba bzhin khong du chud pas mya ngan las 'das par rtog pa'o //	de'i phyir mya ngan las 'das pa mi thob la yang sngar gyi tshul ji lta ba bzhin khong du chud pas mya ngan las 'das par rtog pa'o //	215a	Therefore, they do not attain nirvana, but they imagine nirvana by understanding it in the same way as before.
['BO_T05_D4019:215a-13']	yang kha cig ni bden pa dang lam khong du chud pas mya ngan las 'das par rtog pa ste /	yang kha cig ni bden pa dang lam khong du chud pas mya ngan las 'das par rtog pa ste /	215a	Some imagine nirvana by understanding the truths and the path.
['BO_T05_D4019:215a-14']	bden pa bzhi dang de dag rtogs pa'i lam khong du chud pa ste /	bden pa bzhi dang de dag rtogs pa'i lam khong du chud pa ste /	215a	They understand the four noble truths and the path that realizes them.
