segmentnr	original	analyzed	folio	translated
['BO_T11_D4268:41a-3']	de med pa nyid kyi phyir ro zhe na /	de med pa nyid kyi phyir ro zhe na /	41a	because it does not exist.
['BO_T11_D4268:41a-4']	de yod pa ma yin te //	de yod pa ma yin te //	41a	It does exist,
['BO_T11_D4268:41a-5']	brgyud pas kyang de las skye ba mngon par 'dod pa'i phyir ro //	brgyud pas kyang de las skye ba mngon par 'dod pa'i phyir ro //	41a	because you accept that it arises from that indirectly.
['BO_T11_D4268:41a-6']	rnam pa gzhan du na 'di ci ltar sbyor /	rnam pa gzhan du na 'di ci ltar sbyor /	41a	Otherwise, how could you explain this?
['BO_T11_D4268:41a-7']	gang rtsod pa sgrub par rjes su dpag pa'i shes pa yang 'di kho na las bsal te /	gang rtsod pa sgrub par rjes su dpag pa'i shes pa yang 'di kho na las bsal te /	41a	The cognition that infers the establishment of a thesis is also excluded from this,
['BO_T11_D4268:41a-8']	du ba'i shes pa dang 'brel pa dran pa dag las kyang de 'gyur gyi /	du ba'i shes pa dang 'brel pa dran pa dag las kyang de 'gyur gyi /	41a	because it arises from the memory of the cognition of smoke and from the memory of the relation between smoke and fire,
['BO_T11_D4268:41a-9']	me kho na las ma yin no zhes bshad pa la /	me kho na las ma yin no zhes bshad pa la /	41a	but not from fire alone.🔽But this statement is not correct, because it would follow that🔽the cognition of smoke and the memory of the relation between smoke and fire
['BO_T11_D4268:41a-10']	'dis ni du ba'i shes pa dang 'brel pa dran pa dag las dang / yang gi sgra las me las kyang de 'byung ngo zhes brjod par 'gyur ro //	'dis ni du ba'i shes pa dang 'brel pa dran pa dag las dang / yang gi sgra las me las kyang de 'byung ngo zhes brjod par 'gyur ro //	41a	would produce the cognition of fire, and the word “also” would imply that fire itself would produce the cognition of fire.
['BO_T11_D4268:41a-11']	de 'di ci ltar rigs te /	de 'di ci ltar rigs te /	41a	But how could that be correct?
['BO_T11_D4268:41a-12']	gal te tha snyad byed pa'i rgyu ni brgyud pas kyang 'dir skyed par byed pa nyid du 'dod de /	gal te tha snyad byed pa'i rgyu ni brgyud pas kyang 'dir skyed par byed pa nyid du 'dod de /	41a	If the cause of a convention is accepted as the producer indirectly,
['BO_T11_D4268:41a-13']	gzhan du na gal te dran pa la sogs pa rnams kyi tha snyad byed pa'i rgyu yul de'i tshe med pa nyid kyi phyir skyed par byed pa ma yin pa nyid yin no //	gzhan du na gal te dran pa la sogs pa rnams kyi tha snyad byed pa'i rgyu yul de'i tshe med pa nyid kyi phyir skyed par byed pa ma yin pa nyid yin no //	41a	Otherwise, if the object of memory, etc., were not the cause of the designation, it would not be a cause because it would not exist at that time.
['BO_T11_D4268:41a-14']	de 'di rjes su dpag pa la yang skyed par byed pa ma yin pa nyid mtshungs pa'o zhes pas tshig 'di sbyar bar bya ba ma yin par 'gyur ro //	de 'di rjes su dpag pa la yang skyed par byed pa ma yin pa nyid mtshungs pa'o zhes pas tshig 'di sbyar bar bya ba ma yin par 'gyur ro //	41a	And in inference, it would be the same in that it would not be a cause. Therefore, this statement should not be made.
