segmentnr	original	analyzed	translated
['BO_T02_D2876:218a-0']	@218a // dpal phyag na rdo rje la phyag 'tshal lo //	@218a // dpal phyag na rdo rje la phyag 'tshal lo //	Homage to glorious Vajrapāṇi.
['BO_T02_D2876:218a-1']	sangs rgyas bye ba phrag 'bum ji snyed kyis //	sangs rgyas bye ba phrag 'bum ji snyed kyis //	As many as a hundred thousand million buddhas
['BO_T02_D2876:218a-2']	rjes gnang las kyi khro bor dbang bskur ba'i //	rjes gnang las kyi khro bor dbang bskur ba'i //	empower the wrathful one of action with permission
['BO_T02_D2876:218a-3']	mthu stobs bdag po gdug pa'i gnyen po la //	mthu stobs bdag po gdug pa'i gnyen po la //	to the lord of power and strength, the antidote to evil,
['BO_T02_D2876:218a-4']	dang bas phyag 'tshal sgrub pa'i go rims bri //	dang bas phyag 'tshal sgrub pa'i go rims bri //	I prostrate with faith and write the sequence of practice.
['BO_T02_D2876:218a-5']	dang por gnas dang dkyil 'khor bshams //	dang por gnas dang dkyil 'khor bshams //	First, set up the place and maṇḍala,
['BO_T02_D2876:218a-6']	mchod rten sngon po bum pa bcas //	mchod rten sngon po bum pa bcas //	a blue stūpa with a vase,
['BO_T02_D2876:218a-7']	gta' bcas mchod rdzas khrus byas la //	gta' bcas mchod rdzas khrus byas la //	with a pledge, and wash the offering substances.🔽Consecrate the blue stūpa, vase,
['BO_T02_D2876:218a-8']	mchod rten sngon po bum pa dang // gta' gtor mchod yon byin gyis brlab //	mchod rten sngon po bum pa dang // gta' gtor mchod yon byin gyis brlab //	pledge torma, and water for welcoming.
['BO_T02_D2876:218a-9']	sems bskyed snod bcud sngags kyis sbyangs //	sems bskyed snod bcud sngags kyis sbyangs //	Generate bodhicitta, and purify the environment and its inhabitants with the mantra.
['BO_T02_D2876:218a-10']	tshogs bsags mgron gyi lha rnams gshegs //	tshogs bsags mgron gyi lha rnams gshegs //	Gather the accumulations, and the invited deities arrive.
['BO_T02_D2876:218a-11']	bgegs bskrad mtshams bcad tshad med bsgoms //	bgegs bskrad mtshams bcad tshad med bsgoms //	Drive away obstructors, block the boundaries, and meditate on the immeasurables.
['BO_T02_D2876:218a-12']	stong nyid bsgoms la 'byung rnams bskyed //	stong nyid bsgoms la 'byung rnams bskyed //	Meditate on emptiness and generate the elements.
['BO_T02_D2876:218a-13']	ri rab steng du srung 'khor bsgom //	ri rab steng du srung 'khor bsgom //	Meditate on the protection wheel on top of Mount Meru.
['BO_T02_D2876:218a-14']	de dkyil gzhal yas khang dang gdan //	de dkyil gzhal yas khang dang gdan //	In the center of that, the celestial mansion and seats,
['BO_T02_D2876:218a-15']	yig 'bru rnams las lha rnams bskyed //	yig 'bru rnams las lha rnams bskyed //	and the deities generated from the seed syllables.
['BO_T02_D2876:218a-16']	thugs kar ye shes 'khor lo bsgoms //	thugs kar ye shes 'khor lo bsgoms //	Meditate on the wisdom wheel at the heart.
['BO_T02_D2876:218a-17']	byin rlabs lus bsrung brtan par bya //	byin rlabs lus bsrung brtan par bya //	Make the blessings stable by protecting the body.
['BO_T02_D2876:218a-18']	ye shes 'khor lo dgug gdan dbul //	ye shes 'khor lo dgug gdan dbul //	Invite the wisdom wheel and offer a seat.
['BO_T02_D2876:218a-19']	phyag 'tshal mchod bstod sdig bshags bstim //	phyag 'tshal mchod bstod sdig bshags bstim //	Make prostrations, offerings, praises, confess harmful actions, and absorb.
['BO_T02_D2876:218a-20']	byin rlabs 'od zer gsum 'phro 'du //	byin rlabs 'od zer gsum 'phro 'du //	Three times, emanate and gather light rays of blessings.
['BO_T02_D2876:218a-21']	dbang bskur lha rnam sa spyan drangs mchod //	dbang bskur lha rnam sa spyan drangs mchod //	Invite the deities of empowerment and make offerings.
['BO_T02_D2876:218a-22']	sdig bshags gzungs ltar rjes gnang bya //	sdig bshags gzungs ltar rjes gnang bya //	Confess harmful actions and give the subsequent authorization according to the dhāraṇī.
['BO_T02_D2876:218a-23']	dbang bskur byin rlabs de nyid bstim //	dbang bskur byin rlabs de nyid bstim //	Absorb the empowerment and blessings into the deity.
['BO_T02_D2876:218b-0']	lce ni byin @218b rlabs skyon spangs 'das //	lce ni byin @218b rlabs skyon spangs 'das //	Bless the tongue and avoid faults.
['BO_T02_D2876:218b-1']	bsnyen dus lhar gtad spro bsdu bya //	bsnyen dus lhar gtad spro bsdu bya //	At the time of approach, focus on the deity and emanate and gather.
['BO_T02_D2876:218b-2']	thun mtshams phye la mchod gtor gtang //	thun mtshams phye la mchod gtor gtang //	In the session breaks, make offerings and torma offerings.
['BO_T02_D2876:218b-3']	gshegs gsol bskyed bsdu mi dmigs bsam //	gshegs gsol bskyed bsdu mi dmigs bsam //	Request departure, generate, gather, and think of non-apprehension.
['BO_T02_D2876:218b-4']	bsnyen pa rtags ldan dngos grub blang //	bsnyen pa rtags ldan dngos grub blang //	Take the siddhi of approach with signs.
['BO_T02_D2876:218b-5']	gta' gtor nam gung tho rangs dus //	gta' gtor nam gung tho rangs dus //	At midnight and dawn, offer the ransom torma.
['BO_T02_D2876:218b-6']	dbang bskur rgyas gdab bum lha gshegs //	dbang bskur rgyas gdab bum lha gshegs //	Seal with empowerment, and the vase deity departs.
['BO_T02_D2876:218b-7']	lus bsrung spyod lam rnal 'byor bya //	lus bsrung spyod lam rnal 'byor bya //	Protect the body and engage in the conduct of yoga.
['BO_T02_D2876:218b-8']	rtags rnams sgyu ma lta bur gzung //	rtags rnams sgyu ma lta bur gzung //	Take the signs to be like an illusion.
['BO_T02_D2876:218b-9']	de don gzhan la smra mi bya //	de don gzhan la smra mi bya //	Do not speak of this meaning to others.
['BO_T02_D2876:218b-10']	sgrub thabs gsal bar byed pa'i man ngag 'di //	sgrub thabs gsal bar byed pa'i man ngag 'di //	This esoteric instruction that clarifies the means of accomplishment,
['BO_T02_D2876:218b-11']	tshig rkang sum cus de nyid don bsdus nas //	tshig rkang sum cus de nyid don bsdus nas //	Having summarized the meaning of reality with thirty verses,
['BO_T02_D2876:218b-12']	shes par byed pa'i don 'grel sgron ma 'di //	shes par byed pa'i don 'grel sgron ma 'di //	This lamp that illuminates the meaning to be known,
['BO_T02_D2876:218b-13']	byas pa'i dge ba sems can kun la bsngo//	byas pa'i dge ba sems can kun la bsngo//	The virtue of having composed this, I dedicate to all sentient beings.
['BO_T02_D2876:218b-14']	nongs pa mchis na 'phags pas bzod par gsol //	nongs pa mchis na 'phags pas bzod par gsol //	If there are errors, I request the forbearance of the noble ones.
['BO_T02_D2876:218b-15']	slob dpon gsung gi dbang phyug grags pas mdzad pa rdzogs so//	slob dpon gsung gi dbang phyug grags pas mdzad pa rdzogs so//	This was composed by the master Vakṣarvajra.
