segmentnr	original	analyzed	folio	translated
['BO_T02_D2447:81a-0']	@81a * // dpal he ru ka la phyag 'tshal lo //	@81a * // dpal he ru ka la phyag 'tshal lo //	81a	Homage to glorious Heruka.
['BO_T02_D2447:81a-1']	mkha' 'gros byin brlabs rtogs pa'i brda //	mkha' 'gros byin brlabs rtogs pa'i brda //	81a	The dakinis' blessing is the sign of realization.
['BO_T02_D2447:81a-2']	til ni sgron me gsal bar byed //	til ni sgron me gsal bar byed //	81a	Sesame oil illuminates the lamp.
['BO_T02_D2447:81a-3']	sngags kyis btab ba'i sman bzhin du //	sngags kyis btab ba'i sman bzhin du //	81a	Like medicine empowered by mantra,
['BO_T02_D2447:81a-4']	rma bya'i zas ni gzhan gyis min //	rma bya'i zas ni gzhan gyis min //	81a	the peacock's food is not for others.
['BO_T02_D2447:81a-5']	tsandan ri dags lte ba'i dri //	tsandan ri dags lte ba'i dri //	81a	The scent of the deer's navel is sandalwood.
['BO_T02_D2447:81a-6']	chu yi rlabs ni rgya mtsho nyid //	chu yi rlabs ni rgya mtsho nyid //	81a	The waves are the ocean itself.
['BO_T02_D2447:81a-7']	gsal ba'i rang bzhin ras dkar 'dra //	gsal ba'i rang bzhin ras dkar 'dra //	81a	The nature of clarity is like a white cloth.
['BO_T02_D2447:81a-8']	ri bo bskyod par mi nus pas //	ri bo bskyod par mi nus pas //	81a	A mountain cannot be moved.
['BO_T02_D2447:81a-9']	gangs ri chu las gzhan med de //	gangs ri chu las gzhan med de //	81a	A snow mountain is nothing but water.
['BO_T02_D2447:81a-10']	dri dang sgog skya tha dad min //	dri dang sgog skya tha dad min //	81a	Scent and garlic are not different.
['BO_T02_D2447:81a-11']	nyi zla'i yon tan gsal ba yin //	nyi zla'i yon tan gsal ba yin //	81a	The qualities of the sun and moon are clarity.
['BO_T02_D2447:81a-12']	bya yi rjes ni tshol mi byed //	bya yi rjes ni tshol mi byed //	81a	Do not search for the bird's tracks.
['BO_T02_D2447:81a-13']	nam mkha' rtog ge'i spyod yul min //	nam mkha' rtog ge'i spyod yul min //	81a	Space is not the domain of sophists.
['BO_T02_D2447:81a-14']	mandala phyogs cha rab tu snyoms //	mandala phyogs cha rab tu snyoms //	81a	The mandala is perfectly even in all directions.
['BO_T02_D2447:81a-15']	ro langs bya sar dkon ne bzhin //	ro langs bya sar dkon ne bzhin //	81a	Like a zombie, it is rare in the land of birds.
['BO_T02_D2447:81a-16']	dpe med ngo mtshar nor bu shel //	dpe med ngo mtshar nor bu shel //	81a	The incomparable, wondrous crystal gem.
