segmentnr	original	analyzed	folio	translated
['BO_T13_D4310:89b-27', 'BO_T13_D4310:89b-28']	gal te med par gyur na ni //🔽gang zhig spang byas gnod byas pa'i //	gal te med par gyur na ni // gang zhig spang byas gnod byas pa'i //	89b	If it does not exist,🔽then who would teach the great measure of
['BO_T13_D4310:89b-29']	tshad chen ngag ni su zhig ston //	tshad chen ngag ni su zhig ston //	89b	harm done by the object of abandonment?
['BO_T13_D4310:89b-30']	snum dangs btung ba rtag bshad du ;	snum dangs btung ba rtag bshad du ;	89b	The oil-clarified butter drink is always explained
['BO_T13_D4310:89b-31']	/ spyil bu rlung dang tshad par gnas //	/ spyil bu rlung dang tshad par gnas //	89b	as the hut, wind, and heat.
['BO_T13_D4310:89b-32']	'jam rtsi tshad chen pas gtong tshad //	'jam rtsi tshad chen pas gtong tshad //	89b	The great measure of smoothness is the measure of giving,
['BO_T13_D4310:89b-33', 'BO_T13_D4310:89b-34']	de dang 'dra bar rnam par bstan //🔽dza la sgor shing dzi banti //	de dang 'dra bar rnam par bstan // dza la sgor shing dzi banti //	89b	taught in that way.🔽Jalagandha, jivanti,
['BO_T13_D4310:89b-35']	gla sgang shing tsha bu shel tse //	gla sgang shing tsha bu shel tse //	89b	long pepper, dry ginger, crystal sugar,
['BO_T13_D4310:89b-36']	go bi tsandan skyer pa'i rtsa //	go bi tsandan skyer pa'i rtsa //	89b	govicāṇḍana, the root of barberry,
['BO_T13_D4310:89b-37']	shing mngar gla ba aa ka ru //	shing mngar gla ba aa ka ru //	89b	sweet wood, musk, agarwood,
['BO_T13_D4310:89b-38']	nye'u shing bil ba punda r'i //	nye'u shing bil ba punda r'i //	89b	nyagrodha, bilva, punarnavā,🔽two utpalas, two parṇis,🔽gandhabhadra, cardamom,
['BO_T13_D4310:89b-39']	autpala mur ba parni gnyis / bri ha ti gnyis byi dang ga / gandha bha dra sug smel dang // ha re nu ka padma yi //	autpala mur ba parni gnyis / bri ha ti gnyis byi dang ga / gandha bha dra sug smel dang // ha re nu ka padma yi //	89b	harītakī, and lotus
['BO_T13_D4310:89b-40']	gser dang ni ba la ste //	gser dang ni ba la ste //	89b	are the gold and nivāra.
['BO_T13_D4310:89b-41']	sman ni 'di rnams cha mnyam la //	sman ni 'di rnams cha mnyam la //	89b	These equal parts of medicine
['BO_T13_D4310:89b-42']	char pa'i chus ni bskol par bya //	char pa'i chus ni bskol par bya //	89b	are boiled with rainwater.
['BO_T13_D4310:89b-43']	til mar las ni sman gyi khu //	til mar las ni sman gyi khu //	89b	The medicine decoction from the oil
['BO_T13_D4310:89b-44']	bcu 'gyur lhag byas de la ni //	bcu 'gyur lhag byas de la ni //	89b	is increased tenfold.
['BO_T13_D4310:89b-45', 'BO_T13_D4310:89b-46']	til mar chu dang bskol ba bya //🔽lan bcu nyid ni bskol nas ni //	til mar chu dang bskol ba bya // lan bcu nyid ni bskol nas ni //	89b	Boil sesame oil with water.🔽Boil it ten times.
['BO_T13_D4310:89b-47']	chos pa yin bcu cha la ;	chos pa yin bcu cha la ;	89b	For a religious person, one-tenth of that
['BO_T13_D4310:89b-48']	/ de mnyam ra yi 'om blugs //	/ de mnyam ra yi 'om blugs //	89b	is the same as a measure of ghee.
['BO_T13_D4310:89b-49']	snar btang til mar yon tan che //	snar btang til mar yon tan che //	89b	Inhaling sesame oil has great benefits.
['BO_T13_D4310:89b-50']	thigs phran zhes bya 'di bsten bya //	thigs phran zhes bya 'di bsten bya //	89b	One should rely on this called “drops.”
['BO_T13_D4310:89b-51']	sna nas btang ba'i sman bsten pas //	sna nas btang ba'i sman bsten pas //	89b	By relying on medicine inhaled through the nose,
['BO_T13_D4310:89b-52']	phrag pa mgrin pa dbung mgo ni //	phrag pa mgrin pa dbung mgo ni //	89b	the shoulders, throat, and arms become
['BO_T13_D4310:89b-53']	mkhregs shing mthol pa gas mdog gsal //	mkhregs shing mthol pa gas mdog gsal //	89b	firm, elevated, and smooth, and the complexion clear.
['BO_T13_D4310:89b-54', 'BO_T13_D4310:90a-0', 'BO_T13_D4310:90a-1', 'BO_T13_D4310:90a-2']	dbang brtan skra dkar med par 'gyur //🔽yan lag brgyad pa'i snying po @90a * //🔽bsdus pa las //🔽mdo'i gnas kyi le'u nyi shu pa'o /	dbang brtan skra dkar med par 'gyur // yan lag brgyad pa'i snying po @90a * // bsdus pa las // mdo'i gnas kyi le'u nyi shu pa'o /	89b	The senses become stable and one is free from gray hair.🔽This concludes the twenty-first chapter, on the site of medicine, from The Quintessence Tantra, the Secret Oral Tradition of the Eight Branches.
['BO_T13_D4310:90a-3', 'BO_T13_D4310:90a-4']	// / de nas rnam sman gyi dud pa gtang pa'i cho ga'i le'u bshad par bya'o //🔽nam tshong yan chad bang rlung las //	// / de nas rnam sman gyi dud pa gtang pa'i cho ga'i le'u bshad par bya'o // nam tshong yan chad bang rlung las //	90a	Chapter Twenty-Two: The Rite of Inhaling Medicinal Smoke🔽From the evening on, in order to prevent the arising of diseases
['BO_T13_D4310:90a-5']	byung ba'i nad rnams mi skye dang // skyes pa rnams ni bsal pa'i phyir //	byung ba'i nad rnams mi skye dang // skyes pa rnams ni bsal pa'i phyir //	90a	arising from the south-west wind and to eliminate those that have arisen,
['BO_T13_D4310:90a-6']	mkhas pas rtag tu dud pa ba rngub //	mkhas pas rtag tu dud pa ba rngub //	90a	the wise should always inhale smoke.
['BO_T13_D4310:90a-7']	de ni 'jam dang bar ma rno //	de ni 'jam dang bar ma rno //	90a	It is mild, moderate, and sharp.
['BO_T13_D4310:90a-8', 'BO_T13_D4310:90a-9']	rlung dang bad rlung bad kan la //🔽gtang ngo mkhris khrag gis nyen dang // bkrus dang dmu rdzing za khu dang // rab rib sbos dang stod rlung nad //	rlung dang bad rlung bad kan la // gtang ngo mkhris khrag gis nyen dang // bkrus dang dmu rdzing za khu dang // rab rib sbos dang stod rlung nad //	90a	Wind, phlegm, and bile.🔽It should not be blown into those afflicted by bile and blood,🔽those who have been washed, those with dropsy, those with indigestion,🔽those with eye diseases, those with goiters, those with upper wind disorders,
['BO_T13_D4310:90a-10']	lkog nad mas gtong byas pa dang // nya dang chang dang 'o ma zho //	lkog nad mas gtong byas pa dang // nya dang chang dang 'o ma zho //	90a	those with throat diseases, those with diarrhea, those who have eaten fish, alcohol, milk,🔽curds,
