segmentnr	original	analyzed	folio	translated
['BO_T02_D1962:99b-0']	@99b ` // nag po zhal gsum phyag drug pa'i sgrub thabs bzhugs /	@99b ` // nag po zhal gsum phyag drug pa'i sgrub thabs bzhugs /	99b	The sadhana of Kṛṣṇa with three faces and six arms
['BO_T02_D1962:99b-1', 'BO_T02_D1962:99b-2']	` // dpal gshin rje gshed nag po la phyag 'tshal lo //🔽gus pa yis ni bla ma yi //	` // dpal gshin rje gshed nag po la phyag 'tshal lo // gus pa yis ni bla ma yi //	99b	Homage to glorious Kṛṣṇa-Yamāri.🔽With devotion, I pay homage
['BO_T02_D1962:99b-3']	zhabs kyi padmar phyag 'tshal te //	zhabs kyi padmar phyag 'tshal te //	99b	at the lotus feet of the guru.
['BO_T02_D1962:99b-4', 'BO_T02_D1962:99b-5']	bla ma'i zhal snga'i bka' drin gyis //🔽nag po zhal gsum phyag drug pa'i //	bla ma'i zhal snga'i bka' drin gyis // nag po zhal gsum phyag drug pa'i //	99b	By the kindness of the guru's face,🔽I will explain the concise sadhana
['BO_T02_D1962:99b-6']	mdor bsdus pa yi sgrub thabs bshad //	mdor bsdus pa yi sgrub thabs bshad //	99b	of Kṛṣṇa with three faces and six arms.
['BO_T02_D1962:99b-7']	dang por rnal 'byor dbang phyug gis //	dang por rnal 'byor dbang phyug gis //	99b	First, the lord of yogins
['BO_T02_D1962:99b-8']	dben pa'i gnas su 'dug nas ni //	dben pa'i gnas su 'dug nas ni //	99b	should go to an isolated place
['BO_T02_D1962:99b-9']	stong pa'i sems la mnyam gzhag ste //	stong pa'i sems la mnyam gzhag ste //	99b	and rest evenly in the mind of emptiness.
['BO_T02_D1962:99b-10']	snying gar padma 'dab brgyad pa //	snying gar padma 'dab brgyad pa //	99b	At the heart, an eight-petaled lotus,
['BO_T02_D1962:99b-11']	de'i steng nyi ma'i dkyil 'khor ro //	de'i steng nyi ma'i dkyil 'khor ro //	99b	above that, a sun maṇḍala,
['BO_T02_D1962:99b-12']	de yi steng du h'um bsams te //	de yi steng du h'um bsams te //	99b	and above that, imagine a hūṃ.
