segmentnr	original	analyzed	folio	translated
['BO_T02_D1266:24a-0']	@24a # // rgya gar skad du /	@24a # // rgya gar skad du /	24a	In Sanskrit:
['BO_T02_D1266:24a-1']	tri kra ma au ba de sha n'a ma /	tri kra ma au ba de sha n'a ma /	24a	Trikramopadeśanāma
['BO_T02_D1266:24a-2']	bod skad du /	bod skad du /	24a	In Tibetan:
['BO_T02_D1266:24a-3']	man ngag rim pa gsum pa zhes bya ba /	man ngag rim pa gsum pa zhes bya ba /	24a	The three stages of esoteric instructions
['BO_T02_D1266:24a-4']	dpal dgyes pa'i rdo rje la phyag 'tshal lo //	dpal dgyes pa'i rdo rje la phyag 'tshal lo //	24a	Homage to glorious Hevajra.
['BO_T02_D1266:24a-5']	rnam 'byor bas thog mar rlung ma dang / gnyid ma rtse sprad la tsandal'i shin tu drag la yun thung bar spar te /	rnam 'byor bas thog mar rlung ma dang / gnyid ma rtse sprad la tsandal'i shin tu drag la yun thung bar spar te /	24a	A yogin, first joining the mother of the wind and the mother of sleep, should ignite the candali that is very intense and short.
['BO_T02_D1266:24a-6']	des de bzhin gshegs pa dang / spyan la sogs pa'i rtog pa bsreg go //	des de bzhin gshegs pa dang / spyan la sogs pa'i rtog pa bsreg go //	24a	By that, the concepts of the tathagatas, Locana, and so on, are burned.
['BO_T02_D1266:24a-7']	de ltar yang nas yang du bsregs pa dang / sbar bas phyi'i dngos po gang la dmigs shing bltas kyang 'phar zhing 'dar ba byung na sngags kyi rim pa mthar phyin pa yin te /	de ltar yang nas yang du bsregs pa dang / sbar bas phyi'i dngos po gang la dmigs shing bltas kyang 'phar zhing 'dar ba byung na sngags kyi rim pa mthar phyin pa yin te /	24a	When, by repeatedly burning and igniting in that way, whatever external thing is observed and looked at arises as shaking and trembling, the stage of mantra is perfected.
['BO_T02_D1266:24a-8']	bsgom pa 'bro bcad la /	bsgom pa 'bro bcad la /	24a	Having cut off the escape of meditation,
['BO_T02_D1266:24a-9']	bde ba chen po phab la nor bu'i dkyil du srog gi rlung bzung la sems rtse gcig tu shin tu bsgrims la yang dang yang du gtad do //	bde ba chen po phab la nor bu'i dkyil du srog gi rlung bzung la sems rtse gcig tu shin tu bsgrims la yang dang yang du gtad do //	24a	having brought down great bliss, having held the life-force wind in the middle of the jewel, having focused the mind one-pointedly, and having focused again and again,
['BO_T02_D1266:24a-10']	de ltar gtad pa dang nor bu 'gas pa snyam byed cing mi bzod na /	de ltar gtad pa dang nor bu 'gas pa snyam byed cing mi bzod na /	24a	If one is unable to bear the descent and the jewel seems to break,
['BO_T02_D1266:24a-11', 'BO_T02_D1266:24a-12']	rdo rje'i rked par sems bde ba la yang dang yang du gtad /🔽de ltar gtad pa dang bde bas mi bzod pa dang / rtsa bar bde ba la sems gtad /	rdo rje'i rked par sems bde ba la yang dang yang du gtad / de ltar gtad pa dang bde bas mi bzod pa dang / rtsa bar bde ba la sems gtad /	24a	one should repeatedly focus the mind on the bliss at the level of the vajra.🔽If one is unable to bear the bliss of the descent, one should focus the mind on the bliss at the root.
['BO_T02_D1266:24a-13', 'BO_T02_D1266:24a-14']	de ltar gtad pa dang / yang mi bzod pa dang / lte bar bde ba la sems gtad /🔽de ltar gtad pa de yang mi bzod na de nas gyen du bzhi cha gcig gi gnas su sems gtad /	de ltar gtad pa dang / yang mi bzod pa dang / lte bar bde ba la sems gtad / de ltar gtad pa de yang mi bzod na de nas gyen du bzhi cha gcig gi gnas su sems gtad /	24a	If one is unable to bear that, one should focus the mind on the bliss at the navel.🔽If one is unable to bear that, one should focus the mind on the bliss at the level of the fourth part above that.
['BO_T02_D1266:24a-15']	de ltar sems gtad pa dang yang mi bzod na yang gyen du bzhi cha gcig gi nang du bde ba la sems gtad /	de ltar sems gtad pa dang yang mi bzod na yang gyen du bzhi cha gcig gi nang du bde ba la sems gtad /	24a	If one is unable to bear that, one should focus the mind on the bliss at the level of the fourth part above that.
['BO_T02_D1266:24b-0']	de ltar gtad pa dang yang mi bzod na yang bzhi cha gcig gi gnas su bde ba la @24b sems gtad /	de ltar gtad pa dang yang mi bzod na yang bzhi cha gcig gi gnas su bde ba la @24b sems gtad /	24b	If one is unable to bear that, one should focus the mind on the bliss at the level of the fourth part above that.
['BO_T02_D1266:24b-1']	de ltar gtad pa dang / yang bde ba mi bzod na snying gar bde ba la sems gtad /	de ltar gtad pa dang / yang bde ba mi bzod na snying gar bde ba la sems gtad /	24b	If one is unable to bear that, one should focus the mind on the bliss at the heart center.
['BO_T02_D1266:24b-2']	de ltar gtad pa na bde bas mi bzod cing snying 'dar zhing sprugs pa snyam byed na /	de ltar gtad pa na bde bas mi bzod cing snying 'dar zhing sprugs pa snyam byed na /	24b	If one cannot bear the bliss in that way and one's heart trembles and shakes,
['BO_T02_D1266:24b-3', 'BO_T02_D1266:24b-4', 'BO_T02_D1266:24b-5']	yang gyen du bzhi cha gcig gi gnas su bde ba la sems gtad /🔽de ltar gtad pa dang yang bde bas mi bzod na yang gyen du bzhi cha gcig gi gnas su bde ba la sems gtad /🔽de ltar gtad pa dang bde bas yang mi bzod na bzhi cha gcig gi gnas su bde ba la sems gtad /	yang gyen du bzhi cha gcig gi gnas su bde ba la sems gtad / de ltar gtad pa dang yang bde bas mi bzod na yang gyen du bzhi cha gcig gi gnas su bde ba la sems gtad / de ltar gtad pa dang bde bas yang mi bzod na bzhi cha gcig gi gnas su bde ba la sems gtad /	24b	again focus the mind on the bliss in the location of one-fourth above.🔽If one cannot bear the bliss in that way, focus the mind on the bliss in the location of one-fourth above.🔽If one cannot bear the bliss in that way, focus the mind on the bliss in the location of one-fourth above.🔽If one cannot bear the bliss in that way, focus the mind on the bliss in the location of one-fourth above.
['BO_T02_D1266:24b-6', 'BO_T02_D1266:24b-7']	de ltar gtad pa dang yang mi bzod na yang gyen du bzhi cha gcig tu bde pa la sems gtad /🔽de ltar gtad pa dang / yang bde ba la mi bzod na /	de ltar gtad pa dang yang mi bzod na yang gyen du bzhi cha gcig tu bde pa la sems gtad / de ltar gtad pa dang / yang bde ba la mi bzod na /	24b	If one cannot bear the bliss in that way, focus the mind on the bliss in the location of one-fourth above.
['BO_T02_D1266:24b-8', 'BO_T02_D1266:24b-9']	lkog mar bde ba la sems gtad /🔽de ltar gtad pa na /	lkog mar bde ba la sems gtad / de ltar gtad pa na /	24b	If one cannot bear the bliss in that way, focus the mind on the bliss in the throat.
