segmentnr	original	analyzed	folio	translated
['BO_T02_D1611:98b-11']	khyod ni mkha' 'gro drag mo ste //	khyod ni mkha' 'gro drag mo ste //	98b	You are the fierce dakini,
['BO_T02_D1611:98b-12']	khyod kyi zhabs la phyag bya'o //	khyod kyi zhabs la phyag bya'o //	98b	I pay homage at your feet.🔽Glorious one, supreme dharmakaya,
['BO_T02_D1611:98b-13', 'BO_T02_D1611:98b-14']	dpal ldan chos kyi sku yi mchog / gzugs mdzes padma r'a ga'i sku //🔽kha tv'am ga ni gyen du ste //	dpal ldan chos kyi sku yi mchog / gzugs mdzes padma r'a ga'i sku // kha tv'am ga ni gyen du ste //	98b	beautiful form, body like a lotus,🔽holding a khaṭvāṅga and a skull cup filled with blood,
['BO_T02_D1611:98b-15']	rnag gis gang ba'i thod pa 'dzin //	rnag gis gang ba'i thod pa 'dzin //	98b	you cut the bonds🔽of existence for all beings.
['BO_T02_D1611:98b-16']	'gro ba kun gyi srid pa yi //	'gro ba kun gyi srid pa yi //	98b	You are the dakini Vetālī,🔽I pay homage at your feet.🔽Glorious one, karmakaya,🔽Amoghasiddhi, old woman’s color,🔽holding a khaṭvāṅga and a skull cup together,
['BO_T02_D1611:98b-17']	'ching ba rnams ni gcod par byed //	'ching ba rnams ni gcod par byed //	98b	you cut the bonds🔽of existence, desire, and so on.
['BO_T02_D1611:98b-18']	mkha' 'gro ma ni ro langs ma //	mkha' 'gro ma ni ro langs ma //	98b	You are the dakini Caṇḍālī,🔽I pay homage at your feet.
['BO_T02_D1611:98b-19']	khyod kyi zhabs la phyag bya'o //	khyod kyi zhabs la phyag bya'o //	98b	Glorious one, supreme lion, tigress,🔽hyena, and owl,🔽all with threatening gestures and lassos,🔽you cut the bonds🔽of existence, desire, and so on.
['BO_T02_D1611:98b-20']	dpal dang ldan pa'i las kyi sku //	dpal dang ldan pa'i las kyi sku //	98b	You are the dakini Ḍākinī,🔽I pay homage at your feet.🔽Glorious one, supreme elephant,🔽bear, and peacock,
['BO_T02_D1611:98b-21']	don yod gzugs can ma rgad mdog / drag po mi yi kha tv'am ga /	don yod gzugs can ma rgad mdog / drag po mi yi kha tv'am ga /	98b	all with threatening gestures and lassos,🔽you cut the bonds🔽of existence, desire, and so on.🔽You are the dakini Ghasmarī,
['BO_T02_D1611:98b-22']	lhan cig tu ni thod pa 'dzin //	lhan cig tu ni thod pa 'dzin //	98b	I pay homage at your feet.🔽Glorious one, supreme horse,🔽crocodile, and swan,🔽all with threatening gestures and lassos,🔽you cut the bonds
['BO_T02_D1611:98b-23']	srid pa'i nyon mongs 'dod chags sogs //	srid pa'i nyon mongs 'dod chags sogs //	98b	of existence, desire, and so on.🔽You are the dakini Pukkasi,🔽I pay homage at your feet.🔽Glorious one, supreme dog,🔽jackal, and vulture,🔽all with threatening gestures and lassos,
['BO_T02_D1611:98b-24']	'ching ba rnams ni gcod par byed //	'ching ba rnams ni gcod par byed //	98b	you cut the bonds🔽of existence, desire, and so on.
['BO_T02_D1611:98b-25']	mkha' 'gro ma ni gtum mo ste //	mkha' 'gro ma ni gtum mo ste //	98b	You are the dakini Śavarī,
['BO_T02_D1611:98b-26']	khyod kyi zhabs la phyag bya'o //	khyod kyi zhabs la phyag bya'o //	98b	I pay homage at your feet.🔽Glorious one, supreme monkey,🔽cat, and bat,
['BO_T02_D1611:98b-27']	dpal ldan seng ge stag mo mchog / ce sbyang ma dang 'ug pa ma //	dpal ldan seng ge stag mo mchog / ce sbyang ma dang 'ug pa ma //	98b	all with threatening gestures and lassos,🔽you cut the bonds🔽of existence, desire, and so on.🔽You are the dakini Caṇḍālī,🔽I pay homage at your feet.🔽Glorious one, supreme human,🔽snake, and garuḍa,🔽all with threatening gestures and lassos,
['BO_T02_D1611:98b-28']	kun kyang sdigs mdzub zhags pa ste //	kun kyang sdigs mdzub zhags pa ste //	98b	you cut the bonds🔽of existence, desire, and so on.🔽You are the dakini Ḍākinī,🔽I pay homage at your feet.🔽Glorious one, supreme corpse,🔽ghost, and rākṣasa,
['BO_T02_D1611:98b-29']	sdang ba rnam par 'joms par byed //	sdang ba rnam par 'joms par byed //	98b	And destroys all hatred.
['BO_T02_D1611:98b-30']	khatv'am ga dang lcags kyu ni //	khatv'am ga dang lcags kyu ni //	98b	The khaṭvāṅga and the iron hook
['BO_T02_D1611:98b-31']	g-yas pa yi ni phyag gis 'dzin //	g-yas pa yi ni phyag gis 'dzin //	98b	Are held in the right hands.
['BO_T02_D1611:98b-32']	dgra stas gdug pa can rnams gtub //	dgra stas gdug pa can rnams gtub //	98b	With the sword, the wicked are cut to pieces,
['BO_T02_D1611:98b-33']	phyag gis dbyug pa mchog tu 'dzin //	phyag gis dbyug pa mchog tu 'dzin //	98b	And with the hand, the supreme club is held.🔽All the bonds of existence
['BO_T02_D1611:98b-34']	srid pa'i sbyor ba thams cad dang // sdug bsngal rnam par 'joms par byed //	srid pa'i sbyor ba thams cad dang // sdug bsngal rnam par 'joms par byed //	98b	And suffering are destroyed.
['BO_T02_D1611:98b-35']	khyod ni sgyu ma'i gzugs can te //	khyod ni sgyu ma'i gzugs can te //	98b	You are the form of illusion,
['BO_T02_D1611:98b-36']	khyod kyi zhabs la phyag bya'o //	khyod kyi zhabs la phyag bya'o //	98b	And I bow at your feet.🔽You are the supreme ḍākinī,
['BO_T02_D1611:98b-37']	khyod ni mkha' 'gro ma yi mchog / mar me ma dang 'jib byed ma //	khyod ni mkha' 'gro ma yi mchog / mar me ma dang 'jib byed ma //	98b	The lamp, the kiss,
['BO_T02_D1611:98b-38']	'phrog byed ma rnams sa gzhi skyong //	'phrog byed ma rnams sa gzhi skyong //	98b	And the ravisher of the earth.
['BO_T02_D1611:98b-39']	drag shul gyi ni gzugs can ma //	drag shul gyi ni gzugs can ma //	98b	You are the form of wrath,🔽And the difficult-to-tame wicked ones
['BO_T02_D1611:98b-40']	gdul dka' gdug pa can rnams dang // pha rol rig sngags rnam 'joms byed //	gdul dka' gdug pa can rnams dang // pha rol rig sngags rnam 'joms byed //	98b	And the enemy’s knowledge mantras are destroyed.
['BO_T02_D1611:98b-41', 'BO_T02_D1611:98b-42']	mkha' 'gro ma khyod zhabs kun 'dud //🔽sgeg mo yid 'phrog ma dang ni //	mkha' 'gro ma khyod zhabs kun 'dud // sgeg mo yid 'phrog ma dang ni //	98b	All the ḍākinīs bow at your feet.🔽The flirtatious, the captivating,
['BO_T02_D1611:98b-43']	yid 'ong phreng ba glu mas ni //	yid 'ong phreng ba glu mas ni //	98b	The beautiful, the garland, the song,
['BO_T02_D1611:98b-44']	legs sbyar glu ni sgrogs par byed //	legs sbyar glu ni sgrogs par byed //	98b	And the well-composed song are proclaimed.
['BO_T02_D1611:98b-45']	gar ma yan lag shin tu mnyen //	gar ma yan lag shin tu mnyen //	98b	The dancer has very supple limbs,
['BO_T02_D1611:98b-46']	me tog rnam pa sna tshogs dang // bdug spos gyen du 'thul bar byed //	me tog rnam pa sna tshogs dang // bdug spos gyen du 'thul bar byed //	98b	and incense wafting upward.
['BO_T02_D1611:98b-47']	ye shes snang ba mdzes pa yi //	ye shes snang ba mdzes pa yi //	98b	The beautiful light of pristine consciousness
['BO_T02_D1611:98b-48']	mar me dang ni dri zhim dre //	mar me dang ni dri zhim dre //	98b	and the fragrance of incense.🔽The supreme secret of the faculties of diligence,
['BO_T02_D1611:99a-0']	@99a * // brtson 'grus dbang po gsang ba'i mchog / rnal 'byor rnal 'byor ma 'khor lo //	@99a * // brtson 'grus dbang po gsang ba'i mchog / rnal 'byor rnal 'byor ma 'khor lo //	99a	the wheel of yogins and yoginīs,🔽the yoga, the subsequent yoga,
['BO_T02_D1611:99a-1']	rnal 'byor rjes su rnal 'byor dang // shin tu rnal 'byor rnal 'byor che //	rnal 'byor rjes su rnal 'byor dang // shin tu rnal 'byor rnal 'byor che //	99a	the yoga of the great yoga,
['BO_T02_D1611:99a-2']	dam pa'i sku dang gsung thugs la //	dam pa'i sku dang gsung thugs la //	99a	the body, speech, and mind of the sublime,
['BO_T02_D1611:99a-3', 'BO_T02_D1611:99a-4']	rtag tu gus shing rab dang bgyid //🔽dpal ldan gsang pa'i gdan mchog la //	rtag tu gus shing rab dang bgyid // dpal ldan gsang pa'i gdan mchog la //	99a	always with respect and pure.
['BO_T02_D1611:99a-5']	mchod pa byas shing phyag bgyi'o //	mchod pa byas shing phyag bgyi'o //	99a	Having made offerings and prostrated🔽to the glorious supreme secret seat,🔽the glorious supreme king of reality,
['BO_T02_D1611:99a-6']	dpal ldan de nyid rgyal po mchog / dbang phyug la rol cod pan can //	dpal ldan de nyid rgyal po mchog / dbang phyug la rol cod pan can //	99a	the crown of the lord of lords,🔽the glorious supreme secret seat,
['BO_T02_D1611:99a-7']	dpal ldan gsang ba'i gdan gyi mchog / sku ni sdug cing 'bar ba ste //	dpal ldan gsang ba'i gdan gyi mchog / sku ni sdug cing 'bar ba ste //	99a	the body is beautiful and blazing,
['BO_T02_D1611:99a-8']	dpal ldan rdo rje dril bu'i sgra //	dpal ldan rdo rje dril bu'i sgra //	99a	the glorious vajra sound of the bell
['BO_T02_D1611:99a-9']	de nyid rnal 'byor pa yis bskyod //	de nyid rnal 'byor pa yis bskyod //	99a	is moved by the yogin of reality.
['BO_T02_D1611:99a-10']	dpal ldan ye shes mnyes pa ste //	dpal ldan ye shes mnyes pa ste //	99a	The glorious one who delights pristine consciousness
['BO_T02_D1611:99a-11']	mchog gi dbang phyug longs spyod spyod //	mchog gi dbang phyug longs spyod spyod //	99a	One enjoys the supreme lordship.
['BO_T02_D1611:99a-12']	zhes pa dkyil 'khor rgyal mchog gi ting nge 'dzin no //	zhes pa dkyil 'khor rgyal mchog gi ting nge 'dzin no //	99a	This is the samādhi of the supreme maṇḍala king.
['BO_T02_D1611:99a-13']	de nas las kyi rjes 'brangs nas //	de nas las kyi rjes 'brangs nas //	99a	Then, following the rite,
['BO_T02_D1611:99a-14']	mnyam par gzhag pas sngags bzlas bya //	mnyam par gzhag pas sngags bzlas bya //	99a	one should recite the mantra in equipoise.
['BO_T02_D1611:99a-15']	snying gar sa bon yi ge bsam //	snying gar sa bon yi ge bsam //	99a	Think of the seed syllable at the heart,
['BO_T02_D1611:99a-16']	srog dang rtsol ba yang dag ldan //	srog dang rtsol ba yang dag ldan //	99a	endowed with the prāṇa and āyāma.
['BO_T02_D1611:99a-17']	phyag rgya chen por brjod pa yi //	phyag rgya chen por brjod pa yi //	99a	It is called the great seal,
['BO_T02_D1611:99a-18']	lha rnams thams cad ji bzhin rim //	lha rnams thams cad ji bzhin rim //	99a	all the deities just as they are in sequence.
['BO_T02_D1611:99a-19']	sngags kyi dngos grub thams cad byed //	sngags kyi dngos grub thams cad byed //	99a	It accomplishes all mantra siddhis,
['BO_T02_D1611:99a-20']	rdo rje sems dpa' yis ni gsungs //	rdo rje sems dpa' yis ni gsungs //	99a	taught by Vajrasattva.
['BO_T02_D1611:99a-21']	sku yi dkyil 'khor bla na med //	sku yi dkyil 'khor bla na med //	99a	The unsurpassed maṇḍala of the body
['BO_T02_D1611:99a-22']	rnal 'byor nam mkha'i lus la gnas //	rnal 'byor nam mkha'i lus la gnas //	99a	resides in the sky-like body of the yogin.
['BO_T02_D1611:99a-23']	rim pa ji bzhin sbyor ba yis //	rim pa ji bzhin sbyor ba yis //	99a	By applying the sequence just as it is,
['BO_T02_D1611:99a-24']	legs par mnyam par gzhag ste bsgom //	legs par mnyam par gzhag ste bsgom //	99a	one should meditate in equipoise.
['BO_T02_D1611:99a-25']	ngag gi rdo rje mkha' 'gro ma //	ngag gi rdo rje mkha' 'gro ma //	99a	The ḍākinī of the vajra of speech
['BO_T02_D1611:99a-26']	dpal ldan drag mo mkha' 'gro ma'o //	dpal ldan drag mo mkha' 'gro ma'o //	99a	is the glorious and wrathful ḍākinī.
['BO_T02_D1611:99a-27']	ro langs ma ni rna bar gnas //	ro langs ma ni rna bar gnas //	99a	The vetālī resides in the ears,🔽and caṇḍālī is placed in the two eyes.
['BO_T02_D1611:99a-28']	gtum mo mig gnyis dag la gzhag / mgrin par lha mo seng ge ma //	gtum mo mig gnyis dag la gzhag / mgrin par lha mo seng ge ma //	99a	The goddess siṃhinī is in the throat,
['BO_T02_D1611:99a-29']	stag mo dpung pa gnyis la gnas//	stag mo dpung pa gnyis la gnas//	99a	The tigress is on both shoulders.
['BO_T02_D1611:99a-30']	snying gar lha mo ce spyang ma //	snying gar lha mo ce spyang ma //	99a	The goddess jackal is at the heart.
['BO_T02_D1611:99a-31']	lte ba'i phyogs su 'ug pa ma //	lte ba'i phyogs su 'ug pa ma //	99a	The owl is in the region of the navel.
['BO_T02_D1611:99a-32']	sor mor lha mo mkha' 'gro ma //	sor mor lha mo mkha' 'gro ma //	99a	The goddess dakini is on the fingers.
['BO_T02_D1611:99a-33']	lag pa'i dbus su mar me ma //	lag pa'i dbus su mar me ma //	99a	The lamp is in the middle of the hand.
['BO_T02_D1611:99a-34']	lha mo 'jig byed so la'o //	lha mo 'jig byed so la'o //	99a	The goddess Rudrani is on the teeth.
['BO_T02_D1611:99a-35']	lha mo 'phrog byed gsang bar gnas //	lha mo 'phrog byed gsang bar gnas //	99a	The goddess Hariti is in the secret place.
['BO_T02_D1611:99a-36']	spos ma 'gro lding gtum mo rnams //	spos ma 'gro lding gtum mo rnams //	99a	The incense lady, the dancer, and the fierce ladies
['BO_T02_D1611:99a-37']	lus ngag sems kyi thig le la ;	lus ngag sems kyi thig le la ;	99a	are in the bindu of body, speech, and mind.
['BO_T02_D1611:99a-38']	/ drag mo khrag 'thungs sha tha ma //	/ drag mo khrag 'thungs sha tha ma //	99a	The fierce lady, blood drinker, and flesh eater
['BO_T02_D1611:99a-39']	dpyi dang brla gnyis la ni dgod //	dpyi dang brla gnyis la ni dgod //	99a	are placed on the hips and thighs.
