segmentnr	original	analyzed	translated
['BO_T02_D2684:226a-0']	@226a # // rgya gar skad du /	@226a # // rgya gar skad du /	In Sanskrit:
['BO_T02_D2684:226a-1']	badzra bid'a ra na n'a mdh'a ra ni britti /	badzra bid'a ra na n'a mdh'a ra ni britti /	Vajravidāraṇanāmadhāraṇīvṛtti
['BO_T02_D2684:226a-2']	bod skad du /	bod skad du /	In Tibetan:
['BO_T02_D2684:226a-3']	rdo rje rnam par 'joms pa zhes bya ba'i gzungs kyi 'grel pa /	rdo rje rnam par 'joms pa zhes bya ba'i gzungs kyi 'grel pa /	The Commentary on the Dhāraṇī Called Vajra Demolisher
['BO_T02_D2684:226a-4']	bcom ldan 'das rdo rje rnam par 'joms pa la phyag 'tshal lo //	bcom ldan 'das rdo rje rnam par 'joms pa la phyag 'tshal lo //	Homage to the Blessed Vajra Demolisher.
['BO_T02_D2684:226a-5']	rdo rje lta bu'i ye shes kyis //	rdo rje lta bu'i ye shes kyis //	With vajra-like wisdom,
['BO_T02_D2684:226a-6']	gdul dka' rnams kyi gnyen po gang //	gdul dka' rnams kyi gnyen po gang //	the antidote for those difficult to tame,
['BO_T02_D2684:226a-7']	mchog tu zab pa'i chos nyid can //	mchog tu zab pa'i chos nyid can //	possessing the most profound reality,
['BO_T02_D2684:226a-8']	rdo rje rnam 'joms sku la 'dud //	rdo rje rnam 'joms sku la 'dud //	I bow to the body of Vajra Demolisher.
['BO_T02_D2684:226a-9']	re zhig yongs su shes par bya ba pha rol tu phyin pa'i theg pa dang / rjes su bsgrub par bya ba sngags kyi theg pa gnyis so //	re zhig yongs su shes par bya ba pha rol tu phyin pa'i theg pa dang / rjes su bsgrub par bya ba sngags kyi theg pa gnyis so //	There are two: the vehicle of the perfections to be fully understood, and the vehicle of mantra to be practiced.
['BO_T02_D2684:226a-10']	sngags la yang rdo rje 'chang gis bka' stsal ba'i rgyud dang / de dang mi 'gal ba'i bla ma dam pa'i gdams ngag go //	sngags la yang rdo rje 'chang gis bka' stsal ba'i rgyud dang / de dang mi 'gal ba'i bla ma dam pa'i gdams ngag go //	In mantra, there is the tantra spoken by Vajradhara and the instructions of the sublime guru that do not contradict it.
['BO_T02_D2684:226a-11']	rgyud la rnam par gzhag pa dang // bshad pa'i tshul gyis rtogs par bya ste /	rgyud la rnam par gzhag pa dang // bshad pa'i tshul gyis rtogs par bya ste /	It should be understood by the system of the tantra and the method of explanation.
['BO_T02_D2684:226a-12']	re zhig spyi rgyud kyi rnam par gzhag pa ni /	re zhig spyi rgyud kyi rnam par gzhag pa ni /	First, the system of the general tantra is as follows.
