segmentnr	original	analyzed	folio	translated
['BO_T02_D3721:10a-0']	@10a # // rgya gar skad du /	@10a # // rgya gar skad du /	10a	In Sanskrit:🔽Gurupancasika
['BO_T02_D3721:10a-1']	gu ru panytsa bim shi ka / bod skad du /	gu ru panytsa bim shi ka / bod skad du /	10a	In Tibetan:
['BO_T02_D3721:10a-2']	bla ma lnga bcu pa /	bla ma lnga bcu pa /	10a	The Fifty Verses on the Guru
['BO_T02_D3721:10a-3']	bcom ldan 'das rdo rje sems dpa' la phyag 'tshal lo //	bcom ldan 'das rdo rje sems dpa' la phyag 'tshal lo //	10a	Homage to the Bhagavān Vajrasattva.
['BO_T02_D3721:10a-4']	dpal ldan rdo rje sems dpa'i gnas thob rgyur gyur pa //	dpal ldan rdo rje sems dpa'i gnas thob rgyur gyur pa //	10a	The cause for attaining the state of glorious Vajrasattva
['BO_T02_D3721:10a-5']	bla ma'i zhabs kyi padmar ji bzhin btud byas te //	bla ma'i zhabs kyi padmar ji bzhin btud byas te //	10a	is properly bowing to the lotus feet of the guru.
['BO_T02_D3721:10a-6']	de bstan pa ni dri med rgyud mang las gsungs pa //	de bstan pa ni dri med rgyud mang las gsungs pa //	10a	The teaching of that is stated in the Stainless Tantra
['BO_T02_D3721:10a-7']	mdor bsdus bshad pa 'di ni gus pas mnyan par gyis //	mdor bsdus bshad pa 'di ni gus pas mnyan par gyis //	10a	and should be respectfully heard in this brief explanation.
['BO_T02_D3721:10a-8']	dbang bskur mchog thob rdo rje yi //	dbang bskur mchog thob rdo rje yi //	10a	The vajra master who has obtained the supreme empowerment
['BO_T02_D3721:10a-9']	slob dpon la ni de bzhin gshegs //	slob dpon la ni de bzhin gshegs //	10a	is a tathāgata
['BO_T02_D3721:10a-10']	phyogs bcu'i 'jig rten khams bzhugs pas //	phyogs bcu'i 'jig rten khams bzhugs pas //	10a	who resides in the world systems of the ten directions
['BO_T02_D3721:10a-11']	dus gsum du ni mngon phyag 'tshal //	dus gsum du ni mngon phyag 'tshal //	10a	and is manifestly worshipped in the three times.
['BO_T02_D3721:10a-12']	mchog tu dad pas dus gsum du //	mchog tu dad pas dus gsum du //	10a	With supreme faith, in the three times,
