segmentnr	original	analyzed	folio	translated
['BO_T16_D4464:315b-0']	@315b * // dpal ldan ka l'a par 'jug pa zhes bya ba yul rnams kyis mchog tu gyur pa shambha lar 'gro tshul gyi lam yig 'phags pa don yod lcags kyus gsungs pa bzhugs //	@315b * // dpal ldan ka l'a par 'jug pa zhes bya ba yul rnams kyis mchog tu gyur pa shambha lar 'gro tshul gyi lam yig 'phags pa don yod lcags kyus gsungs pa bzhugs //	315b	The Guidebook Called Entering the Glorious Kalāpa, Spoken by the Noble Amoghapāśa, the Way to Travel to the Supreme Land of Shambhala
['BO_T16_D4464:315b-1']	aom tr'i sv'a h'a /	aom tr'i sv'a h'a /	315b	Oṃ tāre svāhā.
['BO_T16_D4464:315b-2']	aom aangku sha aangku sha aa mo gha hi sv'a h'a /	aom aangku sha aangku sha aa mo gha hi sv'a h'a /	315b	Oṃ aṅkuśa aṅkuśa amoghahi svāhā.
['BO_T16_D4464:315b-3']	# // rgya gar skad du /	# // rgya gar skad du /	315b	In Sanskrit:
['BO_T16_D4464:315b-4']	ka l'a pa /	ka l'a pa /	315b	Kalāpa.
['BO_T16_D4464:315b-5']	aa wa ta ra /	aa wa ta ra /	315b	Avartta.
['BO_T16_D4464:315b-6']	bod skad du /	bod skad du /	315b	In Tibetan:
['BO_T16_D4464:315b-7']	ka l'a par 'jug pa /	ka l'a par 'jug pa /	315b	Entering the Kalāpa.
['BO_T16_D4464:315b-8']	'jig rten dbang phyug phyag 'tshal lo //	'jig rten dbang phyug phyag 'tshal lo //	315b	Homage to Lokeśvara.
['BO_T16_D4464:315b-9']	'gro ba'i mgon po thabs dang ldan //	'gro ba'i mgon po thabs dang ldan //	315b	The protector of beings, endowed with means,
['BO_T16_D4464:315b-10']	de bzhin gshegs la rab btud nas //	de bzhin gshegs la rab btud nas //	315b	Having bowed to the Tathāgata,
['BO_T16_D4464:315b-11']	gang gis dga' ba'i gnas thob 'gyur //	gang gis dga' ba'i gnas thob 'gyur //	315b	By which one attains the abode of joy,
['BO_T16_D4464:315b-12']	thabs de 'dir ni bshad par bya //	thabs de 'dir ni bshad par bya //	315b	That means is explained here.
['BO_T16_D4464:315b-13']	gzhon nu zur phud lnga pa ni //	gzhon nu zur phud lnga pa ni //	315b	The youthful one with five locks of hair,
['BO_T16_D4464:315b-14']	thugs rje ldan pa 'jam pa'i dbyangs //	thugs rje ldan pa 'jam pa'i dbyangs //	315b	The compassionate Mañjughoṣa,
['BO_T16_D4464:315b-15']	rgyal sras stong phrag brgyad dag dang // lhan cig tu ni rab gshegs nas //	rgyal sras stong phrag brgyad dag dang // lhan cig tu ni rab gshegs nas //	315b	Having gone together with the eight thousand sons of the Victorious One,
['BO_T16_D4464:315b-16']	dbang chen zhes bya'i ri bo chen po ni //	dbang chen zhes bya'i ri bo chen po ni //	315b	The great mountain called Mahendra,
['BO_T16_D4464:315b-17']	shar dang nub tu chu gter zab mo gnas //	shar dang nub tu chu gter zab mo gnas //	315b	In the east and west, there are two deep oceans,
['BO_T16_D4464:315b-18']	gang gi phyogs gnyis me tog 'bras bus brgyan //	gang gi phyogs gnyis me tog 'bras bus brgyan //	315b	And in the two directions, there are flowers and fruits.
['BO_T16_D4464:315b-19', 'BO_T16_D4464:315b-20']	rig 'dzin rnams kyis rol pa'i gnas der bzhugs //🔽shes bya kun la ma thogs pa'i //	rig 'dzin rnams kyis rol pa'i gnas der bzhugs // shes bya kun la ma thogs pa'i //	315b	The Vidyādharas reside in this place of play.🔽The one with unobstructed eyes
['BO_T16_D4464:315b-21']	spyan dang ldan pa 'jig rten dbang //	spyan dang ldan pa 'jig rten dbang //	315b	In all that is to be known, the Lord of the World,
