segmentnr	original	analyzed	folio	translated
['BO_T02_D2770:144a-0']	@144a * // 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	@144a * // 'phags pa spyan ras gzigs dbang phyug la phyag 'tshal lo //	144a	Homage to the noble Avalokiteśvara.
['BO_T02_D2770:144a-1']	bdag gi lus la lhag par chags //	bdag gi lus la lhag par chags //	144a	One who is attached to one's body,
['BO_T02_D2770:144a-2']	nad ni rnam pa mad ldan pa'am //	nad ni rnam pa mad ldan pa'am //	144a	who has many kinds of illnesses,
['BO_T02_D2770:144a-3']	yang na bsod nams tshogs don gnyer //	yang na bsod nams tshogs don gnyer //	144a	or who seeks the accumulation of merit,
['BO_T02_D2770:144a-4', 'BO_T02_D2770:144a-5']	des ni lus sbyin cho ga brtsam //🔽re zhig longs spyod dang lus la rmi lam dang sgyur ma lta bur rtogs shing 'du byed thams cad dri za'i grong khyer ram /	des ni lus sbyin cho ga brtsam // re zhig longs spyod dang lus la rmi lam dang sgyur ma lta bur rtogs shing 'du byed thams cad dri za'i grong khyer ram /	144a	should begin the rite of giving the body.
['BO_T02_D2770:144a-6', 'BO_T02_D2770:144a-7']	mtshon cha'i sbyor ba lta bur yongs su shes pas //🔽thog ma kho nar mchod pa rnams kyi mchog tu gyur pa ni /	mtshon cha'i sbyor ba lta bur yongs su shes pas // thog ma kho nar mchod pa rnams kyi mchog tu gyur pa ni /	144a	First, one should understand that wealth and the body are like a dream or an illusion, and that all compounded things are like a city of gandharvas or like a conjuring trick.🔽Then, one should understand that all sentient beings are like one's mother, and that all buddhas are like one's father.
['BO_T02_D2770:144a-8']	rnal 'byor gyi lus nye bar sbyin pa 'di'o //	rnal 'byor gyi lus nye bar sbyin pa 'di'o //	144a	Then, one should understand that the supreme of all offerings is the offering of one's body in yoga.
['BO_T02_D2770:144a-9']	de nas yang rang nyid bcom ldan 'das 'phags pa spyan ras gzigs rnam par dkar ba 'od zer bcu drug gi rnam pa can du bsgom par bya'o //	de nas yang rang nyid bcom ldan 'das 'phags pa spyan ras gzigs rnam par dkar ba 'od zer bcu drug gi rnam pa can du bsgom par bya'o //	144a	Then, one should visualize oneself as the Blessed Noble Avalokiteśvara, white in color, with sixteen light rays.
['BO_T02_D2770:144a-10']	de'i thugs ni hr'i:kun da lta bu'o //	de'i thugs ni hr'i:kun da lta bu'o //	144a	In his heart is a hriḥ, like a jasmine flower.
['BO_T02_D2770:144a-11']	de las byung ba'i 'od zer 'bar ba'i gzi brjid kyis gdug pa can 'dul ba'o //	de las byung ba'i 'od zer 'bar ba'i gzi brjid kyis gdug pa can 'dul ba'o //	144a	The blazing splendor of the light that arises from that subdues the wicked.
['BO_T02_D2770:144a-12']	lte bar ri dmar po las skyes pa'i me'i phreng ba gsal byed kyi 'khor lo can no //	lte bar ri dmar po las skyes pa'i me'i phreng ba gsal byed kyi 'khor lo can no //	144a	At the navel, a garland of fire born from a red mountain, with a wheel of consonants.
['BO_T02_D2770:144a-13']	de bzhin du thugs kar yang aa dkar po las skyes pa'i dbyangs kyi 'khor lo yang ngo //	de bzhin du thugs kar yang aa dkar po las skyes pa'i dbyangs kyi 'khor lo yang ngo //	144a	Likewise, at the heart, a wheel of vowels born from a white a.
['BO_T02_D2770:144a-14']	mi dang lha dbang klu rgyal gyi //	mi dang lha dbang klu rgyal gyi //	144a	The three humps of humans, lords of gods, and kings of nāgas
['BO_T02_D2770:144a-15']	ma go gsum sgyed pu'i steng du ni //	ma go gsum sgyed pu'i steng du ni //	144a	are the three legs of the tripod.
['BO_T02_D2770:144a-16']	lha yi smin mtshams las byung ba'i //	lha yi smin mtshams las byung ba'i //	144a	From the brow of the deity,
['BO_T02_D2770:144a-17']	pha ti ka yi gri gug gis //	pha ti ka yi gri gug gis //	144a	with a scalpel of paṭṭikā,
['BO_T02_D2770:144a-18']	bdag gi thod phyed bcad nas ni //	bdag gi thod phyed bcad nas ni //	144a	cut one’s skull in half
['BO_T02_D2770:144a-19']	phru ba'i tshul du dgab par bya //	phru ba'i tshul du dgab par bya //	144a	and cover it in the manner of a bowl.
['BO_T02_D2770:144a-20']	lha yi lte dbus ram yig las //	lha yi lte dbus ram yig las //	144a	In the center of the deity’s navel, from the syllable raṃ,
['BO_T02_D2770:144a-21']	me lce bskyod pa spar bar bya //	me lce bskyod pa spar bar bya //	144a	the tongue of fire blazes.
['BO_T02_D2770:144a-22']	de yi nang du bdag nyid lus //	de yi nang du bdag nyid lus //	144a	Inside that, one’s own body
['BO_T02_D2770:144a-23']	gcer bu tsog krung 'dug pa yin //	gcer bu tsog krung 'dug pa yin //	144a	is naked, sitting in a squatting position.
['BO_T02_D2770:144b-0']	gnas @144b gsum yi ge gsum bsams la //	gnas @144b gsum yi ge gsum bsams la //	144b	Having visualized the three syllables in the three places,
['BO_T02_D2770:144b-1']	khu ba dmar pos bzhu bar bya //	khu ba dmar pos bzhu bar bya //	144b	the red fluid melts.
['BO_T02_D2770:144b-2']	'bru gsum lan gsum brjod pa yis //	'bru gsum lan gsum brjod pa yis //	144b	Recite the three syllables three times.
['BO_T02_D2770:144b-3']	dag par byas dang bdud rtsir bya //	dag par byas dang bdud rtsir bya //	144b	Purify and transform into nectar.
['BO_T02_D2770:144b-4']	phun tshogs dgyes pa'i rgyu bsams te //	phun tshogs dgyes pa'i rgyu bsams te //	144b	Think of the cause of the delight of perfection,🔽and summon nectar from the hriḥ at the heart.
['BO_T02_D2770:144b-5']	thugs ka'i hr'i:las bdud rtsi dgug / dam tshig ye shes 'dres gyur pa //	thugs ka'i hr'i:las bdud rtsi dgug / dam tshig ye shes 'dres gyur pa //	144b	The pledge beings and awareness beings mix.🔽With the mudra of the open vajra,
['BO_T02_D2770:144b-6', 'BO_T02_D2770:144b-7']	rdo rje kha phye'i phyag rgya dang // aom a'a:badzra k'a ya shuddha bi shuddh'a k'a ro mu kham aa mri ta sva bh'a wa ma h'a ba lim ta p'u dza me gha sa mu dra spha ra na sa ma ye sh'um kha kha kh'a hi kh'a h'i /🔽sarba satv'a nva ho: //	rdo rje kha phye'i phyag rgya dang // aom a'a:badzra k'a ya shuddha bi shuddh'a k'a ro mu kham aa mri ta sva bh'a wa ma h'a ba lim ta p'u dza me gha sa mu dra spha ra na sa ma ye sh'um kha kha kh'a hi kh'a h'i / sarba satv'a nva ho: //	144b	and the mantra oṃ āḥ vajra-kāya-śuddha-viśuddha-kāra-mukha-amṛta-svabhāva-mahā-balimta-pūja-megha-samudra-spharaṇa-samaye śūṃ kha kha khāhi khāhi,
['BO_T02_D2770:144b-8']	sngags 'dis lan gsum bar du dbul //	sngags 'dis lan gsum bar du dbul //	144b	offer the torma three times with the mantra🔽“To all sentient beings, hoḥ!”
['BO_T02_D2770:144b-9']	mgron gsum rnal 'byor cho gas so //	mgron gsum rnal 'byor cho gas so //	144b	The three guests are invited with the yoga ritual.
['BO_T02_D2770:144b-10']	rnal 'byor gyi dbang phyug chen po shr'i mee tri'i gdams pa /	rnal 'byor gyi dbang phyug chen po shr'i mee tri'i gdams pa /	144b	The instructions of the great lord of yoga Śrī Maitrīpa.
['BO_T02_D2770:144b-11']	lus sbyin pa'i cho ga rdzogs so//	lus sbyin pa'i cho ga rdzogs so//	144b	The rite of offering the body is complete.
