segmentnr	original	analyzed	folio	translated
['BO_T02_D3521:165b-0']	@165b # // rgya gar skad du /	@165b # // rgya gar skad du /	165b	In Sanskrit:
['BO_T02_D3521:165b-1']	tsunde s'a dha nam /	tsunde s'a dha nam /	165b	Cundāsādhana
['BO_T02_D3521:165b-2']	bod skad du /	bod skad du /	165b	In Tibetan:
['BO_T02_D3521:165b-3']	tsunde'i sgrub thabs /	tsunde'i sgrub thabs /	165b	Cundé’s Means of Achievement
['BO_T02_D3521:165b-4']	tsunde la phyag 'tshal lo //	tsunde la phyag 'tshal lo //	165b	Homage to Cundā!
['BO_T02_D3521:165b-5']	dang por snying gar zla ba'i dkyil 'khor du gnas pa'i tsum yig gi sa bon las byung ba'i 'od zer sna tshogs pa /	dang por snying gar zla ba'i dkyil 'khor du gnas pa'i tsum yig gi sa bon las byung ba'i 'od zer sna tshogs pa /	165b	First, light rays of various colors arise from the seed syllable cuṃ situated in the moon maṇḍala in the heart.
['BO_T02_D3521:165b-6']	yongs su rdzogs pa las mdun du bla ma dang sangs rgyas dang byang chub sems dpa' rnams bltas la mchod pa la sogs pa bya'o //	yongs su rdzogs pa las mdun du bla ma dang sangs rgyas dang byang chub sems dpa' rnams bltas la mchod pa la sogs pa bya'o //	165b	From the complete [light rays], one should see the gurus, buddhas, and bodhisattvas in front and make offerings, and so forth.
['BO_T02_D3521:165b-7']	aom badzra pushpe h'um zhes pa la sogs pa'i sngags kyis so //	aom badzra pushpe h'um zhes pa la sogs pa'i sngags kyis so //	165b	[One should do so] with the mantra “Oṃ vajra puṣpe hūṃ” and so forth.
['BO_T02_D3521:165b-8']	de nas gsum la skyabs su 'gro ba la sogs pa'i tshigs bcad brjod par bya'o //	de nas gsum la skyabs su 'gro ba la sogs pa'i tshigs bcad brjod par bya'o //	165b	Then one should recite the verses of going for refuge and so forth to the three [jewels].
['BO_T02_D3521:165b-9']	de nas stong pa nyid bsgoms te /	de nas stong pa nyid bsgoms te /	165b	Then one should meditate on emptiness.
['BO_T02_D3521:165b-10', 'BO_T02_D3521:166a-0']	aom sh'u n+ya t'a dzny'a na badzra sv'a bh'a ba a'atma ko&amp; ham zhes brjod par bya'o //🔽de nas aom tsu las skyes pa'i tsunde ston @166a * //	aom sh'u n+ya t'a dzny'a na badzra sv'a bh'a ba a'atma ko&amp; ham zhes brjod par bya'o // de nas aom tsu las skyes pa'i tsunde ston @166a * //	165b	One should recite “Oṃ śūnyatā-jñāna-vajra-svabhāvātmako ’haṃ.”🔽Then, one should recite “Oṃ cule cule cundā svāhā.”
['BO_T02_D3521:166a-1']	ka'i zla ba lta bu phyag bzhi pa /	ka'i zla ba lta bu phyag bzhi pa /	166a	Cundā arises from the syllable cuṃ, is like the autumn moon, and has four arms.
['BO_T02_D3521:166a-2']	rgyan thams cad kyis brgyan pa /	rgyan thams cad kyis brgyan pa /	166a	She is adorned with all the ornaments.
['BO_T02_D3521:166a-3']	g-yas pa mchog sbyin /	g-yas pa mchog sbyin /	166a	Her right hand is in the boon-granting gesture.
['BO_T02_D3521:166a-4']	g-yon pa pustis mtshan pa'i padma bsnams pa /	g-yon pa pustis mtshan pa'i padma bsnams pa /	166a	Her left hand holds a lotus marked with a book.
['BO_T02_D3521:166a-5']	phyag lhag ma dag gis lhung bzed bsnams pa /	phyag lhag ma dag gis lhung bzed bsnams pa /	166a	Her remaining hands hold a begging bowl.
['BO_T02_D3521:166a-6']	padma dang zla ba la sems dpa'i skyil krung gis bzhugs pa bsgom par bya'o //	padma dang zla ba la sems dpa'i skyil krung gis bzhugs pa bsgom par bya'o //	166a	She sits in the sattva posture on a lotus and moon.
['BO_T02_D3521:166a-7']	phyi nas phyag rgyas snying ga dang / mdzod spu dang / mgrin pa dang / spyi bo rnams su yang dag par reg cing srung ba byas nas bzlas par bya'o //	phyi nas phyag rgyas snying ga dang / mdzod spu dang / mgrin pa dang / spyi bo rnams su yang dag par reg cing srung ba byas nas bzlas par bya'o //	166a	Then, having made protection with the seals at the heart, the ūrṇā, the throat, and the head, one should recite.
['BO_T02_D3521:166a-8']	aom tsa le tsu le tsunde sv'ah'a /	aom tsa le tsu le tsunde sv'ah'a /	166a	Oṃ cale cule cuṇḍe svāhā.
['BO_T02_D3521:166a-9', 'BO_T02_D3521:166a-10']	de la phyag rgya ni 'di yin te /🔽lag pa gnyis thal mo sbyar te /	de la phyag rgya ni 'di yin te / lag pa gnyis thal mo sbyar te /	166a	The seal for that is as follows.🔽One should join the palms together.
['BO_T02_D3521:166a-11']	mdzub mo dag gung mo dag gi dkyil du bskyil ba'i rnam par sbyar te mthe bong dag logs su gnas pa'o zhes so //	mdzub mo dag gung mo dag gi dkyil du bskyil ba'i rnam par sbyar te mthe bong dag logs su gnas pa'o zhes so //	166a	The index fingers and middle fingers are interlocked in the center, and the thumbs are placed outside.
['BO_T02_D3521:166a-12']	tsunde'i sgrub thabs rdzogs so//	tsunde'i sgrub thabs rdzogs so//	166a	The method of accomplishing Cuṇḍā is complete.
