segmentnr	original	analyzed	folio	translated
['BO_T08_D4122:47a-2']	// / kha'i ni so las 'das pa'o //	// / kha'i ni so las 'das pa'o //	47a	The mouth is beyond the teeth.
['BO_T08_D4122:47a-3']	mi tshangs par spyad pa ni so las 'das na pham /	mi tshangs par spyad pa ni so las 'das na pham /	47a	If one engages in impure conduct beyond the teeth, there is defeat.
['BO_T08_D4122:47a-4']	rkub kyi rgyud ni 'dzums pa'i mtshams so //	rkub kyi rgyud ni 'dzums pa'i mtshams so //	47a	The anus is the boundary of the closing.
['BO_T08_D4122:47a-5']	rkub tu mi tshangs par spyad na 'dzums pa'i mtshams 'das na pham /	rkub tu mi tshangs par spyad na 'dzums pa'i mtshams 'das na pham /	47a	If one engages in impure conduct in the anus beyond the boundary of the closing, there is defeat.
['BO_T08_D4122:47a-6']	'dzag byed kyi ni kha shun no //	'dzag byed kyi ni kha shun no //	47a	The vagina is the skin of the lips.
['BO_T08_D4122:47a-7']	mo mtshan du mi tshangs par spyad na phyi rol gyi pags pa dang nang gi sha'i mtshams kyi kha shun 'das na pham /	mo mtshan du mi tshangs par spyad na phyi rol gyi pags pa dang nang gi sha'i mtshams kyi kha shun 'das na pham /	47a	If one engages in impure conduct in the vagina beyond the skin of the lips, which is the boundary between the outer skin and inner flesh, there is defeat.
['BO_T08_D4122:47a-8']	chud pa ni dkris so //	chud pa ni dkris so //	47a	Penetration is the boundary of the wrapping.
['BO_T08_D4122:47a-9']	pho mtshan ni sgo gsum gyi nang du dkris 'das na pham /	pho mtshan ni sgo gsum gyi nang du dkris 'das na pham /	47a	If one penetrates beyond the boundary of the wrapping in the penis, there is defeat.
['BO_T08_D4122:47a-10']	phyogs su yang kun snang na snang ba'o //	phyogs su yang kun snang na snang ba'o //	47a	If it appears in any direction, it is visible.
['BO_T08_D4122:47a-11']	sgo gsum las nyams pa ni sbrul gyis ni chung du zos kyang nyams par brtsi srin bus ni kha nang du cher zos na nyams par brtsi skrangs pa ni sgo nyid kyi 'khor skrangs na nyams par brtsi /	sgo gsum las nyams pa ni sbrul gyis ni chung du zos kyang nyams par brtsi srin bus ni kha nang du cher zos na nyams par brtsi skrangs pa ni sgo nyid kyi 'khor skrangs na nyams par brtsi /	47a	If one loses the three doors, it is considered a loss if a small snake eats it. If a worm eats it widely inside the mouth, it is considered a loss. If the door itself swells, it is considered a loss.
