segmentnr	original	analyzed	folio	translated
['BO_T02_D1376:251b-0']	@251b # // rgya gar skad du /	@251b # // rgya gar skad du /	251b	In Sanskrit:
['BO_T02_D1376:251b-1']	yo ga m'a l'a //	yo ga m'a l'a //	251b	Yogamālā
['BO_T02_D1376:251b-2']	bod skad du /	bod skad du /	251b	In Tibetan:
['BO_T02_D1376:251b-3']	sbyor ba'i phreng ba /	sbyor ba'i phreng ba /	251b	The Garland of Application
['BO_T02_D1376:251b-4']	dpal rdo rje sems dpa' la phyag 'tshal lo //	dpal rdo rje sems dpa' la phyag 'tshal lo //	251b	Homage to glorious Vajrasattva.
['BO_T02_D1376:251b-5']	bdag gi lha la phyag 'tshal lo //	bdag gi lha la phyag 'tshal lo //	251b	Homage to my deity.
['BO_T02_D1376:251b-6']	lhan skyes dri med de de bzhin //	lhan skyes dri med de de bzhin //	251b	The innate, stainless, and likewise
['BO_T02_D1376:251b-7']	ye shes 'char ba'i man ngag ni //	ye shes 'char ba'i man ngag ni //	251b	The upadeshas for the arising of wisdom
['BO_T02_D1376:251b-8']	cung zad bdag gis phri bar bya //	cung zad bdag gis phri bar bya //	251b	I will briefly extract.
['BO_T02_D1376:251b-9']	'gro ba nyon mongs kyis bcings pa //	'gro ba nyon mongs kyis bcings pa //	251b	Beings are bound by afflictions.
['BO_T02_D1376:251b-10']	thar la nyon mongs 'jig byed pa'i //	thar la nyon mongs 'jig byed pa'i //	251b	The afflictions are destroyed by
['BO_T02_D1376:251b-11']	yang dag ye shes sbyor goms pas //	yang dag ye shes sbyor goms pas //	251b	The correct wisdom of yoga and familiarity.
['BO_T02_D1376:251b-12']	de ni 'jig par 'gyur ba yin //	de ni 'jig par 'gyur ba yin //	251b	That will be destroyed.
['BO_T02_D1376:251b-13', 'BO_T02_D1376:251b-14']	'dir ni rnal 'byor rab kyis ni //🔽zla ba drug tu goms pa'am //	'dir ni rnal 'byor rab kyis ni // zla ba drug tu goms pa'am //	251b	Here, the supreme yogi🔽Should practice for six months
['BO_T02_D1376:251b-15']	lo dang rgyun mi 'chad pas kyang //	lo dang rgyun mi 'chad pas kyang //	251b	Or continuously for a year.
['BO_T02_D1376:251b-16']	yang dag dngos grub gcig tu 'gyur //	yang dag dngos grub gcig tu 'gyur //	251b	The correct siddhi will be attained.
['BO_T02_D1376:251b-17']	spros pa thams cad btang nas ni //	spros pa thams cad btang nas ni //	251b	Abandonning all elaborations,
['BO_T02_D1376:251b-18']	rnal 'byor 'dod la rab 'bad pas //	rnal 'byor 'dod la rab 'bad pas //	251b	The yogi should strive for what is desired.
['BO_T02_D1376:251b-19']	'chad par 'gyur ba'i sbyor rnams la //	'chad par 'gyur ba'i sbyor rnams la //	251b	The yogas that will be explained
['BO_T02_D1376:251b-20']	gcig tu bzung ste rnam bsgom bya //	gcig tu bzung ste rnam bsgom bya //	251b	Should be taken as one and meditated on.
['BO_T02_D1376:251b-21']	pho mo ma ni nga kha dog dang // 'gro 'ong gnas pa rnam pa ltas te //	pho mo ma ni nga kha dog dang // 'gro 'ong gnas pa rnam pa ltas te //	251b	and by their going, coming, and remaining.
['BO_T02_D1376:251b-22']	de mthong ba yi 'bras bu ni //	de mthong ba yi 'bras bu ni //	251b	The result of seeing them
['BO_T02_D1376:251b-23']	myur du sgrub pa po yis thob //	myur du sgrub pa po yis thob //	251b	is quickly obtained by the practitioner.
['BO_T02_D1376:251b-24']	gzhan yang yon tan skyon rnams kyi //	gzhan yang yon tan skyon rnams kyi //	251b	Moreover, the causes of good qualities and faults
['BO_T02_D1376:251b-25']	rgyu ni skyes pa bud med de //	rgyu ni skyes pa bud med de //	251b	are the male and female [humors].
['BO_T02_D1376:251b-26', 'BO_T02_D1376:251b-27']	de gsad pa yi rnam pa yis //🔽ma ning 'dir ni rgyas par bya //	de gsad pa yi rnam pa yis // ma ning 'dir ni rgyas par bya //	251b	By killing them,🔽the neuter [humor] is nourished here.
['BO_T02_D1376:251b-28']	ma ning de ni rgyas gyur na //	ma ning de ni rgyas gyur na //	251b	When the neuter is nourished,
['BO_T02_D1376:251b-29']	gser gyi ri bo rtse la khyer //	gser gyi ri bo rtse la khyer //	251b	it carries the peak of the golden mountain.
['BO_T02_D1376:251b-30']	yon tan phun tshogs ma lus pa //	yon tan phun tshogs ma lus pa //	251b	Without doubt, all perfect good qualities
['BO_T02_D1376:251b-31']	de las 'byung bar the tshom med //	de las 'byung bar the tshom med //	251b	come from that.
['BO_T02_D1376:251b-32']	gzhan yang pho mo ma ning ni //	gzhan yang pho mo ma ning ni //	251b	Moreover, the male, female, and neuter
['BO_T02_D1376:251b-33']	'bad pa yis ni gnas nas 'byung //	'bad pa yis ni gnas nas 'byung //	251b	arise from the effort of the places.
['BO_T02_D1376:251b-34']	gdon te de yis gnas rnams las //	gdon te de yis gnas rnams las //	251b	Having been expelled from those places,
['BO_T02_D1376:251b-35']	yon tan rin chen phun tshogs thob //	yon tan rin chen phun tshogs thob //	251b	the perfect jewel of good qualities is obtained.
['BO_T02_D1376:252a-0']	@252a * // yang na pho mo ma ning ni //	@252a * // yang na pho mo ma ning ni //	252a	Or else, the male, female, and neuter
['BO_T02_D1376:252a-1']	gnas 'di nyid du gzhug par bya //	gnas 'di nyid du gzhug par bya //	252a	are placed in just this place.
['BO_T02_D1376:252a-2']	de gzhug de la myos byed blud //	de gzhug de la myos byed blud //	252a	Having placed them, alcohol is poured for them.
['BO_T02_D1376:252a-3']	blud nas skyes pa bud med ni //	blud nas skyes pa bud med ni //	252a	After pouring, the male and female
['BO_T02_D1376:252a-4']	'bad pas ma ning khar gzhug bya //	'bad pas ma ning khar gzhug bya //	252a	are placed in the mouth of the neuter with effort.
['BO_T02_D1376:252a-5']	bcud la brten pa'i yul rnams la //	bcud la brten pa'i yul rnams la //	252a	Pour the intoxicant
['BO_T02_D1376:252a-6']	myos par byed pa blud par bya //	myos par byed pa blud par bya //	252a	into the objects that are based on the essence.
['BO_T02_D1376:252a-7']	blud nas rab tu 'bad pa yis //	blud nas rab tu 'bad pa yis //	252a	Having poured, with great effort
['BO_T02_D1376:252a-8', 'BO_T02_D1376:252a-9']	ma ning khar ni gzhug par bya //🔽de bzhin byas gyur dpag bsam shing //	ma ning khar ni gzhug par bya // de bzhin byas gyur dpag bsam shing //	252a	one should insert it into the mouth of the neuter.🔽If one does it in that way, there is no doubt
['BO_T02_D1376:252a-10']	'dra ba 'di la the tshom med //	'dra ba 'di la the tshom med //	252a	that this is like a wish-fulfilling tree.
['BO_T02_D1376:252a-11']	de ltar sbyor ba 'di rnams kyis //	de ltar sbyor ba 'di rnams kyis //	252a	By means of these yogas,
