segmentnr	original	analyzed	folio	translated
['BO_T02_D1284:139a-0']	@139a * // rgya gar skad du /	@139a * // rgya gar skad du /	139a	In Sanskrit:🔽Pratīṣṭhavidhi
['BO_T02_D1284:139a-1']	pra ti sta bidhi: bod skad du /	pra ti sta bidhi: bod skad du /	139a	In Tibetan:🔽The consecration ritual
['BO_T02_D1284:139a-2']	spyan dbye ba'i cho ga / rnal 'byor ma rnams la phyag 'tshal lo //	spyan dbye ba'i cho ga / rnal 'byor ma rnams la phyag 'tshal lo //	139a	Homage to the yoginīs.
['BO_T02_D1284:139a-3']	rdo rje slob dpon gyis rab tu gnas pa'i las bya ba'i phyir /	rdo rje slob dpon gyis rab tu gnas pa'i las bya ba'i phyir /	139a	In order for the vajra master to perform the consecration ritual,
['BO_T02_D1284:139a-4']	cho ga gang gis gang la rab tu gnas pa de'i mtshan nyid bshad par bya'o //	cho ga gang gis gang la rab tu gnas pa de'i mtshan nyid bshad par bya'o //	139a	I will explain the characteristics of the consecration and the ritual by which it is performed.
['BO_T02_D1284:139a-5']	de yang thams cad la 'thad cing dgos pa ma yin te /	de yang thams cad la 'thad cing dgos pa ma yin te /	139a	Moreover, it is not suitable for everyone,
['BO_T02_D1284:139a-6']	skye ba med pa la gang zhig rab tu gnas par bya /	skye ba med pa la gang zhig rab tu gnas par bya /	139a	for what is to be consecrated in the absence of arising?
['BO_T02_D1284:139a-7']	kun rdzob gtso bor spyod pas kyang /	kun rdzob gtso bor spyod pas kyang /	139a	Even those who primarily engage in the conventional
['BO_T02_D1284:139a-8']	de nyid byin rlabs yin shes na //	de nyid byin rlabs yin shes na //	139a	know that it is blessed
['BO_T02_D1284:139a-9']	rab gnas cho ga mi 'thad do //	rab gnas cho ga mi 'thad do //	139a	and the consecration ritual is not suitable.
['BO_T02_D1284:139a-10']	sems can dang po'i las can gyis //	sems can dang po'i las can gyis //	139a	For sentient beings with beginner's karma,
['BO_T02_D1284:139a-11']	rgyud rnams yang dag smin phyir byas ;	rgyud rnams yang dag smin phyir byas ;	139a	it is done to ripen their continuums.
['BO_T02_D1284:139a-12', 'BO_T02_D1284:139a-13']	/ de yang slob dpon mthu thob pa dang / ma thob pa'i bye brag gis cho ga bsdus pa dang / rgyas pa'i bye brag gis ci rigs par bla ma'i man ngag la brten pa rnams kyis shes par bya'o //🔽de la cho ga rgyas pa ni dang po bsnyen pa gtso bo'i 'bum mam /	/ de yang slob dpon mthu thob pa dang / ma thob pa'i bye brag gis cho ga bsdus pa dang / rgyas pa'i bye brag gis ci rigs par bla ma'i man ngag la brten pa rnams kyis shes par bya'o // de la cho ga rgyas pa ni dang po bsnyen pa gtso bo'i 'bum mam /	139a	Moreover, that should be understood by those who rely on the instructions of the guru, according to the distinctions of the concise and extensive rituals, based on the distinctions of the master having or not having attained power.
['BO_T02_D1284:139a-14', 'BO_T02_D1284:139a-15']	'khor gyi khrir /🔽de ltar grangs sam /	'khor gyi khrir / de ltar grangs sam /	139a	In that regard, the extensive ritual is as follows: First, one should perform the approach recitation, either one hundred thousand of the principal deity or of the retinue.
['BO_T02_D1284:139a-16']	mtshan ma'i bsnyen pa byas la /	mtshan ma'i bsnyen pa byas la /	139a	In that way, one should perform the approach recitation by number or by signs.
['BO_T02_D1284:139a-17']	dkyil 'khor bri ba'i cho ga dag tshul bzhin du byas la /	dkyil 'khor bri ba'i cho ga dag tshul bzhin du byas la /	139a	Having performed the ritual of drawing the maṇḍala in the proper way,
['BO_T02_D1284:139a-18']	khrus sa'i stegs bu brtsigs la /	khrus sa'i stegs bu brtsigs la /	139a	one should construct the platform of the bathing area,
['BO_T02_D1284:139a-19']	bum pa rnams bkod la /	bum pa rnams bkod la /	139a	arrange the vases,
['BO_T02_D1284:139a-20']	bzlas brjod kyi cho ga ni rang gi yi dam gyi lha'i sbyor bas /	bzlas brjod kyi cho ga ni rang gi yi dam gyi lha'i sbyor bas /	139a	and perform the ritual of recitation by means of the yoga of one’s pledged deity.
['BO_T02_D1284:139a-21', 'BO_T02_D1284:139a-22']	mtshan nyid ldan pa'i bum pa las //🔽thams cad chu las kham phor du //	mtshan nyid ldan pa'i bum pa las // thams cad chu las kham phor du //	139a	In a vase endowed with characteristics,🔽all [the water] should be poured into a small clay pot
['BO_T02_D1284:139a-23']	cung zad blugs te rnam rgyal gyi //	cung zad blugs te rnam rgyal gyi //	139a	and placed in the victorious vase.
['BO_T02_D1284:139a-24']	bum pa pam las skyes pa yi //	bum pa pam las skyes pa yi //	139a	The victorious vase is generated from the seed syllable paṃ🔽on a jewel.
['BO_T02_D1284:139a-25']	rin po che yi steng du gzhag / der ni dkyil 'khor bskyed bya ste //	rin po che yi steng du gzhag / der ni dkyil 'khor bskyed bya ste //	139a	The maṇḍala should be generated there.
['BO_T02_D1284:139a-26']	dam tshig bdag nyid rdzogs pa dang // ye shes dkyil 'khor spyan drangs nas //	dam tshig bdag nyid rdzogs pa dang // ye shes dkyil 'khor spyan drangs nas //	139a	and the mandala of pristine awareness having been invited,
['BO_T02_D1284:139a-27']	zhal bsil la sogs rim par dbul //	zhal bsil la sogs rim par dbul //	139a	one should offer the mouth-washing water, etc., in sequence.
['BO_T02_D1284:139a-28']	dam tshig lhan cig bcug byas te //	dam tshig lhan cig bcug byas te //	139a	Having caused the pledge beings and the awareness beings to enter into union,
['BO_T02_D1284:139a-29', 'BO_T02_D1284:139a-30']	mchod pa rnams kyis tshim byas la //🔽me tog spos sogs rol mo yis //	mchod pa rnams kyis tshim byas la // me tog spos sogs rol mo yis //	139a	one should satisfy them with the offerings.🔽One should also make offerings with flowers, incense, etc.,
['BO_T02_D1284:139a-31']	'bad pa yis kyang mchod par bya //	'bad pa yis kyang mchod par bya //	139a	and with music.🔽One should also make offerings with the ringing of bells
['BO_T02_D1284:139a-32']	dril bu dag ni dkrol ba dang // bstod pa gshegs kun khrus gsol ba //	dril bu dag ni dkrol ba dang // bstod pa gshegs kun khrus gsol ba //	139a	and with praises, and with bathing all the deities
['BO_T02_D1284:139a-33']	lha yi chu ni dag pa yis //	lha yi chu ni dag pa yis //	139a	with pure divine water.
['BO_T02_D1284:139a-34']	de bzhin bdag gis bkru bya'o ;	de bzhin bdag gis bkru bya'o ;	139a	In the same way, one should bathe oneself.
['BO_T02_D1284:139a-35']	/ aom sarba ta th'a ga ta k'a ya sa bhi she ka sa ma ya shri ye h'um /	/ aom sarba ta th'a ga ta k'a ya sa bhi she ka sa ma ya shri ye h'um /	139a	Oṃ sarva tathāgata kāya śodhane śrīye hūṃ.
['BO_T02_D1284:139a-36']	'di ni khrus sngags so //	'di ni khrus sngags so //	139a	This is the bathing mantra.
['BO_T02_D1284:139a-37']	ras sogs rang rang gsang sngags kyis //	ras sogs rang rang gsang sngags kyis //	139a	With the mantra of each one, such as a cloth,
['BO_T02_D1284:139a-38']	mnyam par gzhag pas dbul par bya //	mnyam par gzhag pas dbul par bya //	139a	one should offer them while remaining in equipoise.
['BO_T02_D1284:139a-39']	yang na rang gi sngags kyis dbul //	yang na rang gi sngags kyis dbul //	139a	Or one should offer them with one’s own mantra.
['BO_T02_D1284:139a-40']	bzlas te phyag 'tshal gtso bo la //	bzlas te phyag 'tshal gtso bo la //	139a	Having recited it, one should prostrate to the principal deity.
['BO_T02_D1284:139a-41']	aom badzra b'a sa se sv'a h'a /	aom badzra b'a sa se sv'a h'a /	139a	Oṃ vajra pūṣpe aḥ hūṃ.
['BO_T02_D1284:139b-0']	@139b me tog la sogs pa'i sngags su yang 'gyur ro //	@139b me tog la sogs pa'i sngags su yang 'gyur ro //	139b	This also becomes the mantra for flowers, etc.
['BO_T02_D1284:139b-1']	gser la sogs pas snod byas te //	gser la sogs pas snod byas te //	139b	Make a vessel out of gold, etc.,
['BO_T02_D1284:139b-2']	sbrang rtsi mar sar byugs pa yi //	sbrang rtsi mar sar byugs pa yi //	139b	and smear it with honey, butter, and molasses.🔽With a golden spoon, open the eyes
['BO_T02_D1284:139b-3']	gser gyi thur ma yis ni mig / dbye ba'am yang na bsam gtan gyis //	gser gyi thur ma yis ni mig / dbye ba'am yang na bsam gtan gyis //	139b	or else with the meditation.
['BO_T02_D1284:139b-4']	aom tsakshu sa manta tsakshu bi sho dha ni sv'a h'a /	aom tsakshu sa manta tsakshu bi sho dha ni sv'a h'a /	139b	Oṃ cakṣuḥ samanta cakṣuḥ viśodhani svāhā.
['BO_T02_D1284:139b-5']	ji ltar rdzogs pa'i sngags rgyas kun //	ji ltar rdzogs pa'i sngags rgyas kun //	139b	Just as all the perfections
['BO_T02_D1284:139b-6']	dga' ldan yang dag rab bzhugs nas //	dga' ldan yang dag rab bzhugs nas //	139b	are perfectly present in Tuṣita,
['BO_T02_D1284:139b-7']	ji ltar lha mo sgyu 'phrul lhu mas //	ji ltar lha mo sgyu 'phrul lhu mas //	139b	just as the goddess Māyā
['BO_T02_D1284:139b-8']	de bzhin 'dir gnas bzhugs byas la //	de bzhin 'dir gnas bzhugs byas la //	139b	is present here in the same way,
['BO_T02_D1284:139b-9']	'dir ni rgyun du zhugs gyur nas //	'dir ni rgyun du zhugs gyur nas //	139b	having become a stream-enterer here,
['BO_T02_D1284:139b-10']	mgon po me tog la sogs 'di //	mgon po me tog la sogs 'di //	139b	the lord, with flowers, etc.,
['BO_T02_D1284:139b-11']	byang chub sems kyis bsdus pa'i phyir //	byang chub sems kyis bsdus pa'i phyir //	139b	because they are included in the mind of enlightenment,
['BO_T02_D1284:139b-12']	che ge mo yi don du bzhes //	che ge mo yi don du bzhes //	139b	are accepted for the sake of so-and-so.
['BO_T02_D1284:139b-13']	lha rnams brtan par 'dod pa yis //	lha rnams brtan par 'dod pa yis //	139b	The gods who wish for stability
['BO_T02_D1284:139b-14', 'BO_T02_D1284:139b-15']	mgo po snying ga gsang gnas su //🔽rdo rje yis ni bskor byas nas //	mgo po snying ga gsang gnas su // rdo rje yis ni bskor byas nas //	139b	should circle the head, heart, and secret places🔽with a vajra,
['BO_T02_D1284:139b-16', 'BO_T02_D1284:139b-17']	lan gsum bskor te rab gnas bya //🔽chad pa'am ni lhag pas kyang //	lan gsum bskor te rab gnas bya // chad pa'am ni lhag pas kyang //	139b	and perform the consecration by circling three times.🔽Whatever I have done by omission or excess
['BO_T02_D1284:139b-18']	bdag gis brjod nas gang bgyis pa //	bdag gis brjod nas gang bgyis pa //	139b	in reciting,
['BO_T02_D1284:139b-19']	gang phyir lus can skyabs mdzad pa //	gang phyir lus can skyabs mdzad pa //	139b	because of being a protector of embodied beings,
['BO_T02_D1284:139b-20']	mgon po khyod kyis bzod par mdzod //	mgon po khyod kyis bzod par mdzod //	139b	Protector, you must bear with it.
['BO_T02_D1284:139b-21']	ma rnyed pa dang ma shes pa //	ma rnyed pa dang ma shes pa //	139b	Whatever I have not obtained or not understood,
['BO_T02_D1284:139b-22']	ma lus par yang bzod par mdzod //	ma lus par yang bzod par mdzod //	139b	I ask you to bear with all of it.
['BO_T02_D1284:139b-23']	nyungs pa'am gzhan du bgyis pa gang //	nyungs pa'am gzhan du bgyis pa gang //	139b	Whatever I have done in error or otherwise,
['BO_T02_D1284:139b-24']	de dag bzod par mdzad par rigs //	de dag bzod par mdzad par rigs //	139b	it is fitting that you bear with it.
['BO_T02_D1284:139b-25']	zhes pas bzod par gsol la smon lam gdab po //	zhes pas bzod par gsol la smon lam gdab po //	139b	Thus, one should request forbearance and make aspirations.
['BO_T02_D1284:139b-26']	mchod rten glegs bam la sogs la //	mchod rten glegs bam la sogs la //	139b	With regard to the stūpa, the scriptures, and so forth,🔽one should perform the consecration
['BO_T02_D1284:139b-27']	kye yi rdo rje 'khor bcas pas //	kye yi rdo rje 'khor bcas pas //	139b	of Hevajra and his retinue
['BO_T02_D1284:139b-28']	rab tu gnas par bya ba dang // rnam pa dag ni ci rigs par //	rab tu gnas par bya ba dang // rnam pa dag ni ci rigs par //	139b	in whatever way is appropriate.
['BO_T02_D1284:139b-29']	de nas slob ma rtsa ba'i dkyil 'khor du bcug la //	de nas slob ma rtsa ba'i dkyil 'khor du bcug la //	139b	Then, one should induct the disciples into the basic maṇḍala
['BO_T02_D1284:139b-30']	ci bde bar ni mchod par bgyis //	ci bde bar ni mchod par bgyis //	139b	and tell them, “Make offerings as much as you like.”
['BO_T02_D1284:139b-31']	zhes bsgo'o // de nas gtor ma dang sbyin sreg gi las bya ste /	zhes bsgo'o // de nas gtor ma dang sbyin sreg gi las bya ste /	139b	Then, one should perform the rite of the bali and burnt offerings.
['BO_T02_D1284:139b-32']	de rnams kyi cho ga ni gzhan du shes par bya'o //	de rnams kyi cho ga ni gzhan du shes par bya'o //	139b	The ritual of those should be understood elsewhere.
['BO_T02_D1284:139b-33']	mchod pa dang bstod pa sngon du 'gro bas /	mchod pa dang bstod pa sngon du 'gro bas /	139b	After the offerings and praises,
['BO_T02_D1284:139b-34']	ye shes kyi lha gshegs su gsol ba la sogs pa bya'o //	ye shes kyi lha gshegs su gsol ba la sogs pa bya'o //	139b	one should request the departure of the gnosis deities and so forth.
['BO_T02_D1284:139b-35']	de ni cho ga rgyas pa'o //	de ni cho ga rgyas pa'o //	139b	That is the extensive ritual.
['BO_T02_D1284:139b-36']	rdo rje slob dpon nus dang ldan pas ni //	rdo rje slob dpon nus dang ldan pas ni //	139b	A vajra master who is capable
['BO_T02_D1284:139b-37']	nyin gcig gi rab tu gnas pa'i cho ga rdzogs par bya ste /	nyin gcig gi rab tu gnas pa'i cho ga rdzogs par bya ste /	139b	One should perform the rite of consecration for one day.
['BO_T02_D1284:139b-38', 'BO_T02_D1284:139b-39']	rang gi lha bskyed pa'i rim pa byas la /🔽rang gi lha'i sngags brgya'am /	rang gi lha bskyed pa'i rim pa byas la / rang gi lha'i sngags brgya'am /	139b	Having performed the creation stage of one's deity,🔽one should recite the mantra of one's deity one hundred or
['BO_T02_D1284:139b-40']	stong du bzlas brjod byas te /	stong du bzlas brjod byas te /	139b	one thousand times.
['BO_T02_D1284:139b-41']	rab tu gnas pa'i rten sbyang ba dang / brten pa'i ye shes sems dpa' gzhug pa byas la /	rab tu gnas pa'i rten sbyang ba dang / brten pa'i ye shes sems dpa' gzhug pa byas la /	139b	Having purified the basis of the consecration and caused the gnosis being of the supported [deity] to enter,
['BO_T02_D1284:139b-42']	yid kyis mchod pas mchod pa bzlas brjod ci rigs pa bya'o /	yid kyis mchod pas mchod pa bzlas brjod ci rigs pa bya'o /	139b	one should make mental offerings and recite the mantra as much as possible.
