segmentnr	original	analyzed	folio	translated
['BO_T02_D2656:309b-0']	@309b ` // mi 'khrugs pa'i sgrubs thabs bzhugs//	@309b ` // mi 'khrugs pa'i sgrubs thabs bzhugs//	309b	The Means of Accomplishment of Akṣobhya
['BO_T02_D2656:309b-1']	# // mi 'khrugs pa la phyag 'tshal lo //	# // mi 'khrugs pa la phyag 'tshal lo //	309b	Homage to Akṣobhya.
['BO_T02_D2656:309b-2']	mtshan nyid ldan pa'i bum pa la //	mtshan nyid ldan pa'i bum pa la //	309b	In a vase endowed with the characteristics,
['BO_T02_D2656:309b-3']	brdeg dang bdug dang mtshan ma dgod //	brdeg dang bdug dang mtshan ma dgod //	309b	one should place the substances for striking, fumigation, and signs.
['BO_T02_D2656:309b-4']	nang du bcud rnams blugs la yang //	nang du bcud rnams blugs la yang //	309b	Also, having poured the essences inside,
['BO_T02_D2656:309b-5']	mgul chings kha rgyan la sogs bcas //	mgul chings kha rgyan la sogs bcas //	309b	one should add a neck ornament, a mouth ornament, and so forth.
['BO_T02_D2656:309b-6']	mandala me tog bcas pa'i steng //	mandala me tog bcas pa'i steng //	309b	Upon a maṇḍala with flowers,
['BO_T02_D2656:309b-7']	bzhag la mchod sogs rim bzhin bsham //	bzhag la mchod sogs rim bzhin bsham //	309b	one should place it and arrange the offerings and so forth in sequence.
['BO_T02_D2656:309b-8']	bdag dang gnas sogs bsrung byas la //	bdag dang gnas sogs bsrung byas la //	309b	Having protected oneself, the place, and so forth,
['BO_T02_D2656:309b-9']	mchod pa bsangs shing byin gyis brlab //	mchod pa bsangs shing byin gyis brlab //	309b	one should purify the offerings and bless them.
['BO_T02_D2656:309b-10']	bdag nyid lhag pa'i lhar bsams nas //	bdag nyid lhag pa'i lhar bsams nas //	309b	Having visualized oneself as the excellent deity,
['BO_T02_D2656:309b-11']	rang bzhin dag pa'i sngags brjod pas //	rang bzhin dag pa'i sngags brjod pas //	309b	by reciting the mantra of natural purity,
